family,instance,utilization_pct,global_constructor_enabled,seed,feasible_at_gen_0,generations_to_first_feasible,final_feasible,initial_fitness,first_feasible_fitness,best_fitness,final_fitness,seed_population_size,seed_feasible_count,construction_ms,optimization_ms,total_wall_ms,construction_overhead_pct
C,C1,95,true,11,true,0,true,60280,60280,61680,61680,100,3,14,183904,183918,0.01
C,C1,95,false,12,false,294,true,-2960669.6,50880,50980,50980,100,0,0,186150,186150,0.00
C,C1,95,true,12,true,0,true,60280,60280,61580,61580,100,3,13,184038,184051,0.01
C,C1,95,false,13,false,null,false,-3561124.8,0,-250720,-250720,100,0,0,185352,185352,0.00
C,C1,95,true,13,true,0,true,60280,60280,61780,61780,100,3,13,183708,183721,0.01
C,C1,95,false,14,false,null,false,-3258718.4,0,-248820,-248820,100,0,0,185529,185530,0.00
C,C1,95,true,14,true,0,true,60280,60280,61580,61580,100,3,13,184148,184161,0.01
C,C1,95,false,15,false,null,false,-3560476,0,-50120,-50120,100,0,0,185639,185639,0.00
C,C1,95,true,15,true,0,true,60280,60280,61780,61780,100,3,13,184330,184343,0.01
C,C1,95,false,16,false,null,false,-3361480,0,-250620,-250620,100,0,0,186871,186871,0.00
C,C1,95,true,16,true,0,true,60280,60280,61280,61280,100,3,13,184038,184051,0.01
C,C1,95,false,17,false,null,false,-3560182.4,0,-150020,-150020,100,0,0,185893,185893,0.00
C,C1,95,true,17,true,0,true,60280,60280,61380,61380,100,3,13,183257,183271,0.01
C,C1,95,false,18,false,190,true,-2860099.2,46680,50080,50080,100,0,0,184824,184824,0.00
C,C1,95,true,18,true,0,true,60280,60280,61580,61580,100,3,13,183013,183026,0.01
C,C1,95,false,19,false,null,false,-3360399.2,0,-50420,-50420,100,0,0,184936,184936,0.00
C,C1,95,true,19,true,0,true,60280,60280,61280,61280,100,3,13,183047,183060,0.01
C,C1,95,false,20,false,null,false,-3561444,0,-50420,-50420,100,0,0,184438,184438,0.00
C,C1,95,true,20,true,0,true,60280,60280,61580,61580,100,3,13,183131,183145,0.01
C,C1,95,false,21,false,null,false,-3360699.2,0,-150020,-150020,100,0,0,184757,184757,0.00
C,C1,95,true,21,true,0,true,60280,60280,61880,61880,100,3,13,183321,183334,0.01
C,C1,95,false,22,false,null,false,-3260931.2,0,-50120,-50120,100,0,0,185184,185184,0.00
C,C1,95,true,22,true,0,true,60280,60280,61580,61580,100,3,13,182798,182811,0.01
C,C1,95,false,23,false,null,false,-3359944,0,-149220,-149220,100,0,0,184842,184842,0.00
C,C1,95,true,23,true,0,true,60280,60280,61680,61680,100,3,13,183377,183390,0.01
C,C1,95,false,24,false,250,true,-3361095.2,49480,50880,50880,100,0,0,184923,184923,0.00
C,C1,95,true,24,true,0,true,60280,60280,61580,61580,100,3,13,183215,183228,0.01
C,C1,95,false,25,false,null,false,-3559450.4,0,-48520,-48520,100,0,0,184665,184666,0.00
C,C1,95,true,25,true,0,true,60280,60280,61680,61680,100,3,13,183368,183381,0.01
C,C1,95,false,26,false,270,true,-3560250.4,50380,51080,51080,100,0,0,184481,184481,0.00
C,C1,95,true,26,true,0,true,60280,60280,62080,62080,100,3,13,183131,183144,0.01
C,C1,95,false,27,false,null,false,-2960824.8,0,-149320,-149320,100,0,0,184785,184785,0.00
C,C1,95,true,27,true,0,true,60280,60280,61680,61680,100,3,13,183042,183055,0.01
C,C1,95,false,28,false,null,false,-3059592.8,0,-48620,-48620,100,0,0,185047,185047,0.00
C,C1,95,true,28,true,0,true,60280,60280,61580,61580,100,3,13,183024,183037,0.01
C,C1,95,false,29,false,275,true,-3561656.8,50480,51080,51080,100,0,0,184429,184429,0.00
C,C1,95,true,29,true,0,true,60280,60280,61580,61580,100,3,13,183310,183323,0.01
C,C1,95,false,30,false,null,false,-3260156.8,0,-49620,-49620,100,0,0,184484,184484,0.00
C,C1,95,true,30,true,0,true,60280,60280,61580,61580,100,3,19,183243,183263,0.01
C,C2,95,false,1,false,null,false,-20868053.6,0,-13161326.4,-13161326.4,100,0,0,184953,184953,0.00
