utilization_pct,global_constructor_enabled,seed,feasible_at_gen_0,generations_to_first_feasible,final_feasible,initial_fitness,first_feasible_fitness,best_fitness,final_fitness,seed_population_size,seed_feasible_count,construction_ms,optimization_ms,total_wall_ms,construction_overhead_pct
98,true,23,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,15862,15863,0.01
98,false,24,false,70,true,-1256866.4,45336,52742.4,52742.4,100,0,0,17610,17610,0.00
98,true,24,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,17754,17756,0.01
98,false,25,false,209,true,-1057247.2,51142.4,54042.4,54042.4,100,0,0,18331,18331,0.00
98,true,25,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,16139,16140,0.01
98,false,26,false,34,true,-1358379.2,42642.4,53142.4,53142.4,100,0,0,16730,16730,0.00
98,true,26,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,15892,15893,0.01
98,false,27,false,144,true,-1159040.8,46742.4,51542.4,51542.4,100,0,0,16561,16561,0.00
98,true,27,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,16203,16205,0.01
98,false,28,false,83,true,-1158040.8,45442.4,52442.4,52442.4,100,0,0,16633,16633,0.00
98,true,28,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,16414,16416,0.01
98,false,29,false,53,true,-957208.8,45842.4,53642.4,53642.4,100,0,0,16897,16897,0.00
98,true,29,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,17184,17186,0.01
98,false,30,false,192,true,-1158972.8,48442.4,51742.4,51742.4,100,0,0,17150,17150,0.00
98,true,30,true,0,true,87942.4,87942.4,87942.4,87942.4,100,3,1,16202,16204,0.01
99,false,1,false,120,true,-2157958.4,45769.6,50869.6,50869.6,100,0,0,18966,18966,0.00
99,true,1,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,2,16445,16447,0.01
99,false,2,false,107,true,-2257684,46269.6,52369.6,52369.6,100,0,0,18206,18206,0.00
99,true,2,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17259,17260,0.01
99,false,3,false,236,true,-1858971.2,47569.6,49769.6,49769.6,100,0,0,18158,18158,0.00
99,true,3,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16412,16414,0.01
99,false,4,false,78,true,-2057684,45069.6,52169.6,52169.6,100,0,0,17070,17070,0.00
99,true,4,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17978,17980,0.01
99,false,5,false,141,true,-1756745.6,47469.6,51469.6,51469.6,100,0,0,19398,19398,0.00
99,true,5,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,4,18497,18501,0.02
99,false,6,false,177,true,-2057545.6,47369.6,50069.6,50069.6,100,0,0,17603,17603,0.00
99,true,6,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,18274,18276,0.01
99,false,7,false,129,true,-1758132.8,46769.6,51669.6,51669.6,100,0,0,19966,19966,0.00
99,true,7,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16426,16427,0.01
99,false,8,false,157,true,-1958839.2,45963.2,50669.6,50669.6,100,0,0,17622,17622,0.00
99,true,8,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,19115,19117,0.01
99,false,9,false,121,true,-1958539.2,45669.6,50569.6,50569.6,100,0,0,18709,18709,0.00
99,true,9,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16514,16516,0.01
99,false,10,false,153,true,-1559520,45069.6,49569.6,49569.6,100,0,0,18671,18671,0.00
99,true,10,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17064,17066,0.01
99,false,11,false,109,true,-2055952,48069.6,53469.6,53469.6,100,0,0,17677,17677,0.00
99,true,11,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16869,16871,0.01
99,false,12,false,163,true,-2058339.2,47369.6,51269.6,51269.6,100,0,0,18324,18324,0.00
99,true,12,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17257,17259,0.01
99,false,13,false,64,true,-1558688,43269.6,51569.6,51569.6,100,0,0,16907,16907,0.00
99,true,13,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17002,17004,0.01
99,false,14,false,84,true,-2058626.4,44069.6,51369.6,51369.6,100,0,0,17071,17071,0.00
99,true,14,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16245,16247,0.01
99,false,15,false,273,true,-1858732.8,50069.6,50869.6,50869.6,100,0,0,16993,16993,0.00
99,true,15,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,2,16555,16557,0.01
99,false,16,false,201,true,-2159539.2,46569.6,49269.6,49269.6,100,0,0,16864,16864,0.00
99,true,16,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16393,16394,0.01
99,false,17,false,256,true,-2159864.8,49169.6,50569.6,50569.6,100,0,0,20132,20132,0.00
99,true,17,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,18076,18077,0.01
99,false,18,false,69,true,-1956758.4,45069.6,52969.6,52969.6,100,0,0,19538,19538,0.00
99,true,18,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,2,18848,18850,0.01
99,false,19,false,95,true,-1855858.4,47269.6,52969.6,52969.6,100,0,0,18139,18139,0.00
99,true,19,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16893,16894,0.01
99,false,20,false,73,true,-1757858.4,43769.6,51369.6,51369.6,100,0,0,17557,17557,0.00
99,true,20,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,20263,20265,0.00
99,false,21,false,81,true,-2058752,43569.6,50069.6,50069.6,100,0,0,19610,19610,0.00
99,true,21,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17418,17420,0.01
99,false,22,false,205,true,-2258158.4,48769.6,51369.6,51369.6,100,0,0,18992,18992,0.00
99,true,22,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,2,17727,17729,0.01
99,false,23,false,284,true,-2056758.4,50469.6,50969.6,50969.6,100,0,0,19428,19428,0.00
99,true,23,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,4,18232,18236,0.02
99,false,24,false,130,true,-1860152,44569.6,50169.6,50169.6,100,0,0,17902,17902,0.00
99,true,24,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16734,16736,0.01
99,false,25,false,122,true,-1856032.8,46969.6,50869.6,50869.6,100,0,0,18444,18444,0.00
99,true,25,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17961,17962,0.01
99,false,26,false,144,true,-2357332.8,46469.6,50169.6,50169.6,100,0,0,18213,18213,0.00
99,true,26,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16717,16719,0.01
99,false,27,false,132,true,-1955871.2,45369.6,49869.6,49869.6,100,0,0,17882,17882,0.00
99,true,27,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,17383,17385,0.01
99,false,28,false,253,true,-1959545.6,49369.6,51369.6,51369.6,100,0,0,17143,17143,0.00
99,true,28,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16304,16305,0.01
99,false,29,false,95,true,-2157245.6,45469.6,52769.6,52769.6,100,0,0,16936,16936,0.00
99,true,29,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16656,16658,0.01
99,false,30,false,153,true,-2058284,46563.2,51569.6,51569.6,100,0,0,16895,16895,0.00
99,true,30,true,0,true,88969.6,88969.6,88969.6,88969.6,100,3,1,16373,16375,0.01
100,false,1,false,236,true,-2762534.4,43800,46000,46000,100,0,0,17062,17062,0.00
100,true,1,true,0,true,90000,90000,90000,90000,100,3,1,16406,16407,0.01
100,false,2,false,139,true,-2856560,46100,49100,49100,100,0,0,16838,16838,0.00
100,true,2,true,0,true,90000,90000,90000,90000,100,3,1,16321,16323,0.01
100,false,3,false,null,false,-2860479.2,0,-52900,-52900,100,0,0,16852,16852,0.00
100,true,3,true,0,true,90000,90000,90000,90000,100,3,1,16333,16335,0.01
100,false,4,false,223,true,-2657434.4,47000,49200,49200,100,0,0,16911,16911,0.00
100,true,4,true,0,true,90000,90000,90000,90000,100,3,1,16317,16318,0.01
100,false,5,false,154,true,-2757221.6,46500,49400,49400,100,0,0,17133,17133,0.00
100,true,5,true,0,true,90000,90000,90000,90000,100,3,1,16314,16316,0.01
100,false,6,false,202,true,-2758292,46900,48700,48700,100,0,0,17036,17036,0.00
100,true,6,true,0,true,90000,90000,90000,90000,100,3,1,16349,16351,0.01
100,false,7,false,200,true,-2758147.2,47200,50400,50400,100,0,0,16873,16873,0.00
100,true,7,true,0,true,90000,90000,90000,90000,100,3,1,16704,16706,0.01
100,false,8,false,186,true,-2859821.6,44700,48400,48400,100,0,0,17877,17877,0.00
100,true,8,true,0,true,90000,90000,90000,90000,100,3,1,17355,17356,0.01
100,false,9,false,289,true,-2658960,49200,49500,49500,100,0,0,17873,17873,0.00
100,true,9,true,0,true,90000,90000,90000,90000,100,3,1,17241,17243,0.01
100,false,10,false,191,true,-2158321.6,47400,50300,50300,100,0,0,17832,17832,0.00
100,true,10,true,0,true,90000,90000,90000,90000,100,3,1,16868,16869,0.01
100,false,11,false,null,false,-2658940.8,0,-50400,-50400,100,0,0,17519,17519,0.00
100,true,11,true,0,true,90000,90000,90000,90000,100,3,1,17900,17902,0.01
100,false,12,false,135,true,-2457528,46600,49600,49600,100,0,0,19048,19048,0.00
100,true,12,true,0,true,90000,90000,90000,90000,100,3,1,18917,18919,0.01
100,false,13,false,89,true,-2356540.8,45600,50200,50200,100,0,0,17192,17192,0.00
100,true,13,true,0,true,90000,90000,90000,90000,100,3,1,16894,16896,0.01
100,false,14,false,170,true,-2557747.2,46600,49300,49300,100,0,0,16990,16990,0.00
100,true,14,true,0,true,90000,90000,90000,90000,100,3,1,16620,16622,0.01
100,false,15,false,101,true,-2657828,45100,48900,48900,100,0,0,18792,18792,0.00
100,true,15,true,0,true,90000,90000,90000,90000,100,3,1,20510,20511,0.00
100,false,16,false,144,true,-2959147.2,45000,48400,48400,100,0,0,18252,18252,0.00
100,true,16,true,0,true,90000,90000,90000,90000,100,3,2,17522,17525,0.01
100,false,17,false,279,true,-2858566.4,47100,47900,47900,100,0,0,17660,17660,0.00
100,true,17,true,0,true,90000,90000,90000,90000,100,3,1,17514,17515,0.01
100,false,18,false,73,true,-2559115.2,44500,49600,49600,100,0,0,17900,17900,0.00
100,true,18,true,0,true,90000,90000,90000,90000,100,3,1,17086,17088,0.01
100,false,19,false,176,true,-2656821.6,47400,50500,50500,100,0,0,17671,17671,0.00
100,true,19,true,0,true,90000,90000,90000,90000,100,3,1,16441,16443,0.01
100,false,20,false,192,true,-2857140.8,46300,49500,49500,100,0,0,16956,16956,0.00
100,true,20,true,0,true,90000,90000,90000,90000,100,3,1,16365,16367,0.01
100,false,21,false,240,true,-2859466.4,46500,47900,47900,100,0,0,16923,16923,0.00
100,true,21,true,0,true,90000,90000,90000,90000,100,3,1,16505,16506,0.01
100,false,22,false,214,true,-2258247.2,46500,48500,48500,100,0,0,16926,16926,0.00
100,true,22,true,0,true,90000,90000,90000,90000,100,3,1,16379,16381,0.01
100,false,23,false,191,true,-2957079.2,47000,49400,49400,100,0,0,16859,16859,0.00
100,true,23,true,0,true,90000,90000,90000,90000,100,3,1,16329,16330,0.01
100,false,24,false,93,true,-2857960,45100,49800,49800,100,0,0,16858,16858,0.00
100,true,24,true,0,true,90000,90000,90000,90000,100,3,1,16497,16499,0.01
100,false,25,false,140,true,-2556472.8,47000,50400,50400,100,0,0,16896,16896,0.00
100,true,25,true,0,true,90000,90000,90000,90000,100,3,1,16312,16314,0.01
100,false,26,false,86,true,-2458834.4,42900,48700,48700,100,0,0,16929,16929,0.00
100,true,26,true,0,true,90000,90000,90000,90000,100,3,1,16321,16323,0.01
100,false,27,false,236,true,-3258111.2,46900,48600,48600,100,0,0,16995,16995,0.00
100,true,27,true,0,true,90000,90000,90000,90000,100,3,1,16367,16368,0.01
100,false,28,false,115,true,-2458053.6,44600,48600,48600,100,0,0,16877,16877,0.00
100,true,28,true,0,true,90000,90000,90000,90000,100,3,1,16468,16470,0.01
100,false,29,false,183,true,-2957840.8,46500,49200,49200,100,0,0,17022,17022,0.00
100,true,29,true,0,true,90000,90000,90000,90000,100,3,1,16450,16451,0.01
100,false,30,false,112,true,-2559360,44100,48200,48200,100,0,0,17008,17008,0.00
100,true,30,true,0,true,90000,90000,90000,90000,100,3,1,16467,16468,0.01
110,false,1,false,null,false,-12659264.8,0,-5453431.2,-5453431.2,100,0,0,18183,18183,0.00
110,true,1,false,null,false,-12659264.8,0,-5453431.2,-5453431.2,100,0,0,18390,18390,0.00
