generation,parent_fitness,parent_hc_cov,parent_hc_skills,parent_hc_1shift,parent_hc_forb,parent_soft_pen,objective_delta,survived_generation,became_champion
140,74025,2000,0,12000,7000,4975,0,true,false
140,73195,3000,0,12000,7000,4805,-90,false,false
140,74140,2000,0,12000,7000,4860,0,true,false
140,71035,3000,1000,14000,6000,4965,-985,false,false
140,74120,2000,0,14000,5000,4880,-105,true,false
140,73100,2000,1000,14000,5000,4900,0,false,false
140,74095,2000,0,12000,7000,4905,0,true,false
140,74140,2000,0,12000,7000,4860,-1000,false,false
140,73200,2000,0,13000,7000,4800,-3010,false,false
140,73100,2000,1000,14000,5000,4900,-1030,false,false
140,74125,3000,0,14000,4000,4875,0,true,false
140,73225,2000,0,12000,8000,4775,-155,false,false
140,74090,3000,0,14000,4000,4910,-30,true,false
140,72330,2000,0,12000,9000,4670,0,false,false
140,74095,2000,0,12000,7000,4905,-1920,false,false
140,74195,2000,0,12000,7000,4805,-45,true,false
140,74125,3000,0,14000,4000,4875,15,true,false
140,73240,3000,0,14000,5000,4760,-15,true,false
140,74125,3000,0,14000,4000,4875,0,true,false
140,74090,2000,0,14000,5000,4910,-80,true,false
140,73150,3000,0,14000,5000,4850,0,false,false
140,74095,2000,0,12000,7000,4905,-2015,false,false
140,73225,3000,0,14000,5000,4775,0,true,false
140,73175,3000,0,15000,4000,4825,-1060,false,false
140,74125,3000,0,14000,4000,4875,0,true,false
140,73065,2000,0,13000,7000,4935,-1130,false,false
140,73260,3000,0,12000,7000,4740,-60,true,false
140,73140,2000,0,13000,7000,4860,0,false,false
140,73140,2000,0,13000,7000,4860,0,false,false
140,74090,3000,0,14000,4000,4910,-970,false,false
140,74195,2000,0,12000,7000,4805,0,true,false
140,74105,2000,0,13000,6000,4895,-995,false,false
140,73180,2000,0,12000,8000,4820,0,false,false
140,73220,2000,0,13000,7000,4780,-25,true,false
140,74125,3000,0,14000,4000,4875,-895,true,false
140,73200,2000,0,13000,7000,4800,0,true,false
140,74025,2000,0,12000,7000,4975,-1000,false,false
140,73195,3000,0,12000,7000,4805,-3045,false,false
140,74105,2000,0,13000,6000,4895,0,true,false
140,74105,2000,0,13000,6000,4895,-955,false,false
140,73210,3000,0,14000,5000,4790,5,true,false
140,74195,2000,0,12000,7000,4805,-1955,false,false
140,74195,2000,0,12000,7000,4805,-10,true,false
140,73225,2000,0,12000,8000,4775,0,true,false
140,74105,2000,0,13000,6000,4895,-1000,false,false
140,73225,2000,0,12000,8000,4775,-925,false,false
140,73225,2000,0,12000,8000,4775,0,true,false
140,71220,3000,0,15000,6000,4780,-2000,false,false
140,74195,2000,0,12000,7000,4805,-1035,false,false
140,73205,3000,0,14000,5000,4795,0,true,false
140,73240,3000,0,14000,5000,4760,50,true,false
140,74195,2000,0,12000,7000,4805,-1060,false,false
140,74195,2000,0,12000,7000,4805,135,true,true
140,74125,3000,0,14000,4000,4875,0,true,false
140,74195,2000,0,12000,7000,4805,0,true,false
140,73205,3000,0,14000,5000,4795,-1005,false,false
140,74020,2000,0,12000,7000,4980,0,true,false
140,73240,3000,0,14000,5000,4760,0,true,false
140,73275,3000,0,13000,6000,4725,0,true,false
140,74125,3000,0,14000,4000,4875,0,true,false
140,74195,2000,0,12000,7000,4805,0,true,false
140,73225,2000,0,12000,8000,4775,0,true,false
140,74095,3000,0,11000,7000,4905,-1955,false,false
140,73225,2000,0,12000,8000,4775,0,true,false
140,74095,2000,0,12000,7000,4905,0,true,false
140,73140,2000,0,13000,7000,4860,0,false,false
140,73260,3000,0,12000,7000,4740,0,true,false
140,73260,3000,0,12000,7000,4740,-955,false,false
140,73180,3000,0,14000,5000,4820,-65,false,false
140,74195,2000,0,12000,7000,4805,0,true,false
140,73150,3000,0,14000,5000,4850,-3005,false,false
140,74195,2000,0,12000,7000,4805,0,true,false
140,72190,3000,0,14000,6000,4810,-930,false,false
140,73195,3000,0,12000,7000,4805,0,false,false
140,74140,2000,0,12000,7000,4860,-2870,false,false
140,73275,3000,0,13000,6000,4725,-2170,false,false
140,74125,3000,0,14000,4000,4875,0,true,false
141,74125,3000,0,14000,4000,4875,-955,false,false
141,74195,2000,0,12000,7000,4805,-65,true,false
141,74105,2000,0,13000,6000,4895,-2995,false,false
141,74095,2000,0,12000,7000,4905,-2915,false,false
141,74150,2000,0,12000,7000,4850,0,true,false
141,74195,2000,0,12000,7000,4805,-2035,false,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,74140,3000,0,14000,4000,4860,0,true,false
141,73105,3000,0,12000,7000,4895,0,false,false
141,74105,2000,0,13000,6000,4895,-40,true,false
141,73290,3000,0,14000,5000,4710,0,true,false
141,74195,2000,0,12000,7000,4805,50,true,false
141,74195,2000,0,12000,7000,4805,45,true,false
141,74195,1000,0,13000,7000,4805,-2115,false,false
141,74095,2000,0,12000,7000,4905,-4985,false,false
141,73150,2000,0,14000,6000,4850,-65,false,false
141,74195,1000,0,13000,7000,4805,0,true,false
141,74195,2000,0,12000,7000,4805,105,true,false
141,74095,3000,0,11000,7000,4905,0,true,false
141,74125,3000,0,14000,4000,4875,0,true,false
141,74105,2000,0,13000,6000,4895,0,true,false
141,74125,3000,0,14000,4000,4875,-2000,false,false
141,74125,3000,0,14000,4000,4875,-1865,false,false
141,73225,3000,0,14000,5000,4775,-1940,false,false
141,74155,4000,0,13000,4000,4845,0,true,false
141,74125,3000,0,14000,4000,4875,50,true,false
141,74140,3000,0,14000,4000,4860,-1035,false,false
141,73140,2000,0,13000,7000,4860,-925,false,false
141,74195,2000,0,12000,7000,4805,-2970,false,false
141,74125,3000,0,14000,4000,4875,-75,true,false
141,74125,3000,0,14000,4000,4875,0,true,false
141,73240,3000,0,14000,5000,4760,-1015,false,false
141,74140,2000,0,12000,7000,4860,0,true,false
141,74140,3000,0,14000,4000,4860,-955,false,false
141,74140,2000,0,12000,7000,4860,-3000,false,false
141,74185,2000,0,13000,6000,4815,-1060,false,false
141,74125,3000,0,14000,4000,4875,-945,false,false
141,74095,2000,0,12000,7000,4905,-4015,false,false
141,74095,2000,0,12000,7000,4905,-50,true,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,73230,3000,0,14000,5000,4770,-135,false,false
141,74195,2000,0,12000,7000,4805,-1895,false,false
141,74090,2000,0,14000,5000,4910,-995,false,false
141,74105,2000,0,13000,6000,4895,0,true,false
141,73195,2000,0,13000,7000,4805,0,true,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,74195,2000,0,12000,7000,4805,-120,true,false
141,73150,3000,0,14000,5000,4850,-2015,false,false
141,73140,2000,0,13000,7000,4860,0,false,false
141,74090,2000,0,14000,5000,4910,15,true,false
141,74140,3000,0,14000,4000,4860,20,true,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,73225,3000,0,14000,5000,4775,-105,false,false
141,73195,3000,0,12000,7000,4805,-25,false,false
141,74090,3000,0,14000,4000,4910,-920,false,false
141,74060,2000,0,15000,4000,4940,-2000,false,false
141,74095,3000,0,11000,7000,4905,-1030,false,false
141,74095,2000,0,12000,7000,4905,-985,false,false
141,74195,2000,0,12000,7000,4805,-1015,false,false
141,74095,2000,0,12000,7000,4905,0,true,false
141,74095,2000,0,12000,7000,4905,-1000,false,false
141,74125,3000,0,14000,4000,4875,-2030,false,false
141,74195,2000,0,12000,7000,4805,-1005,false,false
141,74140,2000,0,12000,7000,4860,-3030,false,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,72140,4000,0,11000,8000,4860,0,false,false
141,74010,2000,0,14000,5000,4990,0,true,false
141,73275,3000,0,13000,6000,4725,1000,true,false
141,74095,3000,0,11000,7000,4905,-1000,false,false
141,74090,3000,0,14000,4000,4910,-2995,false,false
141,74195,2000,0,12000,7000,4805,-1000,true,false
141,74185,2000,0,13000,6000,4815,-1000,false,false
141,73140,2000,0,13000,7000,4860,-3920,false,false
141,74025,2000,0,12000,7000,4975,-2735,false,false
141,74125,3000,0,14000,4000,4875,-1000,false,false
141,74195,2000,0,12000,7000,4805,0,true,false
141,73150,2000,0,14000,6000,4850,1015,true,false
141,74195,2000,0,12000,7000,4805,-1060,false,false
141,74195,1000,0,13000,7000,4805,-45,true,false
141,73140,2000,0,13000,7000,4860,-1000,false,false
141,74125,3000,0,14000,4000,4875,-3015,false,false
141,74020,2000,0,12000,7000,4980,-915,false,false
141,74025,2000,0,12000,7000,4975,-95,true,false
141,72055,2000,0,12000,9000,4945,0,false,false
141,74105,2000,0,13000,6000,4895,0,true,false
141,73110,3000,0,13000,6000,4890,-1695,false,false
141,74140,2000,0,12000,7000,4860,0,true,false
141,74010,2000,0,14000,5000,4990,0,true,false
141,74125,3000,0,14000,4000,4875,0,true,false
141,74195,2000,0,12000,7000,4805,-955,true,false
141,74095,2000,0,12000,7000,4905,0,true,false
141,74195,2000,0,12000,7000,4805,-895,true,false
141,74105,2000,0,13000,6000,4895,0,true,false
141,74140,3000,0,14000,4000,4860,0,true,false
141,74125,3000,0,14000,4000,4875,-2895,false,false
142,74105,2000,0,13000,6000,4895,-1970,false,false
142,74160,3000,0,14000,4000,4840,-1000,false,false
142,74330,2000,0,12000,7000,4670,-955,true,false
142,74195,2000,0,12000,7000,4805,-1000,false,false
142,74160,3000,0,14000,4000,4840,-2010,false,false
142,74105,3000,0,13000,5000,4895,0,true,false
142,74195,2000,0,12000,7000,4805,-105,true,false
142,74175,3000,0,14000,4000,4825,0,true,false
142,74160,3000,0,14000,4000,4840,0,true,false
142,74300,2000,0,12000,7000,4700,-3005,false,false
142,74105,2000,0,13000,6000,4895,0,true,false
142,74140,2000,0,12000,7000,4860,0,true,false
142,73170,3000,0,15000,4000,4830,-15,false,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,74195,2000,0,12000,7000,4805,-1035,false,false
142,74195,2000,0,12000,7000,4805,-1930,false,false
142,74130,2000,0,12000,7000,4870,0,true,false
142,74105,2000,0,13000,6000,4895,0,true,false
142,74165,2000,0,13000,6000,4835,0,true,false
142,74010,2000,0,14000,5000,4990,-1860,false,false
142,73125,2000,0,14000,6000,4875,0,false,false
142,74130,2000,0,12000,7000,4870,-45,true,false
142,74050,3000,0,14000,4000,4950,15,true,false
142,73180,2000,0,12000,8000,4820,-5,false,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,73095,2000,0,14000,6000,4905,0,false,false
142,74195,1000,0,13000,7000,4805,-970,false,false
142,74105,2000,0,13000,6000,4895,0,true,false
142,74105,2000,0,13000,6000,4895,-970,false,false
142,74195,2000,0,12000,7000,4805,-2975,false,false
142,74195,2000,0,12000,7000,4805,-1000,false,false
142,74095,2000,0,12000,7000,4905,0,true,false
142,74105,2000,0,13000,6000,4895,-1000,false,false
142,74140,3000,0,14000,4000,4860,-1000,false,false
142,74140,3000,0,14000,4000,4860,-2015,false,false
142,74125,3000,0,14000,4000,4875,-970,false,false
142,74160,3000,0,14000,4000,4840,30,true,false
142,74195,2000,0,12000,7000,4805,-1000,false,false
142,74175,3000,0,14000,4000,4825,0,true,false
142,73290,3000,0,14000,5000,4710,0,false,false
142,74195,2000,0,12000,7000,4805,-105,true,false
142,74195,2000,0,12000,7000,4805,-2080,false,false
142,74150,2000,0,12000,7000,4850,35,true,false
142,72140,2000,0,14000,7000,4860,-45,false,false
142,74195,2000,0,12000,7000,4805,-1955,false,false
142,73180,2000,0,12000,8000,4820,135,true,false
142,74275,3000,0,12000,6000,4725,-1960,false,false
142,74330,2000,0,12000,7000,4670,-1000,true,false
142,74045,2000,0,12000,7000,4955,-2035,false,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,74010,2000,0,14000,5000,4990,-1000,false,false
142,74105,3000,0,13000,5000,4895,0,true,false
142,73120,3000,0,14000,5000,4880,-1015,false,false
142,74105,2000,0,13000,6000,4895,-2080,false,false
142,74105,3000,0,13000,5000,4895,0,true,false
142,74195,2000,0,12000,7000,4805,-25,true,false
142,74050,3000,0,14000,4000,4950,-80,true,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,74125,3000,0,14000,4000,4875,-2005,false,false
142,73105,2000,0,12000,8000,4895,-3035,false,false
142,74275,3000,0,12000,6000,4725,0,true,false
142,74095,3000,0,11000,7000,4905,0,true,false
142,74195,2000,0,12000,7000,4805,-1015,false,false
142,73125,2000,0,14000,6000,4875,0,false,false
142,74195,2000,0,12000,7000,4805,-1110,false,false
142,74140,2000,0,12000,7000,4860,0,true,false
142,74195,2000,0,12000,7000,4805,-2035,false,false
142,74175,3000,0,14000,4000,4825,-1045,false,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,74195,2000,0,12000,7000,4805,-1000,false,false
142,74125,3000,0,14000,4000,4875,0,true,false
142,74195,2000,0,12000,7000,4805,15,true,false
142,74195,2000,0,12000,7000,4805,15,true,false
142,74195,2000,0,12000,7000,4805,-30,true,false
142,74275,3000,0,12000,6000,4725,0,true,false
142,74330,2000,0,12000,7000,4670,0,true,false
142,74195,2000,0,12000,7000,4805,-1005,false,false
142,74150,1000,0,12000,8000,4850,-1945,false,false
142,74130,2000,0,12000,7000,4870,-1890,false,false
142,74160,3000,0,14000,4000,4840,0,true,false
142,74195,1000,0,13000,7000,4805,0,true,false
142,74195,2000,0,12000,7000,4805,0,true,false
142,74155,4000,0,13000,4000,4845,-1015,false,false
142,74095,2000,0,12000,7000,4905,-1025,false,false
142,74195,2000,0,12000,7000,4805,-2000,false,false
142,73190,2000,0,12000,8000,4810,120,true,false
142,73240,2000,0,13000,7000,4760,0,false,false
142,74300,2000,0,12000,7000,4700,-1985,false,false
142,73185,2000,0,14000,6000,4815,-875,false,false
142,74105,2000,0,13000,6000,4895,0,true,false
142,74195,2000,0,12000,7000,4805,-970,false,false
142,74010,2000,0,14000,5000,4990,0,true,false
142,74045,2000,0,12000,7000,4955,-1065,false,false
142,74105,2000,0,13000,6000,4895,-1000,false,false
142,74300,2000,0,12000,7000,4700,-90,true,false
143,74085,2000,0,12000,7000,4915,0,true,false
143,73330,2000,0,13000,7000,4670,0,true,false
143,74330,2000,0,12000,7000,4670,80,true,false
143,74330,2000,0,12000,7000,4670,0,true,false
143,74275,3000,0,12000,6000,4725,0,true,false
143,74160,3000,0,14000,4000,4840,-135,true,false
143,74105,2000,0,13000,6000,4895,0,true,false
143,74195,2000,0,12000,7000,4805,0,true,false
143,74275,3000,0,12000,6000,4725,-990,false,false
143,74300,2000,0,12000,7000,4700,-970,true,false
143,74105,2000,0,13000,6000,4895,0,true,false
143,74175,3000,0,14000,4000,4825,-3075,false,false
143,74275,3000,0,12000,6000,4725,-1985,false,false
143,74275,3000,0,12000,6000,4725,0,true,false
143,74165,2000,0,13000,6000,4835,-1970,false,false
143,74105,3000,0,13000,5000,4895,-60,true,false
143,73195,2000,1000,12000,7000,4805,0,false,false
143,74065,3000,0,14000,4000,4935,-195,true,false
143,74165,2000,0,13000,6000,4835,0,true,false
143,74195,2000,0,12000,7000,4805,1000,true,false
143,74170,2000,0,12000,7000,4830,-1145,false,false
143,73160,3000,0,15000,4000,4840,-2010,false,false
143,74330,2000,0,12000,7000,4670,-1945,false,false
143,73310,2000,0,12000,8000,4690,-4050,false,false
143,74195,2000,0,12000,7000,4805,-825,true,false
143,74090,2000,0,12000,7000,4910,-3015,false,false
143,72315,2000,0,13000,8000,4685,0,false,false
143,74195,2000,0,12000,7000,4805,-1955,false,false
143,74195,2000,0,12000,7000,4805,-1945,false,false
143,74210,2000,0,12000,7000,4790,0,true,false
143,74140,2000,0,12000,7000,4860,-970,false,false
143,74275,3000,0,12000,6000,4725,0,true,false
143,74195,2000,0,12000,7000,4805,-110,true,false
143,74195,2000,0,12000,7000,4805,-970,false,false
143,74160,3000,0,14000,4000,4840,-970,false,false
143,74275,3000,0,12000,6000,4725,-2005,false,false
143,74275,3000,0,12000,6000,4725,0,true,false
143,74140,2000,0,12000,7000,4860,-5,true,false
143,74330,2000,0,12000,7000,4670,0,true,false
143,74210,2000,0,12000,7000,4790,-3000,false,false
143,74275,3000,0,12000,6000,4725,0,true,false
143,74330,2000,0,12000,7000,4670,0,true,false
143,73175,2000,0,12000,8000,4825,0,false,false
143,74245,2000,0,11000,8000,4755,-970,false,false
143,74300,2000,0,12000,7000,4700,-2905,false,false
143,74240,2000,0,12000,7000,4760,0,true,false
143,74090,2000,0,12000,7000,4910,0,true,false
143,74195,2000,0,12000,7000,4805,0,true,false
143,74105,2000,0,13000,6000,4895,0,true,false
143,73315,2000,0,12000,8000,4685,0,false,false
143,74095,2000,0,12000,7000,4905,35,true,false
143,74330,2000,0,12000,7000,4670,0,true,false
143,74195,2000,0,12000,7000,4805,0,true,false
143,74330,2000,0,12000,7000,4670,-1000,true,false
143,74105,4000,0,12000,5000,4895,-1000,false,false
143,74105,2000,0,13000,6000,4895,-1990,false,false
143,74245,2000,0,11000,8000,4755,-1000,false,false
143,73315,2000,0,12000,8000,4685,-970,false,false
143,74010,2000,0,14000,5000,4990,0,true,false
143,74175,3000,0,14000,4000,4825,0,true,false
143,74175,3000,0,14000,4000,4825,0,true,false
143,73315,2000,0,12000,8000,4685,-970,false,false
143,74105,2000,0,13000,6000,4895,0,true,false
143,74275,3000,0,12000,6000,4725,-1030,false,false
143,74275,3000,0,12000,6000,4725,-1000,false,false
143,74185,3000,0,12000,6000,4815,-1025,false,false
143,74275,3000,0,12000,6000,4725,-3995,false,false
143,74065,3000,0,14000,4000,4935,-1035,false,false
143,74105,4000,0,12000,5000,4895,-785,true,false
143,74195,2000,0,12000,7000,4805,-1095,false,false
143,74195,1000,0,13000,7000,4805,1065,true,true
143,74140,2000,0,12000,7000,4860,-45,true,false
143,74275,3000,0,12000,6000,4725,-1000,false,false
143,74130,2000,0,12000,7000,4870,0,true,false
143,73010,2000,0,15000,5000,4990,15,false,false
143,74300,2000,0,12000,7000,4700,-985,false,false
143,74095,2000,0,12000,7000,4905,-1970,false,false
143,73315,2000,0,12000,8000,4685,-3015,false,false
143,74195,2000,0,12000,7000,4805,-1925,false,false
143,74195,2000,0,12000,7000,4805,-1000,false,false
143,74165,2000,0,13000,6000,4835,-1865,false,false
143,74095,2000,0,12000,7000,4905,-2045,false,false
143,73180,2000,0,12000,8000,4820,0,false,false
143,74190,3000,0,14000,4000,4810,-1015,false,false
143,74190,3000,0,14000,4000,4810,-3030,false,false
143,74245,2000,0,11000,8000,4755,0,true,false
143,73195,2000,0,13000,7000,4805,-1975,false,false
143,74160,3000,0,14000,4000,4840,-60,true,false
143,74195,2000,0,12000,7000,4805,-2045,false,false
143,74190,3000,0,14000,4000,4810,-955,false,false
143,74190,3000,0,14000,4000,4810,-1105,false,false
143,74195,2000,0,12000,7000,4805,-90,true,false
143,74330,2000,0,12000,7000,4670,-2000,false,false
143,74175,3000,0,14000,4000,4825,30,true,false
143,74105,2000,0,13000,6000,4895,0,true,false
144,75260,1000,0,13000,6000,4740,-65,true,false
144,74130,2000,0,12000,7000,4870,-985,false,false
144,74195,2000,0,12000,7000,4805,-1000,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,74210,2000,0,12000,7000,4790,-1065,false,false
144,74330,2000,0,12000,7000,4670,-1970,false,false
144,75195,2000,0,11000,7000,4805,0,true,false
144,73195,2000,1000,12000,7000,4805,0,false,false
144,74330,2000,0,12000,7000,4670,-4915,false,false
144,74245,2000,0,11000,8000,4755,-1955,false,false
144,74175,3000,0,14000,4000,4825,-970,false,false
144,74175,3000,0,14000,4000,4825,0,true,false
144,74105,2000,0,13000,6000,4895,-955,false,false
144,74195,2000,0,12000,7000,4805,0,true,false
144,73195,2000,1000,12000,7000,4805,-35,false,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,73195,2000,0,13000,7000,4805,0,false,false
144,74195,2000,0,12000,7000,4805,-970,false,false
144,74130,2000,0,12000,7000,4870,-945,false,false
144,74090,2000,0,12000,7000,4910,-2960,false,false
144,74275,3000,0,12000,6000,4725,-2850,false,false
144,74175,3000,0,14000,4000,4825,15,true,false
144,74330,2000,0,12000,7000,4670,-3955,false,false
144,74330,2000,0,12000,7000,4670,-65,true,false
144,73225,2000,0,13000,7000,4775,0,false,false
144,73105,4000,0,13000,5000,4895,-1125,false,false
144,74300,2000,0,12000,7000,4700,-3045,false,false
144,73285,3000,1000,12000,6000,4715,-1960,false,false
144,74330,2000,0,12000,7000,4670,-1970,false,false
144,74275,3000,0,12000,6000,4725,-1975,false,false
144,74330,2000,0,12000,7000,4670,-2000,false,false
144,74275,3000,0,12000,6000,4725,-1080,false,false
144,74330,2000,0,12000,7000,4670,-1020,true,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,73195,2000,1000,12000,7000,4805,-895,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,74300,2000,0,12000,7000,4700,0,true,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74095,2000,0,12000,7000,4905,-970,false,false
144,74330,2000,0,12000,7000,4670,-1970,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,74300,2000,0,12000,7000,4700,-955,true,false
144,73275,2000,0,12000,8000,4725,-1000,false,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74175,3000,0,14000,4000,4825,-2100,false,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74330,2000,0,12000,7000,4670,-1955,false,false
144,74330,2000,0,12000,7000,4670,-1005,true,false
144,74210,2000,0,12000,7000,4790,0,true,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74275,3000,0,12000,6000,4725,-4000,false,false
144,72345,2000,0,13000,8000,4655,0,false,false
144,75260,1000,0,13000,6000,4740,0,true,false
144,74195,2000,0,12000,7000,4805,-2945,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,74330,2000,0,12000,7000,4670,15,true,false
144,74105,2000,0,13000,6000,4895,-880,false,false
144,74195,2000,0,12000,7000,4805,0,true,false
144,73870,3000,0,14000,4000,5130,0,true,false
144,74240,2000,0,12000,7000,4760,-2080,false,false
144,73085,3000,0,15000,4000,4915,0,false,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74210,2000,0,12000,7000,4790,0,true,false
144,74330,2000,0,12000,7000,4670,-2035,false,false
144,74100,3000,0,14000,4000,4900,-1245,false,false
144,74085,2000,0,12000,7000,4915,-2000,false,false
144,74275,3000,0,12000,6000,4725,-1000,true,false
144,74105,2000,0,13000,6000,4895,0,true,false
144,74135,2000,0,12000,7000,4865,-2000,false,false
144,73245,3000,0,12000,7000,4755,-1000,false,false
144,74330,2000,0,12000,7000,4670,-1000,true,false
144,74085,2000,0,12000,7000,4915,-1000,false,false
144,74330,2000,0,12000,7000,4670,-1000,true,false
144,73370,3000,0,13000,6000,4630,-1035,false,false
144,74130,2000,0,12000,7000,4870,-1975,false,false
144,74165,2000,0,13000,6000,4835,-2050,false,false
144,74275,3000,0,12000,6000,4725,-970,true,false
144,74275,3000,0,12000,6000,4725,80,true,false
144,74195,2000,0,12000,7000,4805,-1900,false,false
144,75260,1000,0,13000,6000,4740,0,true,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74275,3000,0,12000,6000,4725,-925,true,false
144,74095,2000,0,12000,7000,4905,-15,true,false
144,74275,3000,0,12000,6000,4725,-1035,false,false
144,74300,2000,0,12000,7000,4700,1010,true,true
144,74410,2000,0,12000,7000,4590,0,true,false
144,74330,2000,0,12000,7000,4670,0,true,false
144,74330,2000,0,12000,7000,4670,30,true,false
144,75260,1000,0,13000,6000,4740,-1075,true,false
144,75195,2000,0,11000,7000,4805,-1000,true,false
144,72385,2000,0,12000,9000,4615,0,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
144,73285,3000,1000,12000,6000,4715,-3015,false,false
144,74195,2000,0,12000,7000,4805,-1970,false,false
144,74275,3000,0,12000,6000,4725,0,true,false
145,75260,1000,0,13000,6000,4740,-1000,true,false
145,74330,2000,0,12000,7000,4670,-1010,false,false
145,73345,2000,0,13000,7000,4655,0,false,false
145,73345,2000,0,13000,7000,4655,0,false,false
145,75260,1000,0,13000,6000,4740,-970,true,false
145,73310,2000,0,12000,8000,4690,-80,false,false
145,74330,2000,0,12000,7000,4670,-3000,false,false
145,73085,2000,0,13000,7000,4915,-4065,false,false
145,75195,2000,0,11000,7000,4805,-1015,true,false
145,73225,2000,0,13000,7000,4775,0,false,false
145,74360,2000,0,12000,7000,4640,-1945,false,false
145,75195,2000,0,11000,7000,4805,-970,true,false
145,74360,2000,0,12000,7000,4640,0,true,false
145,74345,2000,0,12000,7000,4655,-970,true,false
145,74330,2000,0,12000,7000,4670,-1940,false,false
145,72385,2000,0,12000,9000,4615,-945,false,false
145,73330,2000,0,13000,7000,4670,85,true,false
145,73350,3000,0,13000,6000,4650,-990,false,false
145,73145,3000,0,12000,7000,4855,-2000,false,false
145,74195,2000,0,12000,7000,4805,-35,true,false
145,74330,2000,0,12000,7000,4670,-1000,false,false
145,74275,3000,0,12000,6000,4725,-970,false,false
145,74195,2000,0,12000,7000,4805,-45,true,false
145,74360,2000,0,12000,7000,4640,-970,true,false
145,74210,2000,0,12000,7000,4790,-1960,false,false
145,75195,1000,0,13000,6000,4805,-2000,false,false
145,74355,3000,0,12000,6000,4645,0,true,false
145,74360,2000,0,12000,7000,4640,-2850,false,false
145,72385,2000,0,12000,9000,4615,0,false,false
145,75260,1000,0,13000,6000,4740,-970,true,false
145,75195,2000,0,11000,7000,4805,0,true,false
145,73195,2000,1000,12000,7000,4805,0,false,false
145,74275,3000,0,12000,6000,4725,-970,false,false
145,73275,3000,0,13000,6000,4725,-970,false,false
145,74330,2000,0,12000,7000,4670,-1000,false,false
145,73225,2000,0,13000,7000,4775,0,false,false
145,72345,2000,0,13000,8000,4655,0,false,false
145,75260,1000,0,13000,6000,4740,-2030,false,false
145,73330,2000,0,13000,7000,4670,0,false,false
145,74080,3000,0,12000,6000,4920,0,true,false
145,74410,2000,0,12000,7000,4590,-935,true,false
145,74345,2000,0,12000,7000,4655,0,true,false
145,74210,2000,0,12000,7000,4790,-940,false,false
145,74330,2000,0,12000,7000,4670,-30,true,false
145,73310,2000,0,12000,8000,4690,-975,false,false
145,74330,2000,0,12000,7000,4670,0,true,false
145,74330,2000,0,12000,7000,4670,-850,true,false
145,72275,2000,0,13000,8000,4725,-985,false,false
145,75195,2000,0,11000,7000,4805,-1000,true,false
145,72855,3000,0,15000,4000,5145,0,false,false
145,74080,3000,0,12000,6000,4920,0,true,false
145,73195,2000,0,13000,7000,4805,-1175,false,false
145,74330,2000,0,12000,7000,4670,-70,true,false
145,74330,2000,0,12000,7000,4670,0,true,false
145,74345,2000,0,12000,7000,4655,15,true,false
145,74275,3000,0,12000,6000,4725,0,true,false
145,74330,2000,0,12000,7000,4670,-30,true,false
145,74330,2000,0,12000,7000,4670,0,true,false
145,75260,1000,0,13000,6000,4740,-60,true,false
145,74410,2000,0,12000,7000,4590,-1000,true,false
145,74330,2000,0,12000,7000,4670,0,true,false
145,74210,2000,0,12000,7000,4790,-1995,false,false
145,74195,2000,0,12000,7000,4805,-955,false,false
145,73195,2000,1000,12000,7000,4805,-45,false,false
145,73195,2000,0,13000,7000,4805,0,false,false
145,75195,1000,0,13000,6000,4805,-970,true,false
145,74300,2000,0,12000,7000,4700,75,true,false
145,75260,1000,0,13000,6000,4740,-2000,false,false
145,75260,1000,0,13000,6000,4740,-45,true,false
145,74195,2000,0,12000,7000,4805,-2865,false,false
145,74355,3000,0,12000,6000,4645,0,true,false
145,73085,3000,0,15000,4000,4915,-2030,false,false
145,74330,2000,0,12000,7000,4670,-970,false,false
145,72385,2000,0,12000,9000,4615,0,false,false
145,75195,2000,0,11000,7000,4805,-940,true,false
145,74210,2000,0,12000,7000,4790,-940,false,false
145,74360,2000,0,12000,7000,4640,-1075,false,false
145,74190,3000,0,14000,4000,4810,0,true,false
