env,penalty,mode,seed,gen,pct_carriers,pct_lineages
StaticNull,200,PureSA,108,0,0.00,0.00
StaticNull,200,PureSA,108,50,0.00,0.00
StaticNull,200,PureSA,108,100,0.00,0.00
StaticNull,200,PureSA,108,150,0.00,0.00
StaticNull,200,PureSA,108,200,0.00,0.00
StaticNull,200,PureSA,108,250,0.00,0.00
StaticNull,200,PureSA,108,300,0.00,0.00
StaticNull,200,PureSA,108,350,0.00,0.00
StaticNull,200,PureSA,108,400,0.00,0.00
StaticNull,200,PureSA,108,450,0.00,0.00
StaticNull,200,PureSA,108,500,0.00,0.00
StaticNull,200,PureSA,108,550,0.00,0.00
StaticNull,200,PureSA,108,600,0.00,0.00
StaticNull,200,PureSA,108,650,0.00,0.00
StaticNull,200,PureSA,108,700,0.00,0.00
StaticNull,200,PureSA,108,750,0.00,0.00
StaticNull,200,PureSA,108,800,0.00,0.00
StaticNull,200,PureSA,108,850,0.00,0.00
StaticNull,200,PureSA,108,900,0.00,0.00
StaticNull,200,PureSA,108,950,0.00,0.00
StaticNull,200,PureSA,108,1000,0.00,0.00
StaticNull,200,PureSA,109,0,0.00,0.00
StaticNull,200,PureSA,109,50,0.00,0.00
StaticNull,200,PureSA,109,100,0.00,0.00
StaticNull,200,PureSA,109,150,0.00,0.00
StaticNull,200,PureSA,109,200,0.00,0.00
StaticNull,200,PureSA,109,250,0.00,0.00
StaticNull,200,PureSA,109,300,0.00,0.00
StaticNull,200,PureSA,109,350,0.00,0.00
StaticNull,200,PureSA,109,400,0.00,0.00
StaticNull,200,PureSA,109,450,0.00,0.00
StaticNull,200,PureSA,109,500,0.00,0.00
StaticNull,200,PureSA,109,550,0.00,0.00
StaticNull,200,PureSA,109,600,0.00,0.00
StaticNull,200,PureSA,109,650,0.00,0.00
StaticNull,200,PureSA,109,700,0.00,0.00
StaticNull,200,PureSA,109,750,0.00,0.00
StaticNull,200,PureSA,109,800,0.00,0.00
StaticNull,200,PureSA,109,850,0.00,0.00
StaticNull,200,PureSA,109,900,0.00,0.00
StaticNull,200,PureSA,109,950,0.00,0.00
StaticNull,200,PureSA,109,1000,0.00,0.00
StaticNull,200,PureSA,110,0,0.00,0.00
StaticNull,200,PureSA,110,50,0.00,0.00
StaticNull,200,PureSA,110,100,0.00,0.00
StaticNull,200,PureSA,110,150,0.00,0.00
StaticNull,200,PureSA,110,200,0.00,0.00
StaticNull,200,PureSA,110,250,0.00,0.00
StaticNull,200,PureSA,110,300,0.00,0.00
StaticNull,200,PureSA,110,350,0.00,0.00
StaticNull,200,PureSA,110,400,0.00,0.00
StaticNull,200,PureSA,110,450,0.00,0.00
StaticNull,200,PureSA,110,500,0.00,0.00
StaticNull,200,PureSA,110,550,0.00,0.00
StaticNull,200,PureSA,110,600,0.00,0.00
StaticNull,200,PureSA,110,650,0.00,0.00
StaticNull,200,PureSA,110,700,0.00,0.00
StaticNull,200,PureSA,110,750,0.00,0.00
StaticNull,200,PureSA,110,800,0.00,0.00
StaticNull,200,PureSA,110,850,0.00,0.00
StaticNull,200,PureSA,110,900,0.00,0.00
StaticNull,200,PureSA,110,950,0.00,0.00
StaticNull,200,PureSA,110,1000,0.00,0.00
StaticNull,200,PureSA,111,0,0.00,0.00
StaticNull,200,PureSA,111,50,0.00,0.00
StaticNull,200,PureSA,111,100,0.00,0.00
StaticNull,200,PureSA,111,150,0.00,0.00
StaticNull,200,PureSA,111,200,0.00,0.00
StaticNull,200,PureSA,111,250,0.00,0.00
StaticNull,200,PureSA,111,300,0.00,0.00
StaticNull,200,PureSA,111,350,0.00,0.00
StaticNull,200,PureSA,111,400,0.00,0.00
StaticNull,200,PureSA,111,450,0.00,0.00
StaticNull,200,PureSA,111,500,0.00,0.00
StaticNull,200,PureSA,111,550,0.00,0.00
StaticNull,200,PureSA,111,600,0.00,0.00
StaticNull,200,PureSA,111,650,0.00,0.00
StaticNull,200,PureSA,111,700,0.00,0.00
StaticNull,200,PureSA,111,750,0.00,0.00
StaticNull,200,PureSA,111,800,0.00,0.00
StaticNull,200,PureSA,111,850,0.00,0.00
StaticNull,200,PureSA,111,900,0.00,0.00
StaticNull,200,PureSA,111,950,0.00,0.00
StaticNull,200,PureSA,111,1000,0.00,0.00
StaticNull,200,PureSA,112,0,0.00,0.00
StaticNull,200,PureSA,112,50,0.00,0.00
StaticNull,200,PureSA,112,100,0.00,0.00
StaticNull,200,PureSA,112,150,0.00,0.00
StaticNull,200,PureSA,112,200,0.00,0.00
StaticNull,200,PureSA,112,250,0.00,0.00
StaticNull,200,PureSA,112,300,0.00,0.00
StaticNull,200,PureSA,112,350,0.00,0.00
StaticNull,200,PureSA,112,400,0.00,0.00
StaticNull,200,PureSA,112,450,0.00,0.00
StaticNull,200,PureSA,112,500,0.00,0.00
StaticNull,200,PureSA,112,550,0.00,0.00
StaticNull,200,PureSA,112,600,0.00,0.00
StaticNull,200,PureSA,112,650,0.00,0.00
StaticNull,200,PureSA,112,700,0.00,0.00
StaticNull,200,PureSA,112,750,0.00,0.00
StaticNull,200,PureSA,112,800,0.00,0.00
StaticNull,200,PureSA,112,850,0.00,0.00
StaticNull,200,PureSA,112,900,0.00,0.00
StaticNull,200,PureSA,112,950,0.00,0.00
StaticNull,200,PureSA,112,1000,0.00,0.00
StaticNull,200,PureSA,113,0,0.00,0.00
StaticNull,200,PureSA,113,50,0.00,0.00
StaticNull,200,PureSA,113,100,0.00,0.00
StaticNull,200,PureSA,113,150,0.00,0.00
StaticNull,200,PureSA,113,200,0.00,0.00
StaticNull,200,PureSA,113,250,0.00,0.00
StaticNull,200,PureSA,113,300,0.00,0.00
StaticNull,200,PureSA,113,350,0.00,0.00
StaticNull,200,PureSA,113,400,0.00,0.00
StaticNull,200,PureSA,113,450,0.00,0.00
StaticNull,200,PureSA,113,500,0.00,0.00
StaticNull,200,PureSA,113,550,0.00,0.00
StaticNull,200,PureSA,113,600,0.00,0.00
StaticNull,200,PureSA,113,650,0.00,0.00
StaticNull,200,PureSA,113,700,0.00,0.00
StaticNull,200,PureSA,113,750,0.00,0.00
StaticNull,200,PureSA,113,800,0.00,0.00
StaticNull,200,PureSA,113,850,0.00,0.00
StaticNull,200,PureSA,113,900,0.00,0.00
StaticNull,200,PureSA,113,950,0.00,0.00
StaticNull,200,PureSA,113,1000,0.00,0.00
StaticNull,200,PureSA,114,0,0.00,0.00
StaticNull,200,PureSA,114,50,0.00,0.00
StaticNull,200,PureSA,114,100,0.00,0.00
StaticNull,200,PureSA,114,150,0.00,0.00
StaticNull,200,PureSA,114,200,0.00,0.00
StaticNull,200,PureSA,114,250,0.00,0.00
StaticNull,200,PureSA,114,300,0.00,0.00
StaticNull,200,PureSA,114,350,0.00,0.00
StaticNull,200,PureSA,114,400,0.00,0.00
StaticNull,200,PureSA,114,450,0.00,0.00
StaticNull,200,PureSA,114,500,0.00,0.00
StaticNull,200,PureSA,114,550,0.00,0.00
StaticNull,200,PureSA,114,600,0.00,0.00
StaticNull,200,PureSA,114,650,0.00,0.00
StaticNull,200,PureSA,114,700,0.00,0.00
StaticNull,200,PureSA,114,750,0.00,0.00
StaticNull,200,PureSA,114,800,0.00,0.00
StaticNull,200,PureSA,114,850,0.00,0.00
StaticNull,200,PureSA,114,900,0.00,0.00
StaticNull,200,PureSA,114,950,0.00,0.00
StaticNull,200,PureSA,114,1000,0.00,0.00
StaticNull,200,PureSA,115,0,0.00,0.00
StaticNull,200,PureSA,115,50,0.00,0.00
StaticNull,200,PureSA,115,100,0.00,0.00
StaticNull,200,PureSA,115,150,0.00,0.00
StaticNull,200,PureSA,115,200,0.00,0.00
StaticNull,200,PureSA,115,250,0.00,0.00
StaticNull,200,PureSA,115,300,0.00,0.00
StaticNull,200,PureSA,115,350,0.00,0.00
StaticNull,200,PureSA,115,400,0.00,0.00
StaticNull,200,PureSA,115,450,0.00,0.00
StaticNull,200,PureSA,115,500,0.00,0.00
StaticNull,200,PureSA,115,550,0.00,0.00
StaticNull,200,PureSA,115,600,0.00,0.00
StaticNull,200,PureSA,115,650,0.00,0.00
StaticNull,200,PureSA,115,700,0.00,0.00
StaticNull,200,PureSA,115,750,0.00,0.00
StaticNull,200,PureSA,115,800,0.00,0.00
StaticNull,200,PureSA,115,850,0.00,0.00
StaticNull,200,PureSA,115,900,0.00,0.00
StaticNull,200,PureSA,115,950,0.00,0.00
StaticNull,200,PureSA,115,1000,0.00,0.00
StaticNull,200,PureSA,116,0,0.00,0.00
StaticNull,200,PureSA,116,50,0.00,0.00
StaticNull,200,PureSA,116,100,0.00,0.00
StaticNull,200,PureSA,116,150,0.00,0.00
StaticNull,200,PureSA,116,200,0.00,0.00
StaticNull,200,PureSA,116,250,0.00,0.00
StaticNull,200,PureSA,116,300,0.00,0.00
StaticNull,200,PureSA,116,350,0.00,0.00
StaticNull,200,PureSA,116,400,0.00,0.00
StaticNull,200,PureSA,116,450,0.00,0.00
StaticNull,200,PureSA,116,500,0.00,0.00
StaticNull,200,PureSA,116,550,0.00,0.00
StaticNull,200,PureSA,116,600,0.00,0.00
StaticNull,200,PureSA,116,650,0.00,0.00
StaticNull,200,PureSA,116,700,0.00,0.00
StaticNull,200,PureSA,116,750,0.00,0.00
StaticNull,200,PureSA,116,800,0.00,0.00
StaticNull,200,PureSA,116,850,0.00,0.00
StaticNull,200,PureSA,116,900,0.00,0.00
StaticNull,200,PureSA,116,950,0.00,0.00
StaticNull,200,PureSA,116,1000,0.00,0.00
StaticNull,200,PureSA,117,0,0.00,0.00
StaticNull,200,PureSA,117,50,0.00,0.00
StaticNull,200,PureSA,117,100,0.00,0.00
StaticNull,200,PureSA,117,150,0.00,0.00
StaticNull,200,PureSA,117,200,0.00,0.00
StaticNull,200,PureSA,117,250,0.00,0.00
StaticNull,200,PureSA,117,300,0.00,0.00
StaticNull,200,PureSA,117,350,0.00,0.00
StaticNull,200,PureSA,117,400,0.00,0.00
StaticNull,200,PureSA,117,450,0.00,0.00
StaticNull,200,PureSA,117,500,0.00,0.00
StaticNull,200,PureSA,117,550,0.00,0.00
StaticNull,200,PureSA,117,600,0.00,0.00
StaticNull,200,PureSA,117,650,0.00,0.00
StaticNull,200,PureSA,117,700,0.00,0.00
StaticNull,200,PureSA,117,750,0.00,0.00
StaticNull,200,PureSA,117,800,0.00,0.00
StaticNull,200,PureSA,117,850,0.00,0.00
StaticNull,200,PureSA,117,900,0.00,0.00
StaticNull,200,PureSA,117,950,0.00,0.00
StaticNull,200,PureSA,117,1000,0.00,0.00
StaticNull,200,PureSA,118,0,0.00,0.00
StaticNull,200,PureSA,118,50,0.00,0.00
StaticNull,200,PureSA,118,100,0.00,0.00
StaticNull,200,PureSA,118,150,0.00,0.00
StaticNull,200,PureSA,118,200,0.00,0.00
StaticNull,200,PureSA,118,250,0.00,0.00
StaticNull,200,PureSA,118,300,0.00,0.00
StaticNull,200,PureSA,118,350,0.00,0.00
StaticNull,200,PureSA,118,400,0.00,0.00
StaticNull,200,PureSA,118,450,0.00,0.00
StaticNull,200,PureSA,118,500,0.00,0.00
StaticNull,200,PureSA,118,550,0.00,0.00
StaticNull,200,PureSA,118,600,0.00,0.00
StaticNull,200,PureSA,118,650,0.00,0.00
StaticNull,200,PureSA,118,700,0.00,0.00
StaticNull,200,PureSA,118,750,0.00,0.00
StaticNull,200,PureSA,118,800,0.00,0.00
StaticNull,200,PureSA,118,850,0.00,0.00
StaticNull,200,PureSA,118,900,0.00,0.00
StaticNull,200,PureSA,118,950,0.00,0.00
StaticNull,200,PureSA,118,1000,0.00,0.00
