env,mode,seed,gen,pct_x
StaticNull,PureSA,117,0,0.00
StaticNull,PureSA,117,50,0.00
StaticNull,PureSA,117,100,0.00
StaticNull,PureSA,117,150,0.00
StaticNull,PureSA,117,200,0.00
StaticNull,PureSA,117,250,0.00
StaticNull,PureSA,117,300,0.00
StaticNull,PureSA,117,350,0.00
StaticNull,PureSA,117,400,0.00
StaticNull,PureSA,117,450,0.00
StaticNull,PureSA,117,500,0.00
StaticNull,PureSA,117,550,0.00
StaticNull,PureSA,117,600,0.00
StaticNull,PureSA,117,650,0.00
StaticNull,PureSA,117,700,0.00
StaticNull,PureSA,117,750,0.00
StaticNull,PureSA,117,800,0.00
StaticNull,PureSA,117,850,0.00
StaticNull,PureSA,117,900,0.00
StaticNull,PureSA,117,950,0.00
StaticNull,PureSA,117,1000,0.00
StaticNull,PureSA,118,0,0.00
StaticNull,PureSA,118,50,0.00
StaticNull,PureSA,118,100,0.00
StaticNull,PureSA,118,150,0.00
StaticNull,PureSA,118,200,0.00
StaticNull,PureSA,118,250,0.00
StaticNull,PureSA,118,300,0.00
StaticNull,PureSA,118,350,0.00
StaticNull,PureSA,118,400,0.00
StaticNull,PureSA,118,450,0.00
StaticNull,PureSA,118,500,0.00
StaticNull,PureSA,118,550,0.00
StaticNull,PureSA,118,600,0.00
StaticNull,PureSA,118,650,0.00
StaticNull,PureSA,118,700,0.00
StaticNull,PureSA,118,750,0.00
StaticNull,PureSA,118,800,0.00
StaticNull,PureSA,118,850,0.00
StaticNull,PureSA,118,900,0.00
StaticNull,PureSA,118,950,0.00
StaticNull,PureSA,118,1000,0.00
StaticNull,PureSA,119,0,0.00
StaticNull,PureSA,119,50,0.00
StaticNull,PureSA,119,100,0.00
StaticNull,PureSA,119,150,0.00
StaticNull,PureSA,119,200,0.00
StaticNull,PureSA,119,250,0.00
StaticNull,PureSA,119,300,0.00
StaticNull,PureSA,119,350,0.00
StaticNull,PureSA,119,400,0.00
StaticNull,PureSA,119,450,0.00
StaticNull,PureSA,119,500,0.00
StaticNull,PureSA,119,550,0.00
StaticNull,PureSA,119,600,0.00
StaticNull,PureSA,119,650,0.00
StaticNull,PureSA,119,700,0.00
StaticNull,PureSA,119,750,0.00
StaticNull,PureSA,119,800,0.00
StaticNull,PureSA,119,850,0.00
StaticNull,PureSA,119,900,0.00
StaticNull,PureSA,119,950,0.00
StaticNull,PureSA,119,1000,0.00
StaticNull,GA+SA,100,0,0.00
StaticNull,GA+SA,100,50,0.00
StaticNull,GA+SA,100,100,0.00
StaticNull,GA+SA,100,150,0.00
StaticNull,GA+SA,100,200,0.00
StaticNull,GA+SA,100,250,0.00
StaticNull,GA+SA,100,300,0.00
StaticNull,GA+SA,100,350,0.00
StaticNull,GA+SA,100,400,0.00
StaticNull,GA+SA,100,450,0.00
StaticNull,GA+SA,100,500,0.00
StaticNull,GA+SA,100,550,0.00
StaticNull,GA+SA,100,600,0.00
StaticNull,GA+SA,100,650,0.00
StaticNull,GA+SA,100,700,0.00
StaticNull,GA+SA,100,750,0.00
StaticNull,GA+SA,100,800,0.00
StaticNull,GA+SA,100,850,0.00
StaticNull,GA+SA,100,900,0.00
StaticNull,GA+SA,100,950,0.00
StaticNull,GA+SA,100,1000,0.00
StaticNull,GA+SA,101,0,0.00
StaticNull,GA+SA,101,50,0.00
StaticNull,GA+SA,101,100,0.00
StaticNull,GA+SA,101,150,0.00
StaticNull,GA+SA,101,200,0.00
StaticNull,GA+SA,101,250,0.00
StaticNull,GA+SA,101,300,0.00
StaticNull,GA+SA,101,350,0.00
StaticNull,GA+SA,101,400,0.00
StaticNull,GA+SA,101,450,0.00
StaticNull,GA+SA,101,500,0.00
StaticNull,GA+SA,101,550,0.00
StaticNull,GA+SA,101,600,0.00
StaticNull,GA+SA,101,650,0.00
StaticNull,GA+SA,101,700,0.00
StaticNull,GA+SA,101,750,0.00
StaticNull,GA+SA,101,800,0.00
StaticNull,GA+SA,101,850,0.00
StaticNull,GA+SA,101,900,0.00
StaticNull,GA+SA,101,950,0.00
StaticNull,GA+SA,101,1000,0.00
StaticNull,GA+SA,102,0,0.00
StaticNull,GA+SA,102,50,0.00
StaticNull,GA+SA,102,100,0.00
StaticNull,GA+SA,102,150,0.00
StaticNull,GA+SA,102,200,0.00
StaticNull,GA+SA,102,250,0.00
StaticNull,GA+SA,102,300,0.00
StaticNull,GA+SA,102,350,0.00
StaticNull,GA+SA,102,400,0.00
StaticNull,GA+SA,102,450,0.00
StaticNull,GA+SA,102,500,0.00
StaticNull,GA+SA,102,550,0.00
StaticNull,GA+SA,102,600,0.00
StaticNull,GA+SA,102,650,0.00
StaticNull,GA+SA,102,700,0.00
StaticNull,GA+SA,102,750,0.00
StaticNull,GA+SA,102,800,0.00
StaticNull,GA+SA,102,850,0.00
StaticNull,GA+SA,102,900,0.00
StaticNull,GA+SA,102,950,0.00
StaticNull,GA+SA,102,1000,0.00
StaticNull,GA+SA,103,0,0.00
StaticNull,GA+SA,103,50,0.00
StaticNull,GA+SA,103,100,0.00
StaticNull,GA+SA,103,150,0.00
StaticNull,GA+SA,103,200,0.00
StaticNull,GA+SA,103,250,0.00
StaticNull,GA+SA,103,300,0.00
StaticNull,GA+SA,103,350,0.00
StaticNull,GA+SA,103,400,0.00
StaticNull,GA+SA,103,450,0.00
StaticNull,GA+SA,103,500,0.00
StaticNull,GA+SA,103,550,0.00
StaticNull,GA+SA,103,600,0.00
StaticNull,GA+SA,103,650,0.00
StaticNull,GA+SA,103,700,0.00
StaticNull,GA+SA,103,750,0.00
StaticNull,GA+SA,103,800,0.00
StaticNull,GA+SA,103,850,0.00
StaticNull,GA+SA,103,900,0.00
StaticNull,GA+SA,103,950,0.00
StaticNull,GA+SA,103,1000,0.00
StaticNull,GA+SA,104,0,0.00
StaticNull,GA+SA,104,50,0.00
StaticNull,GA+SA,104,100,0.00
StaticNull,GA+SA,104,150,0.00
StaticNull,GA+SA,104,200,0.00
StaticNull,GA+SA,104,250,0.00
StaticNull,GA+SA,104,300,0.00
StaticNull,GA+SA,104,350,0.00
StaticNull,GA+SA,104,400,0.00
StaticNull,GA+SA,104,450,0.00
StaticNull,GA+SA,104,500,0.00
StaticNull,GA+SA,104,550,0.00
StaticNull,GA+SA,104,600,0.00
StaticNull,GA+SA,104,650,0.00
StaticNull,GA+SA,104,700,0.00
StaticNull,GA+SA,104,750,0.00
StaticNull,GA+SA,104,800,0.00
StaticNull,GA+SA,104,850,0.00
StaticNull,GA+SA,104,900,0.00
StaticNull,GA+SA,104,950,0.00
StaticNull,GA+SA,104,1000,0.00
StaticNull,GA+SA,105,0,0.00
StaticNull,GA+SA,105,50,0.00
StaticNull,GA+SA,105,100,0.00
StaticNull,GA+SA,105,150,0.00
StaticNull,GA+SA,105,200,0.00
StaticNull,GA+SA,105,250,0.00
StaticNull,GA+SA,105,300,0.00
StaticNull,GA+SA,105,350,0.00
StaticNull,GA+SA,105,400,0.00
StaticNull,GA+SA,105,450,0.00
StaticNull,GA+SA,105,500,0.00
StaticNull,GA+SA,105,550,0.00
StaticNull,GA+SA,105,600,0.00
StaticNull,GA+SA,105,650,0.00
StaticNull,GA+SA,105,700,0.00
StaticNull,GA+SA,105,750,0.00
StaticNull,GA+SA,105,800,0.00
StaticNull,GA+SA,105,850,0.00
StaticNull,GA+SA,105,900,0.00
StaticNull,GA+SA,105,950,0.00
StaticNull,GA+SA,105,1000,0.00
StaticNull,GA+SA,106,0,0.00
StaticNull,GA+SA,106,50,0.00
StaticNull,GA+SA,106,100,0.00
StaticNull,GA+SA,106,150,0.00
StaticNull,GA+SA,106,200,0.00
StaticNull,GA+SA,106,250,0.00
StaticNull,GA+SA,106,300,0.00
StaticNull,GA+SA,106,350,0.00
StaticNull,GA+SA,106,400,0.00
StaticNull,GA+SA,106,450,0.00
StaticNull,GA+SA,106,500,0.00
StaticNull,GA+SA,106,550,0.00
StaticNull,GA+SA,106,600,0.00
StaticNull,GA+SA,106,650,0.00
StaticNull,GA+SA,106,700,0.00
StaticNull,GA+SA,106,750,0.00
StaticNull,GA+SA,106,800,0.00
StaticNull,GA+SA,106,850,0.00
StaticNull,GA+SA,106,900,0.00
StaticNull,GA+SA,106,950,0.00
StaticNull,GA+SA,106,1000,0.00
StaticNull,GA+SA,107,0,0.00
StaticNull,GA+SA,107,50,0.00
StaticNull,GA+SA,107,100,0.00
StaticNull,GA+SA,107,150,0.00
StaticNull,GA+SA,107,200,0.00
StaticNull,GA+SA,107,250,0.00
StaticNull,GA+SA,107,300,0.00
StaticNull,GA+SA,107,350,0.00
StaticNull,GA+SA,107,400,0.00
StaticNull,GA+SA,107,450,0.00
StaticNull,GA+SA,107,500,0.00
StaticNull,GA+SA,107,550,0.00
StaticNull,GA+SA,107,600,0.00
StaticNull,GA+SA,107,650,0.00
StaticNull,GA+SA,107,700,0.00
StaticNull,GA+SA,107,750,0.00
StaticNull,GA+SA,107,800,0.00
StaticNull,GA+SA,107,850,0.00
StaticNull,GA+SA,107,900,0.00
StaticNull,GA+SA,107,950,0.00
StaticNull,GA+SA,107,1000,0.00
StaticNull,GA+SA,108,0,0.00
StaticNull,GA+SA,108,50,0.00
StaticNull,GA+SA,108,100,0.00
StaticNull,GA+SA,108,150,0.00
StaticNull,GA+SA,108,200,0.00
StaticNull,GA+SA,108,250,0.00
StaticNull,GA+SA,108,300,0.00
StaticNull,GA+SA,108,350,0.00
StaticNull,GA+SA,108,400,0.00
StaticNull,GA+SA,108,450,0.00
StaticNull,GA+SA,108,500,0.00
StaticNull,GA+SA,108,550,0.00
StaticNull,GA+SA,108,600,0.00
StaticNull,GA+SA,108,650,0.00
StaticNull,GA+SA,108,700,0.00
StaticNull,GA+SA,108,750,0.00
StaticNull,GA+SA,108,800,0.00
StaticNull,GA+SA,108,850,0.00
StaticNull,GA+SA,108,900,0.00
StaticNull,GA+SA,108,950,0.00
StaticNull,GA+SA,108,1000,0.00
StaticNull,GA+SA,109,0,0.00
StaticNull,GA+SA,109,50,0.00
StaticNull,GA+SA,109,100,0.00
StaticNull,GA+SA,109,150,0.00
StaticNull,GA+SA,109,200,0.00
StaticNull,GA+SA,109,250,0.00
StaticNull,GA+SA,109,300,0.00
StaticNull,GA+SA,109,350,0.00
StaticNull,GA+SA,109,400,0.00
StaticNull,GA+SA,109,450,0.00
StaticNull,GA+SA,109,500,0.00
StaticNull,GA+SA,109,550,0.00
StaticNull,GA+SA,109,600,0.00
StaticNull,GA+SA,109,650,0.00
StaticNull,GA+SA,109,700,0.00
StaticNull,GA+SA,109,750,0.00
StaticNull,GA+SA,109,800,0.00
StaticNull,GA+SA,109,850,0.00
StaticNull,GA+SA,109,900,0.00
StaticNull,GA+SA,109,950,0.00
StaticNull,GA+SA,109,1000,0.00
StaticNull,GA+SA,110,0,0.00
StaticNull,GA+SA,110,50,0.00
StaticNull,GA+SA,110,100,0.00
StaticNull,GA+SA,110,150,0.00
StaticNull,GA+SA,110,200,0.00
StaticNull,GA+SA,110,250,0.00
StaticNull,GA+SA,110,300,0.00
StaticNull,GA+SA,110,350,0.00
StaticNull,GA+SA,110,400,0.00
StaticNull,GA+SA,110,450,0.00
StaticNull,GA+SA,110,500,0.00
StaticNull,GA+SA,110,550,0.00
StaticNull,GA+SA,110,600,0.00
StaticNull,GA+SA,110,650,0.00
StaticNull,GA+SA,110,700,0.00
StaticNull,GA+SA,110,750,0.00
StaticNull,GA+SA,110,800,0.00
StaticNull,GA+SA,110,850,0.00
StaticNull,GA+SA,110,900,0.00
StaticNull,GA+SA,110,950,0.00
StaticNull,GA+SA,110,1000,0.00
StaticNull,GA+SA,111,0,0.00
StaticNull,GA+SA,111,50,0.00
StaticNull,GA+SA,111,100,0.00
StaticNull,GA+SA,111,150,0.00
StaticNull,GA+SA,111,200,0.00
StaticNull,GA+SA,111,250,0.00
StaticNull,GA+SA,111,300,0.00
StaticNull,GA+SA,111,350,0.00
StaticNull,GA+SA,111,400,0.00
StaticNull,GA+SA,111,450,0.00
StaticNull,GA+SA,111,500,0.00
StaticNull,GA+SA,111,550,0.00
StaticNull,GA+SA,111,600,0.00
StaticNull,GA+SA,111,650,0.00
StaticNull,GA+SA,111,700,0.00
StaticNull,GA+SA,111,750,0.00
StaticNull,GA+SA,111,800,0.00
StaticNull,GA+SA,111,850,0.00
StaticNull,GA+SA,111,900,0.00
StaticNull,GA+SA,111,950,0.00
StaticNull,GA+SA,111,1000,0.00
StaticNull,GA+SA,112,0,0.00
StaticNull,GA+SA,112,50,0.00
StaticNull,GA+SA,112,100,0.00
StaticNull,GA+SA,112,150,0.00
StaticNull,GA+SA,112,200,0.00
StaticNull,GA+SA,112,250,0.00
StaticNull,GA+SA,112,300,0.00
StaticNull,GA+SA,112,350,0.00
StaticNull,GA+SA,112,400,0.00
StaticNull,GA+SA,112,450,0.00
StaticNull,GA+SA,112,500,0.00
StaticNull,GA+SA,112,550,0.00
StaticNull,GA+SA,112,600,0.00
StaticNull,GA+SA,112,650,0.00
StaticNull,GA+SA,112,700,0.00
StaticNull,GA+SA,112,750,0.00
StaticNull,GA+SA,112,800,0.00
StaticNull,GA+SA,112,850,0.00
StaticNull,GA+SA,112,900,0.00
StaticNull,GA+SA,112,950,0.00
StaticNull,GA+SA,112,1000,0.00
StaticNull,GA+SA,113,0,0.00
StaticNull,GA+SA,113,50,0.00
StaticNull,GA+SA,113,100,0.00
StaticNull,GA+SA,113,150,0.00
StaticNull,GA+SA,113,200,0.00
StaticNull,GA+SA,113,250,0.00
StaticNull,GA+SA,113,300,0.00
StaticNull,GA+SA,113,350,0.00
StaticNull,GA+SA,113,400,0.00
StaticNull,GA+SA,113,450,0.00
StaticNull,GA+SA,113,500,0.00
StaticNull,GA+SA,113,550,0.00
StaticNull,GA+SA,113,600,0.00
StaticNull,GA+SA,113,650,0.00
StaticNull,GA+SA,113,700,0.00
StaticNull,GA+SA,113,750,0.00
StaticNull,GA+SA,113,800,0.00
StaticNull,GA+SA,113,850,0.00
StaticNull,GA+SA,113,900,0.00
StaticNull,GA+SA,113,950,0.00
StaticNull,GA+SA,113,1000,0.00
StaticNull,GA+SA,114,0,0.00
StaticNull,GA+SA,114,50,0.00
StaticNull,GA+SA,114,100,0.00
StaticNull,GA+SA,114,150,0.00
StaticNull,GA+SA,114,200,0.00
StaticNull,GA+SA,114,250,0.00
StaticNull,GA+SA,114,300,0.00
StaticNull,GA+SA,114,350,0.00
StaticNull,GA+SA,114,400,0.00
StaticNull,GA+SA,114,450,0.00
StaticNull,GA+SA,114,500,0.00
StaticNull,GA+SA,114,550,0.00
StaticNull,GA+SA,114,600,0.00
StaticNull,GA+SA,114,650,0.00
StaticNull,GA+SA,114,700,0.00
StaticNull,GA+SA,114,750,0.00
StaticNull,GA+SA,114,800,0.00
StaticNull,GA+SA,114,850,0.00
StaticNull,GA+SA,114,900,0.00
StaticNull,GA+SA,114,950,0.00
StaticNull,GA+SA,114,1000,0.00
StaticNull,GA+SA,115,0,0.00
StaticNull,GA+SA,115,50,0.00
StaticNull,GA+SA,115,100,0.00
StaticNull,GA+SA,115,150,0.00
StaticNull,GA+SA,115,200,0.00
StaticNull,GA+SA,115,250,0.00
StaticNull,GA+SA,115,300,0.00
StaticNull,GA+SA,115,350,0.00
StaticNull,GA+SA,115,400,0.00
StaticNull,GA+SA,115,450,0.00
StaticNull,GA+SA,115,500,0.00
StaticNull,GA+SA,115,550,0.00
StaticNull,GA+SA,115,600,0.00
StaticNull,GA+SA,115,650,0.00
StaticNull,GA+SA,115,700,0.00
StaticNull,GA+SA,115,750,0.00
StaticNull,GA+SA,115,800,0.00
StaticNull,GA+SA,115,850,0.00
StaticNull,GA+SA,115,900,0.00
StaticNull,GA+SA,115,950,0.00
StaticNull,GA+SA,115,1000,0.00
StaticNull,GA+SA,116,0,0.00
StaticNull,GA+SA,116,50,0.00
StaticNull,GA+SA,116,100,0.00
StaticNull,GA+SA,116,150,0.00
StaticNull,GA+SA,116,200,0.00
StaticNull,GA+SA,116,250,0.00
StaticNull,GA+SA,116,300,0.00
StaticNull,GA+SA,116,350,0.00
StaticNull,GA+SA,116,400,0.00
StaticNull,GA+SA,116,450,0.00
StaticNull,GA+SA,116,500,0.00
StaticNull,GA+SA,116,550,0.00
StaticNull,GA+SA,116,600,0.00
StaticNull,GA+SA,116,650,0.00
StaticNull,GA+SA,116,700,0.00
StaticNull,GA+SA,116,750,0.00
StaticNull,GA+SA,116,800,0.00
StaticNull,GA+SA,116,850,0.00
StaticNull,GA+SA,116,900,0.00
StaticNull,GA+SA,116,950,0.00
StaticNull,GA+SA,116,1000,0.00
StaticNull,GA+SA,117,0,0.00
StaticNull,GA+SA,117,50,0.00
StaticNull,GA+SA,117,100,0.00
StaticNull,GA+SA,117,150,0.00
StaticNull,GA+SA,117,200,0.00
StaticNull,GA+SA,117,250,0.00
StaticNull,GA+SA,117,300,0.00
StaticNull,GA+SA,117,350,0.00
StaticNull,GA+SA,117,400,0.00
StaticNull,GA+SA,117,450,0.00
StaticNull,GA+SA,117,500,0.00
StaticNull,GA+SA,117,550,0.00
StaticNull,GA+SA,117,600,0.00
StaticNull,GA+SA,117,650,0.00
StaticNull,GA+SA,117,700,0.00
StaticNull,GA+SA,117,750,0.00
StaticNull,GA+SA,117,800,0.00
StaticNull,GA+SA,117,850,0.00
StaticNull,GA+SA,117,900,0.00
StaticNull,GA+SA,117,950,0.00
StaticNull,GA+SA,117,1000,0.00
StaticNull,GA+SA,118,0,0.00
StaticNull,GA+SA,118,50,0.00
StaticNull,GA+SA,118,100,0.00
StaticNull,GA+SA,118,150,0.00
StaticNull,GA+SA,118,200,0.00
StaticNull,GA+SA,118,250,0.00
StaticNull,GA+SA,118,300,0.00
StaticNull,GA+SA,118,350,0.00
StaticNull,GA+SA,118,400,0.00
StaticNull,GA+SA,118,450,0.00
StaticNull,GA+SA,118,500,0.00
StaticNull,GA+SA,118,550,0.00
StaticNull,GA+SA,118,600,0.00
StaticNull,GA+SA,118,650,0.00
StaticNull,GA+SA,118,700,0.00
StaticNull,GA+SA,118,750,0.00
StaticNull,GA+SA,118,800,0.00
StaticNull,GA+SA,118,850,0.00
StaticNull,GA+SA,118,900,0.00
StaticNull,GA+SA,118,950,0.00
StaticNull,GA+SA,118,1000,0.00
StaticNull,GA+SA,119,0,0.00
StaticNull,GA+SA,119,50,0.00
StaticNull,GA+SA,119,100,0.00
StaticNull,GA+SA,119,150,0.00
StaticNull,GA+SA,119,200,0.00
StaticNull,GA+SA,119,250,0.00
StaticNull,GA+SA,119,300,0.00
StaticNull,GA+SA,119,350,0.00
StaticNull,GA+SA,119,400,0.00
StaticNull,GA+SA,119,450,0.00
StaticNull,GA+SA,119,500,0.00
StaticNull,GA+SA,119,550,0.00
StaticNull,GA+SA,119,600,0.00
StaticNull,GA+SA,119,650,0.00
StaticNull,GA+SA,119,700,0.00
StaticNull,GA+SA,119,750,0.00
StaticNull,GA+SA,119,800,0.00
StaticNull,GA+SA,119,850,0.00
StaticNull,GA+SA,119,900,0.00
StaticNull,GA+SA,119,950,0.00
StaticNull,GA+SA,119,1000,0.00
DelayedPayoff,GA,100,0,0.00
DelayedPayoff,GA,100,50,0.00
DelayedPayoff,GA,100,100,0.00
DelayedPayoff,GA,100,150,0.00
DelayedPayoff,GA,100,200,0.00
DelayedPayoff,GA,100,250,0.00
DelayedPayoff,GA,100,300,0.00
DelayedPayoff,GA,100,350,0.00
DelayedPayoff,GA,100,400,0.00
DelayedPayoff,GA,100,450,0.00
DelayedPayoff,GA,100,500,0.00
DelayedPayoff,GA,100,550,0.00
DelayedPayoff,GA,100,600,0.00
DelayedPayoff,GA,100,650,0.00
DelayedPayoff,GA,100,700,0.00
DelayedPayoff,GA,100,750,0.00
DelayedPayoff,GA,100,800,0.00
DelayedPayoff,GA,100,850,0.00
DelayedPayoff,GA,100,900,0.00
DelayedPayoff,GA,100,950,0.00
DelayedPayoff,GA,100,1000,0.00
DelayedPayoff,GA,101,0,0.00
DelayedPayoff,GA,101,50,0.00
DelayedPayoff,GA,101,100,0.00
DelayedPayoff,GA,101,150,0.00
DelayedPayoff,GA,101,200,0.00
DelayedPayoff,GA,101,250,0.00
DelayedPayoff,GA,101,300,0.00
DelayedPayoff,GA,101,350,0.00
DelayedPayoff,GA,101,400,0.00
DelayedPayoff,GA,101,450,0.00
DelayedPayoff,GA,101,500,0.00
DelayedPayoff,GA,101,550,0.00
DelayedPayoff,GA,101,600,0.00
DelayedPayoff,GA,101,650,0.00
DelayedPayoff,GA,101,700,0.00
DelayedPayoff,GA,101,750,0.00
DelayedPayoff,GA,101,800,0.00
DelayedPayoff,GA,101,850,0.00
DelayedPayoff,GA,101,900,0.00
DelayedPayoff,GA,101,950,0.00
DelayedPayoff,GA,101,1000,0.00
DelayedPayoff,GA,102,0,0.00
DelayedPayoff,GA,102,50,0.00
DelayedPayoff,GA,102,100,0.00
DelayedPayoff,GA,102,150,0.00
DelayedPayoff,GA,102,200,0.00
DelayedPayoff,GA,102,250,0.00
DelayedPayoff,GA,102,300,0.00
DelayedPayoff,GA,102,350,0.00
DelayedPayoff,GA,102,400,0.00
DelayedPayoff,GA,102,450,0.00
DelayedPayoff,GA,102,500,0.00
DelayedPayoff,GA,102,550,0.00
DelayedPayoff,GA,102,600,0.00
DelayedPayoff,GA,102,650,0.00
DelayedPayoff,GA,102,700,0.00
DelayedPayoff,GA,102,750,0.00
DelayedPayoff,GA,102,800,0.00
DelayedPayoff,GA,102,850,0.00
DelayedPayoff,GA,102,900,0.00
DelayedPayoff,GA,102,950,0.00
DelayedPayoff,GA,102,1000,0.00
DelayedPayoff,GA,103,0,0.00
DelayedPayoff,GA,103,50,0.00
DelayedPayoff,GA,103,100,0.00
DelayedPayoff,GA,103,150,0.00
DelayedPayoff,GA,103,200,0.00
DelayedPayoff,GA,103,250,0.00
DelayedPayoff,GA,103,300,0.00
DelayedPayoff,GA,103,350,0.00
DelayedPayoff,GA,103,400,0.00
DelayedPayoff,GA,103,450,0.00
DelayedPayoff,GA,103,500,0.00
DelayedPayoff,GA,103,550,0.00
DelayedPayoff,GA,103,600,0.00
DelayedPayoff,GA,103,650,0.00
DelayedPayoff,GA,103,700,0.00
DelayedPayoff,GA,103,750,0.00
DelayedPayoff,GA,103,800,0.00
DelayedPayoff,GA,103,850,0.00
DelayedPayoff,GA,103,900,0.00
DelayedPayoff,GA,103,950,0.00
DelayedPayoff,GA,103,1000,0.00
DelayedPayoff,GA,104,0,0.00
DelayedPayoff,GA,104,50,0.00
DelayedPayoff,GA,104,100,0.00
DelayedPayoff,GA,104,150,0.00
DelayedPayoff,GA,104,200,0.00
DelayedPayoff,GA,104,250,0.00
DelayedPayoff,GA,104,300,0.00
DelayedPayoff,GA,104,350,0.00
DelayedPayoff,GA,104,400,0.00
DelayedPayoff,GA,104,450,0.00
DelayedPayoff,GA,104,500,0.00
DelayedPayoff,GA,104,550,0.00
DelayedPayoff,GA,104,600,0.00
DelayedPayoff,GA,104,650,0.00
DelayedPayoff,GA,104,700,0.00
DelayedPayoff,GA,104,750,0.00
DelayedPayoff,GA,104,800,0.00
DelayedPayoff,GA,104,850,0.00
DelayedPayoff,GA,104,900,0.00
DelayedPayoff,GA,104,950,0.00
DelayedPayoff,GA,104,1000,0.00
DelayedPayoff,GA,105,0,0.00
DelayedPayoff,GA,105,50,0.00
DelayedPayoff,GA,105,100,0.00
DelayedPayoff,GA,105,150,0.00
DelayedPayoff,GA,105,200,0.00
DelayedPayoff,GA,105,250,0.00
DelayedPayoff,GA,105,300,0.00
DelayedPayoff,GA,105,350,0.00
DelayedPayoff,GA,105,400,0.00
DelayedPayoff,GA,105,450,0.00
DelayedPayoff,GA,105,500,0.00
DelayedPayoff,GA,105,550,0.00
DelayedPayoff,GA,105,600,0.00
DelayedPayoff,GA,105,650,0.00
DelayedPayoff,GA,105,700,0.00
DelayedPayoff,GA,105,750,0.00
DelayedPayoff,GA,105,800,0.00
DelayedPayoff,GA,105,850,0.00
DelayedPayoff,GA,105,900,0.00
DelayedPayoff,GA,105,950,0.00
DelayedPayoff,GA,105,1000,0.00
DelayedPayoff,GA,106,0,0.00
DelayedPayoff,GA,106,50,0.00
DelayedPayoff,GA,106,100,0.00
DelayedPayoff,GA,106,150,0.00
DelayedPayoff,GA,106,200,0.00
DelayedPayoff,GA,106,250,0.00
DelayedPayoff,GA,106,300,0.00
DelayedPayoff,GA,106,350,0.00
DelayedPayoff,GA,106,400,0.00
DelayedPayoff,GA,106,450,0.00
DelayedPayoff,GA,106,500,0.00
DelayedPayoff,GA,106,550,0.00
DelayedPayoff,GA,106,600,0.00
DelayedPayoff,GA,106,650,0.00
DelayedPayoff,GA,106,700,0.00
DelayedPayoff,GA,106,750,0.00
DelayedPayoff,GA,106,800,0.00
DelayedPayoff,GA,106,850,0.00
DelayedPayoff,GA,106,900,0.00
DelayedPayoff,GA,106,950,0.00
DelayedPayoff,GA,106,1000,0.00
DelayedPayoff,GA,107,0,0.00
DelayedPayoff,GA,107,50,0.00
DelayedPayoff,GA,107,100,0.00
DelayedPayoff,GA,107,150,0.00
DelayedPayoff,GA,107,200,0.00
DelayedPayoff,GA,107,250,0.00
DelayedPayoff,GA,107,300,0.00
DelayedPayoff,GA,107,350,0.00
DelayedPayoff,GA,107,400,0.00
DelayedPayoff,GA,107,450,0.00
DelayedPayoff,GA,107,500,0.00
DelayedPayoff,GA,107,550,0.00
DelayedPayoff,GA,107,600,0.00
DelayedPayoff,GA,107,650,0.00
DelayedPayoff,GA,107,700,0.00
DelayedPayoff,GA,107,750,0.00
DelayedPayoff,GA,107,800,0.00
DelayedPayoff,GA,107,850,0.00
DelayedPayoff,GA,107,900,0.00
DelayedPayoff,GA,107,950,0.00
DelayedPayoff,GA,107,1000,0.00
DelayedPayoff,GA,108,0,0.00
DelayedPayoff,GA,108,50,0.00
DelayedPayoff,GA,108,100,0.00
DelayedPayoff,GA,108,150,0.00
DelayedPayoff,GA,108,200,0.00
DelayedPayoff,GA,108,250,0.00
DelayedPayoff,GA,108,300,0.00
DelayedPayoff,GA,108,350,0.00
DelayedPayoff,GA,108,400,0.00
DelayedPayoff,GA,108,450,0.00
DelayedPayoff,GA,108,500,0.00
DelayedPayoff,GA,108,550,0.00
DelayedPayoff,GA,108,600,0.00
DelayedPayoff,GA,108,650,0.00
DelayedPayoff,GA,108,700,0.00
DelayedPayoff,GA,108,750,0.00
DelayedPayoff,GA,108,800,0.00
DelayedPayoff,GA,108,850,0.00
DelayedPayoff,GA,108,900,0.00
DelayedPayoff,GA,108,950,0.00
DelayedPayoff,GA,108,1000,0.00
DelayedPayoff,GA,109,0,0.00
DelayedPayoff,GA,109,50,0.00
DelayedPayoff,GA,109,100,0.00
DelayedPayoff,GA,109,150,0.00
DelayedPayoff,GA,109,200,0.00
DelayedPayoff,GA,109,250,0.00
DelayedPayoff,GA,109,300,0.00
DelayedPayoff,GA,109,350,0.00
DelayedPayoff,GA,109,400,0.00
DelayedPayoff,GA,109,450,0.00
DelayedPayoff,GA,109,500,0.00
DelayedPayoff,GA,109,550,0.00
DelayedPayoff,GA,109,600,0.00
DelayedPayoff,GA,109,650,0.00
DelayedPayoff,GA,109,700,0.00
DelayedPayoff,GA,109,750,0.00
DelayedPayoff,GA,109,800,0.00
DelayedPayoff,GA,109,850,0.00
DelayedPayoff,GA,109,900,0.00
DelayedPayoff,GA,109,950,0.00
DelayedPayoff,GA,109,1000,0.00
DelayedPayoff,GA,110,0,0.00
DelayedPayoff,GA,110,50,0.00
DelayedPayoff,GA,110,100,0.00
DelayedPayoff,GA,110,150,0.00
DelayedPayoff,GA,110,200,0.00
DelayedPayoff,GA,110,250,0.00
DelayedPayoff,GA,110,300,0.00
