env,penalty,mode,seed,gen,dist0,dist2,dist5,dist10
StaticNull,200,GA+SA,101,200,0.00,0.00,0.00,80.00
StaticNull,200,GA+SA,101,250,0.00,0.00,2.00,88.00
StaticNull,200,GA+SA,101,300,0.00,0.00,3.00,88.00
StaticNull,200,GA+SA,101,350,0.00,0.00,2.00,75.00
StaticNull,200,GA+SA,101,400,0.00,0.00,1.00,76.00
StaticNull,200,GA+SA,101,450,0.00,0.00,1.00,85.00
StaticNull,200,GA+SA,101,500,0.00,0.00,0.00,91.00
StaticNull,200,GA+SA,101,550,0.00,0.00,3.00,87.00
StaticNull,200,GA+SA,101,600,0.00,0.00,0.00,78.00
StaticNull,200,GA+SA,101,650,0.00,0.00,1.00,85.00
StaticNull,200,GA+SA,101,700,0.00,0.00,1.00,86.00
StaticNull,200,GA+SA,101,750,0.00,0.00,0.00,74.00
StaticNull,200,GA+SA,101,800,0.00,0.00,6.00,85.00
StaticNull,200,GA+SA,101,850,0.00,0.00,1.00,86.00
StaticNull,200,GA+SA,101,900,0.00,0.00,0.00,77.00
StaticNull,200,GA+SA,101,950,0.00,0.00,0.00,64.00
StaticNull,200,GA+SA,101,1000,0.00,0.00,1.00,75.00
StaticNull,200,GA+SA,102,0,0.00,0.00,1.00,46.00
StaticNull,200,GA+SA,102,50,0.00,0.00,1.00,92.00
StaticNull,200,GA+SA,102,100,0.00,0.00,2.00,98.00
StaticNull,200,GA+SA,102,150,0.00,0.00,2.00,93.00
StaticNull,200,GA+SA,102,200,0.00,0.00,2.00,96.00
StaticNull,200,GA+SA,102,250,0.00,0.00,4.00,91.00
StaticNull,200,GA+SA,102,300,0.00,0.00,4.00,94.00
StaticNull,200,GA+SA,102,350,0.00,0.00,3.00,98.00
StaticNull,200,GA+SA,102,400,0.00,0.00,7.00,96.00
StaticNull,200,GA+SA,102,450,0.00,0.00,6.00,94.00
StaticNull,200,GA+SA,102,500,0.00,0.00,19.00,100.00
StaticNull,200,GA+SA,102,550,0.00,0.00,6.00,97.00
StaticNull,200,GA+SA,102,600,0.00,0.00,7.00,92.00
StaticNull,200,GA+SA,102,650,0.00,0.00,4.00,94.00
StaticNull,200,GA+SA,102,700,0.00,0.00,5.00,93.00
StaticNull,200,GA+SA,102,750,0.00,0.00,10.00,93.00
StaticNull,200,GA+SA,102,800,0.00,1.00,10.00,96.00
StaticNull,200,GA+SA,102,850,0.00,0.00,3.00,88.00
StaticNull,200,GA+SA,102,900,0.00,0.00,3.00,88.00
StaticNull,200,GA+SA,102,950,0.00,1.00,11.00,94.00
StaticNull,200,GA+SA,102,1000,0.00,0.00,9.00,95.00
StaticNull,200,GA+SA,103,0,0.00,0.00,1.00,45.00
StaticNull,200,GA+SA,103,50,0.00,0.00,2.00,92.00
StaticNull,200,GA+SA,103,100,0.00,0.00,1.00,79.00
StaticNull,200,GA+SA,103,150,0.00,0.00,4.00,94.00
StaticNull,200,GA+SA,103,200,0.00,0.00,4.00,89.00
StaticNull,200,GA+SA,103,250,0.00,0.00,3.00,70.00
StaticNull,200,GA+SA,103,300,0.00,0.00,2.00,87.00
StaticNull,200,GA+SA,103,350,0.00,0.00,2.00,77.00
StaticNull,200,GA+SA,103,400,0.00,0.00,1.00,86.00
StaticNull,200,GA+SA,103,450,0.00,0.00,1.00,87.00
StaticNull,200,GA+SA,103,500,0.00,0.00,0.00,75.00
StaticNull,200,GA+SA,103,550,0.00,0.00,0.00,76.00
StaticNull,200,GA+SA,103,600,0.00,0.00,0.00,80.00
StaticNull,200,GA+SA,103,650,0.00,0.00,3.00,73.00
StaticNull,200,GA+SA,103,700,0.00,0.00,2.00,83.00
StaticNull,200,GA+SA,103,750,0.00,0.00,1.00,81.00
StaticNull,200,GA+SA,103,800,0.00,0.00,2.00,81.00
StaticNull,200,GA+SA,103,850,0.00,0.00,1.00,69.00
StaticNull,200,GA+SA,103,900,0.00,0.00,0.00,77.00
StaticNull,200,GA+SA,103,950,0.00,0.00,2.00,77.00
StaticNull,200,GA+SA,103,1000,0.00,0.00,1.00,56.00
StaticNull,200,GA+SA,104,0,0.00,0.00,0.00,50.00
StaticNull,200,GA+SA,104,50,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,104,100,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,104,150,0.00,0.00,0.00,9.00
StaticNull,200,GA+SA,104,200,0.00,0.00,0.00,21.00
StaticNull,200,GA+SA,104,250,0.00,0.00,0.00,22.00
StaticNull,200,GA+SA,104,300,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,104,350,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,104,400,0.00,0.00,0.00,22.00
StaticNull,200,GA+SA,104,450,0.00,0.00,0.00,26.00
StaticNull,200,GA+SA,104,500,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,104,550,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,104,600,0.00,0.00,0.00,20.00
StaticNull,200,GA+SA,104,650,0.00,0.00,0.00,20.00
StaticNull,200,GA+SA,104,700,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,104,750,0.00,0.00,0.00,8.00
StaticNull,200,GA+SA,104,800,0.00,0.00,0.00,14.00
StaticNull,200,GA+SA,104,850,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,104,900,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,104,950,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,104,1000,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,105,0,0.00,0.00,0.00,46.00
StaticNull,200,GA+SA,105,50,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,105,100,0.00,0.00,0.00,26.00
StaticNull,200,GA+SA,105,150,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,105,200,0.00,0.00,0.00,21.00
StaticNull,200,GA+SA,105,250,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,105,300,0.00,0.00,0.00,34.00
StaticNull,200,GA+SA,105,350,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,105,400,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,105,450,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,105,500,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,105,550,0.00,0.00,0.00,18.00
StaticNull,200,GA+SA,105,600,0.00,0.00,0.00,36.00
StaticNull,200,GA+SA,105,650,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,105,700,0.00,0.00,0.00,12.00
StaticNull,200,GA+SA,105,750,0.00,0.00,0.00,25.00
StaticNull,200,GA+SA,105,800,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,105,850,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,105,900,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,105,950,0.00,0.00,0.00,41.00
StaticNull,200,GA+SA,105,1000,0.00,0.00,0.00,35.00
StaticNull,200,GA+SA,106,0,0.00,0.00,0.00,39.00
StaticNull,200,GA+SA,106,50,0.00,0.00,4.00,81.00
StaticNull,200,GA+SA,106,100,0.00,0.00,11.00,90.00
StaticNull,200,GA+SA,106,150,0.00,0.00,5.00,84.00
StaticNull,200,GA+SA,106,200,0.00,0.00,2.00,67.00
StaticNull,200,GA+SA,106,250,0.00,0.00,1.00,76.00
StaticNull,200,GA+SA,106,300,0.00,0.00,6.00,91.00
StaticNull,200,GA+SA,106,350,0.00,0.00,5.00,84.00
StaticNull,200,GA+SA,106,400,0.00,0.00,1.00,86.00
StaticNull,200,GA+SA,106,450,0.00,0.00,2.00,85.00
StaticNull,200,GA+SA,106,500,0.00,0.00,7.00,94.00
StaticNull,200,GA+SA,106,550,0.00,0.00,1.00,73.00
StaticNull,200,GA+SA,106,600,0.00,0.00,1.00,77.00
StaticNull,200,GA+SA,106,650,0.00,0.00,3.00,81.00
StaticNull,200,GA+SA,106,700,0.00,0.00,2.00,71.00
StaticNull,200,GA+SA,106,750,0.00,0.00,7.00,97.00
StaticNull,200,GA+SA,106,800,0.00,0.00,11.00,89.00
StaticNull,200,GA+SA,106,850,0.00,0.00,2.00,75.00
StaticNull,200,GA+SA,106,900,0.00,0.00,2.00,71.00
StaticNull,200,GA+SA,106,950,0.00,0.00,5.00,87.00
StaticNull,200,GA+SA,106,1000,0.00,0.00,1.00,81.00
StaticNull,200,GA+SA,107,0,0.00,0.00,0.00,57.00
StaticNull,200,GA+SA,107,50,0.00,0.00,0.00,7.00
StaticNull,200,GA+SA,107,100,0.00,0.00,0.00,8.00
StaticNull,200,GA+SA,107,150,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,107,200,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,107,250,0.00,0.00,0.00,6.00
StaticNull,200,GA+SA,107,300,0.00,0.00,0.00,6.00
StaticNull,200,GA+SA,107,350,0.00,0.00,0.00,9.00
StaticNull,200,GA+SA,107,400,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,107,450,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,107,500,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,107,550,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,107,600,0.00,0.00,0.00,7.00
StaticNull,200,GA+SA,107,650,0.00,0.00,0.00,9.00
StaticNull,200,GA+SA,107,700,0.00,0.00,0.00,20.00
StaticNull,200,GA+SA,107,750,0.00,0.00,0.00,8.00
StaticNull,200,GA+SA,107,800,0.00,0.00,0.00,8.00
StaticNull,200,GA+SA,107,850,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,107,900,0.00,0.00,0.00,9.00
StaticNull,200,GA+SA,107,950,0.00,0.00,0.00,8.00
StaticNull,200,GA+SA,107,1000,0.00,0.00,0.00,4.00
StaticNull,200,GA+SA,108,0,0.00,0.00,2.00,54.00
StaticNull,200,GA+SA,108,50,0.00,0.00,1.00,25.00
StaticNull,200,GA+SA,108,100,0.00,0.00,0.00,28.00
StaticNull,200,GA+SA,108,150,0.00,0.00,0.00,34.00
StaticNull,200,GA+SA,108,200,0.00,0.00,0.00,18.00
StaticNull,200,GA+SA,108,250,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,108,300,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,108,350,0.00,0.00,0.00,13.00
StaticNull,200,GA+SA,108,400,0.00,0.00,0.00,23.00
StaticNull,200,GA+SA,108,450,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,108,500,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,108,550,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,108,600,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,108,650,0.00,0.00,0.00,26.00
StaticNull,200,GA+SA,108,700,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,108,750,0.00,0.00,0.00,6.00
StaticNull,200,GA+SA,108,800,0.00,0.00,0.00,13.00
StaticNull,200,GA+SA,108,850,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,108,900,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,108,950,0.00,0.00,0.00,17.00
StaticNull,200,GA+SA,108,1000,0.00,0.00,0.00,25.00
StaticNull,200,GA+SA,109,0,0.00,1.00,3.00,42.00
StaticNull,200,GA+SA,109,50,0.00,0.00,0.00,77.00
StaticNull,200,GA+SA,109,100,0.00,0.00,1.00,81.00
StaticNull,200,GA+SA,109,150,0.00,0.00,0.00,42.00
StaticNull,200,GA+SA,109,200,0.00,0.00,0.00,71.00
StaticNull,200,GA+SA,109,250,0.00,0.00,0.00,54.00
StaticNull,200,GA+SA,109,300,0.00,0.00,2.00,84.00
StaticNull,200,GA+SA,109,350,0.00,0.00,2.00,67.00
StaticNull,200,GA+SA,109,400,0.00,0.00,1.00,78.00
StaticNull,200,GA+SA,109,450,0.00,0.00,3.00,76.00
StaticNull,200,GA+SA,109,500,0.00,0.00,0.00,55.00
StaticNull,200,GA+SA,109,550,0.00,0.00,0.00,74.00
StaticNull,200,GA+SA,109,600,0.00,0.00,0.00,80.00
StaticNull,200,GA+SA,109,650,0.00,0.00,1.00,79.00
StaticNull,200,GA+SA,109,700,0.00,0.00,1.00,77.00
StaticNull,200,GA+SA,109,750,0.00,0.00,1.00,65.00
StaticNull,200,GA+SA,109,800,0.00,0.00,1.00,73.00
StaticNull,200,GA+SA,109,850,0.00,0.00,1.00,71.00
StaticNull,200,GA+SA,109,900,0.00,0.00,0.00,79.00
StaticNull,200,GA+SA,109,950,0.00,0.00,0.00,71.00
StaticNull,200,GA+SA,109,1000,0.00,0.00,2.00,74.00
StaticNull,200,GA+SA,110,0,0.00,0.00,2.00,54.00
StaticNull,200,GA+SA,110,50,0.00,0.00,6.00,91.00
StaticNull,200,GA+SA,110,100,0.00,0.00,3.00,86.00
StaticNull,200,GA+SA,110,150,0.00,0.00,5.00,89.00
StaticNull,200,GA+SA,110,200,0.00,0.00,4.00,77.00
StaticNull,200,GA+SA,110,250,0.00,0.00,8.00,89.00
StaticNull,200,GA+SA,110,300,0.00,0.00,8.00,75.00
StaticNull,200,GA+SA,110,350,0.00,0.00,3.00,76.00
StaticNull,200,GA+SA,110,400,0.00,0.00,14.00,88.00
StaticNull,200,GA+SA,110,450,0.00,0.00,12.00,89.00
StaticNull,200,GA+SA,110,500,0.00,0.00,4.00,76.00
StaticNull,200,GA+SA,110,550,0.00,0.00,4.00,71.00
StaticNull,200,GA+SA,110,600,0.00,0.00,2.00,68.00
StaticNull,200,GA+SA,110,650,0.00,0.00,4.00,86.00
StaticNull,200,GA+SA,110,700,0.00,0.00,9.00,91.00
StaticNull,200,GA+SA,110,750,0.00,1.00,8.00,94.00
StaticNull,200,GA+SA,110,800,0.00,0.00,4.00,89.00
StaticNull,200,GA+SA,110,850,0.00,0.00,14.00,90.00
StaticNull,200,GA+SA,110,900,0.00,0.00,3.00,89.00
StaticNull,200,GA+SA,110,950,0.00,0.00,7.00,85.00
StaticNull,200,GA+SA,110,1000,0.00,1.00,4.00,90.00
StaticNull,200,GA+SA,111,0,0.00,0.00,2.00,58.00
StaticNull,200,GA+SA,111,50,0.00,0.00,0.00,7.00
StaticNull,200,GA+SA,111,100,0.00,0.00,0.00,0.00
StaticNull,200,GA+SA,111,150,0.00,0.00,0.00,2.00
StaticNull,200,GA+SA,111,200,0.00,0.00,0.00,3.00
StaticNull,200,GA+SA,111,250,0.00,0.00,0.00,4.00
StaticNull,200,GA+SA,111,300,0.00,0.00,0.00,3.00
StaticNull,200,GA+SA,111,350,0.00,0.00,0.00,2.00
StaticNull,200,GA+SA,111,400,0.00,0.00,0.00,2.00
StaticNull,200,GA+SA,111,450,0.00,0.00,0.00,4.00
StaticNull,200,GA+SA,111,500,0.00,0.00,0.00,6.00
StaticNull,200,GA+SA,111,550,0.00,0.00,0.00,4.00
StaticNull,200,GA+SA,111,600,0.00,0.00,0.00,5.00
StaticNull,200,GA+SA,111,650,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,111,700,0.00,0.00,0.00,10.00
StaticNull,200,GA+SA,111,750,0.00,0.00,0.00,4.00
StaticNull,200,GA+SA,111,800,0.00,0.00,0.00,13.00
StaticNull,200,GA+SA,111,850,0.00,0.00,0.00,11.00
StaticNull,200,GA+SA,111,900,0.00,0.00,0.00,5.00
StaticNull,200,GA+SA,111,950,0.00,0.00,0.00,3.00
StaticNull,200,GA+SA,111,1000,0.00,0.00,0.00,1.00
StaticNull,200,GA+SA,112,0,0.00,0.00,1.00,48.00
StaticNull,200,GA+SA,112,50,0.00,0.00,0.00,42.00
StaticNull,200,GA+SA,112,100,0.00,0.00,0.00,37.00
StaticNull,200,GA+SA,112,150,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,112,200,0.00,0.00,0.00,48.00
StaticNull,200,GA+SA,112,250,0.00,0.00,0.00,28.00
StaticNull,200,GA+SA,112,300,0.00,0.00,0.00,60.00
StaticNull,200,GA+SA,112,350,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,112,400,0.00,0.00,1.00,29.00
StaticNull,200,GA+SA,112,450,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,112,500,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,112,550,0.00,0.00,0.00,26.00
StaticNull,200,GA+SA,112,600,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,112,650,0.00,0.00,1.00,49.00
StaticNull,200,GA+SA,112,700,0.00,0.00,0.00,31.00
StaticNull,200,GA+SA,112,750,0.00,0.00,0.00,53.00
StaticNull,200,GA+SA,112,800,0.00,0.00,0.00,45.00
StaticNull,200,GA+SA,112,850,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,112,900,0.00,0.00,0.00,44.00
StaticNull,200,GA+SA,112,950,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,112,1000,0.00,0.00,0.00,23.00
StaticNull,200,GA+SA,113,0,0.00,0.00,2.00,43.00
StaticNull,200,GA+SA,113,50,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,113,100,0.00,0.00,0.00,76.00
StaticNull,200,GA+SA,113,150,0.00,0.00,2.00,76.00
StaticNull,200,GA+SA,113,200,0.00,0.00,2.00,67.00
StaticNull,200,GA+SA,113,250,0.00,0.00,0.00,59.00
StaticNull,200,GA+SA,113,300,0.00,0.00,0.00,83.00
StaticNull,200,GA+SA,113,350,0.00,0.00,2.00,83.00
StaticNull,200,GA+SA,113,400,0.00,0.00,1.00,70.00
StaticNull,200,GA+SA,113,450,0.00,0.00,1.00,79.00
StaticNull,200,GA+SA,113,500,0.00,0.00,0.00,67.00
StaticNull,200,GA+SA,113,550,0.00,0.00,0.00,41.00
StaticNull,200,GA+SA,113,600,0.00,0.00,0.00,74.00
StaticNull,200,GA+SA,113,650,0.00,0.00,0.00,69.00
StaticNull,200,GA+SA,113,700,0.00,0.00,1.00,67.00
StaticNull,200,GA+SA,113,750,0.00,0.00,3.00,75.00
StaticNull,200,GA+SA,113,800,0.00,0.00,3.00,74.00
StaticNull,200,GA+SA,113,850,0.00,0.00,1.00,70.00
StaticNull,200,GA+SA,113,900,0.00,0.00,1.00,66.00
StaticNull,200,GA+SA,113,950,0.00,0.00,4.00,68.00
StaticNull,200,GA+SA,113,1000,0.00,0.00,0.00,72.00
StaticNull,200,GA+SA,114,0,0.00,0.00,1.00,47.00
StaticNull,200,GA+SA,114,50,0.00,0.00,0.00,46.00
StaticNull,200,GA+SA,114,100,0.00,0.00,0.00,57.00
StaticNull,200,GA+SA,114,150,0.00,0.00,0.00,54.00
StaticNull,200,GA+SA,114,200,0.00,0.00,3.00,66.00
StaticNull,200,GA+SA,114,250,0.00,0.00,1.00,52.00
StaticNull,200,GA+SA,114,300,0.00,0.00,1.00,79.00
StaticNull,200,GA+SA,114,350,0.00,0.00,3.00,67.00
StaticNull,200,GA+SA,114,400,0.00,0.00,0.00,65.00
StaticNull,200,GA+SA,114,450,0.00,0.00,1.00,67.00
StaticNull,200,GA+SA,114,500,0.00,0.00,1.00,64.00
StaticNull,200,GA+SA,114,550,0.00,0.00,0.00,40.00
StaticNull,200,GA+SA,114,600,0.00,0.00,0.00,66.00
StaticNull,200,GA+SA,114,650,0.00,0.00,2.00,65.00
StaticNull,200,GA+SA,114,700,0.00,0.00,3.00,66.00
StaticNull,200,GA+SA,114,750,0.00,0.00,0.00,57.00
StaticNull,200,GA+SA,114,800,0.00,0.00,1.00,50.00
StaticNull,200,GA+SA,114,850,0.00,0.00,2.00,87.00
StaticNull,200,GA+SA,114,900,0.00,0.00,1.00,56.00
StaticNull,200,GA+SA,114,950,0.00,0.00,2.00,54.00
StaticNull,200,GA+SA,114,1000,0.00,0.00,0.00,44.00
StaticNull,200,GA+SA,115,0,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,115,50,0.00,0.00,0.00,50.00
StaticNull,200,GA+SA,115,100,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,115,150,0.00,0.00,1.00,49.00
StaticNull,200,GA+SA,115,200,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,115,250,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,115,300,0.00,0.00,1.00,69.00
StaticNull,200,GA+SA,115,350,0.00,0.00,0.00,43.00
StaticNull,200,GA+SA,115,400,0.00,0.00,0.00,39.00
StaticNull,200,GA+SA,115,450,0.00,0.00,0.00,68.00
StaticNull,200,GA+SA,115,500,0.00,0.00,0.00,43.00
StaticNull,200,GA+SA,115,550,0.00,0.00,0.00,49.00
StaticNull,200,GA+SA,115,600,0.00,0.00,0.00,57.00
StaticNull,200,GA+SA,115,650,0.00,0.00,1.00,69.00
StaticNull,200,GA+SA,115,700,0.00,0.00,0.00,51.00
StaticNull,200,GA+SA,115,750,0.00,0.00,0.00,55.00
StaticNull,200,GA+SA,115,800,0.00,0.00,0.00,45.00
StaticNull,200,GA+SA,115,850,0.00,0.00,0.00,60.00
StaticNull,200,GA+SA,115,900,0.00,0.00,0.00,33.00
StaticNull,200,GA+SA,115,950,0.00,0.00,1.00,68.00
StaticNull,200,GA+SA,115,1000,0.00,0.00,0.00,51.00
StaticNull,200,GA+SA,116,0,0.00,0.00,1.00,45.00
StaticNull,200,GA+SA,116,50,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,116,100,0.00,0.00,2.00,77.00
StaticNull,200,GA+SA,116,150,0.00,0.00,0.00,42.00
StaticNull,200,GA+SA,116,200,0.00,0.00,2.00,67.00
StaticNull,200,GA+SA,116,250,0.00,0.00,0.00,49.00
StaticNull,200,GA+SA,116,300,0.00,0.00,1.00,32.00
StaticNull,200,GA+SA,116,350,0.00,0.00,3.00,59.00
StaticNull,200,GA+SA,116,400,0.00,0.00,2.00,85.00
StaticNull,200,GA+SA,116,450,0.00,0.00,1.00,64.00
StaticNull,200,GA+SA,116,500,0.00,0.00,5.00,73.00
StaticNull,200,GA+SA,116,550,0.00,0.00,2.00,45.00
StaticNull,200,GA+SA,116,600,0.00,0.00,2.00,48.00
StaticNull,200,GA+SA,116,650,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,116,700,0.00,0.00,0.00,62.00
StaticNull,200,GA+SA,116,750,0.00,0.00,0.00,79.00
StaticNull,200,GA+SA,116,800,0.00,0.00,0.00,69.00
StaticNull,200,GA+SA,116,850,0.00,0.00,0.00,68.00
StaticNull,200,GA+SA,116,900,0.00,0.00,0.00,52.00
StaticNull,200,GA+SA,116,950,0.00,0.00,0.00,33.00
StaticNull,200,GA+SA,116,1000,0.00,0.00,0.00,60.00
StaticNull,200,GA+SA,117,0,0.00,0.00,2.00,56.00
StaticNull,200,GA+SA,117,50,0.00,0.00,0.00,15.00
StaticNull,200,GA+SA,117,100,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,117,150,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,117,200,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,117,250,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,117,300,0.00,0.00,0.00,25.00
StaticNull,200,GA+SA,117,350,0.00,0.00,0.00,13.00
StaticNull,200,GA+SA,117,400,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,117,450,0.00,0.00,1.00,52.00
StaticNull,200,GA+SA,117,500,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,117,550,0.00,0.00,0.00,31.00
StaticNull,200,GA+SA,117,600,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,117,650,0.00,0.00,0.00,23.00
StaticNull,200,GA+SA,117,700,0.00,0.00,0.00,20.00
StaticNull,200,GA+SA,117,750,0.00,0.00,0.00,13.00
StaticNull,200,GA+SA,117,800,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,117,850,0.00,0.00,0.00,24.00
StaticNull,200,GA+SA,117,900,0.00,0.00,0.00,35.00
StaticNull,200,GA+SA,117,950,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,117,1000,0.00,0.00,0.00,30.00
StaticNull,200,GA+SA,118,0,0.00,0.00,1.00,49.00
StaticNull,200,GA+SA,118,50,0.00,0.00,0.00,63.00
StaticNull,200,GA+SA,118,100,0.00,0.00,0.00,75.00
StaticNull,200,GA+SA,118,150,0.00,0.00,0.00,74.00
StaticNull,200,GA+SA,118,200,0.00,0.00,0.00,74.00
StaticNull,200,GA+SA,118,250,0.00,0.00,0.00,56.00
StaticNull,200,GA+SA,118,300,0.00,0.00,0.00,79.00
StaticNull,200,GA+SA,118,350,0.00,0.00,1.00,68.00
StaticNull,200,GA+SA,118,400,0.00,0.00,1.00,76.00
StaticNull,200,GA+SA,118,450,0.00,0.00,4.00,85.00
StaticNull,200,GA+SA,118,500,0.00,0.00,1.00,71.00
StaticNull,200,GA+SA,118,550,0.00,0.00,0.00,54.00
StaticNull,200,GA+SA,118,600,0.00,0.00,1.00,68.00
StaticNull,200,GA+SA,118,650,0.00,0.00,0.00,71.00
StaticNull,200,GA+SA,118,700,0.00,0.00,0.00,70.00
StaticNull,200,GA+SA,118,750,0.00,0.00,0.00,79.00
StaticNull,200,GA+SA,118,800,0.00,0.00,0.00,66.00
StaticNull,200,GA+SA,118,850,0.00,0.00,0.00,60.00
StaticNull,200,GA+SA,118,900,0.00,0.00,0.00,77.00
StaticNull,200,GA+SA,118,950,0.00,0.00,0.00,48.00
StaticNull,200,GA+SA,118,1000,0.00,0.00,1.00,65.00
StaticNull,200,GA+SA,119,0,0.00,0.00,1.00,47.00
StaticNull,200,GA+SA,119,50,0.00,0.00,2.00,48.00
StaticNull,200,GA+SA,119,100,0.00,0.00,0.00,45.00
StaticNull,200,GA+SA,119,150,0.00,0.00,0.00,40.00
StaticNull,200,GA+SA,119,200,0.00,0.00,0.00,27.00
StaticNull,200,GA+SA,119,250,0.00,0.00,0.00,39.00
StaticNull,200,GA+SA,119,300,0.00,0.00,0.00,48.00
StaticNull,200,GA+SA,119,350,0.00,0.00,0.00,36.00
StaticNull,200,GA+SA,119,400,0.00,0.00,0.00,32.00
StaticNull,200,GA+SA,119,450,0.00,0.00,0.00,38.00
StaticNull,200,GA+SA,119,500,0.00,0.00,0.00,33.00
StaticNull,200,GA+SA,119,550,0.00,0.00,0.00,19.00
StaticNull,200,GA+SA,119,600,0.00,0.00,0.00,40.00
StaticNull,200,GA+SA,119,650,0.00,0.00,0.00,40.00
StaticNull,200,GA+SA,119,700,0.00,0.00,0.00,17.00
StaticNull,200,GA+SA,119,750,0.00,0.00,0.00,33.00
StaticNull,200,GA+SA,119,800,0.00,0.00,0.00,40.00
StaticNull,200,GA+SA,119,850,0.00,0.00,0.00,29.00
StaticNull,200,GA+SA,119,900,0.00,0.00,0.00,16.00
StaticNull,200,GA+SA,119,950,0.00,0.00,0.00,46.00
StaticNull,200,GA+SA,119,1000,0.00,0.00,1.00,57.00
StaticNull,500,GA,100,0,0.00,0.00,3.00,56.00
StaticNull,500,GA,100,50,0.00,0.00,0.00,31.00
StaticNull,500,GA,100,100,0.00,0.00,0.00,38.00
StaticNull,500,GA,100,150,0.00,0.00,0.00,23.00
StaticNull,500,GA,100,200,0.00,0.00,0.00,41.00
StaticNull,500,GA,100,250,0.00,0.00,0.00,8.00
StaticNull,500,GA,100,300,0.00,0.00,0.00,27.00
StaticNull,500,GA,100,350,0.00,0.00,0.00,38.00
StaticNull,500,GA,100,400,0.00,0.00,0.00,21.00
StaticNull,500,GA,100,450,0.00,0.00,0.00,27.00
StaticNull,500,GA,100,500,0.00,0.00,0.00,33.00
StaticNull,500,GA,100,550,0.00,0.00,0.00,29.00
StaticNull,500,GA,100,600,0.00,0.00,0.00,37.00
StaticNull,500,GA,100,650,0.00,0.00,0.00,40.00
StaticNull,500,GA,100,700,0.00,0.00,0.00,33.00
StaticNull,500,GA,100,750,0.00,0.00,0.00,24.00
