evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260619T034500Z-gen20260820T104955096765Z-ADANIENT_NS,2026-06-19T03:45:00Z,ADANIENT.NS,SHORT,Watch,Mixed,0.349693,163,StateOnly,0.858181,3.0,3038.3999,2899.5812,3200.1590,HORIZON,3,false,false,true,0.031234,-0.017542,-0.010301,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-ADANIGREEN_NS,2026-06-19T03:45:00Z,ADANIGREEN.NS,SHORT,NoTrade,Unfavourable,0.295597,159,StateOnly,0.878752,4.0,1502.4000,1421.0082,1595.0221,NO_TRADE,4,false,false,false,0.010250,-0.036342,-0.015775,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-ADANIPORTS_NS,2026-06-19T03:45:00Z,ADANIPORTS.NS,SHORT,Watch,Mixed,0.312102,157,StateOnly,0.856933,3.0,1835.3000,1767.8917,1913.9624,HORIZON,3,false,false,true,0.032856,-0.003651,0.011987,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-AMBUJACEM_NS,2026-06-19T03:45:00Z,AMBUJACEM.NS,LONG,Watch,Mixed,0.323529,102,Exact,0.955132,3.0,423.9500,441.4584,405.6192,HORIZON,3,false,false,true,0.012855,-0.023470,0.006840,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-APOLLOHOSP_NS,2026-06-19T03:45:00Z,APOLLOHOSP.NS,SHORT,NoTrade,Unfavourable,0.252941,170,StateOnly,1.107110,4.0,8489.5000,8192.8896,8757.4140,NO_TRADE,4,false,false,false,0.006479,-0.024030,-0.012074,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-ASIANPAINT_NS,2026-06-19T03:45:00Z,ASIANPAINT.NS,SHORT,Watch,Mixed,0.338462,130,StateOnly,1.162211,3.0,2732.8999,2646.5789,2807.1730,HORIZON,3,false,false,true,0.030297,-0.008636,0.023931,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-AUROPHARMA_NS,2026-06-19T03:45:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.242857,140,StateOnly,1.043275,3.0,1497.8000,1426.0201,1566.6025,NO_TRADE,3,false,false,false,0.014221,-0.035452,-0.021899,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-AXISBANK_NS,2026-06-19T03:45:00Z,AXISBANK.NS,SHORT,NoTrade,Unfavourable,0.290323,155,StateOnly,0.999569,3.0,1357.9000,1315.0531,1400.7655,NO_TRADE,3,false,false,false,0.001988,-0.020767,-0.019589,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BAJAJ-AUTO_NS,2026-06-19T03:45:00Z,BAJAJ-AUTO.NS,SHORT,NoTrade,Unfavourable,0.243243,74,Exact,1.365566,3.0,10066.0000,9571.4911,10428.1274,NO_TRADE,3,false,false,false,0.033181,-0.020068,0.031393,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BAJAJFINSV_NS,2026-06-19T03:45:00Z,BAJAJFINSV.NS,LONG,Watch,Mixed,0.351351,74,Exact,1.045198,4.0,1769.4000,1827.6621,1713.6574,HORIZON,4,false,false,true,0.016672,-0.009212,-0.002713,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-BAJFINANCE_NS,2026-06-19T03:45:00Z,BAJFINANCE.NS,LONG,Buy,Favourable,0.561644,73,Exact,0.745829,5.0,961.8000,987.7006,927.0727,TARGET,3,true,false,false,0.033375,-0.009773,0.026929,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-BANDHANBNK_NS,2026-06-19T03:45:00Z,BANDHANBNK.NS,SHORT,NoTrade,Unfavourable,0.296053,152,StateOnly,1.231059,3.0,208.0900,194.5249,219.1090,NO_TRADE,3,false,false,false,0.019174,-0.029458,-0.017637,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BANKBARODA_NS,2026-06-19T03:45:00Z,BANKBARODA.NS,SHORT,NoTrade,Unfavourable,0.253807,197,StateOnly,1.027995,3.0,281.0500,267.8733,293.8679,NO_TRADE,3,false,false,false,0.025084,-0.021882,0.004092,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BERGEPAINT_NS,2026-06-19T03:45:00Z,BERGEPAINT.NS,SHORT,NoTrade,Unfavourable,0.291339,127,StateOnly,0.819105,3.0,550.7000,534.0192,571.0647,NO_TRADE,3,false,false,false,0.045306,-0.016343,0.030290,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BHARTIARTL_NS,2026-06-19T03:45:00Z,BHARTIARTL.NS,LONG,Watch,Mixed,0.395349,43,Exact,0.769945,3.0,1910.8000,1959.5362,1847.5018,HORIZON,3,false,false,true,0.008844,-0.019835,-0.017532,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-BOSCHLTD_NS,2026-06-19T03:45:00Z,BOSCHLTD.NS,SHORT,NoTrade,Unfavourable,0.287671,146,StateOnly,0.883279,3.0,40195.0000,38718.0618,41867.1087,NO_TRADE,3,false,false,false,0.003110,-0.014803,-0.004229,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-BPCL_NS,2026-06-19T03:45:00Z,BPCL.NS,LONG,Buy,Favourable,0.413793,58,Exact,1.212546,4.0,306.6000,319.6656,295.8247,TARGET_GAP_THROUGH,4,true,false,false,0.046477,0.000000,0.043542,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-BRITANNIA_NS,2026-06-19T03:45:00Z,BRITANNIA.NS,LONG,Watch,Mixed,0.347458,118,Exact,1.464064,5.0,5195.0000,5375.6518,5071.6093,HORIZON,5,false,false,true,0.019923,-0.001636,0.008085,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-CANBK_NS,2026-06-19T03:45:00Z,CANBK.NS,LONG,NoTrade,Unfavourable,0.292308,65,Exact,1.276330,3.0,133.7400,142.7074,126.7141,NO_TRADE,3,false,false,false,0.012337,-0.033947,-0.026843,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-CHOLAFIN_NS,2026-06-19T03:45:00Z,CHOLAFIN.NS,LONG,Buy,Favourable,0.540984,61,Exact,1.002595,4.0,1693.4000,1759.8566,1627.1154,TARGET,3,true,false,false,0.064722,0.000000,0.039244,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-CIPLA_NS,2026-06-19T03:45:00Z,CIPLA.NS,SHORT,NoTrade,Unfavourable,0.245614,57,Exact,1.313876,4.0,1351.8000,1290.0824,1398.7738,NO_TRADE,1,false,false,false,0.000000,-0.049120,-0.034749,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-COALINDIA_NS,2026-06-19T03:45:00Z,COALINDIA.NS,SHORT,NoTrade,Unfavourable,0.082192,73,Exact,1.245186,4.0,451.3000,433.3034,465.7529,NO_TRADE,4,false,false,false,0.042765,-0.006647,0.039877,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-COLPAL_NS,2026-06-19T03:45:00Z,COLPAL.NS,LONG,NoTrade,Unfavourable,0.250000,124,Exact,1.400325,3.5,1997.8000,2083.6706,1936.4782,NO_TRADE,4,false,false,false,0.011062,-0.020022,-0.002403,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-DABUR_NS,2026-06-19T03:45:00Z,DABUR.NS,LONG,Watch,Mixed,0.321678,143,Exact,1.044302,4.0,423.5000,435.8176,411.7050,HORIZON,4,false,false,true,0.018772,-0.014286,0.000944,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-DIVISLAB_NS,2026-06-19T03:45:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.298246,57,Exact,1.088264,4.0,6743.0000,6501.5504,6964.8667,NO_TRADE,4,false,false,false,0.008008,-0.021430,0.004375,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-DLF_NS,2026-06-19T03:45:00Z,DLF.NS,SHORT,Sell,Favourable,0.434211,152,StateOnly,0.812354,4.0,624.5000,602.7171,651.3146,HORIZON,4,false,false,true,0.024179,-0.019055,0.005044,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-DRREDDY_NS,2026-06-19T03:45:00Z,DRREDDY.NS,LONG,Watch,Mixed,0.354839,124,Exact,0.948976,3.0,1272.1000,1314.4144,1227.5104,TARGET,2,true,false,false,0.045122,-0.000708,0.033263,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-EICHERMOT_NS,2026-06-19T03:45:00Z,EICHERMOT.NS,SHORT,NoTrade,Unfavourable,0.158371,221,StateOnly,1.049484,3.0,7611.0000,7312.2458,7895.6678,NO_TRADE,3,false,false,false,0.016161,-0.014387,0.005124,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-GAIL_NS,2026-06-19T03:45:00Z,GAIL.NS,SHORT,NoTrade,Unfavourable,0.193182,176,StateOnly,1.174020,3.0,173.9000,165.8634,180.7454,NO_TRADE,3,false,false,false,0.003738,-0.026280,-0.005923,false
TIME006-20260619T034500Z-gen20260820T104955096765Z-GODREJCP_NS,2026-06-19T03:45:00Z,GODREJCP.NS,LONG,Watch,Mixed,0.300000,110,Exact,1.031119,3.5,1000.6000,1038.0000,964.3287,TARGET,4,true,false,false,0.037378,0.000000,0.037378,true
TIME006-20260619T034500Z-gen20260820T104955096765Z-GODREJPROP_NS,2026-06-19T03:45:00Z,GODREJPROP.NS,LONG,Watch,Mixed,0.326923,52,Exact,0.754939,3.0,1795.9000,1889.8417,1671.4640,HORIZON,3,false,false,true,0.020101,-0.009410,0.013754,true
