evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260424T034500Z-gen20260820T105049017765Z-ADANIENT_NS,2026-04-24T03:45:00Z,ADANIENT.NS,LONG,Watch,Mixed,0.328358,67,Exact,1.275426,4.0,2287.6001,2422.7571,2181.6300,TARGET_GAP_THROUGH,3,true,false,false,0.068281,-0.000699,0.061200,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-ADANIGREEN_NS,2026-04-24T03:45:00Z,ADANIGREEN.NS,SHORT,NoTrade,Unfavourable,0.295597,159,StateOnly,0.878752,4.0,1235.8000,1168.8512,1311.9864,NO_TRADE,4,false,false,false,0.026096,-0.029252,0.007000,false
TIME006-20260424T034500Z-gen20260820T105049017765Z-ADANIPORTS_NS,2026-04-24T03:45:00Z,ADANIPORTS.NS,LONG,Buy,Favourable,0.523810,42,Exact,1.066303,5.0,1585.1000,1644.6096,1529.2907,TARGET,1,true,false,false,0.040881,0.000000,0.037543,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-AMBUJACEM_NS,2026-04-24T03:45:00Z,AMBUJACEM.NS,LONG,NoTrade,Unfavourable,0.200000,40,Exact,1.817610,3.5,451.2000,480.4234,435.1221,NO_TRADE,4,false,false,false,0.039007,-0.024601,-0.015514,false
TIME006-20260424T034500Z-gen20260820T105049017765Z-APOLLOHOSP_NS,2026-04-24T03:45:00Z,APOLLOHOSP.NS,LONG,Watch,Mixed,0.303797,79,Exact,1.150535,3.0,7732.5000,7996.5694,7502.9813,HORIZON,3,false,false,true,0.018881,-0.006660,-0.003039,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-ASIANPAINT_NS,2026-04-24T03:45:00Z,ASIANPAINT.NS,SHORT,Watch,Mixed,0.338462,130,StateOnly,1.162211,3.0,2485.1001,2406.6061,2552.6386,HORIZON,3,false,false,true,0.018712,-0.013963,0.015211,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-AUROPHARMA_NS,2026-04-24T03:45:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.242857,140,StateOnly,1.043275,3.0,1413.8000,1346.0457,1478.7439,NO_TRADE,3,false,false,false,0.019239,-0.013863,0.012024,false
TIME006-20260424T034500Z-gen20260820T105049017765Z-AXISBANK_NS,2026-04-24T03:45:00Z,AXISBANK.NS,LONG,Watch,Mixed,0.368421,76,Exact,1.206349,3.0,1365.9000,1419.4467,1321.5126,RISK,1,false,true,false,0.000000,-0.048320,-0.032497,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BAJAJ-AUTO_NS,2026-04-24T03:45:00Z,BAJAJ-AUTO.NS,LONG,Buy,Favourable,0.480769,52,Exact,1.102107,4.5,9576.0000,9877.9487,9302.0259,TARGET,4,true,false,false,0.048977,-0.023079,0.031532,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BAJAJFINSV_NS,2026-04-24T03:45:00Z,BAJAJFINSV.NS,LONG,Watch,Mixed,0.351351,74,Exact,1.045198,4.0,1770.7000,1829.0048,1714.9164,HORIZON,4,false,false,true,0.015418,-0.029367,-0.013272,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BAJFINANCE_NS,2026-04-24T03:45:00Z,BAJFINANCE.NS,LONG,Buy,Favourable,0.561644,73,Exact,0.745829,5.0,921.5500,946.3667,888.2760,TARGET,4,true,false,false,0.058000,-0.014378,0.026929,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BANDHANBNK_NS,2026-04-24T03:45:00Z,BANDHANBNK.NS,LONG,Buy,Favourable,0.448276,58,Exact,0.997306,4.0,174.6700,182.6708,166.6476,TARGET,2,true,false,false,0.048205,-0.003435,0.045805,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BANKBARODA_NS,2026-04-24T03:45:00Z,BANKBARODA.NS,LONG,Buy,Favourable,0.500000,56,Exact,1.261877,4.0,274.1300,286.7144,264.1573,RISK,4,false,true,false,0.011199,-0.051545,-0.036380,true
TIME006-20260424T034500Z-gen20260820T105049017765Z-BERGEPAINT_NS,2026-04-24T03:45:00Z,BERGEPAINT.NS,SHORT,NoTrade,Unfavourable,0.291339,127,StateOnly,0.819105,3.0,460.4000,446.4544,477.4254,NO_TRADE,3,false,false,false,0.007711,-0.018788,-0.007385,false
