generation,valid_count,population_size,unique_fitness_count,stagnation,best_obj,best_mlu,best_sdi,crossover_count,mutation_count,gen_moves_peak,gen_moves_shoulder,gen_moves_transition,gen_moves_tail,gen_moves_mixed,gen_moves_neutral
0,14,50,15,0,80.55277883900555,0.7591721105527638,2.1324311706538235,0,0,,,,,,
1,22,50,23,0,73.85304453857245,0.7177674623115577,2.056600213231245,0,0,,,,,,
2,35,50,35,1,73.85304453857245,0.7177674623115577,2.056600213231245,0,0,,,,,,
3,49,50,48,0,72.67767814638101,0.6899896984924623,1.8325417093351095,0,0,,,,,,
4,50,50,49,0,71.36496898592893,0.6899896984924623,1.843591885580307,0,0,,,,,,
5,50,50,49,0,68.41775251467595,0.617307860895386,1.81438339771203,0,0,,,,,,
6,50,50,48,0,66.9721076492034,0.6024634422110553,1.7607520980411655,0,0,,,,,,
7,50,50,50,0,66.82397727138991,0.6036809764732755,1.75285376781594,0,0,,,,,,
8,50,50,50,0,66.6651745725128,0.617307860895386,1.7820523101515833,0,0,,,,,,
9,50,50,44,0,65.67710162045677,0.5919812814070351,1.6848939367979774,0,0,,,,,,
10,50,50,49,0,64.06990147649046,0.6036809764732755,1.7801177745547425,0,0,,,,,,
11,50,50,48,1,64.06990147649046,0.6036809764732755,1.7801177745547425,0,0,,,,,,
12,50,50,46,0,63.39936391512485,0.5919812814070351,1.6697912822907022,0,0,,,,,,
13,50,50,43,1,63.39936391512485,0.5919812814070351,1.6697912822907022,0,0,,,,,,
