generation,valid_count,population_size,unique_fitness_count,stagnation,best_obj,best_mlu,best_sdi,crossover_count,mutation_count,gen_moves_peak,gen_moves_shoulder,gen_moves_transition,gen_moves_tail,gen_moves_mixed,gen_moves_neutral
0,2,50,3,0,99.7047643123836,0.7920320821212801,2.2087477400878024,0,0,,,,,,
1,6,50,7,1,99.7047643123836,0.7920320821212801,2.2087477400878024,0,0,,,,,,
2,16,50,16,2,99.7047643123836,0.7920320821212801,2.2087477400878024,0,0,,,,,,
3,37,50,37,3,99.7047643123836,0.7920320821212801,2.2087477400878024,0,0,,,,,,
4,44,50,35,0,99.21418729770606,0.7920320821212801,2.250916300953809,0,0,,,,,,
5,48,50,36,0,99.06941620460167,0.7920320821212801,2.2449425433393895,0,0,,,,,,
6,46,50,29,0,98.99644509207111,0.7920320821212801,2.2449425433393895,0,0,,,,,,
7,49,50,24,1,98.99644509207111,0.7920320821212801,2.2449425433393895,0,0,,,,,,
8,48,50,17,0,98.95556235696185,0.7920320821212801,2.2449425433393895,0,0,,,,,,
9,50,50,20,1,98.95556235696185,0.7920320821212801,2.2449425433393895,0,0,,,,,,
10,50,50,13,0,98.82073730844309,0.7920320821212801,2.2463175911649875,0,0,,,,,,
11,47,50,18,1,98.82073730844309,0.7920320821212801,2.2463175911649875,0,0,,,,,,
12,49,50,12,2,98.82073730844309,0.7920320821212801,2.2463175911649875,0,0,,,,,,
13,46,50,10,3,98.82073730844309,0.7920320821212801,2.2463175911649875,0,0,,,,,,
14,48,50,13,0,98.39256640863236,0.7920320821212801,2.2584699008278633,0,0,,,,,,
15,49,50,8,1,98.39256640863236,0.7920320821212801,2.2584699008278633,0,0,,,,,,
16,48,50,14,2,98.39256640863236,0.7920320821212801,2.2584699008278633,0,0,,,,,,
17,47,50,14,0,98.26022800917129,0.7920320821212801,2.2584699008278633,0,0,,,,,,
18,46,50,13,1,98.26022800917129,0.7920320821212801,2.2584699008278633,0,0,,,,,,
19,48,50,12,0,98.22974236559614,0.7517339569475241,2.2354846093603764,0,0,,,,,,
