generation,valid_count,population_size,unique_fitness_count,stagnation,best_obj,best_mlu,best_sdi,crossover_count,mutation_count,gen_moves_peak,gen_moves_shoulder,gen_moves_transition,gen_moves_tail,gen_moves_mixed,gen_moves_neutral
0,15,50,16,0,121.16402261890985,0.7342571596870275,1.9074919200128262,0,0,,,,,,
1,37,50,38,0,121.06702908481765,0.7206227393971726,1.8764503604150793,0,0,,,,,,
2,49,50,50,0,120.29285847545248,0.7186028118609407,1.8770247245426386,0,0,,,,,,
3,46,50,47,0,118.34508948351625,0.7186028118609407,1.8679599942511078,0,0,,,,,,
4,50,50,47,1,118.34508948351625,0.7186028118609407,1.8679599942511078,0,0,,,,,,
5,50,50,49,0,117.67011072269818,0.7186028118609407,1.8631274907422068,0,0,,,,,,
6,50,50,47,0,115.34465953512861,0.7186028118609407,1.8243749325747396,0,0,,,,,,
7,50,50,50,0,113.9308841759562,0.7186028118609407,1.809902993821695,0,0,,,,,,
8,50,50,50,1,113.9308841759562,0.7186028118609407,1.809902993821695,0,0,,,,,,
9,50,50,48,0,113.13904013186192,0.7186028118609407,1.808616949121436,0,0,,,,,,
