date,ticker,decision_id,cohort,direction,entry_price,ts,oqs_prev,oqs_new,oqs_delta,action_prev,action_new,target_move,stop_move,classification,ret_5m,ret_15m,ret_30m,ret_60m,mfe_after,mae_after,h300_ret
2026-09-09,VEDL_NS,,ASOF,-1,272.5,1788926160,0,68,68,,ACT,UNCHANGED,UNCHANGED,OQS_UP|ACTION_CHANGE,0.005504587155963303,0.002385298702694954,0.0031192884532683486,0.0003669948752866972,0.07321099797520068,-0.011926605504587157,0.002018
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788926160,0,93,93,,ACT,UNCHANGED,UNCHANGED,OQS_UP|ACTION_CHANGE,0.005628757134169162,0.008383196984936378,0.00592817660577283,0.008323349638613399,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,BANKBARODA_NS,,ASOF,1,234.100006,1788926220,85,78,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.008287002291374588,0.007048244159378588,0.005980324494310318,0.008628744405873669,0.022597151875546853,-0.007902631151577192,0.007518
2026-09-09,BHARTIARTL_NS,,ASOF,1,1814.699951,1788926220,78,86,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004353350305423271,0.005400368801795346,0.004077822662561721,0.0060065161625925696,0.020554389159180588,-0.00027552754814895317,0.004739
2026-09-09,HCLTECH_NS,,ASOF,1,1229.800049,1788926220,93,85,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00699298672256156,0.012684968931939404,0.009025837511625076,0.012197104594622647,0.048951007156774036,-0.0271589065337055,0.012604
2026-09-09,PAGEIND_NS,,ASOF,1,35395.0,1788926220,0,85,85,,ACT,UNCHANGED,UNCHANGED,OQS_UP|ACTION_CHANGE,0.010170928097188869,0.010029665206950134,0.007204407402175449,0.011724819889814945,0.012572397231247352,-0.038847294815651925,0.011442
2026-09-09,PIDILITIND_NS,,ASOF,1,1572.0,1788926220,72,66,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.001272264631043257,0.0021628654033476464,0.0001908707558047074,0.004007664648934478,0.00559799543773855,-0.032379150390625,-0.000573
2026-09-09,RELIANCE_NS,,ASOF,1,1279.0,1788926220,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0038311371493842845,0.0069585804644741985,0.006254886630179828,0.007114914453430415,0.012197009840451524,-0.03416728004055903,0.004691
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788926220,93,86,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.006971677559912854,0.005010893246187364,0.006100217864923747,0.009368191721132898,0.011546840958605665,-0.05599128540305011,0.008932
2026-09-09,BHARTIARTL_NS,,ASOF,1,1814.699951,1788926280,86,78,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004794221440998124,0.004573785873210697,0.0037472029446260478,0.0052901846516471,0.020554389159180588,-0.00027552754814895317,0.004739
2026-09-09,COALINDIA_NS,,ASOF,-1,431.0,1788926280,60,53,-7,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.002900232018561485,-0.005568431314348898,-0.00580046403712297,-0.005220417633410673,0.030858440354915893,-0.012180974477958236,0.007193
2026-09-09,INFY_NS,,ASOF,1,1035.0,1788926280,85,79,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.01130430064915459,0.015555531967089371,0.008695652173913044,0.0075362790609903385,0.06048306819897343,-0.008019370848429951,0.008696
2026-09-09,LICI_NS,,ASOF,1,407.5,1788926280,78,86,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0036809815950920245,0.004294478527607362,0.0017178213669478528,0.0015950770465874232,0.005644141823236196,-0.051042914829371164,-0.002209
2026-09-09,NAUKRI_NS,,ASOF,-1,1267.0,1788926280,72,68,-4,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0012628063030288082,-0.0022888906188338596,-0.0005524476494672455,7.890732907458564e-05,0.01728494428892068,-0.03393843725335438,0.011184
2026-09-09,PIDILITIND_NS,,ASOF,1,1572.0,1788926280,66,80,14,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.001272264631043257,0.0020355923485209926,0.0005089369135655216,0.003816793893129771,0.00559799543773855,-0.032379150390625,-0.000573
2026-09-09,RECLTD_NS,,ASOF,1,314.5,1788926280,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.006677284907839825,0.006359300476947536,0.004451490926818362,0.006359300476947536,0.008902981853636725,-0.019077901430842606,0.002862
2026-09-09,SBILIFE_NS,,ASOF,1,1684.0,1788926280,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004453681710213777,0.0015439284952122921,0.0019002085343675771,0.004453681710213777,0.049703058890662115,-0.01840855106888361,-0.000772
2026-09-09,VEDL_NS,,ASOF,-1,272.5,1788926280,68,61,-7,ACT,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,0.006972454665997706,0.0007339897505733944,0.004403714521215596,0.0003669948752866972,0.07321099797520068,-0.011926605504587157,0.002018
