date,ticker,decision_id,cohort,direction,entry_price,ts,oqs_prev,oqs_new,oqs_delta,action_prev,action_new,target_move,stop_move,classification,ret_5m,ret_15m,ret_30m,ret_60m,mfe_after,mae_after,h300_ret
2026-09-09,BHARTIARTL_NS,,ASOF,1,1814.699951,1788933000,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00573098851973102,0.00573098851973102,0.0051248411589337965,0.00573098851973102,0.020554389159180588,-0.00027552754814895317,0.004739
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788933000,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.005174396320429283,0.004216174779609045,0.0038328861632809506,0.0060367957071674975,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933000,52,44,-8,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.003285667782738095,0.0,0.0011904761904761906,-0.0008095005580357143,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788933000,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.003339219305062167,0.003907637655417406,0.0037300177619893427,0.003232716751776199,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,RECLTD_NS,,ASOF,1,314.5,1788933000,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.006518244174781399,0.006359300476947536,0.00794912559618442,0.007154213036565978,0.008744038155802861,-0.019077901430842606,0.002862
2026-09-09,UNITDSPR_NS,,ASOF,1,1405.199951,1788933000,54,34,-20,MONITOR,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,-0.00021344050412477954,-0.0016367254954007292,-0.001138610496622879,-0.005337318594971297,0.007756920698851807,-0.025974950968472566,0.007757
2026-09-09,VEDL_NS,,ASOF,-1,272.5,1788933000,35,29,-6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.00862387560923165,-0.008256880733944955,-0.0056880285980504585,-0.0045871559633027525,0.07321099797520068,-0.011926605504587157,0.002018
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788933000,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004550865310394835,0.004431170617748877,0.004191598492468189,0.0006586862895303143,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788933060,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.005461862782675355,0.004216174779609045,0.003737064009198927,0.005940973553085474,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933060,65,51,-14,ACT,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,0.0001917872155563143,0.001150376216718385,0.0030675542190425264,0.0013420472108472267,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788933060,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0034103366452042628,0.003552397868561279,0.0034813672568827707,0.0026642984014209592,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788933060,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004491017964071856,0.0040119650835048655,0.004371231901431512,0.00041920553424401195,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933120,44,38,-6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0018570963541666666,0.0001904296875,0.0007619512648809524,-0.00033331008184523807,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788933120,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.003694459091918295,0.004902326404307282,0.003516839198490231,0.0021314387211367673,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933120,86,93,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0015250544662309367,0.0017429193899782135,0.0015250544662309367,-0.0008714596949891067,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,TATACONSUM_NS,,ASOF,1,1001.0,1788933120,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.006493506493506494,0.005894130283778721,0.006193818388642607,0.007492507492507493,0.018681330876155096,-0.014885139274787712,0.003696
2026-09-09,UNITDSPR_NS,,ASOF,1,1405.199951,1788933120,34,22,-12,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0004981148764643356,-0.0015655786199212979,-0.0007827892488038918,-0.005266084849070035,0.007756920698851807,-0.025974950968472566,0.007757
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788933180,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.005366040628593331,0.004024530471444998,0.004311996933691069,0.0060367957071674975,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933180,51,41,-10,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN,0.0005752462190729287,0.0017255062143638413,0.0030675542190425264,0.001150376216718385,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,LICI_NS,,ASOF,1,407.5,1788933180,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0009815801140720859,0.000245413750958589,0.003067484662576687,0.0014724076159892637,0.005644141823236196,-0.051042914829371164,-0.002209
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788933180,86,78,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004491017964071856,0.0037125456119011975,0.0039521177371818865,0.00017963340896332336,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,HDFCBANK_NS,,ASOF,1,687.099976,1788933240,79,85,6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.010114993502734137,0.010187745350667179,0.00946004921114643,0.007859153236238842,0.06301855614394976,-0.007276961997830822,0.008441
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933240,41,35,-6,MONITOR,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,0.0009585882073306122,0.0023006362120092973,0.003259225213171368,0.0028757662096547537,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933240,38,34,-4,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0012381417410714285,0.0007619512648809524,0.0005714053199404762,0.0002380952380952381,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,TATACONSUM_NS,,ASOF,1,1001.0,1788933240,86,78,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.005994005994005994,0.006093881704233267,0.00689313128277972,0.007692319887144106,0.018681330876155096,-0.014885139274787712,0.003696
2026-09-09,ULTRACEMCO_NS,,ASOF,1,10900.0,1788933240,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004678899082568807,0.004128440366972477,0.0045871559633027525,0.0022935779816513763,0.010642201834862385,-0.022935779816513763,0.004495
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788933240,78,86,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004850284781998503,0.0037125456119011975,0.003892179020864521,0.00233532568651759,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933300,80,73,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0013570822731128074,0.0,-0.00042408821034775233,-8.481764206955047e-05,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,BAJAJFINSV_NS,,ASOF,1,1927.0,1788933300,85,78,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.006798119141638558,0.007368941967760768,0.006746237675142709,0.004099649410515049,0.01110535776547094,-0.04903995848469123,0.002335
2026-09-09,HCLTECH_NS,,ASOF,1,1229.800049,1788933300,78,86,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004146995617872638,0.0034151494817512857,0.002927285144434529,-0.0003252761180670961,0.048951007156774036,-0.0271589065337055,0.012604
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933300,34,28,-6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0009047154017857142,-0.0002380952380952381,0.0006190708705357143,0.0002857607886904762,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,RECLTD_NS,,ASOF,1,314.5,1788933300,73,79,6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.006041316046055246,0.005564387917329093,0.008108069294018283,0.006518244174781399,0.008744038155802861,-0.019077901430842606,0.002862
2026-09-09,SBILIFE_NS,,ASOF,1,1684.0,1788933300,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0035629453681710215,0.00380048955704424,0.0007720004917606888,-0.0023752969121140144,0.049703058890662115,-0.01840855106888361,-0.000772
2026-09-09,UNITDSPR_NS,,ASOF,1,1405.199951,1788933300,22,18,-4,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0009250829997627544,-0.000853936124283323,-0.0006404086274231982,-0.004198621105613073,0.007756920698851807,-0.025974950968472566,0.007757
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933360,73,65,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0013570822731128074,0.00033927056827820186,-0.00033927056827820186,0.00016963528413910093,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,INFY_NS,,ASOF,1,1035.0,1788933360,73,80,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004154636548913043,0.003574832050120773,0.002705361186594203,0.00019318953804347826,0.06048306819897343,-0.008019370848429951,0.008696
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933360,93,86,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.002178649237472767,0.00130718954248366,0.0,-0.00021786492374727668,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,ULTRACEMCO_NS,,ASOF,1,10900.0,1788933360,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004036697247706422,0.004678899082568807,0.004128440366972477,0.0022935779816513763,0.010642201834862385,-0.022935779816513763,0.004495
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933420,65,57,-8,ACT,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,-0.0011874469889737065,0.00016963528413910093,-0.00033927056827820186,-0.00033927056827820186,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,LICI_NS,,ASOF,1,407.5,1788933420,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.000736166363113497,0.0049079754601227,0.0019631602281441718,0.0014724076159892637,0.005644141823236196,-0.051042914829371164,-0.002209
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933420,28,18,-10,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0004761904761904762,0.0004761904761904762,-0.0004285249255952381,0.0003809756324404762,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,SBILIFE_NS,,ASOF,1,1684.0,1788933420,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0036223132933120546,0.0014251926449302256,0.0015439284952122921,-0.002850385289860451,0.049703058890662115,-0.01840855106888361,-0.000772
2026-09-09,UNITDSPR_NS,,ASOF,1,1405.199951,1788933420,18,22,4,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,-0.0012097573721023104,-0.00021344050412477954,-0.0004981148764643356,-0.00455444235343206,0.007756920698851807,-0.025974950968472566,0.007757
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933480,57,51,-6,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0009329940627650551,8.481764206955047e-05,-0.0011874469889737065,-0.00016963528413910093,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,BHARTIARTL_NS,,ASOF,1,1814.699951,1788933480,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.00573098851973102,0.005951424087518446,0.005786080594805143,0.007604589944687746,0.020554389159180588,-0.00027552754814895317,0.004739
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933480,35,39,4,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,0.001150376216718385,0.003259225213171368,0.00249242422139707,0.0034510132225591406,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,PAGEIND_NS,,ASOF,1,35395.0,1788933480,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004520412487639497,0.00197768046334228,-0.0022602062438197485,-0.0016951546828648115,0.012572397231247352,-0.038847294815651925,0.011442
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933480,86,80,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0017429193899782135,0.00130718954248366,0.0,0.00021786492374727668,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933540,51,45,-6,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0006785411365564037,0.00042408821034775233,-0.001272264631043257,0.00033927056827820186,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,LICI_NS,,ASOF,1,407.5,1788933540,72,66,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0008589106834739264,0.0031901540931748465,-0.000490827501917178,0.0013496632956288344,0.005644141823236196,-0.051042914829371164,-0.002209
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788933540,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.003587956538632327,0.0053285968028419185,0.002238028002886323,0.004937798345914742,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,UNITDSPR_NS,,ASOF,1,1405.199951,1788933540,22,29,7,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,-0.001067463621143448,0.001992633858268576,-0.0012097573721023104,-0.003842799857794085,0.007756920698851807,-0.025974950968472566,0.007757
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933600,45,41,-4,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0009329940627650551,0.0006785411365564037,-0.0011026293469041562,0.0008481764206955047,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,BHARTIARTL_NS,,ASOF,1,1814.699951,1788933600,86,78,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00573098851973102,0.0060065161625925696,0.005675896444656896,0.008210737305484968,0.020554389159180588,-0.00027552754814895317,0.004739
2026-09-09,DABUR_NS,,ASOF,1,371.549988,1788933600,10,18,8,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,-0.004440840147505562,-0.003767983175161911,-0.005248235659973591,-0.004171680931395925,0.0514062885570175,-0.005921092632317243,-0.002934
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933600,39,45,6,AVOID,MONITOR,UNCHANGED,UNCHANGED,OQS_UP|ACTION_CHANGE,0.0013420472108472267,0.002684095215525912,0.0009585882073306122,0.0036426842166879824,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933660,41,35,-6,MONITOR,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN|ACTION_CHANGE,-0.0005937234944868533,8.481764206955047e-05,-0.0016963528413910093,0.0010178117048346056,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788933660,80,73,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.003552397868561279,0.004618117229129663,0.0018827882160301953,0.004618117229129663,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933660,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0017429193899782135,0.0010893246187363835,-0.00065359477124183,0.00261437908496732,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933720,45,53,8,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_UP,0.0017255062143638413,0.0030675542190425264,0.0001917872155563143,0.004026143220204597,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933720,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0017429193899782135,0.0010893246187363835,-0.0008714596949891067,0.00261437908496732,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,VEDL_NS,,ASOF,-1,272.5,1788933720,29,35,6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,-0.007339449541284404,-0.006238576906536697,-0.004036719645928899,-0.003853166212729358,0.07321099797520068,-0.011926605504587157,0.002018
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788933780,35,29,-6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,0.00033927056827820186,0.00042408821034775233,-0.0013570822731128074,0.0026293469041560645,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933780,53,60,7,MONITOR,MONITOR,UNCHANGED,UNCHANGED,OQS_UP,0.0017255062143638413,0.0034510132225591406,-0.00019167178796030015,0.0046012732178500534,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933780,18,24,6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,0.0006666201636904761,0.0011904761904761906,-0.0004761904761904762,0.0019047619047619048,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,NESTLEIND_NS,,ASOF,1,1393.0,1788933780,29,35,6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,-0.0003589375448671931,0.0022253952519292893,-0.0013639801967426418,0.0027997303762114143,0.006317335842157215,-0.022254127781765973,-0.001149
2026-09-09,RELIANCE_NS,,ASOF,1,1279.0,1788933780,85,78,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.008209538702111024,0.006020290204749804,0.004300234558248631,0.006723984039044176,0.009069566525361611,-0.03416728004055903,0.004691
2026-09-09,VEDL_NS,,ASOF,-1,272.5,1788933780,35,29,-6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.006972454665997706,-0.006238576906536697,-0.004220161088016055,-0.004770597405389908,0.07321099797520068,-0.011926605504587157,0.002018
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788933780,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0037125456119011975,0.004610804026712201,0.002395173032840569,0.0040119650835048655,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,COLPAL_NS,,ASOF,1,1800.0,1788933840,29,22,-7,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0033333333333333335,-0.0016111246744791668,0.001333346896701389,0.004833306206597222,0.055,-0.008944430881076389,-0.001083
2026-09-09,HCLTECH_NS,,ASOF,1,1229.800049,1788933840,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.003089873503442636,0.004065701438368584,0.0024394208071177722,8.129403974560706e-05,0.048951007156774036,-0.0271589065337055,0.012604
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788933840,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0034495975469528554,0.004407819087773093,0.004791107704101188,0.009486393254120352,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788933840,60,66,6,MONITOR,ACT,UNCHANGED,UNCHANGED,OQS_UP|ACTION_CHANGE,0.0023006362120092973,0.0034510132225591406,0.0001917872155563143,0.0042178142143334384,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,RECLTD_NS,,ASOF,1,314.5,1788933840,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0058823723482213834,0.00794912559618442,0.00794912559618442,0.00763114116529213,0.008744038155802861,-0.019077901430842606,0.002862
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788933840,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00130718954248366,0.0023965141612200436,-0.00065359477124183,0.002178649237472767,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,BAJFINANCE_NS,,ASOF,1,1039.300049,1788933900,75,79,4,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.012123520465707738,0.009621860248873187,0.009333157454705417,0.012219715578980076,0.013855384867662078,-0.032521935347277126,0.003464
2026-09-09,COLPAL_NS,,ASOF,1,1800.0,1788933900,22,14,-8,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_DOWN,-0.0032777913411458333,-0.0015555826822916668,0.0016111246744791668,0.004722222222222222,0.055,-0.008944430881076389,-0.001083
2026-09-09,INFY_NS,,ASOF,1,1035.0,1788933900,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.002898550724637681,0.0037681395304951693,0.0021255566878019324,0.0010627783439009662,0.06048306819897343,-0.008019370848429951,0.008696
2026-09-09,HCLTECH_NS,,ASOF,1,1229.800049,1788933960,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.004228289797376692,0.003577737840759393,0.0023580273673212836,0.0008944343553710133,0.048951007156774036,-0.0271589065337055,0.012604
2026-09-09,HDFCBANK_NS,,ASOF,1,687.099976,1788933960,85,79,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.010551593420427555,0.010406089724561467,0.007349801470612379,0.011061034016149173,0.06301855614394976,-0.007276961997830822,0.008441
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788933960,24,28,4,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,0.0,0.0005238560267857143,-0.0008571661086309523,0.0010952613467261904,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,PAGEIND_NS,,ASOF,1,35395.0,1788933960,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.002401469134058483,0.0004237886707162029,-0.00296652069501342,-0.0012713660121486086,0.012572397231247352,-0.038847294815651925,0.011442
2026-09-09,RECLTD_NS,,ASOF,1,314.5,1788933960,86,78,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0077901818983505565,0.00794912559618442,0.006836228605673688,0.00763114116529213,0.008744038155802861,-0.019077901430842606,0.002862
2026-09-09,HDFCBANK_NS,,ASOF,1,687.099976,1788934020,79,85,6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.010406089724561467,0.00975114543297376,0.0072769607925841796,0.011424882085909548,0.06301855614394976,-0.007276961997830822,0.008441
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788934020,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.00130718954248366,0.0015250544662309367,-0.0008714596949891067,0.002178649237472767,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,BAJAJ-AUTO_NS,,ASOF,1,11790.0,1788934080,29,35,6,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,8.481764206955047e-05,-0.00033927056827820186,-0.001272264631043257,0.0008481764206955047,0.0035623409669211198,-0.03469041560644614,0.00458
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788934080,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0038328861632809506,0.004311996933691069,0.004503641241855117,0.009007282483710233,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,INFY_NS,,ASOF,1,1035.0,1788934080,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004154636548913043,0.00367154476147343,0.001835772380736715,0.0002899022493961353,0.06048306819897343,-0.008019370848429951,0.008696
2026-09-09,LUPIN_NS,,ASOF,1,2100.0,1788934080,28,39,11,AVOID,AVOID,UNCHANGED,UNCHANGED,OQS_UP,0.0002380952380952381,0.0006190708705357143,0.0,0.0005238560267857143,0.004238048735119048,-0.03142857142857143,-0.00119
2026-09-09,PAGEIND_NS,,ASOF,1,35395.0,1788934080,86,79,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00197768046334228,-0.00098884023167114,-0.003390309365729623,-0.0026839949145359516,0.012572397231247352,-0.038847294815651925,0.011442
2026-09-09,PIDILITIND_NS,,ASOF,1,1572.0,1788934080,73,80,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0017812015446087787,-0.0010177961742604963,-0.0027354000178912213,-0.0006997300164996819,0.0026081269630645674,-0.032379150390625,-0.000573
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788934080,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.00130718954248366,0.0008714596949891067,-0.00130718954248366,0.00261437908496732,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,ITC_NS,,ASOF,1,260.799988,1788934140,66,72,6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0036426842166879824,0.003259225213171368,0.0007669172132017705,0.005559862219012124,0.02952458724806389,-0.010736150800743078,0.004026
2026-09-09,WIPRO_NS,,ASOF,1,167.0,1788934140,79,86,7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.005029918190961827,0.003892179020864521,0.0026347451581212574,0.004311384555108533,0.03724551629163548,-0.011077880859375,0.006886
2026-09-09,HEROMOTOCO_NS,,ASOF,1,5218.0,1788934200,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0045994633959371405,0.0038328861632809506,0.0038328861632809506,0.008623993867382138,0.0233806055960138,-0.009965504024530471,-0.0023
2026-09-09,INFY_NS,,ASOF,1,1035.0,1788934200,80,73,-7,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.003864734299516908,0.002898550724637681,0.001932367149758454,0.0004830917874396135,0.06048306819897343,-0.008019370848429951,0.008696
2026-09-09,PAGEIND_NS,,ASOF,1,35395.0,1788934200,79,73,-6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.002118943353581014,-0.00197768046334228,-0.00395536092668456,-0.0028252578047746855,0.012572397231247352,-0.038847294815651925,0.011442
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788934200,72,80,8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.0017429193899782135,0.00021786492374727668,-0.0015250544662309367,0.00261437908496732,0.004357298474945534,-0.05599128540305011,0.008932
2026-09-09,MUTHOOTFIN_NS,,ASOF,1,2815.0,1788934260,73,79,6,ACT,ACT,UNCHANGED,UNCHANGED,OQS_UP,0.004618117229129663,0.003126127470026643,0.002735329013099467,0.009236234458259326,0.013605701182282416,-0.03293071089587034,-0.002099
2026-09-09,SHREECEM_NS,,ASOF,1,22950.0,1788934260,80,72,-8,ACT,ACT,UNCHANGED,UNCHANGED,OQS_DOWN,0.0010893246187363835,0.0,-0.0017429193899782135,0.00261437908496732,0.004357298474945534,-0.05599128540305011,0.008932
