cohort_label,as_of_cohort,evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ADANIENT_NS,2026-08-14T10:15:00Z,ADANIENT.NS,LONG,NoTrade,Unfavourable,0.211009,109,Exact,1.170659,3.0,3035.1001,3193.3756,2899.8981,NO_TRADE,3,false,false,false,0.007743,-0.010741,-0.010741,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ADANIGREEN_NS,2026-08-14T10:15:00Z,ADANIGREEN.NS,LONG,NoTrade,Unfavourable,0.291139,79,Exact,1.013226,4.0,1348.0000,1436.0309,1261.1182,NO_TRADE,4,false,false,false,0.000000,-0.049332,-0.045994,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ADANIPORTS_NS,2026-08-14T10:15:00Z,ADANIPORTS.NS,LONG,Watch,Mixed,0.300813,123,Exact,0.777104,3.0,1700.0000,1762.0866,1620.1052,HORIZON,3,false,false,true,0.002353,-0.019412,-0.010353,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-AMBUJACEM_NS,2026-08-14T10:15:00Z,AMBUJACEM.NS,SHORT,NoTrade,Unfavourable,0.271186,59,Exact,1.235207,4.0,417.5000,396.8115,434.2490,NO_TRADE,4,false,false,false,0.023952,-0.000240,0.023234,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-APOLLOHOSP_NS,2026-08-14T10:15:00Z,APOLLOHOSP.NS,SHORT,NoTrade,Unfavourable,0.252941,170,StateOnly,1.107110,4.0,8920.5000,8608.8311,9202.0156,NO_TRADE,4,false,false,false,0.020571,-0.007118,0.014573,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ASIANPAINT_NS,2026-08-14T10:15:00Z,ASIANPAINT.NS,SHORT,Watch,Mixed,0.338462,130,StateOnly,1.162211,3.0,2696.3000,2611.1351,2769.5785,TARGET,2,true,false,false,0.031970,-0.006787,0.031586,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-AUROPHARMA_NS,2026-08-14T10:15:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.242857,140,StateOnly,1.043275,3.0,1622.1000,1544.3632,1696.6122,NO_TRADE,3,false,false,false,0.002589,-0.018433,-0.014118,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-AXISBANK_NS,2026-08-14T10:15:00Z,AXISBANK.NS,LONG,Watch,Mixed,0.369369,111,Exact,1.057676,4.0,1217.4000,1261.6730,1175.5412,HORIZON,4,false,false,true,0.027189,-0.003121,0.014128,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BAJAJ-AUTO_NS,2026-08-14T10:15:00Z,BAJAJ-AUTO.NS,SHORT,NoTrade,Unfavourable,0.241379,174,StateOnly,1.306809,3.0,11700.0000,11190.4302,12089.9345,NO_TRADE,3,false,false,false,0.010171,-0.009231,0.007949,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BAJAJFINSV_NS,2026-08-14T10:15:00Z,BAJAJFINSV.NS,SHORT,NoTrade,Unfavourable,0.296552,145,StateOnly,1.202720,4.0,2008.3000,1928.5123,2074.6394,NO_TRADE,4,false,false,false,0.011602,-0.009909,0.006722,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BAJFINANCE_NS,2026-08-14T10:15:00Z,BAJFINANCE.NS,SHORT,Sell,Favourable,0.407186,167,StateOnly,1.194335,4.0,1087.0000,1044.9735,1122.1882,HORIZON,4,false,false,true,0.007544,-0.012328,0.004968,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BANDHANBNK_NS,2026-08-14T10:15:00Z,BANDHANBNK.NS,LONG,Watch,Mixed,0.312500,128,Exact,0.977160,3.0,174.5500,184.0932,164.7838,HORIZON,3,false,false,true,0.000000,-0.024864,-0.023203,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BANKBARODA_NS,2026-08-14T10:15:00Z,BANKBARODA.NS,LONG,Buy,Favourable,0.416667,96,Exact,0.844595,3.5,248.2200,259.3096,235.0900,HORIZON,4,false,false,true,0.000000,-0.020587,-0.017364,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BERGEPAINT_NS,2026-08-14T10:15:00Z,BERGEPAINT.NS,SHORT,NoTrade,Unfavourable,0.291339,127,StateOnly,0.819105,3.0,545.1000,528.5888,565.2576,NO_TRADE,3,false,false,false,0.014309,-0.015502,0.007155,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BHARTIARTL_NS,2026-08-14T10:15:00Z,BHARTIARTL.NS,SHORT,Watch,Mixed,0.325444,169,StateOnly,1.053586,3.0,1992.1000,1925.2921,2055.5099,TARGET,2,true,false,false,0.034587,-0.000552,0.033536,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BOSCHLTD_NS,2026-08-14T10:15:00Z,BOSCHLTD.NS,SHORT,NoTrade,Unfavourable,0.287671,146,StateOnly,0.883279,3.0,47100.0000,45369.3422,49059.3562,NO_TRADE,3,false,false,false,0.006900,-0.039066,-0.034607,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BPCL_NS,2026-08-14T10:15:00Z,BPCL.NS,SHORT,NoTrade,Unfavourable,0.250000,152,StateOnly,0.840836,4.0,319.4500,308.8621,332.0422,NO_TRADE,4,false,false,false,0.035217,-0.000939,0.033144,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-BRITANNIA_NS,2026-08-14T10:15:00Z,BRITANNIA.NS,SHORT,Watch,Mixed,0.345912,159,StateOnly,1.087786,4.0,5558.0000,5385.7278,5716.3696,HORIZON,4,false,false,true,0.014034,-0.005488,0.003508,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-CANBK_NS,2026-08-14T10:15:00Z,CANBK.NS,LONG,NoTrade,Unfavourable,0.292308,65,Exact,1.276330,3.0,131.2500,140.0505,124.3549,NO_TRADE,3,false,false,false,0.005867,-0.016381,-0.016381,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-CHOLAFIN_NS,2026-08-14T10:15:00Z,CHOLAFIN.NS,SHORT,Watch,Mixed,0.337017,181,StateOnly,1.011490,3.0,1894.4000,1801.5762,1986.1694,HORIZON,3,false,false,true,0.014675,-0.000317,0.013936,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-CIPLA_NS,2026-08-14T10:15:00Z,CIPLA.NS,SHORT,NoTrade,Unfavourable,0.278195,133,StateOnly,1.344349,4.0,1450.0000,1390.7932,1494.0413,NO_TRADE,4,false,false,false,0.019793,0.000000,0.016621,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-COALINDIA_NS,2026-08-14T10:15:00Z,COALINDIA.NS,LONG,NoTrade,Unfavourable,0.226804,97,Exact,1.524200,4.0,407.1000,423.5576,396.3025,NO_TRADE,4,false,false,false,0.013756,-0.014370,-0.012528,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-COLPAL_NS,2026-08-14T10:15:00Z,COLPAL.NS,SHORT,NoTrade,Unfavourable,0.195122,41,Exact,1.188213,2.0,1981.0000,1897.2287,2051.5019,NO_TRADE,2,false,false,false,0.040030,0.000000,0.039374,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-DABUR_NS,2026-08-14T10:15:00Z,DABUR.NS,LONG,Watch,Mixed,0.321678,143,Exact,1.044302,4.0,405.2500,417.0368,393.9633,HORIZON,4,false,false,true,0.006786,-0.011228,-0.008637,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-DIVISLAB_NS,2026-08-14T10:15:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.236842,152,StateOnly,1.154124,3.0,8477.0000,8168.6086,8744.2082,NO_TRADE,3,false,false,false,0.001593,-0.018049,-0.013094,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-DLF_NS,2026-08-14T10:15:00Z,DLF.NS,SHORT,Sell,Favourable,0.434211,152,StateOnly,0.812354,4.0,665.0000,641.8044,693.5535,HORIZON,4,false,false,true,0.010150,-0.026316,0.005564,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-DRREDDY_NS,2026-08-14T10:15:00Z,DRREDDY.NS,LONG,Watch,Mixed,0.354839,124,Exact,0.948976,3.0,1200.0000,1239.9162,1157.9376,HORIZON,3,false,false,true,0.003667,-0.019917,-0.017667,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-EICHERMOT_NS,2026-08-14T10:15:00Z,EICHERMOT.NS,SHORT,NoTrade,Unfavourable,0.158371,221,StateOnly,1.049484,3.0,8066.5000,7749.8660,8368.2045,NO_TRADE,3,false,false,false,0.006198,-0.012211,0.005951,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-GAIL_NS,2026-08-14T10:15:00Z,GAIL.NS,SHORT,NoTrade,Unfavourable,0.193182,176,StateOnly,1.174020,3.0,174.9000,166.8172,181.7847,NO_TRADE,3,false,false,false,0.018754,0.000000,0.008005,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-GODREJCP_NS,2026-08-14T10:15:00Z,GODREJCP.NS,LONG,Watch,Mixed,0.300000,110,Exact,1.031119,3.5,934.3000,969.2219,900.4320,HORIZON,4,false,false,true,0.004067,-0.015306,0.000749,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-GODREJPROP_NS,2026-08-14T10:15:00Z,GODREJPROP.NS,SHORT,Watch,Mixed,0.307692,65,Exact,1.397182,4.0,1990.0000,1874.5304,2072.6447,HORIZON,4,false,false,true,0.010050,-0.033668,0.004472,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-GRASIM_NS,2026-08-14T10:15:00Z,GRASIM.NS,SHORT,NoTrade,Unfavourable,0.234234,222,StateOnly,1.187719,3.0,3248.7000,3126.5424,3351.5505,NO_TRADE,3,false,false,false,0.007757,-0.015083,-0.009234,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HAVELLS_NS,2026-08-14T10:15:00Z,HAVELLS.NS,SHORT,Watch,Mixed,0.372671,161,StateOnly,1.200679,3.0,1298.0000,1245.6873,1341.5693,HORIZON,3,false,false,true,0.012558,-0.013097,-0.001310,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HCLTECH_NS,2026-08-14T10:15:00Z,HCLTECH.NS,SHORT,Watch,Mixed,0.376923,130,StateOnly,1.378962,3.0,1360.0000,1300.8014,1402.9298,TARGET,2,true,false,false,0.049632,-0.002059,0.043528,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HDFCBANK_NS,2026-08-14T10:15:00Z,HDFCBANK.NS,LONG,Buy,Favourable,0.423358,137,Exact,0.862956,4.0,728.8500,744.6298,710.5642,HORIZON,4,false,false,true,0.004459,-0.014749,-0.013652,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HDFCLIFE_NS,2026-08-14T10:15:00Z,HDFCLIFE.NS,LONG,Watch,Mixed,0.322581,155,Exact,0.859167,4.0,535.8500,552.0285,517.0195,HORIZON,4,false,false,true,0.015769,-0.001773,-0.001120,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HEROMOTOCO_NS,2026-08-14T10:15:00Z,HEROMOTOCO.NS,SHORT,Watch,Mixed,0.325581,129,StateOnly,1.161504,3.0,5790.0000,5532.5928,6011.6153,HORIZON,3,false,false,true,0.016494,-0.003713,0.007686,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HINDALCO_NS,2026-08-14T10:15:00Z,HINDALCO.NS,SHORT,NoTrade,Unfavourable,0.289017,173,StateOnly,1.197671,3.0,1029.5000,978.8013,1071.8311,NO_TRADE,3,false,false,false,0.000000,-0.029626,-0.011753,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-HINDUNILVR_NS,2026-08-14T10:15:00Z,HINDUNILVR.NS,LONG,Watch,Mixed,0.353293,167,Exact,1.007617,4.0,2077.0000,2130.0403,2024.3607,HORIZON,4,false,false,true,0.000000,-0.023592,-0.022388,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ICICIBANK_NS,2026-08-14T10:15:00Z,ICICIBANK.NS,SHORT,NoTrade,Unfavourable,0.236364,110,Exact,1.075182,3.0,1414.3000,1371.2063,1454.3805,NO_TRADE,3,false,false,false,0.005657,-0.006576,0.001626,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ICICIPRULI_NS,2026-08-14T10:15:00Z,ICICIPRULI.NS,SHORT,NoTrade,Unfavourable,0.210526,114,StateOnly,1.279043,4.0,509.1500,484.3886,528.5093,NO_TRADE,4,false,false,false,0.027595,-0.004419,0.026220,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-IDEA_NS,2026-08-14T10:15:00Z,IDEA.NS,LONG,Watch,Mixed,0.310345,58,Exact,1.143658,4.0,14.1100,14.9965,13.3349,HORIZON,4,false,false,true,0.014174,-0.043232,-0.008505,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-IDFCFIRSTB_NS,2026-08-14T10:15:00Z,IDFCFIRSTB.NS,SHORT,NoTrade,Unfavourable,0.293233,133,StateOnly,1.046915,3.0,85.6900,82.0074,89.2076,NO_TRADE,3,false,false,false,0.013771,0.000000,0.010853,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-IGL_NS,2026-08-14T10:15:00Z,IGL.NS,LONG,Watch,Mixed,0.371681,113,Exact,0.931534,4.0,151.7000,157.3658,145.6178,TARGET,4,true,false,false,0.039420,-0.026697,0.037349,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-INDHOTEL_NS,2026-08-14T10:15:00Z,INDHOTEL.NS,SHORT,Watch,Mixed,0.304348,69,Exact,1.079283,3.0,720.0000,685.3570,752.0982,HORIZON,3,false,false,true,0.010417,-0.005069,0.001389,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-INDUSINDBK_NS,2026-08-14T10:15:00Z,INDUSINDBK.NS,SHORT,Watch,Mixed,0.375000,72,Exact,1.546853,3.0,1020.8000,973.6729,1051.2664,HORIZON,3,false,false,true,0.017927,0.000000,0.005682,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-INDUSTOWER_NS,2026-08-14T10:15:00Z,INDUSTOWER.NS,LONG,NoTrade,Unfavourable,0.280000,100,Exact,1.267887,4.0,384.3500,404.7704,368.2442,NO_TRADE,4,false,false,false,0.001691,-0.039808,-0.034994,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-INFY_NS,2026-08-14T10:15:00Z,INFY.NS,SHORT,Sell,Favourable,0.434211,152,StateOnly,0.934153,3.0,1170.3000,1127.6061,1216.0034,TARGET_GAP_THROUGH,2,true,false,false,0.049389,0.000000,0.039135,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-IOC_NS,2026-08-14T10:15:00Z,IOC.NS,SHORT,Watch,Mixed,0.327869,61,Exact,0.938649,4.0,139.4000,134.0720,145.0762,HORIZON,4,false,false,true,0.014993,-0.002870,0.013701,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-IRCTC_NS,2026-08-14T10:15:00Z,IRCTC.NS,LONG,NoTrade,Unfavourable,0.263158,190,Exact,0.970591,4.0,497.5000,514.5416,479.9420,NO_TRADE,4,false,false,false,0.010553,-0.015075,-0.010553,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ITC_NS,2026-08-14T10:15:00Z,ITC.NS,LONG,Watch,Mixed,0.361111,144,Exact,0.801442,3.0,278.2000,283.8509,271.1491,RISK,2,false,true,false,0.000000,-0.032531,-0.025345,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-JINDALSTEL_NS,2026-08-14T10:15:00Z,JINDALSTEL.NS,SHORT,Watch,Mixed,0.375000,192,StateOnly,0.993717,3.0,1091.5000,1037.1699,1146.1736,HORIZON,3,false,false,true,0.001374,-0.025836,-0.009162,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-JSWSTEEL_NS,2026-08-14T10:15:00Z,JSWSTEEL.NS,SHORT,Watch,Mixed,0.307692,156,StateOnly,0.985939,3.0,1270.0000,1216.8967,1323.8607,HORIZON,3,false,false,true,0.015433,-0.021260,0.001890,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-JUBLFOOD_NS,2026-08-14T10:15:00Z,JUBLFOOD.NS,SHORT,Watch,Mixed,0.333333,102,StateOnly,1.113889,4.0,504.1000,483.3705,522.7101,HORIZON,4,false,false,true,0.015275,-0.016862,0.003769,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-KOTAKBANK_NS,2026-08-14T10:15:00Z,KOTAKBANK.NS,LONG,Watch,Mixed,0.329545,88,Exact,1.204319,4.0,391.1500,403.2878,381.0715,HORIZON,4,false,false,true,0.013294,-0.011249,-0.007158,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-LICI_NS,2026-08-14T10:15:00Z,LICI.NS,LONG,NoTrade,Unfavourable,0.283784,148,Exact,1.282788,3.0,413.5000,429.6751,400.8906,NO_TRADE,3,false,false,false,0.003265,-0.015719,-0.008464,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-LT_NS,2026-08-14T10:15:00Z,LT.NS,LONG,Buy,Favourable,0.413793,58,Exact,0.957549,4.0,4057.0000,4192.2856,3915.7168,HORIZON,4,false,false,true,0.007321,-0.007641,-0.003993,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-LUPIN_NS,2026-08-14T10:15:00Z,LUPIN.NS,LONG,NoTrade,Unfavourable,0.297297,74,Exact,1.100162,4.0,2235.0000,2323.7081,2154.3682,NO_TRADE,4,false,false,false,0.013870,-0.008949,-0.005817,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-M&M_NS,2026-08-14T10:15:00Z,M&M.NS,SHORT,NoTrade,Unfavourable,0.220238,168,StateOnly,1.233442,3.0,3428.3000,3266.0582,3559.8360,NO_TRADE,3,false,false,false,0.011668,-0.006884,0.001984,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MAHABANK_NS,2026-08-14T10:15:00Z,MAHABANK.NS,LONG,Buy,Favourable,0.406780,118,Exact,1.147134,3.0,80.1200,84.5244,76.2805,HORIZON,3,false,false,true,0.025087,-0.005492,0.004618,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MARICO_NS,2026-08-14T10:15:00Z,MARICO.NS,SHORT,NoTrade,Unfavourable,0.177083,192,StateOnly,0.989003,3.0,865.2000,835.7653,894.9620,NO_TRADE,3,false,false,false,0.027335,-0.002485,0.027335,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MARUTI_NS,2026-08-14T10:15:00Z,MARUTI.NS,SHORT,NoTrade,Unfavourable,0.257732,194,StateOnly,1.147840,4.0,13834.0000,13425.4551,14189.9249,NO_TRADE,4,false,false,false,0.014891,-0.006217,0.011855,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MPHASIS_NS,2026-08-14T10:15:00Z,MPHASIS.NS,SHORT,NoTrade,Unfavourable,0.256098,164,StateOnly,1.513040,4.0,2545.0000,2384.9960,2650.7500,NO_TRADE,4,false,false,false,0.044401,-0.000393,0.042397,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MRF_NS,2026-08-14T10:15:00Z,MRF.NS,SHORT,NoTrade,Unfavourable,0.290780,141,StateOnly,1.382578,4.0,133490.0000,128414.6149,137160.9568,NO_TRADE,4,false,false,false,0.007791,-0.003071,0.003671,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-MUTHOOTFIN_NS,2026-08-14T10:15:00Z,MUTHOOTFIN.NS,LONG,NoTrade,Unfavourable,0.205882,102,Exact,1.049665,3.0,2842.0000,2986.4909,2704.3457,NO_TRADE,3,false,false,false,0.030647,-0.004539,0.018332,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-NAUKRI_NS,2026-08-14T10:15:00Z,NAUKRI.NS,SHORT,Watch,Mixed,0.322835,127,StateOnly,1.464591,3.0,1343.0000,1259.2506,1400.1828,HORIZON,3,false,false,true,0.008861,-0.023083,-0.008861,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-NESTLEIND_NS,2026-08-14T10:15:00Z,NESTLEIND.NS,SHORT,Watch,Mixed,0.314136,191,StateOnly,0.853707,4.0,1499.1000,1463.2360,1541.1097,TARGET,2,true,false,false,0.030752,-0.003068,0.023924,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-NMDC_NS,2026-08-14T10:15:00Z,NMDC.NS,LONG,NoTrade,Unfavourable,0.222222,45,Exact,1.499706,3.0,84.4000,89.4598,81.0261,NO_TRADE,3,false,false,false,0.013033,-0.039692,-0.002488,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-NTPC_NS,2026-08-14T10:15:00Z,NTPC.NS,LONG,NoTrade,Unfavourable,0.207921,101,Exact,0.892475,4.0,340.0000,348.9034,330.0239,NO_TRADE,4,false,false,false,0.000882,-0.017941,-0.010294,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-OFSS_NS,2026-08-14T10:15:00Z,OFSS.NS,SHORT,NoTrade,Unfavourable,0.293651,126,StateOnly,1.189759,3.5,11828.0000,11243.7809,12319.0397,NO_TRADE,4,false,false,false,0.018093,-0.007778,0.001353,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-ONGC_NS,2026-08-14T10:15:00Z,ONGC.NS,LONG,NoTrade,Unfavourable,0.283019,106,Exact,0.949220,3.0,236.4000,245.2027,227.1264,NO_TRADE,3,false,false,false,0.020728,-0.001058,0.013113,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-PAGEIND_NS,2026-08-14T10:15:00Z,PAGEIND.NS,LONG,NoTrade,Unfavourable,0.204545,132,Exact,1.235050,3.0,36750.0000,38256.4198,35530.2762,NO_TRADE,3,false,false,false,0.025578,-0.008844,-0.008844,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-PERSISTENT_NS,2026-08-14T10:15:00Z,PERSISTENT.NS,SHORT,Watch,Mixed,0.327778,180,StateOnly,1.164087,3.0,5580.0000,5282.7748,5835.3291,HORIZON,3,false,false,true,0.024642,-0.005914,0.024642,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-PETRONET_NS,2026-08-14T10:15:00Z,PETRONET.NS,LONG,NoTrade,Unfavourable,0.272727,44,Exact,1.120883,3.0,282.6000,291.4742,274.6829,NO_TRADE,3,false,false,false,0.015393,-0.003362,0.012916,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-PIDILITIND_NS,2026-08-14T10:15:00Z,PIDILITIND.NS,SHORT,NoTrade,Unfavourable,0.277778,162,StateOnly,1.077926,3.0,1693.0000,1635.0726,1746.7396,NO_TRADE,3,false,false,false,0.021087,-0.004135,0.011223,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-PNB_NS,2026-08-14T10:15:00Z,PNB.NS,SHORT,NoTrade,Unfavourable,0.208333,168,StateOnly,1.243627,4.0,118.0000,111.6178,123.1319,NO_TRADE,4,false,false,false,0.022712,-0.000508,0.011949,false
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-POLYCAB_NS,2026-08-14T10:15:00Z,POLYCAB.NS,LONG,Buy,Favourable,0.500000,38,Exact,1.137810,3.0,9240.0000,9667.8748,8863.9487,HORIZON,3,false,false,true,0.016775,-0.020671,-0.010931,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-POWERGRID_NS,2026-08-14T10:15:00Z,POWERGRID.NS,LONG,Watch,Mixed,0.346154,104,Exact,1.041531,4.0,266.0500,273.6329,258.7695,HORIZON,4,false,false,true,0.010900,-0.003571,-0.003007,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-RECLTD_NS,2026-08-14T10:15:00Z,RECLTD.NS,SHORT,Watch,Mixed,0.327869,61,Exact,1.452014,3.0,335.0000,313.5611,349.7649,HORIZON,3,false,false,true,0.005373,-0.020448,-0.010448,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-RELIANCE_NS,2026-08-14T10:15:00Z,RELIANCE.NS,SHORT,Watch,Mixed,0.362637,91,Exact,1.187579,4.0,1308.7000,1262.4330,1347.6590,HORIZON,4,false,false,true,0.008100,-0.015206,-0.005960,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SAIL_NS,2026-08-14T10:15:00Z,SAIL.NS,LONG,Buy,Favourable,0.476923,65,Exact,1.025640,4.0,169.5100,177.1715,162.0401,HORIZON,4,false,false,true,0.030441,-0.008259,0.005781,true
T1,2026-08-14T10:15:00Z,TIME006-20260814T101500Z-gen20260820T072246895413Z-SBILIFE_NS,2026-08-14T10:15:00Z,SBILIFE.NS,SHORT,NoTrade,Unfavourable,0.200000,65,Exact,1.310392,4.0,1795.0000,1716.2988,1855.0593,NO_TRADE,4,false,false,false,0.024178,-0.002228,0.023900,false
