operator,total,peak,shoulder,transition,tail,mixed,neutral,peak_pct,shoulder_pct,transition_pct,tail_pct,mixed_pct,neutral_pct
initial,132,0,31,29,38,33,1,0.0,23.48,21.97,28.79,25.0,0.76
