operator,mean_total_moves,mean_delta_obj,peak_cor,peak_pe,peak_osr,shoulder_cor,shoulder_pe,shoulder_osr,transition_cor,transition_pe,transition_osr,tail_cor,tail_pe,mixed_cor,mixed_pe,neutral_cor,neutral_pe
crossover,5.142857142857143,2.3708341269121465,0.014285714285714287,0.0071428571428571435,0.005952380952380952,0.13163265306122449,0.07191558441558442,0.046222302129484354,0.10127551020408163,0.05511750154607298,0.02850101590254176,0.35484693877551027,0.21866883116883118,0.326530612244898,0.18656462585034014,0.0,0.0
mutation,0.7142857142857143,0.09262592846225615,0.0,0.0,0.0,0.03809523809523809,0.005627705627705628,0.0016271542297261832,0.1142857142857143,0.018668831168831168,0.010160965794768611,0.07142857142857142,0.07142857142857142,0.06190476190476191,0.008008658008658008,0.0,0.0
