source_type,s1_edge_preservation,s1_signature_overlap,s2_dist,returned_to_same_region,retained_elite,s2_region
Evolution_L3,0.6389,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6667,0.4000,861.7242,false,false,1461797155033007136
Evolution_L3,0.7222,0.4000,880.6904,false,false,12659577447793378537
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.6944,0.4000,825.4944,false,false,7768631942264487307
Evolution_L3,0.6944,0.8000,811.3205,false,false,11824326250485796480
Evolution_L3,0.6667,0.6000,927.1781,false,false,12510176358775729749
Evolution_L3,0.7500,0.4000,890.3871,false,false,2624167910987904797
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6944,0.4000,825.4944,false,false,7768631942264487307
Evolution_L3,0.6389,0.2000,897.5496,false,false,16328628476099769483
Evolution_L3,0.6944,0.6000,817.9923,false,false,16150261068118086330
Evolution_L3,0.6667,0.2000,902.0379,false,false,14318228753538787159
Evolution_L3,0.7222,1.0000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.2000,862.6030,false,false,17105368193432357733
Evolution_L3,0.6944,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.6944,0.6000,887.4091,false,false,17963708903328578024
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6389,0.6000,897.6718,false,false,18057015854135695908
Evolution_L3,0.6944,0.4000,825.4944,false,false,7768631942264487307
Evolution_L3,0.7500,0.6000,831.2968,false,false,12762674374604614736
Evolution_L3,0.6944,0.8000,876.2910,false,false,9137769525740652355
Evolution_L3,0.7500,0.6000,826.9890,false,false,15035871632325471732
Evolution_L3,0.6667,0.4000,821.1781,false,false,15276371457772871461
Evolution_L3,0.6944,0.6000,817.9923,false,false,16150261068118086330
Evolution_L3,0.6944,0.4000,803.6943,false,true,15328930014682100007
Evolution_L3,0.7222,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6944,0.2000,839.9973,false,false,17080082085082604294
Evolution_L3,0.6944,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6111,0.6000,917.5686,false,false,2516611340019063298
Evolution_L3,0.6389,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.7500,0.4000,848.3132,false,false,16931771253703314024
Evolution_L3,0.7500,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,805.3063,false,true,199200466592558314
Evolution_L3,0.6389,0.4000,850.3286,false,false,11089012324635274986
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6389,0.4000,826.6984,false,false,167170242380040613
Evolution_L3,0.7222,0.2000,862.6030,false,false,17105368193432357733
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.7222,1.0000,856.0184,false,false,12254746053784347469
Evolution_L3,0.7500,0.6000,804.0790,false,true,15328930014682100007
Evolution_L3,0.7222,0.6000,816.2453,false,false,3030673687312833173
Evolution_L3,0.6667,0.4000,878.4719,false,false,12160756034490613349
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6667,0.4000,939.6163,false,false,16703205488582114522
Evolution_L3,0.6944,0.2000,865.0223,false,false,677991786978869388
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.7500,0.6000,841.7138,false,false,3079407496130021681
Evolution_L3,0.6389,0.6000,899.5264,false,false,7976298209544154014
Evolution_L3,0.6667,0.2000,869.2508,false,false,16621078345060221782
Evolution_L3,0.6667,0.4000,825.8377,false,false,15512280343957320089
Evolution_L3,0.6944,0.2000,846.8109,false,false,847697685391841675
Evolution_L3,0.6667,0.8000,890.9442,false,false,10130132111068720399
Evolution_L3,0.7500,0.4000,829.9318,false,false,14210755499740821521
Evolution_L3,0.7500,0.4000,831.4938,false,false,15865672196618607671
Evolution_L3,0.7222,0.4000,886.9789,false,false,6801667105740245389
Evolution_L3,0.7500,0.8000,810.5735,false,false,6307814058645704904
Evolution_L3,0.6667,0.4000,849.0166,false,false,16273087631878283796
Evolution_L3,0.7222,0.8000,894.4709,false,false,879163723126330831
Evolution_L3,0.6944,0.6000,803.1277,false,true,4975891338178397411
Evolution_L3,0.6389,0.4000,826.6984,false,false,167170242380040613
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.6944,0.4000,879.3343,false,false,3427774305207438393
Evolution_L3,0.7222,0.2000,858.5581,false,false,1481795306531152514
Evolution_L3,0.7500,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6389,0.6000,890.7123,false,false,1644547909171722513
Evolution_L3,0.7500,0.4000,894.1241,false,false,678646877769614467
Evolution_L3,0.6667,0.2000,840.7333,false,false,10019688253584567845
Evolution_L3,0.7222,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7500,0.4000,857.7017,false,false,8751209803230902836
Evolution_L3,0.7222,0.6000,869.4664,false,false,8379522574279989504
Evolution_L3,0.7500,0.8000,834.8299,false,false,2849686569296290504
Evolution_L3,0.6389,0.4000,825.1397,false,false,11824326250485796480
Evolution_L3,0.6389,0.6000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6944,0.6000,850.6631,false,false,8527881694570959996
Evolution_L3,0.7500,0.6000,877.8573,false,false,4940543009492611999
Evolution_L3,0.7500,0.8000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6111,0.0000,926.9297,false,false,3610033889843295991
Evolution_L3,0.7500,0.8000,860.0434,false,false,5977870928211349487
Evolution_L3,0.7500,0.4000,836.0613,false,false,2098140014029165797
Evolution_L3,0.7222,0.6000,855.2853,false,false,15289158755664693702
Evolution_L3,0.6111,0.4000,867.3943,false,false,13635734116486085529
Evolution_L3,0.7500,0.4000,885.1219,false,false,3250236038375686236
Evolution_L3,0.6111,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6667,0.2000,892.0181,false,false,2448665513924296022
Evolution_L3,0.7222,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7222,0.6000,820.7058,false,false,7079382817155203333
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6111,0.0000,829.9318,false,false,14210755499740821521
Evolution_L3,0.7500,0.8000,845.0895,false,false,17439861377801046776
Evolution_L3,0.7500,0.8000,919.8822,false,false,16045213955473451337
Evolution_L3,0.7222,0.2000,862.6030,false,false,17105368193432357733
Evolution_L3,0.6944,0.2000,839.5224,false,false,833101442750974491
Evolution_L3,0.6111,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6389,0.4000,872.0668,false,false,3866486775817436101
Evolution_L3,0.7500,0.6000,831.2968,false,false,12762674374604614736
Evolution_L3,0.7500,0.4000,894.1083,false,false,2951925651881815354
Evolution_L3,0.7500,1.0000,859.6722,false,false,16762447998742036675
Evolution_L3,0.6944,0.2000,846.8109,false,false,847697685391841675
Evolution_L3,0.6944,0.4000,836.1063,false,false,17136833219049425367
Evolution_L3,0.7500,0.6000,826.0486,false,false,9753051505955958754
Evolution_L3,0.6667,0.4000,939.6163,false,false,16703205488582114522
Evolution_L3,0.6944,0.6000,891.3333,false,false,9156576324349405739
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.7500,0.6000,826.0486,false,false,9753051505955958754
Evolution_L3,0.6389,0.4000,827.5683,false,false,5868812619231253220
Evolution_L3,0.6111,0.2000,830.4195,false,false,5941156933383327041
Evolution_L3,0.7500,0.8000,919.8822,false,false,16045213955473451337
Evolution_L3,0.6667,0.4000,832.6336,false,false,16690348411077407920
Evolution_L3,0.7222,0.2000,869.1233,false,false,7861671154103524633
Evolution_L3,0.6389,0.4000,860.0162,false,false,15938824652988399837
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7500,0.6000,911.7984,false,false,2378058527954457138
Evolution_L3,0.6667,0.4000,851.2710,false,false,7964524033956625804
Evolution_L3,0.7500,0.4000,873.4728,false,false,4070548307001623540
Evolution_L3,0.7500,0.4000,839.8519,false,false,5038218370749983612
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.6944,0.8000,811.3205,false,false,11824326250485796480
Evolution_L3,0.6389,0.0000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.7500,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6667,0.6000,840.7669,false,false,8551220820143723898
Evolution_L3,0.7222,0.4000,899.2461,false,false,4513736661002199899
Evolution_L3,0.6111,0.4000,861.7242,false,false,1461797155033007136
Evolution_L3,0.7222,1.0000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6389,0.2000,872.7825,false,false,9952279245591813166
Evolution_L3,0.6944,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6944,0.4000,836.1063,false,false,17136833219049425367
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6667,0.0000,820.2431,false,false,16549365021343471878
Evolution_L3,0.6111,0.6000,895.5783,false,false,17826040304119483291
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7222,0.2000,869.1233,false,false,7861671154103524633
Evolution_L3,0.6944,0.6000,811.3205,false,false,11824326250485796480
Evolution_L3,0.7500,0.4000,904.1199,false,false,17529796840213630817
Evolution_L3,0.6667,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6389,0.0000,891.6417,false,false,11555965929034913251
Evolution_L3,0.6944,0.2000,831.4515,false,false,14210755499740821521
Evolution_L3,0.7500,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,827.7977,false,false,11193401417425036634
Evolution_L3,0.7500,0.6000,836.0613,false,false,2098140014029165797
Evolution_L3,0.6944,0.6000,866.8800,false,false,4817291471371829955
Evolution_L3,0.7500,0.6000,869.0950,false,false,1323485952682077123
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.6667,0.2000,837.2387,false,false,7373778606146978034
Evolution_L3,0.6389,0.4000,853.6062,false,false,17263732020192857115
Evolution_L3,0.6389,0.4000,825.1397,false,false,11824326250485796480
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.7500,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6111,0.4000,842.6946,false,false,559136320461103388
Evolution_L3,0.6667,0.2000,820.2431,false,false,16549365021343471878
Evolution_L3,0.7500,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6667,0.0000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6944,0.4000,880.4999,false,false,12545855348687096770
Evolution_L3,0.6944,0.6000,853.6062,false,false,17263732020192857115
Evolution_L3,0.6111,0.0000,841.1509,false,false,3814057175973504429
Evolution_L3,0.7500,1.0000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6111,0.4000,829.4114,false,false,571758398216659801
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6111,0.2000,810.5735,false,false,6307814058645704904
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7500,1.0000,859.6722,false,false,16762447998742036675
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.6389,0.2000,856.0184,false,false,12254746053784347469
Evolution_L3,0.6944,0.6000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6389,0.2000,892.6027,false,false,466761249849497779
Evolution_L3,0.7222,0.6000,869.4664,false,false,8379522574279989504
Evolution_L3,0.7500,0.4000,890.3871,false,false,2624167910987904797
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.7222,0.4000,886.9789,false,false,6801667105740245389
Evolution_L3,0.6667,0.4000,898.0251,false,false,15590326996634128437
Evolution_L3,0.6389,0.4000,870.2914,false,false,10789879523671101783
Evolution_L3,0.6944,0.6000,803.1277,false,true,4975891338178397411
Evolution_L3,0.7500,0.6000,826.0486,false,false,9753051505955958754
Evolution_L3,0.6111,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.4000,886.9789,false,false,6801667105740245389
Evolution_L3,0.6667,0.4000,832.6336,false,false,16690348411077407920
Evolution_L3,0.7500,0.8000,879.5220,false,false,12189703823841526581
Evolution_L3,0.6111,0.0000,832.5237,false,false,6507449317611381084
Evolution_L3,0.6944,0.8000,851.8108,false,false,9378296069278352142
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6111,0.0000,935.2551,false,false,12910927423175388603
Evolution_L3,0.7500,0.4000,842.6183,false,false,18321336832908300153
Evolution_L3,0.7500,0.4000,851.1324,false,false,9085871769723918268
Evolution_L3,0.6667,0.2000,837.2387,false,false,7373778606146978034
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.6944,0.2000,865.0223,false,false,677991786978869388
Evolution_L3,0.7500,0.6000,818.9530,false,false,12300470479330745067
Evolution_L3,0.7500,0.4000,841.6429,false,false,2787986460437390467
Evolution_L3,0.6111,0.0000,863.2532,false,false,17445322572397418901
Evolution_L3,0.5833,0.0000,877.1413,false,false,15754145938417948209
Evolution_L3,0.6667,0.2000,889.6549,false,false,7541435575261154825
Evolution_L3,0.6667,0.0000,854.7872,false,false,16759967664892776603
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.6389,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.6667,0.8000,890.9442,false,false,10130132111068720399
Evolution_L3,0.6111,0.0000,925.7850,false,false,1538584084785263042
Evolution_L3,0.6667,0.4000,898.0251,false,false,15590326996634128437
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6944,0.2000,846.8109,false,false,847697685391841675
Evolution_L3,0.7500,0.4000,842.6183,false,false,18321336832908300153
Evolution_L3,0.7500,0.4000,899.2239,false,false,8421359061777431672
Evolution_L3,0.6944,0.8000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7222,0.4000,886.9789,false,false,6801667105740245389
Evolution_L3,0.6389,0.0000,891.6417,false,false,11555965929034913251
Evolution_L3,0.7500,0.8000,880.4999,false,false,12545855348687096770
Evolution_L3,0.6111,0.6000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6111,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6944,0.4000,879.3343,false,false,3427774305207438393
Evolution_L3,0.6389,0.4000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6111,0.2000,851.2653,false,false,8710940883654295569
Evolution_L3,0.6944,0.4000,836.1063,false,false,17136833219049425367
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6944,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.6389,0.2000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6944,0.2000,865.9865,false,false,8562868177487877167
Evolution_L3,0.5833,0.0000,810.5735,false,false,6307814058645704904
Evolution_L3,0.6667,0.6000,825.8377,false,false,15512280343957320089
Evolution_L3,0.7500,0.6000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6944,0.2000,822.9847,false,false,7400602583537353140
Evolution_L3,0.6667,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.6667,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.7222,0.8000,850.6631,false,false,8527881694570959996
Evolution_L3,0.7222,0.8000,888.9550,false,false,10968568168681512678
Evolution_L3,0.6944,0.4000,818.2542,false,false,6846163816978031843
Evolution_L3,0.6667,0.4000,860.0162,false,false,15938824652988399837
Evolution_L3,0.7222,0.2000,866.3536,false,false,1695523859544679763
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.7222,0.2000,799.6422,true,true,10264966111433119558
Evolution_L3,0.6944,0.6000,834.9123,false,false,17904330269021476746
Evolution_L3,0.7500,0.4000,894.1241,false,false,678646877769614467
Evolution_L3,0.6389,0.2000,897.5496,false,false,16328628476099769483
Evolution_L3,0.6944,0.2000,865.0223,false,false,677991786978869388
Evolution_L3,0.6944,0.2000,822.9847,false,false,7400602583537353140
Evolution_L3,0.6389,0.2000,854.7008,false,false,7062517312290114648
Evolution_L3,0.7500,0.4000,890.3871,false,false,2624167910987904797
Evolution_L3,0.6111,0.4000,874.3144,false,false,14026874203232946638
Evolution_L3,0.7222,0.6000,915.1444,false,false,9191465595612086108
Evolution_L3,0.6111,0.2000,868.3175,false,false,5110631642021255614
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.7222,0.2000,862.6030,false,false,17105368193432357733
Evolution_L3,0.7222,0.4000,841.6429,false,false,2787986460437390467
Evolution_L3,0.7500,0.4000,890.3871,false,false,2624167910987904797
Evolution_L3,0.6111,0.6000,853.0427,false,false,4811941774812235559
Evolution_L3,0.6944,0.6000,905.3873,false,false,9532874063354207682
Evolution_L3,0.7500,0.8000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.6000,812.2031,true,false,10264966111433119558
Evolution_L3,0.6389,0.2000,848.3132,false,false,16931771253703314024
Evolution_L3,0.6667,0.4000,838.2182,false,false,132214994747712273
Evolution_L3,0.6944,0.2000,865.0223,false,false,677991786978869388
Evolution_L3,0.7500,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.6944,0.8000,817.9923,false,false,16150261068118086330
Evolution_L3,0.6667,0.4000,832.6336,false,false,16690348411077407920
Evolution_L3,0.7222,0.4000,886.9789,false,false,6801667105740245389
Evolution_L3,0.7500,0.8000,878.9539,false,false,1909848360815382138
Evolution_L3,0.6111,0.4000,932.8922,false,false,4674674837516825138
Evolution_L3,0.7222,0.2000,799.6422,true,true,10264966111433119558
Evolution_L3,0.6389,0.4000,825.1397,false,false,11824326250485796480
Evolution_L3,0.7500,0.4000,829.1403,false,false,10896477319414813953
Evolution_L3,0.6944,0.2000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,818.2542,false,false,6846163816978031843
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6667,0.6000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6111,0.4000,867.3943,false,false,13635734116486085529
Evolution_L3,0.7500,0.4000,805.3063,false,true,199200466592558314
Evolution_L3,0.7500,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6111,0.0000,935.2551,false,false,12910927423175388603
Evolution_L3,0.6944,0.8000,820.7058,false,false,7079382817155203333
Evolution_L3,0.6667,0.2000,885.3890,false,false,11091402611573030769
Evolution_L3,0.6389,0.4000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6944,0.6000,801.8739,false,true,11824326250485796480
Evolution_L3,0.7222,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6667,0.2000,853.4981,false,false,15699419339977467509
Evolution_L3,0.7500,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.8000,818.2542,false,false,6846163816978031843
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6389,0.8000,868.7131,false,false,15956412350834471365
Evolution_L3,0.6389,0.0000,838.4405,false,false,17509766279235545113
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7222,0.6000,892.5679,false,false,18208449577024078451
Evolution_L3,0.7500,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6667,0.2000,900.6463,false,false,12869632085258345948
Evolution_L3,0.6111,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6111,0.6000,895.5783,false,false,17826040304119483291
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.7500,0.4000,829.1403,false,false,10896477319414813953
Evolution_L3,0.7222,0.4000,880.6904,false,false,12659577447793378537
Evolution_L3,0.7222,0.4000,899.2461,false,false,4513736661002199899
Evolution_L3,0.7222,0.2000,859.6646,false,false,15489813311916982228
Evolution_L3,0.6944,0.6000,887.4091,false,false,17963708903328578024
Evolution_L3,0.6667,0.4000,832.6336,false,false,16690348411077407920
Evolution_L3,0.6667,0.4000,860.0162,false,false,15938824652988399837
Evolution_L3,0.7500,0.4000,848.3132,false,false,16931771253703314024
Evolution_L3,0.6667,0.4000,842.3169,false,false,3814057175973504429
Evolution_L3,0.6389,0.0000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,799.6422,true,true,10264966111433119558
Evolution_L3,0.6389,0.4000,850.3286,false,false,11089012324635274986
Evolution_L3,0.7222,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6389,0.2000,867.0924,false,false,3974832871104265726
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6389,0.4000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7222,0.4000,915.1090,false,false,17121868117193228890
Evolution_L3,0.7500,0.4000,802.6007,false,true,1683420027325650615
Evolution_L3,0.6389,0.6000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6667,0.4000,868.9643,false,false,4249682890019809045
Evolution_L3,0.7500,0.4000,827.5683,false,false,5868812619231253220
Evolution_L3,0.6667,0.4000,898.0251,false,false,15590326996634128437
Evolution_L3,0.7500,0.8000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6944,0.8000,811.3205,false,false,11824326250485796480
Evolution_L3,0.6667,0.2000,843.4081,false,false,5420504394643903859
Evolution_L3,0.6389,0.2000,840.1701,false,false,14094329564574553806
Evolution_L3,0.6944,0.6000,918.6607,false,false,7667518962925791533
Evolution_L3,0.7222,0.2000,890.3871,false,false,2624167910987904797
Evolution_L3,0.6667,0.4000,846.8109,false,false,847697685391841675
Evolution_L3,0.6389,0.6000,899.5264,false,false,7976298209544154014
Evolution_L3,0.6389,0.4000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6944,0.2000,885.1219,false,false,3250236038375686236
Evolution_L3,0.6111,0.4000,855.6616,false,false,13865810226432284801
Evolution_L3,0.6944,0.4000,803.6943,false,true,15328930014682100007
Evolution_L3,0.6944,0.4000,879.3343,false,false,3427774305207438393
Evolution_L3,0.6389,0.4000,850.3286,false,false,11089012324635274986
Evolution_L3,0.6667,0.6000,825.8377,false,false,15512280343957320089
Evolution_L3,0.7500,0.6000,869.0950,false,false,1323485952682077123
Evolution_L3,0.6667,0.6000,856.0184,false,false,12254746053784347469
Evolution_L3,0.5833,0.0000,797.8718,true,true,10264966111433119558
Evolution_L3,0.7500,0.6000,798.9434,false,true,678773149692492076
Evolution_L3,0.6111,0.2000,830.4195,false,false,5941156933383327041
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.7500,0.6000,861.5831,false,false,4167565215052062660
Evolution_L3,0.6389,0.6000,897.6718,false,false,18057015854135695908
Evolution_L3,0.7222,0.8000,877.8308,false,false,13255299654011793076
Evolution_L3,0.6944,0.6000,817.1960,false,false,3331220801269000902
Evolution_L3,0.6667,0.4000,849.0166,false,false,16273087631878283796
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.7500,0.4000,829.1403,false,false,10896477319414813953
Evolution_L3,0.7222,0.6000,877.8308,false,false,13255299654011793076
Evolution_L3,0.7500,0.6000,865.3456,false,false,5985601590573949866
Evolution_L3,0.6667,0.6000,850.6631,false,false,8527881694570959996
Evolution_L3,0.6944,0.8000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6389,0.6000,797.4513,true,true,10264966111433119558
Evolution_L3,0.7500,0.4000,900.6672,false,false,6781669346810234564
Evolution_L3,0.7500,0.8000,832.4720,false,false,5422742451720920713
Evolution_L3,0.6944,0.2000,822.9847,false,false,7400602583537353140
Evolution_L3,0.6111,0.4000,829.4114,false,false,571758398216659801
Evolution_L3,0.7500,0.4000,819.6692,false,false,5976359785007467716
Evolution_L3,0.6667,0.2000,869.2508,false,false,16621078345060221782
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6944,0.4000,825.4944,false,false,7768631942264487307
Evolution_L3,0.6111,0.0000,834.7095,false,false,1873503990090591684
Evolution_L3,0.6944,0.4000,803.6943,false,true,15328930014682100007
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7500,0.4000,890.3326,false,false,10118705232827403388
Evolution_L3,0.7222,0.4000,877.9875,false,false,3423415196931170671
Evolution_L3,0.7500,0.6000,797.8718,true,true,10264966111433119558
Evolution_L3,0.6944,0.4000,825.4944,false,false,7768631942264487307
Evolution_L3,0.7500,0.4000,829.1403,false,false,10896477319414813953
Evolution_L3,0.7500,0.6000,826.9890,false,false,15035871632325471732
Evolution_L3,0.7500,0.6000,911.7984,false,false,2378058527954457138
Evolution_L3,0.6667,0.2000,860.0162,false,false,15938824652988399837
Evolution_L3,0.7500,0.6000,801.8739,false,true,11824326250485796480
Evolution_L3,0.6944,0.8000,811.3205,false,false,11824326250485796480
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.6667,0.6000,927.1781,false,false,12510176358775729749
Evolution_L3,0.7222,0.4000,854.7596,false,false,13582174528403163755
Evolution_L3,0.6667,0.6000,885.5925,false,false,7943101200137046057
Evolution_L3,0.6389,0.8000,966.2628,false,false,1994799548852542040
Evolution_L3,0.6111,0.4000,829.4114,false,false,571758398216659801
Evolution_L3,0.6944,0.8000,797.4513,true,true,10264966111433119558
Evolution_L3,0.6667,0.4000,870.2914,false,false,10789879523671101783
Evolution_L3,0.7222,0.8000,819.5792,false,false,3585958712743979975
Evolution_L3,0.6111,0.0000,850.6631,false,false,8527881694570959996
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.7222,0.4000,830.7646,false,false,571758398216659801
Evolution_L3,0.7500,0.6000,844.7870,false,false,8478518385070731678
Evolution_L3,0.7500,0.4000,829.1403,false,false,10896477319414813953
Evolution_L3,0.7500,0.4000,803.3111,false,true,13996102363368337268
Evolution_L3,0.7222,0.2000,862.6030,false,false,17105368193432357733
Evolution_L3,0.6944,0.4000,858.0029,false,false,10404330615862539627
Evolution_L3,0.7222,0.6000,855.2853,false,false,15289158755664693702
Evolution_L3,0.7222,0.6000,869.4664,false,false,8379522574279989504
Evolution_L3,0.7500,0.4000,904.1199,false,false,17529796840213630817
Evolution_L3,0.7500,0.4000,831.8437,false,false,7112352611027625214
