source_type,s1_edge_preservation,s1_signature_overlap,s2_dist,returned_to_same_region,retained_elite,s2_region
Random,0.5000,0.4000,852.8743,false,false,2274715067136979199
Random,0.6111,0.6000,797.8718,true,true,10264966111433119558
Random,0.5000,0.4000,866.7410,false,false,16325166742775870912
Random,0.5000,0.6000,850.6631,false,false,8527881694570959996
Random,0.5000,0.6000,931.6911,false,false,8337704097572766179
Random,0.5833,0.4000,797.8718,true,true,10264966111433119558
Random,0.5000,0.4000,876.0209,false,false,6385613228116797362
Random,0.5556,0.2000,884.0560,false,false,9237257091486325290
Random,0.5556,0.2000,932.5712,false,false,13039407734233912162
Random,0.6667,0.6000,837.2939,false,false,17083021317378557665
Random,0.5000,0.6000,876.3905,false,false,6335830394418540610
Random,0.5000,0.6000,797.8718,true,true,10264966111433119558
Random,0.5000,0.4000,841.9517,false,false,8653080734435618252
Random,0.5556,0.6000,847.6975,false,false,11317346866925277435
Random,0.6111,0.6000,826.0486,false,false,9753051505955958754
Random,0.6111,0.8000,821.9604,false,false,6251334824792168828
Random,0.5000,0.8000,865.2247,false,false,940590095388379228
Random,0.6111,0.6000,797.4513,true,true,10264966111433119558
Random,0.5278,0.4000,827.1920,false,false,9737337230250925581
Random,0.5278,0.6000,812.2031,true,false,10264966111433119558
Random,0.5278,0.6000,932.6472,false,false,7824476302067546506
Random,0.5000,0.4000,828.6283,false,false,13424258809358171614
Random,0.5000,0.2000,863.7444,false,false,17143973077849640174
Random,0.6389,0.6000,836.0613,false,false,2098140014029165797
Random,0.5556,0.8000,923.2813,false,false,7818982950368952543
Random,0.5000,0.4000,828.4438,false,false,14212206600410285634
Random,0.5833,1.0000,798.9434,false,true,678773149692492076
Random,0.6111,0.6000,871.0475,false,false,583355760962511429
Random,0.5833,0.0000,827.1195,false,false,5722726192802126784
Random,0.6111,0.4000,836.9521,false,false,8454420570607680110
Random,0.5833,0.8000,910.1060,false,false,12994235951089789803
Random,0.5833,0.6000,844.4184,false,false,5470990444918039040
Random,0.5000,0.6000,828.7001,false,false,10121627615558797951
Random,0.5278,0.6000,866.4172,false,false,12302447914883094689
Random,0.5833,0.6000,867.2206,false,false,17685524827515657527
Random,0.5000,0.4000,905.8424,false,false,17396395102394262314
Random,0.6111,0.4000,801.8739,false,true,11824326250485796480
Random,0.5833,0.8000,841.4501,false,false,12264304728659785087
Random,0.5000,0.4000,858.1475,false,false,3755121859064447869
Random,0.6111,0.6000,877.9262,false,false,14457987459573262518
Random,0.5556,0.6000,797.4513,true,true,10264966111433119558
Random,0.5000,0.4000,811.0690,false,false,3528913281522819585
Random,0.5000,0.4000,850.2862,false,false,18253649714380762959
Random,0.5000,0.6000,798.9434,false,true,678773149692492076
Random,0.5833,0.4000,841.3751,false,false,1137483353308742874
Random,0.5000,0.2000,816.4972,false,false,16588847154838108504
Random,0.6389,0.6000,836.0613,false,false,2098140014029165797
Random,0.6667,0.6000,851.8115,false,false,2422960557914828095
Random,0.5833,0.8000,826.9423,false,false,17754796920711630959
Random,0.6944,0.6000,881.8600,false,false,2459187621217959106
Random,0.5000,0.2000,826.3874,false,false,3711879101473271551
Random,0.5000,0.6000,838.8069,false,false,1388779656997143718
Random,0.5278,0.6000,830.7646,false,false,571758398216659801
Random,0.5833,0.2000,803.3936,false,true,11824326250485796480
Random,0.5000,0.8000,835.7890,false,false,15168872374936398918
Random,0.5833,0.4000,924.1480,false,false,3571881341625320219
Random,0.5000,0.6000,847.9419,false,false,5945486809504421702
Random,0.5278,0.4000,852.8743,false,false,2274715067136979199
Random,0.5278,0.6000,818.2207,false,false,12333060991338731011
Random,0.6667,1.0000,797.4513,true,true,10264966111433119558
Random,0.5000,0.2000,847.9419,false,false,5945486809504421702
Random,0.5278,0.6000,888.2617,false,false,18041804758420393056
Random,0.5278,0.6000,845.3100,false,false,12139930490138043315
Random,0.5000,0.2000,810.5735,false,false,6307814058645704904
Random,0.5278,0.4000,850.6631,false,false,8527881694570959996
Random,0.5278,0.4000,797.8718,true,true,10264966111433119558
Random,0.6944,0.4000,820.7217,false,false,9385435922064181659
Random,0.5278,0.4000,818.9530,false,false,12300470479330745067
Random,0.5278,0.6000,818.6157,false,false,17754796920711630959
Random,0.5000,1.0000,829.2225,false,false,17103132717935135808
Random,0.5000,0.6000,852.7512,false,false,9071285738551317813
Random,0.5278,0.4000,810.5735,false,false,6307814058645704904
Random,0.5278,0.6000,803.3111,false,true,13996102363368337268
Random,0.5833,0.6000,816.6411,false,false,16758013384238661272
Random,0.5278,0.2000,909.2798,false,false,18368504760437560304
Random,0.5556,0.4000,909.0937,false,false,9204620803791780892
Random,0.5556,0.8000,803.7866,false,true,199200466592558314
Random,0.5278,0.6000,915.9470,false,false,7649101367715038172
Random,0.5000,0.4000,881.3323,false,false,2588759129613941375
Random,0.5278,0.4000,803.3111,false,true,13996102363368337268
Random,0.5278,0.6000,856.4778,false,false,2325528133711710675
Random,0.5833,0.8000,811.3205,false,false,11824326250485796480
Random,0.5833,0.4000,828.7001,false,false,10121627615558797951
Random,0.5000,0.4000,836.0613,false,false,2098140014029165797
Random,0.5000,0.6000,829.6254,false,false,11824326250485796480
Random,0.5000,0.6000,828.7001,false,false,10121627615558797951
Random,0.5000,0.2000,803.3936,false,true,11824326250485796480
Random,0.5000,0.6000,810.5735,false,false,6307814058645704904
Random,0.5278,0.4000,852.6096,false,false,114024181482687637
Random,0.5833,0.6000,828.8892,false,false,167170242380040613
Random,0.5000,0.2000,840.9450,false,false,13383343620214730433
Random,0.5278,0.6000,839.0530,false,false,3079407496130021681
Random,0.5833,0.6000,873.6948,false,false,2811499941852029317
Random,0.5833,0.4000,885.3161,false,false,17992445779619962906
Random,0.6667,0.6000,860.6582,false,false,16103497123860451421
Random,0.5278,0.2000,921.6118,false,false,13171911817051198868
Random,0.6111,0.4000,953.5779,false,false,5926994094628510356
Random,0.6389,0.6000,810.5735,false,false,6307814058645704904
Random,0.5000,0.8000,835.7890,false,false,15168872374936398918
Random,0.5000,0.2000,842.2993,false,false,12312691849637040635
Random,0.5278,0.4000,894.9272,false,false,9542237583577354606
Random,0.5833,0.6000,871.3935,false,false,12744366930802612360
Random,0.5833,1.0000,797.4513,true,true,10264966111433119558
Random,0.5556,0.2000,828.7001,false,false,10121627615558797951
Random,0.5000,0.6000,819.5007,false,false,13225244327087722692
Random,0.5000,0.6000,810.5735,false,false,6307814058645704904
Random,0.6389,1.0000,882.4463,false,false,15627538770824495120
Random,0.5278,0.4000,861.4064,false,false,10897057102796771796
Random,0.5000,0.6000,1024.7303,false,false,681580423994245040
Random,0.5000,0.6000,901.7797,false,false,16819735495066963131
Random,0.6111,1.0000,803.3111,false,true,13996102363368337268
Random,0.5833,0.4000,942.8175,false,false,7252319704440208071
Random,0.5000,0.4000,828.7001,false,false,10121627615558797951
Random,0.5278,0.2000,812.7828,false,false,11934982111721237959
Random,0.5000,0.2000,852.4591,false,false,10461958956750997799
Random,0.5556,0.6000,839.8042,false,false,4437422395899328092
Random,0.5556,0.4000,829.1403,false,false,10896477319414813953
Random,0.5833,0.2000,895.7482,false,false,10099090493744545794
Random,0.5556,0.4000,849.0182,false,false,16507711632094437702
Random,0.5000,0.8000,823.7503,false,false,4975891338178397411
Random,0.6944,1.0000,797.4513,true,true,10264966111433119558
Random,0.5278,0.6000,836.8092,false,false,2868724174853822375
Random,0.5556,0.8000,849.9330,false,false,9782669598252517010
Random,0.5278,0.2000,825.3403,false,false,12466398623077131174
Random,0.6111,0.4000,841.6429,false,false,2787986460437390467
Random,0.5556,0.4000,890.6020,false,false,7789321149572369704
Random,0.5000,0.4000,853.5571,false,false,4914164665015886268
Random,0.5556,0.4000,843.4393,false,false,13364294852125887391
Random,0.5000,0.4000,940.4756,false,false,12407532925149955002
Random,0.5833,0.6000,887.0145,false,false,10130132111068720399
Random,0.5278,0.4000,829.1280,false,false,16829335294309716008
Random,0.5278,0.4000,797.4513,true,true,10264966111433119558
Random,0.5278,0.6000,829.1280,false,false,16829335294309716008
Random,0.5833,0.8000,807.8428,false,true,1547347882701649523
Random,0.5278,0.6000,797.8718,true,true,10264966111433119558
Random,0.6111,0.6000,861.2617,false,false,1157742868594447533
Random,0.5833,0.8000,797.8718,true,true,10264966111433119558
Random,0.5556,0.4000,900.9917,false,false,6418606940338996073
Random,0.5556,0.6000,801.8739,false,true,11824326250485796480
Random,0.6111,0.8000,869.5632,false,false,16561787346149190620
Random,0.5556,0.8000,841.8075,false,false,14341489914366342745
Random,0.5278,0.4000,830.7646,false,false,571758398216659801
Random,0.5000,0.4000,849.4291,false,false,12371616107980257731
Random,0.5556,0.6000,880.1670,false,false,9081048179562338700
Random,0.5278,0.2000,844.1620,false,false,11443017188717396517
Random,0.5278,0.4000,857.0686,false,false,3400051041860232283
Random,0.5278,0.6000,834.8908,false,false,7890066185115132965
Random,0.5833,0.4000,820.9992,false,false,16153310431873527193
Random,0.5556,0.6000,821.8779,false,false,10087491319386656607
Random,0.5278,0.4000,928.7274,false,false,3314445568177113509
Random,0.7222,1.0000,826.6235,false,false,16476429076205921198
Random,0.5833,0.6000,797.4513,true,true,10264966111433119558
Random,0.7500,1.0000,797.4513,true,true,10264966111433119558
Random,0.5000,0.6000,833.1168,false,false,16605646900115264559
Random,0.5833,0.4000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,955.3085,false,false,13061825111153632812
Random,0.5000,0.6000,848.7573,false,false,17053269840869935718
Random,0.5556,0.6000,841.4203,false,false,8560349114246935273
Random,0.5000,0.2000,876.9231,false,false,7987679693914979179
Random,0.6389,0.6000,823.6550,false,false,8421551108889303896
Random,0.5000,0.2000,797.8718,true,true,10264966111433119558
Random,0.5556,0.6000,854.9832,false,false,3646674022108116259
Random,0.5278,0.6000,857.0980,false,false,17943258198699699580
Random,0.5833,1.0000,797.8718,true,true,10264966111433119558
Random,0.5000,0.6000,845.9073,false,false,5611323613169480973
Random,0.5556,0.6000,1002.2788,false,false,15801333841432998789
Random,0.5556,0.6000,805.8710,false,true,11824326250485796480
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5000,0.8000,826.9890,false,false,15035871632325471732
Random,0.6111,0.8000,803.3111,false,true,13996102363368337268
Random,0.5000,0.4000,798.9434,false,true,678773149692492076
Random,0.5556,0.6000,868.4037,false,false,2459187621217959106
Random,0.5833,0.6000,850.6631,false,false,8527881694570959996
Random,0.5278,0.4000,850.5408,false,false,15168872374936398918
Random,0.5000,0.6000,854.4855,false,false,14870403583132540133
Random,0.5833,0.4000,860.1159,false,false,6725064699907887413
Random,0.5278,0.6000,842.6183,false,false,18321336832908300153
Random,0.5556,0.6000,797.4513,true,true,10264966111433119558
Random,0.5278,0.2000,822.9282,false,false,16706677395443074754
Random,0.5000,0.6000,801.8739,false,true,11824326250485796480
Random,0.6389,0.8000,899.9633,false,false,14741443287551983659
Random,0.6111,0.6000,896.0690,false,false,13853340512157277676
Random,0.6944,0.6000,810.5735,false,false,6307814058645704904
Random,0.5000,0.8000,850.6631,false,false,8527881694570959996
Random,0.5833,1.0000,857.3438,false,false,12960607325464945481
Random,0.5000,0.8000,923.0770,false,false,7039854170487144052
Random,0.5833,0.6000,890.6812,false,false,10059653508006799122
Random,0.5833,0.4000,822.5776,false,false,11811168530275145137
Random,0.5278,0.4000,920.0549,false,false,345357828733769586
Random,0.5000,0.8000,854.8801,false,false,12435876855899717708
Random,0.5000,0.4000,898.5563,false,false,9496583570563974230
Random,0.5000,0.6000,840.4955,false,false,11422364206787656239
Random,0.5556,0.8000,909.8123,false,false,18411515871648807690
Random,0.5278,0.6000,852.5331,false,false,3894901114465266957
Random,0.5278,0.4000,812.7828,false,false,11934982111721237959
Random,0.5556,0.8000,903.6765,false,false,2876062553650763480
Random,0.5000,0.6000,973.2521,false,false,1934113226686659070
Random,0.5556,0.4000,841.5297,false,false,6758715437398912598
Random,0.5278,0.6000,869.5875,false,false,6713754327750803597
Random,0.5000,0.6000,921.7245,false,false,4803363593576341460
Random,0.5000,0.0000,844.4898,false,false,16385833030820863531
Random,0.6389,0.4000,820.1789,false,false,11824326250485796480
Random,0.5278,0.2000,817.9923,false,false,16150261068118086330
Random,0.5000,0.4000,812.7828,false,false,11934982111721237959
Random,0.5000,0.6000,859.9902,false,false,8097354335966693653
Random,0.5000,0.4000,827.3525,false,false,6942061030029042200
Random,0.5000,0.6000,822.7804,false,false,3004914903907694507
Random,0.5556,0.6000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,872.5880,false,false,3934609550268525841
Random,0.6111,0.6000,843.6407,false,false,14893079305649867728
Random,0.5833,0.6000,864.5305,false,false,13611326327701628116
Random,0.5000,0.2000,821.7963,true,false,10264966111433119558
Random,0.5000,0.2000,914.0797,false,false,17361327956756746274
Random,0.5000,0.4000,844.1620,false,false,11443017188717396517
Random,0.5556,0.8000,797.8718,true,true,10264966111433119558
Random,0.5278,0.4000,848.3132,false,false,16931771253703314024
Random,0.6111,0.6000,816.2453,false,false,3030673687312833173
Random,0.5833,0.6000,852.8743,false,false,2274715067136979199
Random,0.5278,0.6000,953.5142,false,false,478993918314830492
Random,0.6111,0.4000,801.8739,false,true,11824326250485796480
Random,0.5556,0.4000,886.9729,false,false,6503407214832412988
Random,0.5833,0.8000,812.0974,false,false,678773149692492076
Random,0.5000,0.4000,836.8092,false,false,2868724174853822375
Random,0.6111,0.8000,861.2261,false,false,3015414693067433584
Random,0.5000,0.4000,886.1313,false,false,1557332648757149589
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5556,0.6000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,878.5932,false,false,12302186357348012714
Random,0.5278,0.4000,837.2387,false,false,7373778606146978034
Random,0.5000,0.6000,972.2933,false,false,9542670283332691204
Random,0.5278,0.4000,838.7305,false,false,8002949508144976527
Random,0.5833,0.4000,807.8428,false,true,1547347882701649523
Random,0.5833,0.8000,800.0627,true,true,10264966111433119558
Random,0.5556,0.8000,835.0131,false,false,6524965636449191191
Random,0.5000,0.4000,803.3111,false,true,13996102363368337268
Random,0.5278,0.8000,856.2045,false,false,9525284363792314511
Random,0.5833,0.8000,821.7963,true,false,10264966111433119558
Random,0.5278,0.4000,839.3605,false,false,2542412132892670305
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5556,0.4000,911.9732,false,false,10627589890730618373
Random,0.5556,0.4000,822.5776,false,false,11811168530275145137
Random,0.5000,0.6000,818.2542,false,false,6846163816978031843
Random,0.5833,0.8000,872.8408,false,false,10458146099035141828
Random,0.5000,0.4000,881.0105,false,false,6581685878538047523
Random,0.5000,0.2000,888.3179,false,false,1739635158509268238
Random,0.6111,0.8000,819.5792,false,false,3585958712743979975
Random,0.6389,0.6000,835.9783,false,false,6524965636449191191
Random,0.5000,0.6000,920.3332,false,false,2022434404685483542
Random,0.5000,0.8000,817.9923,false,false,16150261068118086330
Random,0.6389,0.6000,832.2777,false,false,1394797502184224127
Random,0.5556,0.6000,836.4349,false,false,2469635608562662272
Random,0.5000,0.4000,859.5968,false,false,5187036916299268512
Random,0.5833,0.8000,797.4513,true,true,10264966111433119558
Random,0.6111,0.4000,797.4513,true,true,10264966111433119558
Random,0.5278,0.2000,828.7001,false,false,10121627615558797951
Random,0.5556,0.6000,837.2803,false,false,13364294852125887391
Random,0.5278,0.4000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,833.1168,false,false,16605646900115264559
Random,0.5000,0.0000,812.2031,true,false,10264966111433119558
Random,0.7500,1.0000,797.8718,true,true,10264966111433119558
Random,0.6667,0.8000,798.9434,false,true,678773149692492076
Random,0.5000,0.6000,851.2653,false,false,8710940883654295569
Random,0.5278,0.6000,873.5684,false,false,10523093307175787407
Random,0.5833,0.8000,863.6449,false,false,6719508907236848461
Random,0.5278,0.6000,801.8739,false,true,11824326250485796480
Random,0.5000,0.4000,829.4114,false,false,571758398216659801
Random,0.5278,0.4000,886.2539,false,false,17125272951225532828
Random,0.6111,0.6000,866.2395,false,false,322137083546678916
Random,0.5000,0.4000,829.2498,false,false,2882239399573185881
Random,0.5556,0.6000,837.2387,false,false,7373778606146978034
Random,0.5556,0.6000,846.8109,false,false,847697685391841675
Random,0.5833,0.8000,797.8718,true,true,10264966111433119558
Random,0.6111,0.6000,899.7441,false,false,10477952976736260191
Random,0.6389,0.6000,816.4972,false,false,16588847154838108504
Random,0.5556,0.4000,888.5667,false,false,6509641614890469106
Random,0.6389,0.4000,819.2922,false,false,17345357077446173885
Random,0.5556,0.4000,868.8477,false,false,2224632367762287218
Random,0.5833,0.6000,877.9624,false,false,2872038213563659798
Random,0.5556,0.4000,836.3495,false,false,3871517613466365263
Random,0.6389,0.6000,820.2431,false,false,16549365021343471878
Random,0.5000,0.4000,812.2031,true,false,10264966111433119558
Random,0.5000,0.6000,849.3590,false,false,14903863161109525072
Random,0.5000,0.6000,816.2453,false,false,3030673687312833173
Random,0.5556,0.4000,817.7100,false,false,1816512737565728683
Random,0.5833,0.6000,816.4972,false,false,16588847154838108504
Random,0.5000,0.6000,890.0187,false,false,2887697468119836663
Random,0.5000,0.4000,905.1702,false,false,17225004396544748489
Random,0.5000,0.4000,848.9825,false,false,8283391682165013325
Random,0.5556,0.4000,894.7195,false,false,5640872572190304491
Random,0.5000,0.4000,886.4289,false,false,14985850158421347651
Random,0.5556,0.6000,861.7822,false,false,4911176216612073311
Random,0.6111,0.6000,868.0526,false,false,10508435060759109103
Random,0.5000,0.2000,875.6172,false,false,10812102466969341933
Random,0.5833,0.6000,804.0648,false,true,6063581546530241427
Random,0.5000,0.8000,819.6861,false,false,15276371457772871461
Random,0.5278,0.6000,797.8718,true,true,10264966111433119558
Random,0.5278,0.6000,800.0627,true,true,10264966111433119558
Random,0.7222,1.0000,801.8739,false,true,11824326250485796480
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5000,0.0000,810.5735,false,false,6307814058645704904
Random,0.7500,1.0000,821.7963,true,false,10264966111433119558
Random,0.5833,0.4000,889.5718,false,false,1264438683587458069
Random,0.5556,0.6000,805.8710,false,true,11824326250485796480
Random,0.5833,1.0000,820.7217,false,false,9385435922064181659
Random,0.6111,0.6000,797.8718,true,true,10264966111433119558
Random,0.5556,0.8000,840.7333,false,false,10019688253584567845
Random,0.5000,0.4000,889.6897,false,false,12914338558192359101
Random,0.5000,0.8000,875.8693,false,false,1494647030431917641
Random,0.6111,0.6000,859.4299,false,false,12750436348725377385
Random,0.6111,0.4000,863.6449,false,false,6719508907236848461
Random,0.6667,1.0000,797.4513,true,true,10264966111433119558
Random,0.5278,0.6000,848.3132,false,false,16931771253703314024
Random,0.5556,0.4000,888.2120,false,false,6090436590077608692
Random,0.5278,0.2000,894.0167,false,false,817622207879932413
Random,0.5000,0.6000,820.4296,false,false,3115351698897562438
Random,0.5833,0.6000,903.5092,false,false,11527779739057391492
Random,0.5278,0.4000,829.1403,false,false,10896477319414813953
Random,0.5000,0.6000,844.9234,false,false,1264838956863835172
Random,0.5278,0.4000,901.1317,false,false,15354358312901016058
Random,0.5556,0.6000,842.3421,false,false,14779434136486198673
Random,0.5278,0.2000,846.1625,false,false,17018774268412264776
Random,0.5833,0.6000,797.4513,true,true,10264966111433119558
Random,0.6389,0.6000,873.8563,false,false,2566590847110518141
Random,0.5556,0.6000,844.3172,false,false,16298553834144882151
Random,0.6111,0.6000,807.8428,false,true,1547347882701649523
Random,0.5000,0.6000,925.5504,false,false,10333259790622583559
Random,0.5833,0.6000,860.8242,false,false,13815199055791374562
Random,0.5278,0.4000,836.4349,false,false,2469635608562662272
Random,0.5833,0.4000,877.1413,false,false,15754145938417948209
Random,0.5000,0.8000,855.1927,false,false,194364554555738170
Random,0.5278,0.8000,801.8739,false,true,11824326250485796480
Random,0.6667,0.8000,797.4513,true,true,10264966111433119558
Random,0.5278,0.6000,861.9815,false,false,2604071806100693025
Random,0.6667,0.8000,842.4737,false,false,11193401417425036634
Random,0.5833,0.4000,867.9254,false,false,16754448887030470350
Random,0.5278,0.6000,952.0374,false,false,15710483311989188430
Random,0.5000,0.2000,817.5911,false,false,4748933950117409025
Random,0.6389,0.6000,873.3243,false,false,3279264174668233174
Random,0.5278,0.8000,822.9282,false,false,16706677395443074754
Random,0.5000,0.6000,828.7001,false,false,10121627615558797951
Random,0.5278,0.4000,810.5735,false,false,6307814058645704904
Random,0.5000,0.4000,851.2653,false,false,8710940883654295569
Random,0.5278,0.4000,846.1146,false,false,14779434136486198673
Random,0.5833,0.6000,821.7963,true,false,10264966111433119558
Random,0.6667,0.4000,797.8718,true,true,10264966111433119558
Random,0.5000,0.2000,803.3111,false,true,13996102363368337268
Random,0.6667,1.0000,879.1965,false,false,1004344478795795476
Random,0.5278,0.4000,857.4260,false,false,7970025249554194034
Random,0.6111,0.6000,867.1124,false,false,15577457214945169932
Random,0.5833,0.6000,904.4146,false,false,1152208528872284387
Random,0.5000,0.2000,935.4543,false,false,3402171223402530116
Random,0.5000,0.6000,840.8901,false,false,12953762664068823431
Random,0.5556,1.0000,820.7058,false,false,7079382817155203333
Random,0.5000,0.6000,894.5999,false,false,11360787639386898436
Random,0.5556,0.8000,797.8718,true,true,10264966111433119558
Random,0.5000,0.6000,857.4549,false,false,5001206413886365045
Random,0.5556,0.6000,801.8739,false,true,11824326250485796480
Random,0.5278,0.2000,855.5286,false,false,4376321218165509406
Random,0.5556,0.6000,797.4513,true,true,10264966111433119558
Random,0.5833,0.8000,819.5792,false,false,3585958712743979975
Random,0.5000,0.4000,878.5289,false,false,1258754777187170582
Random,0.5556,0.6000,918.8515,false,false,13474082991416128661
Random,0.5000,0.2000,832.6336,false,false,16690348411077407920
Random,0.5000,0.2000,833.3071,false,false,1799920800935451210
Random,0.6389,0.6000,904.8010,false,false,17560231743963411967
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5556,0.6000,913.8565,false,false,1060003537818700791
Random,0.5000,0.6000,835.4384,false,false,5298265408018983718
Random,0.6389,0.6000,820.4407,false,false,6251334824792168828
Random,0.5000,0.4000,895.9977,false,false,2969547190726818460
Random,0.5556,0.6000,883.1785,false,false,1141974611546896491
Random,0.5833,0.4000,884.0070,false,false,10344751843417688312
Random,0.6111,0.4000,854.3517,false,false,559743300598185080
Random,0.5000,0.0000,852.4591,false,false,10461958956750997799
Random,0.5278,0.4000,855.8240,false,false,12481626328102629473
Random,0.5278,0.4000,797.4513,true,true,10264966111433119558
Random,0.5000,0.6000,857.4290,false,false,14197392370704394957
Random,0.5278,0.2000,839.7646,false,false,12162105472004762330
Random,0.6111,0.8000,822.9360,false,false,1151319858375919152
Random,0.5556,0.2000,830.9457,false,false,16690348411077407920
Random,0.5000,0.4000,821.8258,false,false,3233581744611180501
Random,0.6944,0.4000,802.6007,false,true,1683420027325650615
Random,0.5833,0.8000,817.8002,false,false,12333060991338731011
Random,0.6389,0.4000,828.7001,false,false,10121627615558797951
Random,0.5833,0.6000,828.7001,false,false,10121627615558797951
Random,0.5278,0.4000,858.9324,false,false,9181614117512342980
Random,0.5556,0.6000,811.3003,false,false,4711019678756631762
Random,0.5278,0.4000,830.9457,false,false,16690348411077407920
Random,0.5000,0.6000,877.1413,false,false,15754145938417948209
Random,0.5278,0.6000,836.0153,false,false,10865471764561501745
Random,0.5000,0.8000,811.7958,false,false,13939245192175692166
Random,0.5278,0.6000,893.4596,false,false,1642697142977721737
Random,0.5833,0.6000,867.5975,false,false,17457009247075189688
Random,0.5000,0.6000,854.0818,false,false,1268758757222766773
Random,0.5556,0.8000,860.0162,false,false,15938824652988399837
Random,0.5000,0.2000,855.7353,false,false,6868657193775329652
Random,0.6111,0.6000,854.7562,false,false,2622974762485187756
Random,0.5000,0.2000,865.2601,false,false,14649848547441705517
Random,0.6944,0.8000,894.9998,false,false,12171484909115573255
Random,0.6111,0.8000,797.4513,true,true,10264966111433119558
Random,0.5278,0.4000,839.9729,false,false,167170242380040613
Random,0.5833,0.8000,821.7963,true,false,10264966111433119558
Random,0.5556,0.8000,856.8376,false,false,15185138336248789875
Random,0.5556,0.6000,840.5965,false,false,16715552190825128415
Random,0.5278,0.8000,890.3328,false,false,10233299468339364948
Random,0.5556,0.6000,837.2387,false,false,7373778606146978034
Random,0.5556,0.4000,821.0302,false,false,16118775936287190048
Random,0.5833,0.4000,860.2907,false,false,12350489574384439652
Random,0.5833,0.6000,937.0315,false,false,244774906359014751
Random,0.5000,0.6000,879.2553,false,false,678404613640596081
Random,0.5000,0.8000,797.8718,true,true,10264966111433119558
Random,0.5278,0.4000,801.8739,false,true,11824326250485796480
Random,0.5556,0.6000,832.3485,false,false,7618602225487190826
Random,0.5278,0.8000,899.7033,false,false,7432669806205172639
Random,0.5556,0.6000,881.2802,false,false,4412051114666141760
Random,0.5000,0.6000,803.3111,false,true,13996102363368337268
Random,0.5556,0.2000,859.9084,false,false,8059524649651817252
Random,0.5278,0.8000,821.4111,false,false,726236312337294030
Random,0.5556,0.6000,839.8496,false,false,5102047391961550296
Random,0.5000,0.6000,904.9453,false,false,10001079253416235785
Random,0.5278,0.4000,854.7596,false,false,13582174528403163755
Random,0.6111,0.4000,837.3408,false,false,9960454277854095025
Random,0.5833,0.6000,884.1808,false,false,15834359453326958429
Random,0.5278,0.4000,810.5735,false,false,6307814058645704904
Random,0.6667,0.6000,854.6147,false,false,9920773095804984968
Random,0.5000,0.8000,807.8428,false,true,1547347882701649523
Random,0.5278,0.4000,869.4664,false,false,8379522574279989504
Random,0.5000,0.6000,828.8785,false,false,6307814058645704904
Random,0.5278,0.4000,857.4290,false,false,14197392370704394957
Random,0.5000,0.6000,797.8718,true,true,10264966111433119558
Random,0.5278,0.6000,827.3525,false,false,6942061030029042200
Random,0.5833,0.8000,819.5792,false,false,3585958712743979975
Random,0.5000,0.6000,797.8718,true,true,10264966111433119558
Random,0.5000,0.2000,842.7266,false,false,238536661053097708
Random,0.5833,0.4000,871.1832,false,false,18108322186202274523
Random,0.5556,0.8000,797.8718,true,true,10264966111433119558
Random,0.6111,0.6000,821.1781,false,false,15276371457772871461
Random,0.5000,0.4000,827.7977,false,false,11193401417425036634
Random,0.5278,0.6000,910.8588,false,false,2987747986037806396
Random,0.7222,0.8000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,821.1781,false,false,15276371457772871461
Random,0.5278,0.4000,943.7981,false,false,7957065300950474782
Random,0.5000,0.4000,797.4513,true,true,10264966111433119558
Random,0.5000,0.2000,837.6726,false,false,18145985235763596715
Random,0.5278,0.2000,851.8484,false,false,9540288027062484531
Random,0.5278,0.6000,836.3186,false,false,5296632114337118351
Random,0.5833,0.2000,905.3700,false,false,17559512836287797529
Random,0.5278,0.6000,833.6812,false,false,15227759148520573292
Random,0.5278,0.6000,816.4972,false,false,16588847154838108504
Random,0.5000,0.2000,797.8718,true,true,10264966111433119558
Random,0.6389,0.8000,801.8739,false,true,11824326250485796480
Random,0.5556,0.8000,874.7177,false,false,12098405343830302827
Random,0.6111,1.0000,797.4513,true,true,10264966111433119558
Random,0.5278,0.4000,923.3392,false,false,7291633593737437086
Random,0.5000,0.6000,827.3525,false,false,6942061030029042200
Random,0.5000,0.4000,810.5735,false,false,6307814058645704904
Random,0.5000,0.4000,840.7333,false,false,10019688253584567845
Random,0.5000,0.4000,797.4513,true,true,10264966111433119558
Random,0.6111,1.0000,797.4513,true,true,10264966111433119558
Random,0.6111,0.6000,828.7117,false,false,9737337230250925581
Random,0.5556,0.6000,803.3111,false,true,13996102363368337268
Random,0.6111,0.6000,913.3068,false,false,13170281875067473352
Random,0.5833,0.6000,829.3740,false,false,3528913281522819585
Random,0.5278,0.4000,803.2738,false,true,15328930014682100007
