source_type,s1_edge_preservation,backbone_broken,placebo_broken,s2_dist,target_basin_hash,elite_reconstruction
BackboneDestroyer,0.5833,11,0,853.7654,3869085236395299895,0
BackboneDestroyer,0.6667,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,8,0,838.2628,1995272047972680720,0
BackboneDestroyer,0.6111,11,0,899.0056,8851870196882878089,0
BackboneDestroyer,0.6667,10,0,878.7387,11416317865718878180,0
BackboneDestroyer,0.6667,8,0,837.2387,7373778606146978034,0
BackboneDestroyer,0.6944,9,0,881.2802,4412051114666141760,0
BackboneDestroyer,0.5833,11,0,917.3895,5154433569680808740,0
BackboneDestroyer,0.6944,9,0,830.7646,571758398216659801,0
BackboneDestroyer,0.6667,10,0,862.6030,17105368193432357733,0
BackboneDestroyer,0.7222,8,0,857.4290,14197392370704394957,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6944,8,0,884.1839,11260821876656185001,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,10,0,863.4130,13359944415236287093,0
BackboneDestroyer,0.7222,8,0,915.1008,252904082332146376,0
BackboneDestroyer,0.5833,11,0,829.1403,10896477319414813953,0
BackboneDestroyer,0.5556,11,0,830.5605,10098927010068111326,0
BackboneDestroyer,0.5556,12,0,893.1188,8208364032484185970,0
BackboneDestroyer,0.6944,8,0,869.6050,409741509964097941,0
BackboneDestroyer,0.7222,8,0,860.0229,14975573244506596095,0
BackboneDestroyer,0.6667,9,0,817.9923,16150261068118086330,0
BackboneDestroyer,0.6111,10,0,879.8196,17404249758867807368,0
BackboneDestroyer,0.5000,13,0,860.4843,6273812117764222413,0
BackboneDestroyer,0.6944,10,0,892.7497,16626257907819418397,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5278,11,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6111,11,0,874.4312,10436679675936574393,0
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,10,0,820.1531,1799920800935451210,0
BackboneDestroyer,0.6944,8,0,842.4796,11162961675049945522,0
BackboneDestroyer,0.6389,10,0,819.5792,3585958712743979975,0
BackboneDestroyer,0.6944,8,0,911.8293,9218440700881063242,0
BackboneDestroyer,0.5833,12,0,870.5963,5728438395988378358,0
BackboneDestroyer,0.6944,8,0,827.1920,9737337230250925581,0
BackboneDestroyer,0.7222,8,0,889.3883,11515972673984605945,0
BackboneDestroyer,0.5556,12,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6111,9,0,822.9847,7400602583537353140,0
BackboneDestroyer,0.6667,8,0,869.3079,11808216565771231290,0
BackboneDestroyer,0.6667,9,0,873.6642,14902307916685324384,0
BackboneDestroyer,0.6667,8,0,819.5792,3585958712743979975,0
BackboneDestroyer,0.5278,14,0,867.0294,9240038585082356175,0
BackboneDestroyer,0.6944,8,0,962.9483,9184187023221851749,0
BackboneDestroyer,0.5833,11,0,853.4556,8996951450707541075,0
BackboneDestroyer,0.6389,10,0,819.5007,13225244327087722692,0
BackboneDestroyer,0.6389,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,10,0,834.4700,16605646900115264559,0
BackboneDestroyer,0.6667,8,0,858.4059,5498669289714337543,0
BackboneDestroyer,0.6389,11,0,798.9434,678773149692492076,1
BackboneDestroyer,0.6667,9,0,874.5749,11065325708956434602,0
BackboneDestroyer,0.6944,9,0,904.5238,15994838996426038252,0
BackboneDestroyer,0.6389,9,0,856.6204,9399592489413181516,0
BackboneDestroyer,0.6389,10,0,816.2453,3030673687312833173,0
BackboneDestroyer,0.6944,9,0,852.4591,10461958956750997799,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7500,8,0,819.3735,12300470479330745067,0
BackboneDestroyer,0.6111,10,0,846.1677,413767136908941130,0
BackboneDestroyer,0.5556,11,0,877.7950,5351699122000004145,0
BackboneDestroyer,0.5833,11,0,890.4920,9080350172189304535,0
BackboneDestroyer,0.5833,11,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6667,9,0,853.0321,12836917442460076469,0
BackboneDestroyer,0.7222,9,0,886.6633,10558823065454740332,0
BackboneDestroyer,0.5556,12,0,839.3605,2542412132892670305,0
BackboneDestroyer,0.5833,9,0,838.5658,14624259675244062151,0
BackboneDestroyer,0.5833,12,0,875.1635,157657246434199012,0
BackboneDestroyer,0.6111,10,0,867.0859,6216478843080658459,0
BackboneDestroyer,0.6111,10,0,816.2453,3030673687312833173,0
BackboneDestroyer,0.5556,10,0,874.8312,8147131880429780976,0
BackboneDestroyer,0.6667,9,0,812.2031,10264966111433119558,0
BackboneDestroyer,0.5556,11,0,862.6254,306472275692943569,0
BackboneDestroyer,0.6111,11,0,812.4862,4535028650910407375,0
BackboneDestroyer,0.7222,8,0,878.7971,11643182384509220351,0
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5833,11,0,871.0971,907265613747141631,0
BackboneDestroyer,0.7222,8,0,870.5032,12983546142626956081,0
BackboneDestroyer,0.5833,11,0,867.6809,13571816700859256756,0
BackboneDestroyer,0.5833,10,0,852.4591,10461958956750997799,0
BackboneDestroyer,0.5556,11,0,835.7890,15168872374936398918,0
BackboneDestroyer,0.6111,10,0,828.7001,10121627615558797951,0
BackboneDestroyer,0.6389,10,0,902.1534,18119649508217130804,0
BackboneDestroyer,0.6667,11,0,891.0694,6576749646385853674,0
BackboneDestroyer,0.6944,9,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6944,9,0,866.5034,17007451164502660032,0
BackboneDestroyer,0.5833,10,0,848.6429,14721604976756592646,0
BackboneDestroyer,0.6111,10,0,906.7593,8111446503022097685,0
BackboneDestroyer,0.6944,9,0,810.6053,10264966111433119558,0
BackboneDestroyer,0.5833,12,0,897.1401,15587755635968316977,0
BackboneDestroyer,0.7222,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,11,0,818.9530,12300470479330745067,0
BackboneDestroyer,0.6111,11,0,821.7963,10264966111433119558,0
BackboneDestroyer,0.5556,12,0,835.0131,6524965636449191191,0
BackboneDestroyer,0.7222,8,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.6111,11,0,803.3111,13996102363368337268,1
BackboneDestroyer,0.5833,10,0,830.9457,16690348411077407920,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,12,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.6667,10,0,808.0811,5398611078608603760,1
BackboneDestroyer,0.6944,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7500,8,0,856.4563,14176163105047301994,0
BackboneDestroyer,0.6111,11,0,854.8365,12775982475680563468,0
BackboneDestroyer,0.5556,11,0,841.4479,17658860260157478972,0
BackboneDestroyer,0.6944,8,0,820.7058,7079382817155203333,0
BackboneDestroyer,0.6667,9,0,935.9821,16059653828361348762,0
BackboneDestroyer,0.5556,12,0,837.3199,9149955604146687031,0
BackboneDestroyer,0.6667,11,0,891.6029,4980539249556180685,0
BackboneDestroyer,0.6389,10,0,852.4591,10461958956750997799,0
BackboneDestroyer,0.6944,9,0,820.9992,16153310431873527193,0
BackboneDestroyer,0.5556,12,0,846.5766,9995110248601291919,0
BackboneDestroyer,0.6389,9,0,805.5019,2362194408984126241,1
BackboneDestroyer,0.5833,11,0,866.1529,18028219467273410690,0
BackboneDestroyer,0.5833,12,0,891.9063,18158345307979754421,0
BackboneDestroyer,0.6944,9,0,829.4114,571758398216659801,0
BackboneDestroyer,0.6667,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.5000,14,0,802.6007,1683420027325650615,1
BackboneDestroyer,0.6111,9,0,803.3111,13996102363368337268,1
BackboneDestroyer,0.5278,13,0,853.7895,4670793400012327548,0
BackboneDestroyer,0.6944,10,0,820.4407,6251334824792168828,0
BackboneDestroyer,0.6389,9,0,823.4085,9982274638534093346,0
BackboneDestroyer,0.6111,10,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,9,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.5556,12,0,863.2701,7368716900679789323,0
BackboneDestroyer,0.6667,9,0,843.4393,13364294852125887391,0
BackboneDestroyer,0.6944,8,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6667,10,0,817.8002,12333060991338731011,0
BackboneDestroyer,0.5833,12,0,863.8252,10735772128590490453,0
BackboneDestroyer,0.6944,8,0,878.3728,743822162236095181,0
BackboneDestroyer,0.6944,8,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.6389,11,0,870.2938,17738627990714636089,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5000,12,0,832.8920,15251871687836082286,0
BackboneDestroyer,0.6111,10,0,858.9035,8988308289390542560,0
BackboneDestroyer,0.5833,10,0,881.9578,13519439002820568411,0
BackboneDestroyer,0.5833,10,0,868.9495,6090475316226462979,0
BackboneDestroyer,0.6111,10,0,909.6404,6074147775080279184,0
BackboneDestroyer,0.6111,10,0,930.2871,356810329494839207,0
BackboneDestroyer,0.6667,8,0,803.6943,15328930014682100007,1
BackboneDestroyer,0.6667,10,0,857.7421,9702109077219505544,0
BackboneDestroyer,0.7222,9,0,912.0616,14233316344168883579,0
BackboneDestroyer,0.6389,11,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6667,8,0,843.5054,13144948822471091189,0
BackboneDestroyer,0.5556,12,0,892.2788,7375963190701297889,0
BackboneDestroyer,0.7222,8,0,855.1927,194364554555738170,0
BackboneDestroyer,0.6944,8,0,852.1839,4441262185404415933,0
BackboneDestroyer,0.7222,8,0,837.8966,8818872036638609614,0
BackboneDestroyer,0.5833,12,0,865.4915,17258042547520743720,0
BackboneDestroyer,0.5833,11,0,891.1453,6370643534394049892,0
BackboneDestroyer,0.7222,8,0,852.6897,3421190852002764744,0
BackboneDestroyer,0.6389,10,0,913.4141,8839541419098646503,0
BackboneDestroyer,0.6389,9,0,884.4702,11713723812306735280,0
BackboneDestroyer,0.6944,9,0,873.7471,14507276122732526385,0
BackboneDestroyer,0.5833,11,0,816.2453,3030673687312833173,0
BackboneDestroyer,0.6389,10,0,869.6050,409741509964097941,0
BackboneDestroyer,0.6944,8,0,872.4736,17353553651697678537,0
BackboneDestroyer,0.5556,11,0,879.3104,2844726536736844910,0
BackboneDestroyer,0.5278,13,0,803.3111,13996102363368337268,1
BackboneDestroyer,0.6111,10,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6944,9,0,872.1423,8949568510203671307,0
BackboneDestroyer,0.6389,10,0,910.4648,6702323580193201986,0
BackboneDestroyer,0.6944,8,0,935.2901,15944925466398827700,0
BackboneDestroyer,0.6389,9,0,837.5388,2560126505731505788,0
BackboneDestroyer,0.7222,8,0,803.3111,13996102363368337268,1
BackboneDestroyer,0.6944,8,0,850.6631,8527881694570959996,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,10,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5278,12,0,873.1213,11903468296001515716,0
BackboneDestroyer,0.5556,12,0,875.8690,13264912140726338059,0
BackboneDestroyer,0.5556,12,0,819.5792,3585958712743979975,0
BackboneDestroyer,0.5833,10,0,848.8263,4933186675301881379,0
PlaceboDestroyer,0.5556,0,11,803.7866,199200466592558314,1
PlaceboDestroyer,0.6667,0,8,797.8718,10264966111433119558,1
PlaceboDestroyer,0.5833,0,10,828.7001,10121627615558797951,0
PlaceboDestroyer,0.6667,0,8,835.0500,1317356837511439522,0
PlaceboDestroyer,0.6389,0,9,831.4938,15865672196618607671,0
PlaceboDestroyer,0.6667,0,9,871.3618,1631570870980506630,0
PlaceboDestroyer,0.6111,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,11,803.1277,4975891338178397411,1
PlaceboDestroyer,0.6944,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,11,810.5735,6307814058645704904,0
PlaceboDestroyer,0.6944,0,8,836.1311,2574341201668446121,0
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5278,0,11,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,825.1397,11824326250485796480,0
PlaceboDestroyer,0.6944,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,14,827.3525,6942061030029042200,0
PlaceboDestroyer,0.5833,0,10,811.3003,4711019678756631762,0
PlaceboDestroyer,0.5556,0,11,875.8762,1206225574601866609,0
PlaceboDestroyer,0.5556,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,9,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,801.8739,11824326250485796480,1
PlaceboDestroyer,0.6667,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,9,869.4258,14404134434088626812,0
PlaceboDestroyer,0.6111,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7500,0,8,820.9992,16153310431873527193,0
PlaceboDestroyer,0.6389,0,9,801.8739,11824326250485796480,1
PlaceboDestroyer,0.6667,0,10,848.4946,9936119508947003919,0
PlaceboDestroyer,0.5833,0,9,887.3227,5475826925344081547,0
PlaceboDestroyer,0.6667,0,9,829.1403,10896477319414813953,0
PlaceboDestroyer,0.5278,0,12,839.8931,1411335396313465791,0
PlaceboDestroyer,0.5278,0,12,798.9434,678773149692492076,1
PlaceboDestroyer,0.6111,0,8,875.0315,13148594456764803801,0
PlaceboDestroyer,0.5833,0,10,841.4203,8560349114246935273,0
PlaceboDestroyer,0.6111,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,826.0486,9753051505955958754,0
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,847.7513,10390567388709698668,0
PlaceboDestroyer,0.7222,0,8,842.6183,18321336832908300153,0
PlaceboDestroyer,0.6389,0,9,914.4015,13224947268454228412,0
PlaceboDestroyer,0.6944,0,8,797.8718,10264966111433119558,1
PlaceboDestroyer,0.7222,0,8,797.8718,10264966111433119558,1
PlaceboDestroyer,0.5000,0,13,923.7010,16613869266470966059,0
PlaceboDestroyer,0.6667,0,9,812.2031,10264966111433119558,0
PlaceboDestroyer,0.6389,0,9,859.1134,1388859934174886587,0
PlaceboDestroyer,0.6667,0,8,887.1941,15958421369742875667,0
PlaceboDestroyer,0.6944,0,8,911.1997,1070340047728618012,0
PlaceboDestroyer,0.5833,0,11,810.6053,10264966111433119558,0
PlaceboDestroyer,0.7500,0,8,820.4407,6251334824792168828,0
PlaceboDestroyer,0.6389,0,8,843.4393,13364294852125887391,0
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,9,853.6062,17263732020192857115,0
PlaceboDestroyer,0.5556,0,12,879.9453,15039559791868912694,0
PlaceboDestroyer,0.6111,0,11,822.0017,3648268083357782554,0
PlaceboDestroyer,0.6667,0,9,902.9928,9704156329938122884,0
PlaceboDestroyer,0.6111,0,8,893.8625,1415641378639975442,0
PlaceboDestroyer,0.6667,0,8,866.4125,2723011972443473261,0
PlaceboDestroyer,0.6667,0,9,882.4575,3770619091930414735,0
PlaceboDestroyer,0.6111,0,10,803.1277,4975891338178397411,1
PlaceboDestroyer,0.6389,0,9,851.8484,9540288027062484531,0
PlaceboDestroyer,0.6111,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,833.5579,6870317863420522503,0
PlaceboDestroyer,0.6944,0,8,816.2453,3030673687312833173,0
PlaceboDestroyer,0.6667,0,10,819.5007,13225244327087722692,0
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7500,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7222,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,11,828.7001,10121627615558797951,0
PlaceboDestroyer,0.5278,0,12,810.5735,6307814058645704904,0
PlaceboDestroyer,0.7222,0,8,900.0277,10147304451690140986,0
PlaceboDestroyer,0.7222,0,8,817.9923,16150261068118086330,0
PlaceboDestroyer,0.6944,0,8,855.2077,16759967664892776603,0
PlaceboDestroyer,0.6111,0,10,891.0778,7876829583806463678,0
PlaceboDestroyer,0.6389,0,9,858.9745,15428664137859285929,0
PlaceboDestroyer,0.7500,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,11,803.1277,4975891338178397411,1
PlaceboDestroyer,0.6944,0,9,803.3111,13996102363368337268,1
PlaceboDestroyer,0.7500,0,8,826.0082,5397702475199642,0
PlaceboDestroyer,0.6389,0,10,856.3771,6657392768613420160,0
PlaceboDestroyer,0.5833,0,10,818.6157,17754796920711630959,0
PlaceboDestroyer,0.7222,0,8,816.2453,3030673687312833173,0
PlaceboDestroyer,0.6389,0,8,885.6443,379472718265545950,0
PlaceboDestroyer,0.6111,0,10,849.0681,8152890429832592461,0
PlaceboDestroyer,0.6389,0,8,821.7963,10264966111433119558,0
PlaceboDestroyer,0.7500,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,10,810.5735,6307814058645704904,0
PlaceboDestroyer,0.6944,0,9,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,14,898.9133,18148210274543821741,0
PlaceboDestroyer,0.6667,0,8,812.2031,10264966111433119558,0
PlaceboDestroyer,0.6389,0,8,862.4813,3227845520582800145,0
PlaceboDestroyer,0.6389,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5278,0,11,816.2453,3030673687312833173,0
PlaceboDestroyer,0.6389,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7222,0,9,820.9992,16153310431873527193,0
PlaceboDestroyer,0.6667,0,8,813.6952,678773149692492076,0
PlaceboDestroyer,0.6944,0,8,852.7512,9071285738551317813,0
PlaceboDestroyer,0.7222,0,8,803.1277,4975891338178397411,1
PlaceboDestroyer,0.6667,0,8,820.4407,6251334824792168828,0
PlaceboDestroyer,0.6667,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,9,812.2031,10264966111433119558,0
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,8,864.9976,7033958695949102230,0
PlaceboDestroyer,0.6389,0,10,860.2163,12722214216591654884,0
PlaceboDestroyer,0.6111,0,10,897.7802,2052401512654363894,0
PlaceboDestroyer,0.6389,0,9,816.4972,16588847154838108504,0
PlaceboDestroyer,0.7222,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,862.4813,3227845520582800145,0
PlaceboDestroyer,0.6389,0,10,846.8175,11889651534673399649,0
PlaceboDestroyer,0.6667,0,9,801.8739,11824326250485796480,1
PlaceboDestroyer,0.5556,0,12,856.3183,6525921369121643958,0
PlaceboDestroyer,0.6389,0,8,909.4424,699070257280868906,0
PlaceboDestroyer,0.6944,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,9,817.9923,16150261068118086330,0
PlaceboDestroyer,0.6667,0,8,820.9992,16153310431873527193,0
PlaceboDestroyer,0.6389,0,10,823.4085,9982274638534093346,0
PlaceboDestroyer,0.6667,0,9,854.7872,16759967664892776603,0
PlaceboDestroyer,0.6389,0,11,825.8377,15512280343957320089,0
PlaceboDestroyer,0.6111,0,10,886.0342,9737337230250925581,0
PlaceboDestroyer,0.6667,0,8,856.0888,3386172942967770515,0
PlaceboDestroyer,0.7500,0,8,820.9992,16153310431873527193,0
PlaceboDestroyer,0.6389,0,9,826.6984,167170242380040613,0
PlaceboDestroyer,0.7222,0,8,798.9434,678773149692492076,1
PlaceboDestroyer,0.5556,0,11,844.2961,5640460300929524332,0
PlaceboDestroyer,0.6667,0,9,812.2031,10264966111433119558,0
PlaceboDestroyer,0.5833,0,9,820.5758,1422527976808164485,0
PlaceboDestroyer,0.6389,0,9,813.6952,678773149692492076,0
PlaceboDestroyer,0.6944,0,8,848.4150,4009591388271689153,0
PlaceboDestroyer,0.6389,0,10,807.8428,1547347882701649523,1
PlaceboDestroyer,0.6111,0,11,797.8718,10264966111433119558,1
PlaceboDestroyer,0.5833,0,11,844.6884,612523274570922103,0
PlaceboDestroyer,0.6944,0,8,817.9923,16150261068118086330,0
PlaceboDestroyer,0.5833,0,10,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6667,0,10,871.7796,2379303777709097108,0
PlaceboDestroyer,0.6667,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,10,846.6440,10193339775716985021,0
PlaceboDestroyer,0.6111,0,10,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6944,0,9,884.6903,3278750443629973713,0
PlaceboDestroyer,0.7222,0,8,832.1876,8071489331902661493,0
PlaceboDestroyer,0.6389,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,10,816.2453,3030673687312833173,0
PlaceboDestroyer,0.6667,0,8,875.1709,7617359936159460581,0
PlaceboDestroyer,0.5833,0,10,868.9910,9279629699343190863,0
PlaceboDestroyer,0.6944,0,8,820.7058,7079382817155203333,0
PlaceboDestroyer,0.5833,0,10,862.8475,14963426275330940925,0
PlaceboDestroyer,0.6667,0,8,823.7503,4975891338178397411,0
PlaceboDestroyer,0.6944,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7222,0,8,863.7526,9304083455379756624,0
PlaceboDestroyer,0.6389,0,10,891.3333,9156576324349405739,0
PlaceboDestroyer,0.6667,0,9,842.3421,14779434136486198673,0
PlaceboDestroyer,0.6389,0,10,832.4720,5422742451720920713,0
PlaceboDestroyer,0.6389,0,9,828.8892,167170242380040613,0
PlaceboDestroyer,0.6389,0,9,828.7001,10121627615558797951,0
PlaceboDestroyer,0.6111,0,9,874.7792,142843149657992907,0
PlaceboDestroyer,0.5278,0,13,839.5114,839022783260669411,0
PlaceboDestroyer,0.6389,0,10,817.1960,3331220801269000902,0
PlaceboDestroyer,0.6667,0,10,832.1876,8071489331902661493,0
PlaceboDestroyer,0.7222,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,10,840.0507,828885251609970627,0
PlaceboDestroyer,0.7500,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,10,798.9434,678773149692492076,1
PlaceboDestroyer,0.6944,0,8,817.8002,12333060991338731011,0
PlaceboDestroyer,0.5556,0,13,804.0379,3558468003845243869,1
PlaceboDestroyer,0.6389,0,9,801.8739,11824326250485796480,1
PlaceboDestroyer,0.6389,0,9,797.8718,10264966111433119558,1
PlaceboDestroyer,0.6667,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,10,801.8739,11824326250485796480,1
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5556,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5278,0,13,829.9318,14210755499740821521,0
PlaceboDestroyer,0.6111,0,9,841.0370,17811921967933490631,0
PlaceboDestroyer,0.5833,0,11,930.3796,8408032142463289052,0
PlaceboDestroyer,0.6944,0,8,810.5735,6307814058645704904,0
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,9,835.7963,10283787359412796503,0
PlaceboDestroyer,0.5833,0,11,801.8739,11824326250485796480,1
PlaceboDestroyer,0.5556,0,11,856.5378,16434870060997862310,0
PlaceboDestroyer,0.6111,0,9,911.5608,4304857147611416496,0
PlaceboDestroyer,0.6667,0,10,880.5077,15569065518611501037,0
PlaceboDestroyer,0.6667,0,8,826.9890,15035871632325471732,0
PlaceboDestroyer,0.6667,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6389,0,9,803.1277,4975891338178397411,1
PlaceboDestroyer,0.6667,0,10,804.0648,6063581546530241427,1
PlaceboDestroyer,0.5556,0,12,815.1484,11824326250485796480,0
PlaceboDestroyer,0.6389,0,9,865.6803,9356865779976414661,0
PlaceboDestroyer,0.6111,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5833,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,9,813.6952,678773149692492076,0
PlaceboDestroyer,0.6944,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7222,0,9,810.6053,10264966111433119558,0
PlaceboDestroyer,0.7222,0,8,875.4440,4095217629536718502,0
PlaceboDestroyer,0.6389,0,10,825.1397,11824326250485796480,0
PlaceboDestroyer,0.6111,0,9,802.6007,1683420027325650615,1
PlaceboDestroyer,0.6944,0,8,832.3665,3589317410797804992,0
PlaceboDestroyer,0.6944,0,8,840.5965,16715552190825128415,0
PlaceboDestroyer,0.6667,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,9,897.0780,9723551413421312662,0
PlaceboDestroyer,0.6389,0,9,811.3003,4711019678756631762,0
PlaceboDestroyer,0.6389,0,8,843.4393,13364294852125887391,0
PlaceboDestroyer,0.6111,0,10,811.3003,4711019678756631762,0
PlaceboDestroyer,0.6667,0,8,826.6235,16476429076205921198,0
PlaceboDestroyer,0.6944,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7500,0,8,824.2921,9910051690224173202,0
PlaceboDestroyer,0.6944,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6667,0,9,809.4431,11824326250485796480,1
PlaceboDestroyer,0.7222,0,8,893.9139,13178307435619714018,0
PlaceboDestroyer,0.6944,0,8,816.2453,3030673687312833173,0
PlaceboDestroyer,0.6944,0,8,856.5426,5468490697750194333,0
PlaceboDestroyer,0.6389,0,11,835.7146,18266874012461398516,0
PlaceboDestroyer,0.5833,0,10,828.7001,10121627615558797951,0
PlaceboDestroyer,0.6389,0,11,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6111,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5833,0,10,828.7001,10121627615558797951,0
PlaceboDestroyer,0.6111,0,10,797.4513,10264966111433119558,1
PlaceboDestroyer,0.5833,0,10,879.3343,3427774305207438393,0
PlaceboDestroyer,0.6667,0,9,810.5735,6307814058645704904,0
PlaceboDestroyer,0.6389,0,8,851.8484,9540288027062484531,0
PlaceboDestroyer,0.6667,0,9,797.8718,10264966111433119558,1
PlaceboDestroyer,0.7222,0,8,854.7872,16759967664892776603,0
PlaceboDestroyer,0.7222,0,9,797.4513,10264966111433119558,1
PlaceboDestroyer,0.7222,0,8,797.4513,10264966111433119558,1
PlaceboDestroyer,0.6944,0,8,816.2453,3030673687312833173,0
