source_type,s1_edge_preservation,backbone_broken,placebo_broken,s2_dist,target_basin_hash,elite_reconstruction
BackbonePreserver,0.7500,0,6,830.3328,5739212504447643914,0
BackbonePreserver,0.7222,0,7,797.8718,10264966111433119558,1
BackbonePreserver,0.7500,0,7,797.4513,10264966111433119558,1
BackbonePreserver,0.7500,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,7,801.8739,11824326250485796480,1
BackbonePreserver,0.7500,0,5,825.1397,11824326250485796480,0
BackbonePreserver,0.7500,0,6,820.7058,7079382817155203333,0
BackbonePreserver,0.7500,0,5,797.4513,10264966111433119558,1
BackbonePreserver,0.7500,0,5,838.3980,14072564491443497810,0
BackbonePreserver,0.6944,0,9,837.0609,15419261188216186113,0
BackbonePreserver,0.6667,0,7,879.9453,15039559791868912694,0
BackbonePreserver,0.6944,0,7,858.1911,13364294852125887391,0
BackbonePreserver,0.7222,0,6,812.2031,10264966111433119558,0
BackbonePreserver,0.6667,0,7,810.6053,10264966111433119558,0
BackbonePreserver,0.6944,0,6,803.7866,199200466592558314,1
BackbonePreserver,0.7500,0,4,803.7866,199200466592558314,1
BackbonePreserver,0.7222,0,5,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,6,887.1941,15958421369742875667,0
BackbonePreserver,0.7222,0,7,836.1311,2574341201668446121,0
BackbonePreserver,0.7500,0,7,797.8718,10264966111433119558,1
BackbonePreserver,0.6667,0,7,843.4393,13364294852125887391,0
BackbonePreserver,0.7500,0,6,798.9434,678773149692492076,1
BackbonePreserver,0.7500,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,7,847.3325,8527756146757807131,0
BackbonePreserver,0.7500,0,6,820.7058,7079382817155203333,0
BackbonePreserver,0.7222,0,5,802.6007,1683420027325650615,1
BackbonePreserver,0.7500,0,5,828.3204,1941884731723026855,0
BackbonePreserver,0.7222,0,6,887.1229,18122210244877673732,0
BackbonePreserver,0.7222,0,7,803.3111,13996102363368337268,1
BackbonePreserver,0.7500,0,7,834.3771,17491741963748787141,0
BackbonePreserver,0.7500,0,6,830.3328,5739212504447643914,0
BackbonePreserver,0.7222,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.6389,0,9,856.5659,4585672592267420656,0
BackbonePreserver,0.7222,0,5,877.0340,741364091068320587,0
BackbonePreserver,0.7500,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,5,815.1484,11824326250485796480,0
BackbonePreserver,0.7500,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.6944,0,10,810.6053,10264966111433119558,0
BackbonePreserver,0.6667,0,7,833.9391,1103119652847250116,0
BackbonePreserver,0.6944,0,7,803.7866,199200466592558314,1
BackbonePreserver,0.7500,0,5,890.6573,1964745571346111489,0
BackbonePreserver,0.7500,0,6,838.8069,1388779656997143718,0
BackbonePreserver,0.7222,0,7,810.5735,6307814058645704904,0
BackbonePreserver,0.7500,0,6,830.3328,5739212504447643914,0
BackbonePreserver,0.6389,0,7,850.6171,2171289825098762274,0
BackbonePreserver,0.7500,0,7,797.4513,10264966111433119558,1
BackbonePreserver,0.7500,0,6,834.3771,17491741963748787141,0
BackbonePreserver,0.6111,0,9,857.6863,15350698091460695919,0
BackbonePreserver,0.7500,0,6,858.9745,15428664137859285929,0
BackbonePreserver,0.7500,0,6,819.5007,13225244327087722692,0
BackbonePreserver,0.7500,0,6,811.3003,4711019678756631762,0
BackbonePreserver,0.7222,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.7500,0,6,827.5683,5868812619231253220,0
BackbonePreserver,0.7500,0,6,803.7866,199200466592558314,1
BackbonePreserver,0.7500,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.6944,0,5,832.5019,3559279076653412902,0
BackbonePreserver,0.7222,0,5,856.1938,1941884731723026855,0
BackbonePreserver,0.7222,0,6,804.0648,6063581546530241427,1
BackbonePreserver,0.6944,0,6,854.6170,2055257113323394818,0
BackbonePreserver,0.5556,0,12,827.7977,11193401417425036634,0
BackbonePreserver,0.7222,0,8,820.9992,16153310431873527193,0
BackbonePreserver,0.7500,0,5,864.7297,10047783376024839269,0
BackbonePreserver,0.5833,0,11,804.0648,6063581546530241427,1
BackbonePreserver,0.7222,0,6,911.5608,4304857147611416496,0
BackbonePreserver,0.6944,0,8,821.1781,15276371457772871461,0
BackbonePreserver,0.7222,0,6,857.9648,7553523963272030806,0
BackbonePreserver,0.7500,0,6,826.0082,5397702475199642,0
BackbonePreserver,0.7222,0,6,797.4513,10264966111433119558,1
BackbonePreserver,0.6944,0,7,803.7866,199200466592558314,1
BackbonePreserver,0.7222,0,6,806.7850,7019505870457465348,1
BackbonePreserver,0.6111,0,10,894.2504,8795901841319951770,0
BackbonePreserver,0.7222,0,6,835.6781,16111095867936497187,0
BackbonePreserver,0.6111,0,10,803.1277,4975891338178397411,1
BackbonePreserver,0.7222,0,7,803.1277,4975891338178397411,1
BackbonePreserver,0.7500,0,6,804.0648,6063581546530241427,1
BackbonePreserver,0.7222,0,8,828.7001,10121627615558797951,0
BackbonePreserver,0.7222,0,8,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,6,846.6440,10193339775716985021,0
BackbonePreserver,0.6944,0,7,811.3205,11824326250485796480,0
BackbonePreserver,0.7500,0,5,825.1397,11824326250485796480,0
BackbonePreserver,0.6944,0,7,812.2031,10264966111433119558,0
BackbonePreserver,0.6944,0,7,797.4513,10264966111433119558,1
BackbonePreserver,0.7222,0,7,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,798.9434,678773149692492076,1
BackboneDestroyer,0.5556,10,0,916.1229,7895274244888825783,0
BackboneDestroyer,0.5833,10,0,846.1327,13466218606910073115,0
BackboneDestroyer,0.6944,8,0,798.9434,678773149692492076,1
BackboneDestroyer,0.5278,12,0,884.0941,8884068258289411739,0
BackboneDestroyer,0.6667,10,0,812.2031,10264966111433119558,0
BackboneDestroyer,0.6111,11,0,895.8341,3966042874958730911,0
BackboneDestroyer,0.6667,9,0,896.4016,14988234594569102122,0
BackboneDestroyer,0.6667,9,0,820.8613,6251334824792168828,0
BackboneDestroyer,0.7500,8,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.6389,9,0,811.0690,3528913281522819585,0
BackboneDestroyer,0.6667,8,0,946.4434,4562484030188263898,0
BackboneDestroyer,0.7222,8,0,862.7309,3639839042834579896,0
BackboneDestroyer,0.6944,8,0,835.0477,4748945388939145454,0
BackboneDestroyer,0.5556,12,0,799.6422,10264966111433119558,1
BackboneDestroyer,0.6944,8,0,864.2365,9987058496719312766,0
BackboneDestroyer,0.7500,8,0,817.9923,16150261068118086330,0
BackboneDestroyer,0.6667,9,0,822.5776,11811168530275145137,0
BackboneDestroyer,0.6667,8,0,844.3676,10008839776636303350,0
BackboneDestroyer,0.6944,9,0,910.6215,11721262661780401533,0
BackboneDestroyer,0.6944,8,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.5556,11,0,851.0655,8490059619438696882,0
BackboneDestroyer,0.6667,9,0,800.0627,10264966111433119558,1
BackboneDestroyer,0.6667,8,0,848.2293,5637881863515304567,0
BackboneDestroyer,0.6111,11,0,865.4402,3400012782567850604,0
BackboneDestroyer,0.7222,8,0,819.5007,13225244327087722692,0
BackboneDestroyer,0.6667,11,0,851.3250,2638821466695981864,0
BackboneDestroyer,0.5556,11,0,868.2330,648031033498055615,0
BackboneDestroyer,0.6667,8,0,820.1531,1799920800935451210,0
BackboneDestroyer,0.6667,8,0,835.4307,3444980119119542469,0
BackboneDestroyer,0.5278,12,0,900.5941,5586099286317458678,0
BackboneDestroyer,0.5833,10,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.5833,11,0,901.7631,9812760923488333335,0
BackboneDestroyer,0.6111,11,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5278,12,0,811.3003,4711019678756631762,0
BackboneDestroyer,0.7222,8,0,846.6733,17258042547520743720,0
BackboneDestroyer,0.7222,8,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6944,8,0,828.7001,10121627615558797951,0
BackboneDestroyer,0.5556,12,0,898.3401,4999097296562053508,0
BackboneDestroyer,0.6389,9,0,879.2455,5916333726921392949,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,11,0,884.5745,10939794398553128952,0
BackboneDestroyer,0.7222,9,0,952.3109,5864357576569075358,0
BackboneDestroyer,0.6111,11,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.5556,12,0,893.8997,1698534063321547698,0
BackboneDestroyer,0.6389,8,0,858.9035,8988308289390542560,0
BackboneDestroyer,0.6389,8,0,973.4581,11184173388345168951,0
BackboneDestroyer,0.6111,10,0,816.4972,16588847154838108504,0
BackboneDestroyer,0.7222,8,0,864.9727,15866484055022791437,0
BackboneDestroyer,0.6667,8,0,839.7646,12162105472004762330,0
BackboneDestroyer,0.6389,8,0,855.2212,12775982475680563468,0
BackboneDestroyer,0.5556,11,0,842.7266,238536661053097708,0
BackboneDestroyer,0.6944,8,0,828.7001,10121627615558797951,0
BackboneDestroyer,0.6389,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.5833,10,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.6389,8,0,879.0591,12415936964330183596,0
BackboneDestroyer,0.6111,10,0,864.2109,13537731011536477188,0
BackboneDestroyer,0.7222,9,0,863.6924,15766161298074906537,0
BackboneDestroyer,0.6111,11,0,835.4307,3444980119119542469,0
BackboneDestroyer,0.5278,13,0,855.4990,12872673557474097063,0
BackboneDestroyer,0.5833,10,0,895.6032,2162483200705153468,0
BackboneDestroyer,0.6667,10,0,873.6642,14902307916685324384,0
BackboneDestroyer,0.6389,8,0,869.6050,409741509964097941,0
BackboneDestroyer,0.6944,9,0,823.4085,9982274638534093346,0
BackboneDestroyer,0.6389,11,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,10,0,818.6240,2867324206358085349,0
BackboneDestroyer,0.6111,10,0,816.4972,16588847154838108504,0
BackboneDestroyer,0.5556,11,0,840.7155,4779869702415847703,0
BackboneDestroyer,0.5833,10,0,817.9923,16150261068118086330,0
BackboneDestroyer,0.7222,9,0,859.9659,5872779044609625329,0
BackboneDestroyer,0.6111,9,0,881.4231,14046530029737659952,0
BackboneDestroyer,0.5556,11,0,893.3291,7694878775158765879,0
BackboneDestroyer,0.6111,11,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7500,8,0,840.7268,8144328068228743802,0
BackboneDestroyer,0.6389,10,0,858.7834,12022232073232502992,0
BackboneDestroyer,0.6667,9,0,885.2689,389456541375178585,0
BackboneDestroyer,0.6667,9,0,911.6948,13434632284583164310,0
BackboneDestroyer,0.6667,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6667,8,0,869.5961,12626007556925264902,0
BackboneDestroyer,0.6111,10,0,917.1700,12092900260430520259,0
BackboneDestroyer,0.7222,9,0,872.4736,17353553651697678537,0
BackboneDestroyer,0.6111,10,0,818.2542,6846163816978031843,0
BackboneDestroyer,0.7222,8,0,803.3936,11824326250485796480,1
BackboneDestroyer,0.5833,12,0,850.4308,16959056024523522153,0
BackboneDestroyer,0.6667,8,0,836.0613,2098140014029165797,0
BackboneDestroyer,0.6944,10,0,857.7421,9702109077219505544,0
BackboneDestroyer,0.5556,11,0,930.0635,4102917599112554402,0
BackboneDestroyer,0.6389,10,0,841.3751,1137483353308742874,0
BackboneDestroyer,0.6389,10,0,894.7054,18278571667215970967,0
BackboneDestroyer,0.7222,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,11,0,820.7058,7079382817155203333,0
BackboneDestroyer,0.6111,10,0,837.3199,9149955604146687031,0
BackboneDestroyer,0.6111,11,0,903.7876,3926203556402341371,0
BackboneDestroyer,0.6944,8,0,869.6050,409741509964097941,0
BackboneDestroyer,0.5278,12,0,837.6726,18145985235763596715,0
BackboneDestroyer,0.6389,9,0,893.9689,18092839026407254376,0
BackboneDestroyer,0.5833,11,0,838.4979,11741168474939349512,0
BackboneDestroyer,0.7500,8,0,837.6726,18145985235763596715,0
BackboneDestroyer,0.6389,11,0,872.1423,8949568510203671307,0
BackboneDestroyer,0.5556,12,0,825.4816,12292483739457138691,0
BackboneDestroyer,0.5556,11,0,820.5115,7282138676726714151,0
BackboneDestroyer,0.5833,10,0,819.6692,5976359785007467716,0
BackboneDestroyer,0.6944,10,0,876.5618,6400903649277951169,0
BackboneDestroyer,0.5278,13,0,828.7001,10121627615558797951,0
BackboneDestroyer,0.5833,10,0,826.3874,3711879101473271551,0
BackboneDestroyer,0.6389,9,0,861.8236,12158236998264673348,0
BackboneDestroyer,0.6389,10,0,861.4773,4100989211818425135,0
BackboneDestroyer,0.6667,8,0,842.3421,14779434136486198673,0
BackboneDestroyer,0.6667,9,0,822.5776,11811168530275145137,0
BackboneDestroyer,0.5833,12,0,874.9935,10155202397166574641,0
BackboneDestroyer,0.6667,9,0,837.2446,8377349140786276264,0
BackboneDestroyer,0.7222,9,0,889.5609,8216976513985190767,0
BackboneDestroyer,0.6944,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6944,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,9,0,798.9434,678773149692492076,1
BackboneDestroyer,0.6111,11,0,871.3935,12744366930802612360,0
BackboneDestroyer,0.5833,10,0,862.3420,9516018541494876496,0
BackboneDestroyer,0.6944,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,10,0,893.8210,11882398495454922575,0
BackboneDestroyer,0.5833,11,0,821.4331,10067872278041119297,0
BackboneDestroyer,0.6389,10,0,849.0681,8152890429832592461,0
BackboneDestroyer,0.6667,9,0,820.2431,16549365021343471878,0
BackboneDestroyer,0.6111,10,0,800.0627,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.6111,12,0,852.4591,10461958956750997799,0
BackboneDestroyer,0.6667,10,0,839.3591,1901274594690967491,0
BackboneDestroyer,0.6667,8,0,860.8638,4189601686158954538,0
BackboneDestroyer,0.6389,9,0,824.0412,7282138676726714151,0
BackboneDestroyer,0.6944,8,0,895.3315,10846364840811007455,0
BackboneDestroyer,0.6944,8,0,885.8488,6858846026351134442,0
BackboneDestroyer,0.5278,13,0,816.4972,16588847154838108504,0
BackboneDestroyer,0.6111,10,0,816.2453,3030673687312833173,0
BackboneDestroyer,0.6944,9,0,854.4855,14870403583132540133,0
BackboneDestroyer,0.6111,9,0,909.0845,11045468801895055914,0
BackboneDestroyer,0.6944,8,0,891.4896,9684555179834665220,0
BackboneDestroyer,0.5556,12,0,852.7832,13994630371753901841,0
BackboneDestroyer,0.6667,8,0,838.3404,10031865751767568033,0
BackboneDestroyer,0.7222,8,0,798.9434,678773149692492076,1
BackboneDestroyer,0.5000,13,0,811.0690,3528913281522819585,0
BackboneDestroyer,0.7222,8,0,803.1277,4975891338178397411,1
BackboneDestroyer,0.6944,9,0,856.7959,16186927151600993709,0
BackboneDestroyer,0.5556,12,0,840.3448,4332161712212489198,0
BackboneDestroyer,0.6111,10,0,883.0188,5771864594629811871,0
BackboneDestroyer,0.6667,9,0,876.4231,6881002776245933723,0
BackboneDestroyer,0.6111,10,0,894.4560,17394235011706934151,0
BackboneDestroyer,0.5278,13,0,866.2395,322137083546678916,0
BackboneDestroyer,0.6111,9,0,828.7001,10121627615558797951,0
BackboneDestroyer,0.6667,10,0,817.9923,16150261068118086330,0
BackboneDestroyer,0.5833,10,0,891.4573,2909815758509437490,0
BackboneDestroyer,0.6389,10,0,817.1960,3331220801269000902,0
BackboneDestroyer,0.7222,9,0,837.6726,18145985235763596715,0
BackboneDestroyer,0.6944,9,0,821.7963,10264966111433119558,0
BackboneDestroyer,0.6667,9,0,800.0627,10264966111433119558,1
BackboneDestroyer,0.6111,11,0,823.1901,16153310431873527193,0
BackboneDestroyer,0.6389,10,0,801.8739,11824326250485796480,1
BackboneDestroyer,0.6389,10,0,850.2179,2533513701727667503,0
BackboneDestroyer,0.5000,14,0,822.5776,11811168530275145137,0
BackboneDestroyer,0.6667,8,0,846.5766,9995110248601291919,0
BackboneDestroyer,0.5000,12,0,850.3423,3894901114465266957,0
BackboneDestroyer,0.6667,9,0,991.3199,2148702512495029828,0
BackboneDestroyer,0.6944,8,0,856.3898,3755121859064447869,0
BackboneDestroyer,0.7222,8,0,818.2542,6846163816978031843,0
BackboneDestroyer,0.6944,9,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6944,8,0,801.8739,11824326250485796480,1
BackboneDestroyer,0.7222,8,0,857.7421,9702109077219505544,0
BackboneDestroyer,0.5556,12,0,887.4966,3683646274093667581,0
BackboneDestroyer,0.5278,13,0,839.3605,2542412132892670305,0
BackboneDestroyer,0.5833,11,0,894.1985,11858102950639435977,0
BackboneDestroyer,0.6667,9,0,857.7017,8751209803230902836,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7500,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6944,9,0,840.9450,13383343620214730433,0
BackboneDestroyer,0.7222,8,0,850.6631,8527881694570959996,0
BackboneDestroyer,0.6111,9,0,929.1177,7007169792835337969,0
BackboneDestroyer,0.6667,9,0,877.5659,658352875517233104,0
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,11,0,824.0412,7282138676726714151,0
BackboneDestroyer,0.6667,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,9,0,811.3003,4711019678756631762,0
BackboneDestroyer,0.5833,10,0,812.2031,10264966111433119558,0
BackboneDestroyer,0.6389,9,0,888.5499,12214699117512160933,0
BackboneDestroyer,0.7500,8,0,830.9485,16876237720680841096,0
BackboneDestroyer,0.6389,9,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.5556,13,0,886.3200,2313468311409173359,0
BackboneDestroyer,0.6944,9,0,817.9923,16150261068118086330,0
BackboneDestroyer,0.5000,12,0,848.2814,17787625248272873469,0
BackboneDestroyer,0.5556,11,0,837.8966,8818872036638609614,0
BackboneDestroyer,0.6389,11,0,888.6916,7430996181481472093,0
BackboneDestroyer,0.6944,8,0,897.8697,8380397648165763285,0
BackboneDestroyer,0.6944,8,0,798.9434,678773149692492076,1
BackboneDestroyer,0.6944,9,0,811.0690,3528913281522819585,0
BackboneDestroyer,0.6111,11,0,898.3335,9573273981475789631,0
BackboneDestroyer,0.6667,9,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6389,9,0,816.4972,16588847154838108504,0
BackboneDestroyer,0.6389,11,0,850.7927,549346102991433556,0
BackboneDestroyer,0.6667,8,0,852.4966,13737893565095709060,0
BackboneDestroyer,0.6667,8,0,837.3199,9149955604146687031,0
BackboneDestroyer,0.6111,8,0,812.2031,10264966111433119558,0
BackboneDestroyer,0.6111,9,0,817.8002,12333060991338731011,0
BackboneDestroyer,0.5278,12,0,880.1651,10424811742892708579,0
BackboneDestroyer,0.5833,12,0,924.7583,15995109916423950126,0
BackboneDestroyer,0.5278,13,0,848.1386,7373780685226667326,0
BackboneDestroyer,0.6389,10,0,844.3676,10008839776636303350,0
BackboneDestroyer,0.7222,8,0,875.1339,5583790296032896681,0
BackboneDestroyer,0.6944,9,0,835.4307,3444980119119542469,0
BackboneDestroyer,0.6944,10,0,854.2898,8462279606551421585,0
BackboneDestroyer,0.6389,10,0,831.2467,4565986850094687243,0
BackboneDestroyer,0.6944,10,0,798.9434,678773149692492076,1
BackboneDestroyer,0.6111,8,0,888.7152,15308444398065367601,0
BackboneDestroyer,0.5556,13,0,920.7884,3077089674808937689,0
BackboneDestroyer,0.6667,8,0,835.4307,3444980119119542469,0
BackboneDestroyer,0.6944,8,0,799.6422,10264966111433119558,1
BackboneDestroyer,0.6667,9,0,845.7092,7373780685226667326,0
BackboneDestroyer,0.6389,9,0,882.3222,10211914456976928452,0
BackboneDestroyer,0.7222,8,0,840.3448,4332161712212489198,0
BackboneDestroyer,0.6389,10,0,801.8739,11824326250485796480,1
BackboneDestroyer,0.6111,11,0,835.4307,3444980119119542469,0
BackboneDestroyer,0.5833,10,0,848.9561,16798683940163834212,0
BackboneDestroyer,0.6389,10,0,877.0329,11416320138640539124,0
BackboneDestroyer,0.7222,8,0,867.4833,12600317856918183362,0
BackboneDestroyer,0.5556,12,0,820.1531,1799920800935451210,0
BackboneDestroyer,0.5833,11,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6944,8,0,876.9231,7987679693914979179,0
BackboneDestroyer,0.6389,10,0,903.5113,13472091307146937613,0
BackboneDestroyer,0.6111,11,0,835.5793,10301435440714849646,0
BackboneDestroyer,0.5556,12,0,893.1641,13459313695241975114,0
BackboneDestroyer,0.6944,9,0,800.0627,10264966111433119558,1
BackboneDestroyer,0.7500,8,0,884.5745,10939794398553128952,0
BackboneDestroyer,0.6667,10,0,871.3191,14363267216853733475,0
BackboneDestroyer,0.6389,10,0,811.3003,4711019678756631762,0
BackboneDestroyer,0.5556,12,0,852.3245,16763093284842478260,0
BackboneDestroyer,0.6944,8,0,855.7353,6868657193775329652,0
BackboneDestroyer,0.6111,10,0,852.4724,15654068327717318054,0
BackboneDestroyer,0.7222,8,0,898.6289,18079188025860890577,0
BackboneDestroyer,0.7500,8,0,910.1841,473193263292063916,0
BackboneDestroyer,0.6389,10,0,841.3751,1137483353308742874,0
BackboneDestroyer,0.6667,8,0,848.0991,12114194258740676258,0
BackboneDestroyer,0.6944,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,9,0,885.7833,10425462643848867792,0
BackboneDestroyer,0.6111,10,0,854.3517,559743300598185080,0
BackboneDestroyer,0.7500,8,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6389,10,0,851.5789,2809069905135405405,0
BackboneDestroyer,0.6667,9,0,880.7030,3448989545176740205,0
BackboneDestroyer,0.7222,8,0,927.4687,5171609693472589510,0
BackboneDestroyer,0.5556,13,0,895.6920,1596409425072972086,0
BackboneDestroyer,0.6667,10,0,872.8856,16198449451493279182,0
BackboneDestroyer,0.7500,8,0,853.5577,3089569824509476672,0
BackboneDestroyer,0.6667,8,0,869.6290,12490613451394784679,0
BackboneDestroyer,0.5833,10,0,865.2088,17743247247968170415,0
BackboneDestroyer,0.6944,9,0,804.1204,1683420027325650615,1
BackboneDestroyer,0.6111,11,0,858.0029,10404330615862539627,0
BackboneDestroyer,0.6667,10,0,851.2445,14212206600410285634,0
BackboneDestroyer,0.6667,8,0,821.9604,6251334824792168828,0
BackboneDestroyer,0.5556,11,0,849.9676,12147952591984359606,0
BackboneDestroyer,0.6389,9,0,843.1019,1771785619489269024,0
BackboneDestroyer,0.6667,10,0,855.8379,17228073018598345969,0
BackboneDestroyer,0.6389,9,0,850.2179,2533513701727667503,0
BackboneDestroyer,0.6944,8,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.6111,10,0,903.1620,12777530118860352368,0
BackboneDestroyer,0.6389,9,0,885.4336,574222274509566621,0
BackboneDestroyer,0.6667,8,0,936.4277,16640940236637722367,0
BackboneDestroyer,0.7222,8,0,857.1701,1757435981591889094,0
BackboneDestroyer,0.5833,9,0,877.0914,3572123269954564295,0
BackboneDestroyer,0.6389,9,0,902.6857,18012440042338041839,0
BackboneDestroyer,0.6389,11,0,826.0486,9753051505955958754,0
BackboneDestroyer,0.6111,10,0,928.7522,11819207845906294011,0
BackboneDestroyer,0.5833,10,0,866.7153,5925795090813730968,0
BackboneDestroyer,0.6111,9,0,816.2453,3030673687312833173,0
BackboneDestroyer,0.6389,10,0,887.0728,3216488065245937653,0
BackboneDestroyer,0.6944,9,0,864.3709,1874639519519386739,0
BackboneDestroyer,0.7222,9,0,876.9204,226318131818134394,0
BackboneDestroyer,0.5833,10,0,821.8258,3233581744611180501,0
BackboneDestroyer,0.6944,9,0,803.1277,4975891338178397411,1
BackboneDestroyer,0.7222,8,0,844.3676,10008839776636303350,0
BackboneDestroyer,0.5556,13,0,916.8507,10574898426518384680,0
BackboneDestroyer,0.5833,10,0,870.2628,15058480589105564406,0
BackboneDestroyer,0.7500,8,0,821.7963,10264966111433119558,0
BackboneDestroyer,0.5000,13,0,844.3676,10008839776636303350,0
BackboneDestroyer,0.6111,10,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,10,0,801.8739,11824326250485796480,1
BackboneDestroyer,0.6111,10,0,875.6073,15777268316287460085,0
BackboneDestroyer,0.6944,8,0,844.1620,11443017188717396517,0
BackboneDestroyer,0.6667,8,0,819.5792,3585958712743979975,0
BackboneDestroyer,0.6667,10,0,836.8092,2868724174853822375,0
BackboneDestroyer,0.7222,9,0,839.7646,12162105472004762330,0
BackboneDestroyer,0.6944,9,0,818.2542,6846163816978031843,0
BackboneDestroyer,0.7222,9,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6389,11,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6667,10,0,827.3525,6942061030029042200,0
BackboneDestroyer,0.6667,9,0,866.1628,7136580582864335675,0
BackboneDestroyer,0.6667,10,0,872.1423,8949568510203671307,0
BackboneDestroyer,0.5000,14,0,822.9282,16706677395443074754,0
BackboneDestroyer,0.6111,11,0,878.3934,2710935859729540487,0
BackboneDestroyer,0.5556,12,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.7222,8,0,824.2303,11610318588857558995,0
BackboneDestroyer,0.6389,10,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.6389,11,0,888.7152,15308444398065367601,0
BackboneDestroyer,0.6111,12,0,844.3676,10008839776636303350,0
BackboneDestroyer,0.6389,10,0,931.8504,6332225059749250067,0
BackboneDestroyer,0.6111,12,0,860.8638,4189601686158954538,0
BackboneDestroyer,0.6667,9,0,824.2303,11610318588857558995,0
BackboneDestroyer,0.5833,11,0,810.5735,6307814058645704904,0
BackboneDestroyer,0.6944,9,0,817.8002,12333060991338731011,0
BackboneDestroyer,0.6944,9,0,818.2542,6846163816978031843,0
BackboneDestroyer,0.6111,10,0,801.8739,11824326250485796480,1
BackboneDestroyer,0.7500,8,0,821.4331,10067872278041119297,0
BackboneDestroyer,0.5833,10,0,872.6020,9215335799761970362,0
BackboneDestroyer,0.5278,12,0,854.3683,383222349464152589,0
BackboneDestroyer,0.6944,9,0,836.1311,2574341201668446121,0
BackboneDestroyer,0.5556,12,0,803.7866,199200466592558314,1
BackboneDestroyer,0.6389,11,0,852.6897,3421190852002764744,0
BackboneDestroyer,0.6389,11,0,856.0184,12254746053784347469,0
BackboneDestroyer,0.6667,9,0,797.8718,10264966111433119558,1
BackboneDestroyer,0.5556,12,0,811.0690,3528913281522819585,0
BackboneDestroyer,0.5278,13,0,829.4114,571758398216659801,0
BackboneDestroyer,0.6944,10,0,818.2207,12333060991338731011,0
BackboneDestroyer,0.5278,12,0,875.0467,15926387023280765836,0
BackboneDestroyer,0.7222,9,0,843.5054,13144948822471091189,0
BackboneDestroyer,0.6389,9,0,858.9035,8988308289390542560,0
BackboneDestroyer,0.7500,8,0,797.4513,10264966111433119558,1
BackboneDestroyer,0.6111,11,0,860.5801,16243389795838039060,0
BackboneDestroyer,0.5556,12,0,906.8109,1671866414102795684,0
BackboneDestroyer,0.6389,11,0,817.8002,12333060991338731011,0
BackboneDestroyer,0.6389,9,0,797.4513,10264966111433119558,1
