ID,Path,Type,Category,Owner,Lifecycle,Confidence,Evidence
ART-7698,.venv_kite/lib/python3.14/site-packages/pip/_vendor/requests/utils.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7699,.venv_kite/lib/python3.14/site-packages/pip/_vendor/requests/exceptions.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7700,.venv_kite/lib/python3.14/site-packages/pip/_vendor/requests/structures.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 8 files
ART-7701,.venv_kite/lib/python3.14/site-packages/pip/_vendor/requests/help.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7702,.venv_kite/lib/python3.14/site-packages/pip/_vendor/requests/adapters.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7703,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli/_types.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 4 files
ART-7704,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7705,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli/_parser.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7706,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli/_re.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7707,.venv_kite/lib/python3.14/site-packages/pip/_vendor/certifi/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7708,.venv_kite/lib/python3.14/site-packages/pip/_vendor/certifi/core.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7709,.venv_kite/lib/python3.14/site-packages/pip/_vendor/certifi/__main__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7710,.venv_kite/lib/python3.14/site-packages/pip/_vendor/pyproject_hooks/_impl.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 9 files
ART-7711,.venv_kite/lib/python3.14/site-packages/pip/_vendor/pyproject_hooks/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7712,.venv_kite/lib/python3.14/site-packages/pip/_vendor/pyproject_hooks/_in_process/_in_process.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 5 files
ART-7713,.venv_kite/lib/python3.14/site-packages/pip/_vendor/pyproject_hooks/_in_process/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7714,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/themes.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7715,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/screen.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7716,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/logging.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7717,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/measure.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7718,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/tree.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7719,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/console.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7720,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/live_render.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7721,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_emoji_codes.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7722,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/box.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7723,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/color.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7724,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_timer.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7725,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_fileno.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7726,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/align.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7727,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/theme.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7728,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/style.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7729,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/default_styles.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7730,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_wrap.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7731,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_log_render.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7732,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/emoji.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7733,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/layout.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7734,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/containers.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7735,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_emoji_replace.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7736,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/traceback.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7737,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/region.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7738,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/protocol.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7739,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_loop.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7740,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/control.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7741,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/filesize.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7742,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_null_file.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7743,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_palettes.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7744,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7745,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_pick.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7746,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/file_proxy.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7747,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/palette.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7748,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/markup.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7749,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_ratio.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7750,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/repr.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7751,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/constrain.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7752,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/pretty.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7753,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/diagnose.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7754,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/columns.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7755,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/rule.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7756,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_inspect.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7757,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/pager.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7758,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/text.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7759,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/highlighter.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7760,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_spinners.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7761,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/terminal_theme.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7762,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/bar.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7763,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/live.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7764,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/syntax.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7765,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/table.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7766,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_export_format.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7767,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/progress_bar.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7768,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/errors.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7769,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/prompt.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7770,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/segment.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7771,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/ansi.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7772,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/progress.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7773,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_stack.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7774,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_windows.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7775,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_cell_widths.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7776,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/cells.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7777,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_win32_console.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7778,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/panel.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7779,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/styled.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7780,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/spinner.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7781,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_windows_renderer.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7782,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/json.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7783,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/padding.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7784,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/__main__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7785,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/scope.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7786,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/_extension.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7787,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/status.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7788,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/abc.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7789,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/jupyter.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7790,.venv_kite/lib/python3.14/site-packages/pip/_vendor/rich/color_triplet.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7791,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli_w/_writer.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 4 files
ART-7792,.venv_kite/lib/python3.14/site-packages/pip/_vendor/tomli_w/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7793,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/filepost.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7794,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/fields.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7795,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/_version.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7796,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/request.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7797,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7798,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/poolmanager.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7799,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/response.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7800,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/connection.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7801,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/_collections.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7802,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/exceptions.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7803,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/connectionpool.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7804,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/queue.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7805,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/ssltransport.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7806,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/proxy.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7807,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/wait.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7808,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/request.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7809,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/timeout.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7810,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7811,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/response.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7812,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/ssl_.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7813,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/retry.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7814,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/url.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7815,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/connection.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7816,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/util/ssl_match_hostname.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7817,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/securetransport.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7818,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7819,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/socks.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7820,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/_appengine_environ.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7821,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/pyopenssl.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7822,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/appengine.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7823,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/ntlmpool.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7824,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/_securetransport/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7825,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/_securetransport/low_level.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7826,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/contrib/_securetransport/bindings.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7827,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/packages/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7828,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/packages/six.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7829,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/packages/backports/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7830,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/packages/backports/makefile.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7831,.venv_kite/lib/python3.14/site-packages/pip/_vendor/urllib3/packages/backports/weakref_finalize.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7832,.venv_kite/lib/python3.14/site-packages/pip/_vendor/pkg_resources/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7833,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7834,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/providers.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7835,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/structs.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7836,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/reporters.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7837,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/resolvers/abstract.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7838,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/resolvers/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7839,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/resolvers/exceptions.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7840,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/resolvers/criterion.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7841,.venv_kite/lib/python3.14/site-packages/pip/_vendor/resolvelib/resolvers/resolution.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7842,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/macos.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7843,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/unix.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7844,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/version.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7845,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7846,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/api.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7847,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/android.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7848,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/windows.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7849,.venv_kite/lib/python3.14/site-packages/pip/_vendor/platformdirs/__main__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7850,.venv_kite/lib/python3.14/site-packages/automat/_visualize.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7851,.venv_kite/lib/python3.14/site-packages/automat/_runtimeproto.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7852,.venv_kite/lib/python3.14/site-packages/automat/_methodical.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7853,.venv_kite/lib/python3.14/site-packages/automat/_introspection.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7854,.venv_kite/lib/python3.14/site-packages/automat/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7855,.venv_kite/lib/python3.14/site-packages/automat/_discover.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7856,.venv_kite/lib/python3.14/site-packages/automat/_typed.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7857,.venv_kite/lib/python3.14/site-packages/automat/_core.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7858,.venv_kite/lib/python3.14/site-packages/automat/_test/test_discover.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7859,.venv_kite/lib/python3.14/site-packages/automat/_test/test_core.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7860,.venv_kite/lib/python3.14/site-packages/automat/_test/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7861,.venv_kite/lib/python3.14/site-packages/automat/_test/test_trace.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7862,.venv_kite/lib/python3.14/site-packages/automat/_test/test_type_based.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7863,.venv_kite/lib/python3.14/site-packages/automat/_test/test_visualize.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7864,.venv_kite/lib/python3.14/site-packages/automat/_test/test_methodical.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7865,.venv_kite/lib/python3.14/site-packages/sklearn/conftest.py,Executable,Experiment,Unknown,Candidate for Removal,Medium,Filename matched Experiment
ART-7866,.venv_kite/lib/python3.14/site-packages/sklearn/multiclass.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7867,.venv_kite/lib/python3.14/site-packages/sklearn/kernel_approximation.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7868,.venv_kite/lib/python3.14/site-packages/sklearn/random_projection.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7869,.venv_kite/lib/python3.14/site-packages/sklearn/isotonic.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7870,.venv_kite/lib/python3.14/site-packages/sklearn/multioutput.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7871,.venv_kite/lib/python3.14/site-packages/sklearn/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7872,.venv_kite/lib/python3.14/site-packages/sklearn/kernel_ridge.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7873,.venv_kite/lib/python3.14/site-packages/sklearn/_distributor_init.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7874,.venv_kite/lib/python3.14/site-packages/sklearn/_min_dependencies.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 3 files
ART-7875,.venv_kite/lib/python3.14/site-packages/sklearn/naive_bayes.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7876,.venv_kite/lib/python3.14/site-packages/sklearn/pipeline.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 4 files
ART-7877,.venv_kite/lib/python3.14/site-packages/sklearn/discriminant_analysis.py,Executable,Analysis,Unknown,Active,High,Filename matched Analysis; Invoked by 2 files
ART-7878,.venv_kite/lib/python3.14/site-packages/sklearn/exceptions.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7879,.venv_kite/lib/python3.14/site-packages/sklearn/_config.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7880,.venv_kite/lib/python3.14/site-packages/sklearn/dummy.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7881,.venv_kite/lib/python3.14/site-packages/sklearn/base.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7882,.venv_kite/lib/python3.14/site-packages/sklearn/calibration.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 3 files
ART-7883,.venv_kite/lib/python3.14/site-packages/sklearn/tree/__init__.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7884,.venv_kite/lib/python3.14/site-packages/sklearn/tree/_export.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7885,.venv_kite/lib/python3.14/site-packages/sklearn/tree/_reingold_tilford.py,Executable,Unknown,Unknown,Active,Medium,Invoked by 2 files
ART-7886,.venv_kite/lib/python3.14/site-packages/sklearn/tree/_classes.py,Executable,Unknown,Unknown,Candidate for Removal,Low,
ART-7887,.venv_kite/lib/python3.14/site-packages/sklearn/tree/tests/test_split.py,Executable,Experiment,Unknown,Candidate for Removal,Medium,Filename matched Experiment
ART-7888,.venv_kite/lib/python3.14/site-packages/sklearn/tree/tests/test_monotonic_tree.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7889,.venv_kite/lib/python3.14/site-packages/sklearn/tree/tests/test_tree.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
ART-7890,.venv_kite/lib/python3.14/site-packages/sklearn/tree/tests/test_reingold_tilford.py,Executable,Experiment,Unknown,Active,High,Filename matched Experiment; Invoked by 2 files
