evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260717T034500Z-gen20260820T104928773748Z-BOSCHLTD_NS,2026-07-17T03:45:00Z,BOSCHLTD.NS,SHORT,NoTrade,Unfavourable,0.287671,146,StateOnly,0.883279,3.0,40855.0000,39353.8105,42554.5647,NO_TRADE,3,false,false,false,0.011137,-0.019092,-0.017256,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-BPCL_NS,2026-07-17T03:45:00Z,BPCL.NS,SHORT,NoTrade,Unfavourable,0.250000,152,StateOnly,0.840836,4.0,315.5500,305.0913,327.9884,NO_TRADE,4,false,false,false,0.033117,-0.020124,0.018064,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-BRITANNIA_NS,2026-07-17T03:45:00Z,BRITANNIA.NS,SHORT,Watch,Mixed,0.345912,159,StateOnly,1.087786,4.0,5412.5000,5244.7376,5566.7238,HORIZON,4,false,false,true,0.008684,-0.021524,0.004527,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-CANBK_NS,2026-07-17T03:45:00Z,CANBK.NS,LONG,Buy,Favourable,0.404959,121,Exact,1.030656,3.0,125.0100,131.9124,118.3129,HORIZON,3,false,false,true,0.049516,0.000000,0.011599,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-CHOLAFIN_NS,2026-07-17T03:45:00Z,CHOLAFIN.NS,SHORT,Watch,Mixed,0.337017,181,StateOnly,1.011490,3.0,1804.9000,1716.4616,1892.3338,HORIZON,3,false,false,true,0.044213,0.000000,0.042606,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-CIPLA_NS,2026-07-17T03:45:00Z,CIPLA.NS,SHORT,NoTrade,Unfavourable,0.278195,133,StateOnly,1.344349,4.0,1418.7000,1360.7712,1461.7905,NO_TRADE,1,false,false,false,0.000000,-0.033763,-0.030373,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-COALINDIA_NS,2026-07-17T03:45:00Z,COALINDIA.NS,LONG,NoTrade,Unfavourable,0.226804,97,Exact,1.524200,4.0,427.6500,444.9384,416.3074,NO_TRADE,4,false,false,false,0.013679,-0.007366,-0.001403,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-COLPAL_NS,2026-07-17T03:45:00Z,COLPAL.NS,LONG,NoTrade,Unfavourable,0.241379,58,Exact,1.323366,3.0,2042.4000,2119.1036,1984.4391,NO_TRADE,1,false,false,false,0.039953,-0.008764,0.037556,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-DABUR_NS,2026-07-17T03:45:00Z,DABUR.NS,LONG,NoTrade,Unfavourable,0.185185,81,Exact,0.748988,3.0,427.2000,436.7890,414.3975,NO_TRADE,3,false,false,false,0.008778,-0.013226,-0.001639,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-DIVISLAB_NS,2026-07-17T03:45:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.236842,152,StateOnly,1.154124,3.0,7247.5000,6983.8375,7475.9524,NO_TRADE,3,false,false,false,0.003863,-0.026354,-0.019179,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-DLF_NS,2026-07-17T03:45:00Z,DLF.NS,SHORT,Sell,Favourable,0.434211,152,StateOnly,0.812354,4.0,667.8000,644.5068,696.4737,TARGET,4,true,false,false,0.044025,-0.011231,0.034881,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-DRREDDY_NS,2026-07-17T03:45:00Z,DRREDDY.NS,SHORT,NoTrade,Unfavourable,0.283784,74,Exact,1.490326,4.0,1211.2000,1162.6551,1243.7733,NO_TRADE,4,false,false,false,0.090984,-0.016595,0.090984,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-EICHERMOT_NS,2026-07-17T03:45:00Z,EICHERMOT.NS,SHORT,NoTrade,Unfavourable,0.121212,99,Exact,0.793324,4.0,7563.5000,7322.0451,7867.8587,NO_TRADE,4,false,false,false,0.011304,-0.029814,-0.020890,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-GAIL_NS,2026-07-17T03:45:00Z,GAIL.NS,SHORT,NoTrade,Unfavourable,0.173913,69,Exact,1.453477,4.0,171.2000,161.5921,177.8103,NO_TRADE,4,false,false,false,0.008762,-0.029206,-0.004615,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-GODREJCP_NS,2026-07-17T03:45:00Z,GODREJCP.NS,SHORT,NoTrade,Unfavourable,0.245399,163,StateOnly,1.128430,3.0,1071.9000,1022.7685,1115.4397,NO_TRADE,3,false,false,false,0.031626,-0.000093,0.002892,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-GODREJPROP_NS,2026-07-17T03:45:00Z,GODREJPROP.NS,SHORT,Watch,Mixed,0.329193,161,StateOnly,1.182328,4.0,2102.1001,1978.1908,2206.9011,HORIZON,4,false,false,true,0.034632,-0.031778,0.029066,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-GRASIM_NS,2026-07-17T03:45:00Z,GRASIM.NS,SHORT,NoTrade,Unfavourable,0.247312,93,Exact,1.096563,4.0,3109.7000,3008.0249,3202.4215,NO_TRADE,4,false,false,false,0.007943,-0.027463,-0.001061,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-HAVELLS_NS,2026-07-17T03:45:00Z,HAVELLS.NS,SHORT,Watch,Mixed,0.372671,161,StateOnly,1.200679,3.0,1187.3000,1139.4488,1227.1535,HORIZON,3,false,false,true,0.018277,-0.030742,-0.016676,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HCLTECH_NS,2026-07-17T03:45:00Z,HCLTECH.NS,LONG,Buy,Favourable,0.477273,44,Exact,1.019318,3.0,1203.9000,1243.1796,1165.3648,TARGET_GAP_THROUGH,3,true,false,false,0.033142,-0.003156,0.033142,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HDFCBANK_NS,2026-07-17T03:45:00Z,HDFCBANK.NS,SHORT,Watch,Mixed,0.333333,177,StateOnly,1.127047,3.0,819.6000,796.3909,840.1928,TARGET_GAP_THROUGH,1,true,false,false,0.054966,0.000000,0.036115,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HDFCLIFE_NS,2026-07-17T03:45:00Z,HDFCLIFE.NS,LONG,Watch,Mixed,0.322581,155,Exact,0.859167,4.0,563.6500,580.6679,543.8426,HORIZON,4,false,false,true,0.006476,-0.028298,-0.022532,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HEROMOTOCO_NS,2026-07-17T03:45:00Z,HEROMOTOCO.NS,LONG,Watch,Mixed,0.317241,145,Exact,0.918744,4.0,4909.8999,5094.1710,4709.3313,TARGET,3,true,false,false,0.041365,-0.002016,0.037531,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HINDALCO_NS,2026-07-17T03:45:00Z,HINDALCO.NS,LONG,Watch,Mixed,0.394231,104,Exact,0.796659,4.0,944.1500,985.9627,891.6649,HORIZON,4,false,false,true,0.021024,-0.003336,0.012180,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-HINDUNILVR_NS,2026-07-17T03:45:00Z,HINDUNILVR.NS,LONG,Watch,Mixed,0.353293,167,Exact,1.007617,4.0,2143.8000,2198.5462,2089.4677,HORIZON,4,false,false,true,0.010355,-0.007603,0.008396,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-ICICIBANK_NS,2026-07-17T03:45:00Z,ICICIBANK.NS,SHORT,NoTrade,Unfavourable,0.216495,194,StateOnly,1.063204,3.0,1444.3000,1400.2922,1485.6918,NO_TRADE,3,false,false,false,0.004085,-0.024718,0.002493,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-ICICIPRULI_NS,2026-07-17T03:45:00Z,ICICIPRULI.NS,LONG,NoTrade,Unfavourable,0.256757,148,Exact,0.875273,3.5,497.1500,514.9915,476.7661,NO_TRADE,4,false,false,false,0.013577,-0.013779,0.008750,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-IDEA_NS,2026-07-17T03:45:00Z,IDEA.NS,SHORT,Sell,Favourable,0.423729,59,Exact,0.806533,4.0,13.7400,12.9141,14.7640,HORIZON,4,false,false,true,0.040757,-0.002911,0.039301,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-IDFCFIRSTB_NS,2026-07-17T03:45:00Z,IDFCFIRSTB.NS,SHORT,NoTrade,Unfavourable,0.293233,133,StateOnly,1.046915,3.0,80.3500,76.8969,83.6484,NO_TRADE,3,false,false,false,0.008090,-0.029247,-0.004605,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-IGL_NS,2026-07-17T03:45:00Z,IGL.NS,LONG,Watch,Mixed,0.371681,113,Exact,0.931534,4.0,153.1100,158.8285,146.9712,HORIZON,4,false,false,true,0.024753,-0.026778,-0.020965,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-INDHOTEL_NS,2026-07-17T03:45:00Z,INDHOTEL.NS,SHORT,NoTrade,Unfavourable,0.274725,182,StateOnly,1.006950,3.0,727.9000,694.5216,761.0480,NO_TRADE,3,false,false,false,0.016348,-0.030361,0.004190,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-INDUSINDBK_NS,2026-07-17T03:45:00Z,INDUSINDBK.NS,SHORT,Watch,Mixed,0.323171,164,StateOnly,1.360674,3.0,1027.2000,979.1606,1062.5055,RISK,2,false,true,false,0.009784,-0.040499,-0.034371,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-INDUSTOWER_NS,2026-07-17T03:45:00Z,INDUSTOWER.NS,LONG,NoTrade,Unfavourable,0.280000,100,Exact,1.267887,4.0,403.5000,424.9378,386.5917,NO_TRADE,4,false,false,false,0.010533,-0.035316,-0.032838,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-INFY_NS,2026-07-17T03:45:00Z,INFY.NS,LONG,Watch,Mixed,0.309859,71,Exact,1.204942,4.0,1096.5000,1131.5613,1067.4021,RISK,2,false,true,false,0.006658,-0.026721,-0.026537,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-IOC_NS,2026-07-17T03:45:00Z,IOC.NS,SHORT,Watch,Mixed,0.327869,61,Exact,0.938649,4.0,141.6900,136.2745,147.4594,HORIZON,4,false,false,true,0.020114,-0.016233,0.012492,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-IRCTC_NS,2026-07-17T03:45:00Z,IRCTC.NS,LONG,NoTrade,Unfavourable,0.263158,190,Exact,0.970591,4.0,507.0000,524.3671,489.1067,NO_TRADE,4,false,false,false,0.000000,-0.036391,-0.035292,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-ITC_NS,2026-07-17T03:45:00Z,ITC.NS,LONG,Watch,Mixed,0.361111,144,Exact,0.801442,3.0,280.7000,286.4017,273.5858,HORIZON,3,false,false,true,0.011578,-0.007838,0.000356,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-JINDALSTEL_NS,2026-07-17T03:45:00Z,JINDALSTEL.NS,LONG,Buy,Favourable,0.443038,79,Exact,0.897921,4.0,1025.0000,1070.8298,973.9601,HORIZON,4,false,false,true,0.030537,-0.004878,0.016488,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-JSWSTEEL_NS,2026-07-17T03:45:00Z,JSWSTEEL.NS,LONG,Buy,Favourable,0.402062,97,Exact,0.949199,4.0,1237.3000,1276.3674,1196.1419,TARGET,3,true,false,false,0.033945,0.000000,0.031575,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-JUBLFOOD_NS,2026-07-17T03:45:00Z,JUBLFOOD.NS,LONG,NoTrade,Unfavourable,0.282895,152,Exact,0.822157,3.0,417.1500,433.1120,397.7352,NO_TRADE,3,false,false,false,0.023013,-0.004675,0.000120,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-KOTAKBANK_NS,2026-07-17T03:45:00Z,KOTAKBANK.NS,SHORT,Watch,Mixed,0.360000,50,Exact,0.915411,3.0,389.9500,379.0346,401.8741,TARGET,1,true,false,false,0.035517,0.000000,0.027992,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-LICI_NS,2026-07-17T03:45:00Z,LICI.NS,SHORT,Watch,Mixed,0.378151,119,StateOnly,0.859317,3.0,433.1000,419.5619,448.8545,HORIZON,3,false,false,true,0.025629,-0.003925,0.022628,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-LT_NS,2026-07-17T03:45:00Z,LT.NS,SHORT,NoTrade,Unfavourable,0.252252,111,Exact,1.471057,3.0,3814.5000,3653.1230,3924.2014,NO_TRADE,3,false,false,false,0.002176,-0.011797,-0.000760,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-LUPIN_NS,2026-07-17T03:45:00Z,LUPIN.NS,SHORT,Watch,Mixed,0.323308,133,StateOnly,1.148064,3.0,2443.2000,2333.6328,2538.6364,HORIZON,3,false,false,true,0.015922,-0.032949,0.014858,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-M&M_NS,2026-07-17T03:45:00Z,M&M.NS,SHORT,NoTrade,Unfavourable,0.220238,168,StateOnly,1.233442,3.0,3179.2000,3028.7465,3301.1785,NO_TRADE,3,false,false,false,0.012173,-0.012802,0.001227,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MAHABANK_NS,2026-07-17T03:45:00Z,MAHABANK.NS,SHORT,NoTrade,Unfavourable,0.203704,54,Exact,0.811917,3.0,79.9000,75.5889,85.2098,NO_TRADE,3,false,false,false,0.011014,-0.028661,0.009136,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MARICO_NS,2026-07-17T03:45:00Z,MARICO.NS,SHORT,NoTrade,Unfavourable,0.177083,192,StateOnly,0.989003,3.0,844.0000,815.2865,873.0327,NO_TRADE,3,false,false,false,0.008057,-0.026066,-0.022097,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MARUTI_NS,2026-07-17T03:45:00Z,MARUTI.NS,SHORT,NoTrade,Unfavourable,0.257732,194,StateOnly,1.147840,4.0,13803.0000,13395.3705,14158.1273,NO_TRADE,1,false,false,false,0.030863,-0.002101,0.029532,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MPHASIS_NS,2026-07-17T03:45:00Z,MPHASIS.NS,SHORT,NoTrade,Unfavourable,0.256098,164,StateOnly,1.513040,4.0,2394.2000,2243.6768,2493.6839,NO_TRADE,4,false,false,false,0.076476,-0.026898,0.062870,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MRF_NS,2026-07-17T03:45:00Z,MRF.NS,SHORT,NoTrade,Unfavourable,0.290780,141,StateOnly,1.382578,4.0,130695.0000,125725.8828,134289.0947,NO_TRADE,2,false,false,false,0.001492,-0.027966,-0.027500,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-MUTHOOTFIN_NS,2026-07-17T03:45:00Z,MUTHOOTFIN.NS,LONG,NoTrade,Unfavourable,0.205882,102,Exact,1.049665,3.0,2989.5000,3141.4900,2844.7014,NO_TRADE,3,false,false,false,0.049908,-0.008329,0.015421,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-NAUKRI_NS,2026-07-17T03:45:00Z,NAUKRI.NS,SHORT,Watch,Mixed,0.322835,127,StateOnly,1.464591,3.0,1187.2500,1113.2132,1237.8012,HORIZON,3,false,false,true,0.004801,-0.030533,-0.001727,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-NESTLEIND_NS,2026-07-17T03:45:00Z,NESTLEIND.NS,SHORT,Watch,Mixed,0.314136,191,StateOnly,0.853707,4.0,1427.2000,1393.0561,1467.1948,RISK,3,false,true,false,0.004624,-0.058016,-0.028023,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-NMDC_NS,2026-07-17T03:45:00Z,NMDC.NS,LONG,Watch,Mixed,0.341270,126,Exact,1.018530,4.0,83.2200,86.9067,79.6003,HORIZON,4,false,false,true,0.020187,-0.011776,-0.006970,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-NTPC_NS,2026-07-17T03:45:00Z,NTPC.NS,LONG,NoTrade,Unfavourable,0.207921,101,Exact,0.892475,4.0,341.8500,350.8019,331.8196,NO_TRADE,3,false,false,false,0.026327,-0.002194,0.026187,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-OFSS_NS,2026-07-17T03:45:00Z,OFSS.NS,SHORT,NoTrade,Unfavourable,0.293651,126,StateOnly,1.189759,3.5,11771.0000,11189.5963,12259.6733,NO_TRADE,3,false,false,false,0.087843,-0.017671,0.049393,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-ONGC_NS,2026-07-17T03:45:00Z,ONGC.NS,LONG,Watch,Mixed,0.392857,56,Exact,0.977421,4.5,247.2900,255.3457,239.0482,HORIZON,5,false,false,true,0.027943,0.000000,0.005944,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-PAGEIND_NS,2026-07-17T03:45:00Z,PAGEIND.NS,SHORT,NoTrade,Unfavourable,0.277778,54,Exact,0.680271,3.0,39900.0000,38622.7858,41777.5067,NO_TRADE,3,false,false,false,0.010401,-0.012030,0.002005,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-PERSISTENT_NS,2026-07-17T03:45:00Z,PERSISTENT.NS,LONG,Buy,Favourable,0.636364,44,Exact,0.667428,4.0,5183.8999,5397.8772,4863.3000,HORIZON,4,false,false,true,0.022377,-0.037404,-0.035109,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-PETRONET_NS,2026-07-17T03:45:00Z,PETRONET.NS,SHORT,NoTrade,Unfavourable,0.223881,67,Exact,0.834966,4.0,273.8000,265.6029,283.6173,NO_TRADE,4,false,false,false,0.023557,-0.024653,0.015887,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-PIDILITIND_NS,2026-07-17T03:45:00Z,PIDILITIND.NS,SHORT,Watch,Mixed,0.344262,61,Exact,0.933213,3.0,1566.1000,1515.4273,1620.3992,HORIZON,3,false,false,true,0.007024,-0.031607,-0.027137,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-PNB_NS,2026-07-17T03:45:00Z,PNB.NS,SHORT,NoTrade,Unfavourable,0.184615,65,Exact,1.396594,4.0,105.7700,99.7656,110.0693,NO_TRADE,1,false,false,false,0.000000,-0.058429,-0.040648,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-POLYCAB_NS,2026-07-17T03:45:00Z,POLYCAB.NS,SHORT,NoTrade,Unfavourable,0.232143,56,Exact,1.158699,4.0,8862.0000,8390.8208,9268.6449,NO_TRADE,4,false,false,false,0.008012,-0.038084,-0.008237,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-POWERGRID_NS,2026-07-17T03:45:00Z,POWERGRID.NS,LONG,Watch,Mixed,0.346154,104,Exact,1.041531,4.0,283.5500,291.6317,275.7906,HORIZON,4,false,false,true,0.026098,-0.000705,0.022042,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-RECLTD_NS,2026-07-17T03:45:00Z,RECLTD.NS,SHORT,Watch,Mixed,0.327869,61,Exact,1.452014,3.0,355.1000,332.3748,370.7508,HORIZON,3,false,false,true,0.008730,-0.027035,-0.015629,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-RELIANCE_NS,2026-07-17T03:45:00Z,RELIANCE.NS,LONG,NoTrade,Unfavourable,0.298701,77,Exact,0.468560,3.0,1327.2000,1346.4421,1286.1333,NO_TRADE,3,false,false,false,0.014090,-0.035036,-0.030942,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-SAIL_NS,2026-07-17T03:45:00Z,SAIL.NS,LONG,Watch,Mixed,0.335766,137,Exact,1.246061,3.0,163.0400,172.9619,155.0774,HORIZON,3,false,false,true,0.019320,-0.013003,-0.006501,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-SBILIFE_NS,2026-07-17T03:45:00Z,SBILIFE.NS,LONG,Watch,Mixed,0.369231,65,Exact,0.851640,4.0,1829.4000,1887.3322,1761.3758,HORIZON,4,false,false,true,0.019077,-0.017711,0.013174,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-SBIN_NS,2026-07-17T03:45:00Z,SBIN.NS,SHORT,NoTrade,Unfavourable,0.291667,192,StateOnly,1.178950,3.0,1044.3000,1004.3512,1078.1851,NO_TRADE,3,false,false,false,0.024035,-0.021737,0.018481,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-SHREECEM_NS,2026-07-17T03:45:00Z,SHREECEM.NS,SHORT,NoTrade,Unfavourable,0.255682,176,StateOnly,0.739309,4.0,26515.0000,25807.0992,27472.5170,NO_TRADE,4,false,false,false,0.004337,-0.029040,-0.011691,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-SIEMENS_NS,2026-07-17T03:45:00Z,SIEMENS.NS,LONG,Buy,Favourable,0.440476,84,Exact,1.095694,4.0,3658.8000,3830.6927,3501.9199,HORIZON,4,false,false,true,0.013802,-0.011425,0.007516,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-SRF_NS,2026-07-17T03:45:00Z,SRF.NS,SHORT,Watch,Mixed,0.306748,163,StateOnly,1.248209,3.0,2874.7000,2739.5867,2982.9456,HORIZON,3,false,false,true,0.020767,-0.033151,0.002609,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-SUNPHARMA_NS,2026-07-17T03:45:00Z,SUNPHARMA.NS,SHORT,NoTrade,Unfavourable,0.284884,172,StateOnly,0.965677,3.0,1932.6000,1875.5189,1991.7099,NO_TRADE,3,false,false,false,0.003829,-0.017541,-0.005381,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-TATACONSUM_NS,2026-07-17T03:45:00Z,TATACONSUM.NS,LONG,NoTrade,Unfavourable,0.258503,147,Exact,1.432606,4.0,1088.6000,1133.9616,1056.9362,NO_TRADE,4,false,false,false,0.020577,-0.016076,0.017545,false
TIME006-20260717T034500Z-gen20260820T104928773748Z-TATASTEEL_NS,2026-07-17T03:45:00Z,TATASTEEL.NS,LONG,Watch,Mixed,0.395522,134,Exact,0.821962,4.0,185.8900,192.1076,178.3257,HORIZON,4,false,false,true,0.011889,-0.012857,-0.008930,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-TCS_NS,2026-07-17T03:45:00Z,TCS.NS,LONG,Watch,Mixed,0.337349,83,Exact,0.980401,4.0,2269.0000,2328.3675,2208.4458,RISK,3,false,true,false,0.006346,-0.029969,-0.026688,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-TECHM_NS,2026-07-17T03:45:00Z,TECHM.NS,SHORT,Sell,Favourable,0.407143,140,StateOnly,1.016280,3.5,1572.9000,1510.1044,1634.6897,HORIZON,4,false,false,true,0.021553,-0.026512,0.010872,true
TIME006-20260717T034500Z-gen20260820T104928773748Z-TITAN_NS,2026-07-17T03:45:00Z,TITAN.NS,SHORT,Watch,Mixed,0.323864,176,StateOnly,1.021211,3.0,4638.1001,4473.9532,4798.8375,HORIZON,3,false,false,true,0.002760,-0.020461,-0.015847,true
