evidence_row_id,as_of,ticker,direction,action,evidence_class,target_rate,sample_size,degradation_level,adaptive_rr,adaptive_horizon_sessions,reference_price,adaptive_target,adaptive_risk,exit_reason,sessions_to_outcome,target_reached,risk_reached,horizon_reached,actual_mfe,actual_mae,realized_return,eligible_for_primary_comparison
TIME006-20260522T034500Z-gen20260820T105021980733Z-ADANIENT_NS,2026-05-22T03:45:00Z,ADANIENT.NS,SHORT,Watch,Mixed,0.349693,163,StateOnly,0.858181,3.0,2717.3000,2593.1518,2861.9644,RISK,2,false,true,false,0.000000,-0.096456,-0.053238,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-ADANIGREEN_NS,2026-05-22T03:45:00Z,ADANIGREEN.NS,SHORT,NoTrade,Unfavourable,0.295597,159,StateOnly,0.878752,4.0,1362.3000,1288.4981,1446.2850,NO_TRADE,2,false,false,false,0.000000,-0.075387,-0.061649,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-ADANIPORTS_NS,2026-05-22T03:45:00Z,ADANIPORTS.NS,SHORT,Watch,Mixed,0.312102,157,StateOnly,0.856933,3.0,1786.9000,1721.2693,1863.4879,HORIZON,3,false,false,true,0.000000,-0.031283,-0.021042,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-AMBUJACEM_NS,2026-05-22T03:45:00Z,AMBUJACEM.NS,SHORT,NoTrade,Unfavourable,0.271186,59,Exact,1.235207,4.0,436.3500,414.7275,453.8552,NO_TRADE,2,false,false,false,0.000000,-0.044918,-0.040117,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-APOLLOHOSP_NS,2026-05-22T03:45:00Z,APOLLOHOSP.NS,SHORT,NoTrade,Unfavourable,0.252941,170,StateOnly,1.107110,4.0,8362.5000,8070.3268,8626.4061,NO_TRADE,4,false,false,false,0.023019,-0.009626,0.010762,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-ASIANPAINT_NS,2026-05-22T03:45:00Z,ASIANPAINT.NS,SHORT,Watch,Mixed,0.338462,130,StateOnly,1.162211,3.0,2639.8000,2556.4197,2711.5429,HORIZON,3,false,false,true,0.001477,-0.018865,-0.012160,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-AUROPHARMA_NS,2026-05-22T03:45:00Z,AUROPHARMA.NS,SHORT,NoTrade,Unfavourable,0.242857,140,StateOnly,1.043275,3.0,1463.5000,1393.3639,1530.7269,NO_TRADE,3,false,false,false,0.024257,-0.006491,0.018859,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-AXISBANK_NS,2026-05-22T03:45:00Z,AXISBANK.NS,LONG,Watch,Mixed,0.369369,111,Exact,1.057676,4.0,1285.4000,1332.1460,1241.2031,HORIZON,4,false,false,true,0.024584,0.000000,0.014548,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BAJAJ-AUTO_NS,2026-05-22T03:45:00Z,BAJAJ-AUTO.NS,SHORT,NoTrade,Unfavourable,0.241379,174,StateOnly,1.306809,3.0,10549.5000,10090.0379,10901.0909,NO_TRADE,3,false,false,false,0.011233,-0.026968,-0.024551,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-BAJAJFINSV_NS,2026-05-22T03:45:00Z,BAJAJFINSV.NS,SHORT,Watch,Mixed,0.307692,52,Exact,1.250233,3.0,1766.0000,1693.1093,1824.3017,HORIZON,3,false,false,true,0.000000,-0.028029,-0.024405,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BAJFINANCE_NS,2026-05-22T03:45:00Z,BAJFINANCE.NS,SHORT,Sell,Favourable,0.441176,68,Exact,0.913154,4.0,916.5500,885.0593,951.0356,HORIZON,4,false,false,true,0.000000,-0.034750,-0.015929,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BANDHANBNK_NS,2026-05-22T03:45:00Z,BANDHANBNK.NS,SHORT,NoTrade,Unfavourable,0.296053,152,StateOnly,1.231059,3.0,194.6100,181.9237,204.9152,NO_TRADE,3,false,false,false,0.000000,-0.070140,-0.052953,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-BANKBARODA_NS,2026-05-22T03:45:00Z,BANKBARODA.NS,LONG,Buy,Favourable,0.416667,96,Exact,0.844595,3.5,265.4000,277.2571,251.3612,HORIZON,4,false,false,true,0.033346,0.000000,0.020912,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BERGEPAINT_NS,2026-05-22T03:45:00Z,BERGEPAINT.NS,SHORT,NoTrade,Unfavourable,0.291339,127,StateOnly,0.819105,3.0,501.1500,485.9700,519.6824,NO_TRADE,3,false,false,false,0.000000,-0.053377,-0.036980,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-BHARTIARTL_NS,2026-05-22T03:45:00Z,BHARTIARTL.NS,SHORT,Watch,Mixed,0.325444,169,StateOnly,1.053586,3.0,1871.4000,1808.6400,1930.9680,HORIZON,3,false,false,true,0.016565,-0.011275,0.010260,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BOSCHLTD_NS,2026-05-22T03:45:00Z,BOSCHLTD.NS,SHORT,Watch,Mixed,0.370370,54,Exact,1.046203,3.0,36065.0000,34435.0938,37622.9260,HORIZON,3,false,false,true,0.009150,-0.019271,0.000832,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-BPCL_NS,2026-05-22T03:45:00Z,BPCL.NS,LONG,NoTrade,Unfavourable,0.278571,140,Exact,0.854504,3.0,295.6000,307.3957,281.7959,NO_TRADE,1,false,false,false,0.045332,0.000000,0.039904,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-BRITANNIA_NS,2026-05-22T03:45:00Z,BRITANNIA.NS,LONG,Watch,Mixed,0.347458,118,Exact,1.464064,5.0,5331.5000,5516.8985,5204.8672,RISK,5,false,true,false,0.007221,-0.031323,-0.023752,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-CANBK_NS,2026-05-22T03:45:00Z,CANBK.NS,LONG,Buy,Favourable,0.404959,121,Exact,1.030656,3.0,128.2300,135.3102,121.3604,TARGET,2,true,false,false,0.056695,0.000000,0.055215,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-CHOLAFIN_NS,2026-05-22T03:45:00Z,CHOLAFIN.NS,SHORT,Watch,Mixed,0.373134,67,Exact,0.883833,2.0,1539.8000,1470.0214,1618.7502,HORIZON,2,false,false,true,0.000000,-0.039096,-0.017859,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-CIPLA_NS,2026-05-22T03:45:00Z,CIPLA.NS,SHORT,NoTrade,Unfavourable,0.278195,133,StateOnly,1.344349,4.0,1399.2000,1342.0674,1441.6983,NO_TRADE,4,false,false,false,0.000500,-0.023442,-0.013579,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-COALINDIA_NS,2026-05-22T03:45:00Z,COALINDIA.NS,SHORT,NoTrade,Unfavourable,0.178378,185,StateOnly,1.061852,4.0,456.5500,438.3440,473.6955,NO_TRADE,2,false,false,false,0.003395,-0.041836,-0.037554,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-COLPAL_NS,2026-05-22T03:45:00Z,COLPAL.NS,SHORT,NoTrade,Unfavourable,0.195122,41,Exact,1.188213,2.0,2156.8999,2065.6903,2233.6619,NO_TRADE,2,false,false,false,0.049005,-0.017989,0.042287,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-DABUR_NS,2026-05-22T03:45:00Z,DABUR.NS,SHORT,Watch,Mixed,0.368421,38,Exact,1.265625,3.0,451.0500,432.7304,465.5247,HORIZON,3,false,false,true,0.023833,-0.010420,0.012415,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-DIVISLAB_NS,2026-05-22T03:45:00Z,DIVISLAB.NS,SHORT,NoTrade,Unfavourable,0.236842,152,StateOnly,1.154124,3.0,6887.0000,6636.4524,7104.0889,NO_TRADE,3,false,false,false,0.032815,-0.008422,0.012995,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-DLF_NS,2026-05-22T03:45:00Z,DLF.NS,SHORT,Sell,Favourable,0.477612,67,Exact,1.473046,4.0,586.7000,553.7311,609.0815,HORIZON,4,false,false,true,0.000000,-0.023777,-0.012272,true
TIME006-20260522T034500Z-gen20260820T105021980733Z-DRREDDY_NS,2026-05-22T03:45:00Z,DRREDDY.NS,SHORT,NoTrade,Unfavourable,0.283784,74,Exact,1.490326,4.0,1307.2000,1254.8074,1342.3551,NO_TRADE,3,false,false,false,0.006502,-0.030294,-0.026893,false
TIME006-20260522T034500Z-gen20260820T105021980733Z-EICHERMOT_NS,2026-05-22T03:45:00Z,EICHERMOT.NS,SHORT,NoTrade,Unfavourable,0.121212,99,Exact,0.793324,4.0,6981.5000,6758.6247,7262.4387,NO_TRADE,1,false,false,false,0.000000,-0.064528,-0.040240,false
