ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,inversion_occurred,inversion_bar,inversion_direction,inversion_entry_price,inversion_stop_price,inversion_exit_price,inversion_exit_reason,inversion_realized_ret,combined_realized_ret,h300_counterfactual_ret
ADANIGREEN_NS,LONG,20260908,1280.000000,1363.590213,1199.802005,-0.062655,1199.800000,USABLE,5,1284.400024,10:14,HORIZON,0.003438,-0.003281,48,False,None,None,None,None,None,None,None,0.003438,0.003438
AMBUJACEM_NS,LONG,20260908,396.950012,413.343314,380.599025,-0.003149,395.700000,USABLE,5,395.700000,10:05,STOP,-0.003149,-0.004031,39,False,None,None,None,None,None,None,None,-0.003149,0.005164
ASIANPAINT_NS,LONG,20260908,2476.899902,2556.330090,2399.746188,-0.000505,2475.650000,LIMITED,4,2475.650000,09:46,STOP,-0.000505,-0.000565,20,False,None,None,None,None,None,None,None,-0.000505,0.001090
BHARTIARTL_NS,LONG,20260908,1832.199951,1905.590561,1782.276072,-0.000546,1831.200000,USABLE,5,1831.200000,10:14,STOP,-0.000546,-0.000546,48,False,None,None,None,None,None,None,None,-0.000546,-0.000382
BOSCHLTD_NS,SHORT,20260908,48470.000000,46689.002445,50486.348041,-0.001135,48414.990000,LIMITED,4,48414.990000,09:59,STOP,0.001135,-0.000516,33,False,None,None,None,None,None,None,None,0.001135,-0.002269
CANBK_NS,SHORT,20260908,124.570000,120.596650,130.016548,-0.014132,122.810000,LIMITED,4,122.810000,09:27,STOP,0.014129,-0.000080,1,False,None,None,None,None,None,None,None,0.014129,-0.001044
DRREDDY_NS,LONG,20260908,1145.599976,1183.456885,1107.334671,-0.033402,1107.330000,LIMITED,3,1147.000000,10:14,HORIZON,0.001222,-0.001397,48,False,None,None,None,None,None,None,None,0.001222,0.001222
GODREJPROP_NS,LONG,20260908,1895.400024,1998.898556,1791.554255,-0.054788,1791.550000,USABLE,5,1887.400024,09:33,REASSESS_EXIT,-0.004221,-0.004326,7,True,19,SHORT,1887.400024,1944.020000,1899.900024,HORIZON,-0.006623,-0.010844,0.002374
HDFCBANK_NS,LONG,20260908,706.349976,721.642640,689.189571,-0.001133,705.550000,USABLE,5,705.550000,09:44,STOP,-0.001133,-0.001133,18,False,None,None,None,None,None,None,None,-0.001133,0.001062
HDFCLIFE_NS,LONG,20260908,539.750000,561.387549,521.226293,-0.034319,521.230000,USABLE,5,541.450012,10:14,HORIZON,0.003150,-0.001390,48,False,None,None,None,None,None,None,None,0.003150,0.003150
INDUSTOWER_NS,LONG,20260908,373.750000,391.967676,357.552267,-0.043338,357.550000,USABLE,5,373.950012,10:14,HORIZON,0.000535,-0.001472,48,False,None,None,None,None,None,None,None,0.000535,0.000535
IOC_NS,LONG,20260908,134.789993,139.528877,130.001980,-0.003487,134.320000,USABLE,5,134.949997,10:14,HORIZON,0.001187,-0.000668,48,False,None,None,None,None,None,None,None,0.001187,0.001187
ITC_NS,LONG,20260908,263.500000,268.852286,256.821677,-0.025345,256.820000,USABLE,5,264.299988,10:14,HORIZON,0.003036,-0.001898,48,False,None,None,None,None,None,None,None,0.003036,0.003036
JSWSTEEL_NS,SHORT,20260908,1306.699951,1252.062068,1365.092845,-0.044687,1248.310000,USABLE,5,1248.310000,09:27,STOP,0.044685,0.000000,1,False,None,None,None,None,None,None,None,0.044685,-0.001760
JUBLFOOD_NS,SHORT,20260908,472.799988,455.973568,488.775123,-0.005848,470.040000,LIMITED,4,470.040000,09:27,STOP,0.005838,0.000000,1,False,None,None,None,None,None,None,None,0.005838,-0.002961
LUPIN_NS,LONG,20260908,2095.699951,2178.879138,2029.535310,-0.031572,2029.540000,USABLE,5,2100.600098,10:14,HORIZON,0.002338,-0.000334,48,False,None,None,None,None,None,None,None,0.002338,0.002338
MARUTI_NS,LONG,20260908,12636.000000,12972.958076,12244.382599,-0.001308,12619.470000,LIMITED,4,12619.470000,10:11,STOP,-0.001308,-0.001425,45,False,None,None,None,None,None,None,None,-0.001308,-0.000317
ONGC_NS,LONG,20260908,232.919998,240.158596,224.201699,-0.037430,224.200000,USABLE,5,232.949997,10:14,HORIZON,0.000129,-0.000601,48,False,None,None,None,None,None,None,None,0.000129,0.000129
PNB_NS,SHORT,20260908,116.300003,109.697830,121.358002,-0.008563,115.300000,USABLE,5,115.300000,09:27,STOP,0.008598,0.000000,1,False,None,None,None,None,None,None,None,0.008598,-0.001118
RECLTD_NS,LONG,20260908,315.600006,327.367344,301.366397,-0.045100,301.370000,USABLE,5,315.799988,10:14,HORIZON,0.000634,-0.002852,48,False,None,None,None,None,None,None,None,0.000634,0.000634
SBILIFE_NS,LONG,20260908,1723.599976,1790.199251,1669.556249,-0.031355,1669.560000,USABLE,5,1724.400024,10:14,HORIZON,0.000464,-0.002263,48,False,None,None,None,None,None,None,None,0.000464,0.000464
SBIN_NS,SHORT,20260908,1006.099976,967.612478,1037.332768,-0.009743,996.300000,LIMITED,3,996.300000,09:27,STOP,0.009741,0.000000,1,False,None,None,None,None,None,None,None,0.009741,-0.002684
TATACONSUM_NS,LONG,20260908,1009.900024,1053.928669,980.721528,-0.000792,1009.100000,LIMITED,4,1009.100000,09:57,STOP,-0.000792,-0.000792,31,False,None,None,None,None,None,None,None,-0.000792,0.005050
TITAN_NS,SHORT,20260908,4990.500000,4822.315420,5135.901667,-0.000751,4986.750000,LIMITED,4,4986.750000,09:31,STOP,0.000751,0.000000,5,False,None,None,None,None,None,None,None,0.000751,0.000301
TRENT_NS,LONG,20260908,2784.500000,2932.575463,2657.158150,-0.045732,2657.160000,USABLE,5,2772.000000,09:43,REASSESS_EXIT,-0.004489,-0.004489,17,True,29,SHORT,2772.000000,2855.160000,2790.199951,HORIZON,-0.006566,-0.011055,0.002047
ULTRACEMCO_NS,LONG,20260908,11113.000000,11424.264221,10799.725289,-0.002610,11084.000000,LIMITED,4,11084.000000,09:59,STOP,-0.002610,-0.005219,33,False,None,None,None,None,None,None,None,-0.002610,0.002250
UNITDSPR_NS,SHORT,20260908,1434.500000,1383.947091,1499.403374,-0.000906,1433.200000,SPARSE,1,1433.200000,09:56,STOP,0.000906,0.000000,30,False,None,None,None,None,None,None,None,0.000906,-0.001603
UPL_NS,LONG,20260908,573.700012,594.634146,554.810904,-0.002070,572.510000,LIMITED,4,572.510000,10:06,STOP,-0.002074,-0.002789,40,False,None,None,None,None,None,None,None,-0.002074,0.002963
VBL_NS,LONG,20260908,404.450012,420.368616,389.888078,-0.001854,403.700000,USABLE,5,405.950012,10:14,HORIZON,0.003709,-0.001854,48,False,None,None,None,None,None,None,None,0.003709,0.003709
VEDL_NS,SHORT,20260908,272.250000,258.955838,284.503110,-0.002020,271.700000,USABLE,5,271.700000,09:27,STOP,0.002020,0.000000,1,False,None,None,None,None,None,None,None,0.002020,-0.001469
WIPRO_NS,SHORT,20260908,172.199997,164.436518,177.512231,-0.011609,170.200000,LIMITED,3,170.200000,09:27,STOP,0.011614,0.000000,1,False,None,None,None,None,None,None,None,0.011614,-0.000000
