ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,reassess_triggered,reassess_bar,reassess_time_ist,h300_counterfactual_ret
ADANIGREEN_NS,LONG,20260907,1288.000000,1372.112652,1207.300768,-0.003281,1283.770000,USABLE,5,mae_h300_p50,1305.199951,10:10,REASSESS_EXIT,0.013354,0.000000,44,True,56,10:10,0.013121
AMBUJACEM_NS,LONG,20260907,398.600006,415.061449,382.181053,-0.003149,397.340000,USABLE,5,mae_h300_p50,402.950012,10:10,REASSESS_EXIT,0.010913,0.000000,44,True,56,10:10,0.010913
ASIANPAINT_NS,LONG,20260907,2500.899902,2581.099731,2422.998605,-0.000505,2499.640000,LIMITED,4,mae_h300_p50,2513.199951,10:14,HORIZON,0.004918,0.000000,48,False,None,None,0.004918
BAJAJ-AUTO_NS,SHORT,20260907,11800.000000,11340.617151,12209.466176,-0.005956,11729.720000,LIMITED,4,mae_h60_p50,11729.720000,09:27,STOP,0.005956,0.000000,1,False,None,None,-0.000508
BAJFINANCE_NS,LONG,20260907,1060.000000,1100.221219,1024.140722,-0.000951,1058.990000,LIMITED,4,mae_h300_p50,1061.900024,09:36,REASSESS_EXIT,0.001792,0.000000,10,True,22,09:36,0.000000
BANKBARODA_NS,LONG,20260907,237.000000,247.588306,225.388184,-0.048995,225.390000,USABLE,5,adaptive_risk,238.500000,09:39,REASSESS_EXIT,0.006329,0.000000,13,True,25,09:39,0.002869
BPCL_NS,LONG,20260907,312.899994,325.385986,298.944420,-0.044601,298.940000,LIMITED,2,adaptive_risk,313.950012,09:53,REASSESS_EXIT,0.003356,0.000000,27,True,39,09:53,0.001918
BRITANNIA_NS,LONG,20260907,5042.500000,5217.848779,4922.998693,-0.002082,5032.000000,USABLE,5,mae_h300_p75,5032.000000,09:34,STOP,-0.002082,-0.002082,8,False,None,None,-0.000099
COLPAL_NS,LONG,20260907,1813.500000,1891.448842,1758.838194,-0.001083,1811.540000,LIMITED,4,mae_h300_p50,1820.099976,10:14,HORIZON,0.003639,0.000000,48,False,None,None,0.003639
DABUR_NS,LONG,20260907,375.500000,386.421489,364.963522,-0.008406,372.340000,USABLE,5,mae_h300_p50,378.700012,09:58,REASSESS_EXIT,0.008522,0.000000,32,True,44,09:58,0.008522
DRREDDY_NS,LONG,20260907,1144.199951,1182.010596,1105.981410,-0.033402,1105.980000,LIMITED,3,adaptive_risk,1153.500000,10:10,REASSESS_EXIT,0.008128,0.000000,44,True,56,10:10,0.008478
GODREJCP_NS,LONG,20260907,861.900024,894.115778,830.656542,-0.001683,860.450000,LIMITED,4,mae_h60_p50,869.299988,09:32,REASSESS_EXIT,0.008586,0.000000,6,True,18,09:32,0.007193
GODREJPROP_NS,LONG,20260907,1922.199951,2027.161895,1816.885859,-0.054788,1816.890000,USABLE,5,adaptive_risk,1959.099976,09:49,REASSESS_EXIT,0.019197,0.000000,23,True,35,09:49,0.012382
HDFCBANK_NS,LONG,20260907,710.500000,725.882513,693.238773,-0.002264,708.890000,USABLE,5,mae_h300_p50,711.200012,09:32,REASSESS_EXIT,0.000985,0.000000,6,True,18,09:32,-0.002182
HDFCLIFE_NS,LONG,20260907,533.200012,549.298519,514.462669,-0.035141,514.460000,USABLE,5,adaptive_risk,540.900024,09:56,REASSESS_EXIT,0.014441,0.000000,30,True,42,09:56,0.011440
