ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,stop_confidence,coverage_quality,n_obs,path_context,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,max_favourable_excursion,bars_held,h300_counterfactual_ret,stop_consequence_pp
ADANIENT_NS,LONG,20260903,2901.000000,3052.282373,2771.771618,-0.007627,2878.870000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,2897.199951,10:14,HORIZON,-0.001310,-0.001930,0.005860,48,-0.001310,0.000000
ADANIGREEN_NS,LONG,20260903,1283.400024,1367.212276,1202.989002,-0.003281,1279.190000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,1290.599976,10:14,HORIZON,0.005610,0.000000,0.020025,48,0.005610,0.000000
AXISBANK_NS,LONG,20260903,1267.000000,1316.669594,1229.481465,-0.005900,1259.520000,LOW,LIMITED,2,NORMAL,mae_h300_p50,1271.900024,10:14,HORIZON,0.003867,0.000000,0.009392,48,0.003867,0.000000
BAJAJFINSV_NS,SHORT,20260903,1992.099976,1913.151059,2057.825441,-0.007996,1976.170000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,1976.170000,09:27,STOP,0.007997,0.000000,0.001757,1,0.004819,0.003178
BAJFINANCE_NS,LONG,20260903,1049.000000,1088.803829,1013.512847,-0.000951,1048.000000,LOW,LIMITED,4,NORMAL,mae_h300_p50,1048.000000,09:38,STOP,-0.000953,-0.001430,0.004671,12,0.006959,-0.007912
BANDHANBNK_NS,LONG,20260903,164.229996,173.208946,155.096007,-0.008525,162.830000,MEDIUM,USABLE,5,NORMAL,mae_h300_p75,166.639999,10:14,HORIZON,0.014675,0.000000,0.023930,48,0.014675,0.000000
BANKBARODA_NS,LONG,20260903,240.440002,251.181995,228.659644,-0.048995,228.660000,MEDIUM,USABLE,5,STRONG_FAVOUR,adaptive_risk,242.589996,10:14,HORIZON,0.008942,0.000000,0.013018,48,0.008942,0.000000
CIPLA_NS,LONG,20260903,1394.699951,1444.508037,1357.955637,-0.000181,1394.450000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,1407.800049,10:14,HORIZON,0.009393,0.000000,0.014842,48,0.009393,0.000000
COALINDIA_NS,LONG,20260903,420.049988,434.798659,406.604694,-0.005928,417.560000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,424.049988,10:14,HORIZON,0.009523,0.000000,0.019879,48,0.009523,0.000000
HDFCLIFE_NS,LONG,20260903,533.500000,549.607564,514.752114,-0.035141,514.750000,MEDIUM,USABLE,5,STRONG_FAVOUR,adaptive_risk,538.450012,10:14,HORIZON,0.009278,0.000000,0.011621,48,0.009278,0.000000
HINDUNILVR_NS,LONG,20260903,1962.000000,2012.103518,1912.723331,-0.004282,1953.600000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,1968.900024,10:14,HORIZON,0.003517,0.000000,0.007136,48,0.003517,0.000000
INDUSTOWER_NS,LONG,20260903,374.950012,394.736900,359.238095,-0.001472,374.400000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,380.649994,10:14,HORIZON,0.015202,0.000000,0.016402,48,0.015202,0.000000
IRCTC_NS,LONG,20260903,474.600006,490.857223,457.884303,-0.002101,473.600000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,476.450012,10:14,HORIZON,0.003898,0.000000,0.006426,48,0.003898,0.000000
ITC_NS,LONG,20260903,263.000000,268.342130,256.334350,-0.001518,262.600000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,265.549988,10:14,HORIZON,0.009696,0.000000,0.011787,48,0.009696,0.000000
LUPIN_NS,LONG,20260903,2132.000000,2216.619950,2064.689308,-0.031572,2064.690000,MEDIUM,USABLE,5,STRONG_FAVOUR,adaptive_risk,2150.300049,10:14,HORIZON,0.008584,0.000000,0.010788,48,0.008584,0.000000
ONGC_NS,LONG,20260903,236.000000,243.334317,227.166415,-0.000856,235.800000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,236.550003,10:14,HORIZON,0.002331,0.000000,0.007203,48,0.002331,0.000000
