ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,reassess_triggered,reassess_bar,reassess_time_ist,h300_counterfactual_ret
ADANIENT_NS,LONG,20260903,2901.000000,3052.282373,2771.771618,-0.007627,2878.870000,USABLE,5,mae_h300_p50,2907.300049,09:32,REASSESS_EXIT,0.002172,0.000000,6,True,18,09:32,-0.001310
ADANIGREEN_NS,LONG,20260903,1283.400024,1367.212276,1202.989002,-0.003281,1279.190000,USABLE,5,mae_h300_p50,1302.199951,09:38,REASSESS_EXIT,0.014649,0.000000,12,True,24,09:38,0.005610
AXISBANK_NS,LONG,20260903,1267.000000,1316.669594,1229.481465,-0.005900,1259.520000,LIMITED,2,mae_h300_p50,1274.300049,10:00,REASSESS_EXIT,0.005762,0.000000,34,True,46,10:00,0.003867
BAJAJFINSV_NS,SHORT,20260903,1992.099976,1913.151059,2057.825441,-0.007996,1976.170000,LIMITED,4,mae_h60_p50,1976.170000,09:27,STOP,0.007997,0.000000,1,False,None,None,0.004819
BAJFINANCE_NS,LONG,20260903,1049.000000,1088.803829,1013.512847,-0.000951,1048.000000,LIMITED,4,mae_h300_p50,1050.599976,09:33,REASSESS_EXIT,0.001525,0.000000,7,True,19,09:33,0.006959
BANDHANBNK_NS,LONG,20260903,164.229996,173.208946,155.096007,-0.008525,162.830000,USABLE,5,mae_h300_p75,165.449997,09:36,REASSESS_EXIT,0.007429,0.000000,10,True,22,09:36,0.014675
BANKBARODA_NS,LONG,20260903,240.440002,251.181995,228.659644,-0.048995,228.660000,USABLE,5,adaptive_risk,242.600006,09:47,REASSESS_EXIT,0.008984,0.000000,21,True,33,09:47,0.008942
CIPLA_NS,LONG,20260903,1394.699951,1444.508037,1357.955637,-0.000181,1394.450000,LIMITED,2,mae_h60_p50,1412.800049,10:05,REASSESS_EXIT,0.012978,0.000000,39,True,51,10:05,0.009393
COALINDIA_NS,LONG,20260903,420.049988,434.798659,406.604694,-0.005928,417.560000,LIMITED,4,mae_h60_p50,425.200012,09:46,REASSESS_EXIT,0.012261,0.000000,20,True,32,09:46,0.009523
HDFCLIFE_NS,LONG,20260903,533.500000,549.607564,514.752114,-0.035141,514.750000,USABLE,5,adaptive_risk,538.950012,10:00,REASSESS_EXIT,0.010216,0.000000,34,True,46,10:00,0.009278
HINDUNILVR_NS,LONG,20260903,1962.000000,2012.103518,1912.723331,-0.004282,1953.600000,LIMITED,2,mae_h60_p50,1971.300049,09:38,REASSESS_EXIT,0.004740,0.000000,12,True,24,09:38,0.003517
INDUSTOWER_NS,LONG,20260903,374.950012,394.736900,359.238095,-0.001472,374.400000,USABLE,5,mae_h300_p50,380.649994,10:14,HORIZON,0.015202,0.000000,48,False,None,None,0.015202
IRCTC_NS,LONG,20260903,474.600006,490.857223,457.884303,-0.002101,473.600000,LIMITED,2,mae_h60_p50,476.450012,10:14,HORIZON,0.003898,0.000000,48,False,None,None,0.003898
ITC_NS,LONG,20260903,263.000000,268.342130,256.334350,-0.001518,262.600000,USABLE,5,mae_h300_p50,265.549988,10:14,HORIZON,0.009696,0.000000,48,False,None,None,0.009696
LUPIN_NS,LONG,20260903,2132.000000,2216.619950,2064.689308,-0.031572,2064.690000,USABLE,5,adaptive_risk,2150.600098,10:08,REASSESS_EXIT,0.008724,0.000000,42,True,54,10:08,0.008584
ONGC_NS,LONG,20260903,236.000000,243.334317,227.166415,-0.000856,235.800000,USABLE,5,mae_h300_p50,237.130005,09:47,REASSESS_EXIT,0.004788,0.000000,21,True,33,09:47,0.002331
PETRONET_NS,LONG,20260903,289.500000,298.590877,281.391993,-0.000345,289.400000,LIMITED,2,mae_h300_p50,290.149994,09:58,REASSESS_EXIT,0.002245,0.000000,32,True,44,09:58,0.003109
PIDILITIND_NS,SHORT,20260903,1638.300049,1582.139628,1692.917253,-0.007268,1626.390000,LIMITED,4,mae_h60_p50,1626.390000,09:27,STOP,0.007270,0.000000,1,False,None,None,0.005066
POLYCAB_NS,LONG,20260903,8807.500000,9322.912740,8402.712869,-0.001987,8790.000000,USABLE,5,mae_h300_p75,8852.500000,10:14,HORIZON,0.005109,-0.001646,48,False,None,None,0.005109
POWERGRID_NS,LONG,20260903,265.600006,273.170086,258.432726,-0.000282,265.530000,LIMITED,2,mae_h60_p50,268.850006,09:37,REASSESS_EXIT,0.012236,0.000000,11,True,23,09:37,0.012048
RECLTD_NS,LONG,20260903,313.600006,325.292773,299.456597,-0.000474,313.450000,USABLE,5,mae_h300_p50,318.700012,09:32,REASSESS_EXIT,0.016263,0.000000,6,True,18,09:32,0.014031
SBILIFE_NS,LONG,20260903,1715.000000,1781.266976,1661.225927,-0.031355,1661.230000,USABLE,5,adaptive_risk,1733.699951,10:14,HORIZON,0.010904,0.000000,48,False,None,None,0.010904
TATASTEEL_NS,LONG,20260903,184.199997,190.361063,176.758254,-0.002852,183.670000,USABLE,5,mae_h300_p50,186.360001,09:39,REASSESS_EXIT,0.011726,0.000000,13,True,25,09:39,0.000543
TRENT_NS,LONG,20260903,2815.600098,2965.329417,2686.835966,-0.004776,2802.150000,USABLE,5,mae_h300_p50,2872.199951,10:09,REASSESS_EXIT,0.020102,0.000000,43,True,55,10:09,0.020884
VBL_NS,LONG,20260903,407.149994,423.174865,392.490849,-0.002085,406.300000,USABLE,5,mae_h300_p50,413.200012,10:14,HORIZON,0.014859,0.000000,48,False,None,None,0.014859
