ticker,direction,date,entry_price,ret_h60,ret_h120,ret_h300,mae_h60,mae_h120,mae_h180,mae_h300,mfe_h60,mfe_h120,mfe_h300,recovered_to_positive,time_to_recovery_bars,n_bars
BRITANNIA_NS,LONG,20260903,5130.000000,-0.009162,-0.006335,-0.004191,-0.009162,-0.009552,-0.009552,-0.009552,0.000000,0.000000,0.000000,False,None,361
BRITANNIA_NS,LONG,20260904,5101.500000,0.003626,0.003136,0.007939,0.000000,0.000000,0.000000,0.000000,0.010193,0.010193,0.010193,True,1,360
BRITANNIA_NS,LONG,20260907,5042.500000,0.000397,0.000099,-0.000099,0.000000,-0.002082,-0.002082,-0.002082,0.012494,0.012494,0.012494,False,1,361
BRITANNIA_NS,LONG,20260908,5025.000000,0.000100,0.000000,0.002687,-0.002488,-0.002488,-0.002488,-0.002488,0.002985,0.002985,0.002985,True,2,361
BRITANNIA_NS,LONG,20260909,5090.000000,-0.010904,-0.010806,-0.011395,-0.012083,-0.012083,-0.012083,-0.013163,0.000000,0.000000,0.000000,False,None,355
CANBK_NS,LONG,20260909,124.080002,0.003385,0.002498,0.006609,0.000000,0.000000,0.000000,0.000000,0.008140,0.008140,0.008140,True,1,361
CANBK_NS,SHORT,20260903,125.800003,-0.015739,-0.014865,-0.014626,-0.018362,-0.018362,-0.018362,-0.018362,0.000000,0.000000,0.000000,False,None,361
CANBK_NS,SHORT,20260904,125.500000,-0.007171,-0.007331,-0.006693,-0.010119,-0.010119,-0.010119,-0.010119,0.000000,0.000000,0.000000,False,None,361
CANBK_NS,SHORT,20260907,124.000000,-0.006210,-0.009113,-0.006048,-0.018145,-0.018145,-0.018145,-0.018145,0.000000,0.000000,0.000000,False,None,361
CANBK_NS,SHORT,20260908,124.570000,0.000562,-0.000321,-0.001044,0.000000,-0.000803,-0.000803,-0.001044,0.004576,0.004576,0.004576,False,1,361
CHOLAFIN_NS,LONG,20260904,1839.000000,0.008374,0.008483,0.007178,0.000000,0.000000,0.000000,0.000000,0.009734,0.009734,0.011147,True,1,360
CIPLA_NS,LONG,20260903,1394.699951,0.008747,0.009106,0.009393,0.000000,0.000000,0.000000,0.000000,0.012404,0.012404,0.014842,True,1,361
CIPLA_NS,LONG,20260904,1385.000000,-0.000144,-0.004621,0.002310,-0.000361,-0.005993,-0.005993,-0.005993,0.008303,0.008303,0.008303,True,1,361
COALINDIA_NS,LONG,20260903,420.049988,0.009404,0.015832,0.009523,-0.002976,-0.002976,-0.002976,-0.002976,0.010594,0.016070,0.019879,True,1,361
COALINDIA_NS,LONG,20260904,415.350006,-0.001445,-0.005056,-0.001445,-0.004454,-0.006741,-0.006741,-0.006741,0.000120,0.000120,0.000602,False,56,361
COALINDIA_NS,LONG,20260907,418.850006,-0.004178,-0.003581,-0.005491,-0.007401,-0.007401,-0.007401,-0.007401,0.002865,0.002865,0.002865,False,1,361
COALINDIA_NS,LONG,20260908,420.149994,0.002142,0.002380,-0.002261,-0.009163,-0.009163,-0.009163,-0.009163,0.003094,0.008092,0.008092,False,4,360
COALINDIA_NS,SHORT,20260909,431.000000,-0.005684,-0.003480,-0.006613,-0.007193,-0.007193,-0.008237,-0.008237,0.024362,0.024362,0.024362,False,1,361
COLPAL_NS,LONG,20260904,1829.199951,0.010824,0.008856,0.002460,0.000000,0.000000,0.000000,0.000000,0.018970,0.018970,0.018970,True,1,361
COLPAL_NS,LONG,20260907,1813.500000,0.006617,0.005790,0.003639,0.000000,0.000000,0.000000,0.000000,0.012297,0.012297,0.012297,True,1,360
COLPAL_NS,LONG,20260908,1814.699951,-0.002094,0.000276,0.003802,-0.006172,-0.006172,-0.006172,-0.006172,0.002700,0.002700,0.003802,True,2,360
COLPAL_NS,LONG,20260909,1800.000000,0.002056,0.003833,-0.000889,0.000000,0.000000,0.000000,-0.002167,0.006944,0.006944,0.006944,False,1,361
DABUR_NS,LONG,20260903,380.700012,-0.006436,-0.002364,-0.003678,-0.008406,-0.008406,-0.008406,-0.008406,0.000000,0.000000,0.002101,False,32,361
DABUR_NS,LONG,20260904,380.899994,-0.004988,-0.007614,-0.002100,-0.007745,-0.008795,-0.008926,-0.008926,0.000000,0.000000,0.000000,False,None,361
DABUR_NS,LONG,20260907,375.500000,0.011052,0.009854,0.008522,0.000000,0.000000,0.000000,0.000000,0.015712,0.015712,0.015712,True,1,361
DABUR_NS,LONG,20260908,374.899994,-0.000800,-0.002134,0.002667,-0.002801,-0.002934,-0.002934,-0.002934,0.003334,0.003334,0.003334,True,2,360
DABUR_NS,LONG,20260909,371.549988,0.000673,0.002019,-0.007267,0.000000,-0.000135,-0.002557,-0.009285,0.005248,0.005248,0.005248,False,1,361
DIVISLAB_NS,SHORT,20260904,9100.000000,-0.008462,-0.006813,-0.010604,-0.017692,-0.017692,-0.017692,-0.017692,0.000000,0.000000,0.000000,False,None,360
DIVISLAB_NS,SHORT,20260907,9315.000000,0.016908,0.013312,0.011272,0.000000,0.000000,0.000000,0.000000,0.019914,0.019914,0.019914,True,1,361
DIVISLAB_NS,SHORT,20260908,9394.000000,0.008463,0.004631,-0.000053,0.000000,0.000000,-0.002821,-0.002821,0.014797,0.014797,0.014797,False,1,360
DIVISLAB_NS,SHORT,20260909,9488.000000,-0.004005,-0.001159,-0.002161,-0.012806,-0.012806,-0.012806,-0.012806,0.000000,0.000000,0.000000,False,None,360
DLF_NS,SHORT,20260903,681.650024,0.011590,0.001540,-0.005355,0.000000,0.000000,-0.011296,-0.011296,0.012103,0.012396,0.012396,False,1,361
DLF_NS,SHORT,20260904,681.900024,-0.004693,-0.001540,-0.007772,-0.005646,-0.005939,-0.005939,-0.009679,0.001613,0.001613,0.001613,False,1,361
DRREDDY_NS,LONG,20260904,1151.000000,0.008167,0.006082,0.009991,0.000000,0.000000,0.000000,0.000000,0.013032,0.013032,0.013032,True,1,361
DRREDDY_NS,LONG,20260907,1144.199951,0.003846,0.005681,0.008478,0.000000,0.000000,0.000000,0.000000,0.006817,0.006817,0.015382,True,1,361
DRREDDY_NS,LONG,20260908,1145.599976,0.000175,0.001659,0.001222,-0.000524,-0.001397,-0.001397,-0.001397,0.005412,0.005412,0.005412,True,1,361
DRREDDY_NS,SHORT,20260909,1145.000000,-0.001747,-0.000262,0.004803,-0.004279,-0.004279,-0.004279,-0.004279,0.000000,0.000262,0.005502,True,23,361
EICHERMOT_NS,LONG,20260904,7630.500000,-0.000852,-0.001376,-0.001114,-0.004521,-0.004521,-0.004521,-0.004521,0.001835,0.001835,0.001835,False,None,361
GAIL_NS,LONG,20260903,174.669998,-0.006698,-0.006870,-0.007614,-0.014828,-0.014828,-0.014828,-0.014828,0.000000,0.000000,0.000000,False,None,361
GAIL_NS,LONG,20260904,173.399994,0.001730,0.002018,0.001442,-0.000519,-0.000519,-0.000519,-0.000519,0.004037,0.004037,0.004037,True,1,361
GAIL_NS,LONG,20260907,176.000000,-0.012216,-0.013125,0.003239,-0.016136,-0.016136,-0.016136,-0.016136,0.000000,0.000000,0.003807,True,51,361
GAIL_NS,LONG,20260909,174.899994,-0.004460,0.000858,-0.001029,-0.007147,-0.007147,-0.007147,-0.007147,0.000000,0.002287,0.002744,False,24,361
GAIL_NS,SHORT,20260908,174.839996,-0.003089,-0.000629,-0.000629,-0.007607,-0.007607,-0.007607,-0.007607,0.000000,0.000000,0.001315,False,26,361
GODREJCP_NS,LONG,20260904,878.000000,-0.007175,-0.010592,-0.005239,-0.007289,-0.013440,-0.013440,-0.013440,0.000000,0.000000,0.000000,False,None,361
GODREJCP_NS,LONG,20260907,861.900024,0.011718,0.007832,0.007193,0.000000,0.000000,0.000000,0.000000,0.018332,0.018332,0.018332,True,1,361
GODREJCP_NS,LONG,20260908,859.799988,-0.000407,-0.002559,0.005234,-0.002035,-0.005059,-0.005059,-0.005059,0.005873,0.005873,0.005873,True,1,360
GODREJCP_NS,LONG,20260909,863.799988,-0.000579,-0.000926,-0.004399,-0.001331,-0.003068,-0.003126,-0.006078,0.002200,0.002200,0.002200,False,1,361
GODREJPROP_NS,LONG,20260903,2001.500000,-0.011741,-0.003897,0.011641,-0.015388,-0.015388,-0.015388,-0.015388,0.000000,0.000000,0.012641,True,27,360
GODREJPROP_NS,LONG,20260904,1982.000000,0.015742,0.012513,0.017407,0.000000,0.000000,0.000000,0.000000,0.018163,0.018163,0.019828,True,1,360
GODREJPROP_NS,LONG,20260907,1922.199951,0.021382,0.022110,0.012382,0.000000,0.000000,0.000000,0.000000,0.025388,0.025388,0.025388,True,1,361
GODREJPROP_NS,LONG,20260908,1895.400024,-0.001266,0.001319,0.002374,-0.003904,-0.004959,-0.004959,-0.004959,0.014614,0.014614,0.014614,True,1,361
GODREJPROP_NS,LONG,20260909,1857.099976,0.022939,0.023908,0.014862,0.000000,0.000000,0.000000,0.000000,0.027355,0.027355,0.027355,True,1,361
GRASIM_NS,LONG,20260904,3322.000000,-0.007827,-0.001023,-0.001264,-0.015172,-0.015172,-0.015172,-0.015172,0.000000,0.000000,0.000662,False,38,360
HAVELLS_NS,LONG,20260904,1154.000000,0.008579,0.008319,0.010312,0.000000,0.000000,0.000000,0.000000,0.016984,0.016984,0.016984,True,1,361
HCLTECH_NS,LONG,20260909,1229.800049,0.008213,0.013173,0.012604,0.000000,0.000000,0.000000,0.000000,0.021792,0.021792,0.021792,True,1,361
HCLTECH_NS,SHORT,20260903,1319.000000,0.007809,0.002502,0.004473,-0.016604,-0.016604,-0.016604,-0.016604,0.008340,0.008340,0.008340,True,5,361
HCLTECH_NS,SHORT,20260904,1293.400024,-0.018865,-0.014845,-0.015850,-0.029380,-0.029380,-0.029380,-0.029380,0.000000,0.000000,0.000000,False,None,361
HCLTECH_NS,SHORT,20260907,1282.800049,0.004132,0.007094,0.008419,0.000000,0.000000,0.000000,0.000000,0.011381,0.011381,0.011381,True,1,360
HCLTECH_NS,SHORT,20260908,1288.400024,0.010866,0.006675,0.000621,0.000000,0.000000,0.000000,-0.001242,0.015523,0.015523,0.015523,True,1,361
HDFCBANK_NS,LONG,20260903,706.650024,-0.000142,0.002972,0.004670,-0.002264,-0.002264,-0.002264,-0.002264,0.001910,0.006014,0.006863,True,1,361
HDFCBANK_NS,LONG,20260904,712.099976,-0.001545,-0.004423,-0.002387,-0.002949,-0.004845,-0.004845,-0.004845,0.000000,0.000000,0.000000,False,None,361
HDFCBANK_NS,LONG,20260907,710.500000,0.002322,0.001056,-0.002182,-0.001337,-0.001337,-0.001337,-0.002393,0.003519,0.003519,0.003519,False,2,361
HDFCBANK_NS,LONG,20260908,706.349976,0.000920,0.000283,0.001062,-0.000283,-0.000283,-0.001133,-0.001133,0.003610,0.003610,0.003610,True,1,361
HDFCBANK_NS,LONG,20260909,687.099976,0.015645,0.015354,0.008441,0.000000,0.000000,0.000000,0.000000,0.018775,0.018775,0.018775,True,1,361
HDFCLIFE_NS,LONG,20260903,533.500000,0.007498,0.008716,0.009278,0.000000,0.000000,0.000000,0.000000,0.008997,0.008997,0.011621,True,1,361
HDFCLIFE_NS,LONG,20260904,546.400024,-0.016014,-0.018393,-0.004850,-0.022877,-0.022877,-0.022877,-0.022877,0.000000,0.000000,0.002562,False,50,361
HDFCLIFE_NS,LONG,20260907,533.200012,0.011440,0.013972,0.011440,0.000000,0.000000,0.000000,0.000000,0.019974,0.019974,0.019974,True,1,361
HDFCLIFE_NS,LONG,20260908,539.750000,0.008430,0.005095,0.003150,0.000000,0.000000,0.000000,-0.001390,0.014358,0.014358,0.014358,True,1,360
HDFCLIFE_NS,LONG,20260909,514.000000,0.026070,0.024222,0.004572,0.000000,0.000000,0.000000,0.000000,0.033755,0.033755,0.033755,True,1,361
HEROMOTOCO_NS,LONG,20260909,5218.000000,0.004025,0.002108,-0.001150,0.000000,0.000000,0.000000,-0.002300,0.014278,0.014278,0.014278,False,1,361
HEROMOTOCO_NS,SHORT,20260904,5300.000000,-0.000755,-0.002075,0.000849,-0.001226,-0.003585,-0.003585,-0.003585,0.003962,0.003962,0.003962,True,1,361
HEROMOTOCO_NS,SHORT,20260907,5270.000000,-0.007495,-0.010247,-0.010626,-0.010531,-0.010531,-0.014611,-0.014611,0.000000,0.000000,0.000000,False,None,361
HEROMOTOCO_NS,SHORT,20260908,5299.000000,-0.001132,-0.005850,-0.001604,-0.002925,-0.006794,-0.006794,-0.006794,0.001887,0.001887,0.001887,False,3,360
HINDALCO_NS,LONG,20260904,1011.000000,-0.003363,-0.001978,-0.001978,-0.004847,-0.004847,-0.004847,-0.004847,0.002077,0.002077,0.002077,False,48,361
HINDALCO_NS,SHORT,20260903,1010.000000,-0.003564,-0.006931,-0.004455,-0.006832,-0.012376,-0.012376,-0.012376,0.000000,0.000000,0.000000,False,None,361
HINDUNILVR_NS,LONG,20260903,1962.000000,0.003466,0.004740,0.003517,0.000000,0.000000,0.000000,0.000000,0.007136,0.007136,0.007136,True,1,361
HINDUNILVR_NS,LONG,20260904,1973.400024,-0.007398,-0.008817,-0.007550,-0.008564,-0.009476,-0.010490,-0.011199,0.000000,0.000000,0.000000,False,None,361
ICICIBANK_NS,LONG,20260909,1389.099976,0.000576,0.000072,0.000216,-0.001944,-0.001944,-0.001944,-0.001944,0.004607,0.004607,0.004607,True,1,361
ICICIBANK_NS,SHORT,20260903,1430.000000,-0.010699,-0.013566,-0.012797,-0.013287,-0.014406,-0.015385,-0.015385,0.000000,0.000000,0.000000,False,None,360
ICICIBANK_NS,SHORT,20260904,1423.199951,-0.001827,-0.000984,-0.001897,-0.008572,-0.008572,-0.008572,-0.008572,0.000000,0.000000,0.000000,False,None,361
ICICIBANK_NS,SHORT,20260907,1427.500000,-0.000000,-0.002452,0.000841,-0.001681,-0.002732,-0.004623,-0.004623,0.002732,0.002732,0.002732,True,1,361
ICICIBANK_NS,SHORT,20260908,1410.500000,-0.005814,-0.003970,-0.001347,-0.009500,-0.009500,-0.009500,-0.009500,0.000000,0.000000,0.000284,False,53,361
ICICIPRULI_NS,SHORT,20260903,495.049988,-0.012423,-0.014342,-0.010605,-0.016059,-0.016059,-0.016059,-0.016059,0.000000,0.000000,0.000000,False,None,359
ICICIPRULI_NS,SHORT,20260904,494.549988,-0.001921,-0.000404,-0.007785,-0.004449,-0.004449,-0.004449,-0.009099,0.003539,0.003539,0.003539,False,1,359
IDEA_NS,SHORT,20260903,14.480000,-0.007597,-0.005525,-0.008978,-0.013122,-0.013122,-0.013122,-0.015884,0.000000,0.000000,0.000000,False,None,361
IDEA_NS,SHORT,20260904,15.020000,0.013316,0.011984,0.011318,0.000000,0.000000,0.000000,0.000000,0.033289,0.033289,0.033289,True,1,361
IDEA_NS,SHORT,20260907,15.600000,0.013462,0.000641,0.005128,0.000000,-0.002564,-0.003205,-0.003205,0.033333,0.033333,0.033333,True,1,361
IDEA_NS,SHORT,20260908,15.430000,-0.001944,0.004537,0.001296,-0.008425,-0.008425,-0.008425,-0.008425,0.007777,0.007777,0.007777,True,2,361
IDEA_NS,SHORT,20260909,15.520000,0.015464,0.016753,0.011598,0.000000,0.000000,0.000000,0.000000,0.020619,0.020619,0.020619,True,1,361
IDFCFIRSTB_NS,SHORT,20260903,87.500000,0.023771,0.021371,0.023200,0.000000,0.000000,0.000000,0.000000,0.028114,0.028114,0.028114,True,1,361
IDFCFIRSTB_NS,SHORT,20260904,86.709999,-0.005190,-0.012801,-0.006112,-0.012686,-0.014647,-0.014647,-0.014647,0.000000,0.000000,0.000000,False,None,360
IDFCFIRSTB_NS,SHORT,20260907,86.440002,0.003933,0.004628,0.004396,-0.003818,-0.003818,-0.003818,-0.003818,0.004859,0.004975,0.005090,True,2,361
IDFCFIRSTB_NS,SHORT,20260908,86.500000,0.003931,0.000116,-0.000694,0.000000,-0.001734,-0.001734,-0.001734,0.005549,0.005549,0.005549,False,1,360
IDFCFIRSTB_NS,SHORT,20260909,86.000000,-0.001395,-0.003837,-0.004070,-0.007791,-0.007791,-0.007791,-0.007791,0.000000,0.000000,0.000000,False,None,361
IGL_NS,LONG,20260903,149.419998,-0.005086,-0.004819,0.001874,-0.008031,-0.008031,-0.008031,-0.008031,0.000000,0.000000,0.004016,True,54,365
IGL_NS,LONG,20260904,158.039993,-0.042268,-0.044482,-0.021703,-0.044229,-0.045115,-0.045115,-0.045115,0.000000,0.000000,0.000000,False,None,375
INDHOTEL_NS,LONG,20260903,732.000000,-0.016052,-0.009290,-0.008265,-0.016052,-0.016393,-0.016393,-0.016393,0.000000,0.000000,0.000000,False,None,361
INDHOTEL_NS,LONG,20260904,720.000000,0.014097,0.010625,0.008611,0.000000,0.000000,0.000000,0.000000,0.016111,0.016111,0.016111,True,1,361
INDHOTEL_NS,LONG,20260907,716.200012,-0.000349,-0.001326,-0.002862,-0.002793,-0.002793,-0.002793,-0.003072,0.002583,0.002583,0.002583,False,2,361
INDHOTEL_NS,LONG,20260908,717.400024,-0.004182,0.001812,-0.000558,-0.006621,-0.006621,-0.006621,-0.006621,0.000000,0.002230,0.002648,False,24,360
INDHOTEL_NS,LONG,20260909,722.750000,-0.001384,-0.000415,-0.005258,-0.007056,-0.007056,-0.007056,-0.007056,0.000000,0.000346,0.000346,False,19,361
INDUSINDBK_NS,LONG,20260904,1008.500000,-0.006941,-0.008627,-0.009420,-0.008329,-0.009420,-0.009916,-0.010213,0.000000,0.000000,0.000000,False,None,361
INDUSINDBK_NS,LONG,20260907,998.000000,0.005812,0.008717,0.014930,0.000000,0.000000,0.000000,0.000000,0.008517,0.010321,0.016934,True,1,361
INDUSINDBK_NS,LONG,20260908,995.200012,0.002010,0.001608,0.001005,-0.006933,-0.006933,-0.006933,-0.006933,0.003014,0.003014,0.003014,True,3,360
INDUSINDBK_NS,SHORT,20260909,1004.000000,0.008964,0.006972,0.001793,0.000000,0.000000,0.000000,0.000000,0.009761,0.009761,0.009761,True,1,361
INDUSTOWER_NS,LONG,20260903,374.950012,0.013468,0.015602,0.015202,0.000000,0.000000,0.000000,0.000000,0.015602,0.016269,0.016402,True,1,361
INDUSTOWER_NS,LONG,20260904,376.799988,-0.001460,-0.000663,0.000133,-0.006900,-0.006900,-0.006900,-0.006900,0.000000,0.000000,0.001858,True,47,360
INDUSTOWER_NS,LONG,20260907,376.450012,0.011157,0.015938,0.006641,0.000000,0.000000,0.000000,0.000000,0.012352,0.017931,0.019126,True,1,361
INDUSTOWER_NS,LONG,20260908,373.750000,0.002676,0.002274,0.000535,0.000000,0.000000,-0.001472,-0.001472,0.006823,0.006823,0.006823,True,1,361
INDUSTOWER_NS,LONG,20260909,373.700012,-0.005486,-0.007493,-0.007493,-0.008563,-0.009232,-0.009232,-0.009366,0.000000,0.000000,0.000000,False,None,361
INFY_NS,LONG,20260909,1035.000000,0.010628,0.017681,0.008696,0.000000,0.000000,0.000000,0.000000,0.022319,0.022319,0.022319,True,1,361
INFY_NS,SHORT,20260903,1130.300049,0.005397,0.002920,0.002477,-0.010970,-0.010970,-0.010970,-0.010970,0.006901,0.006901,0.006901,True,9,361
INFY_NS,SHORT,20260904,1130.000000,-0.008142,-0.006814,-0.005133,-0.014779,-0.014779,-0.014779,-0.014779,0.000000,0.000000,0.000000,False,None,361
INFY_NS,SHORT,20260907,1087.500000,-0.015632,-0.011862,-0.011402,-0.020598,-0.020598,-0.020598,-0.020598,0.000000,0.000000,0.000000,False,None,361
INFY_NS,SHORT,20260908,1091.099976,0.007607,0.004399,0.001008,0.000000,0.000000,-0.000183,-0.000550,0.011090,0.011090,0.011090,True,1,361
IOC_NS,LONG,20260903,137.800003,-0.001379,-0.001887,-0.008418,-0.011248,-0.011248,-0.011248,-0.011248,0.000000,0.000000,0.000000,False,None,361
IOC_NS,LONG,20260904,137.600006,-0.004142,-0.002907,-0.002035,-0.005305,-0.005305,-0.005305,-0.005305,0.000000,0.000000,0.000000,False,None,361
IOC_NS,LONG,20260907,135.149994,0.007769,0.009545,0.007547,0.000000,0.000000,0.000000,0.000000,0.017018,0.017018,0.017018,True,1,361
IOC_NS,LONG,20260908,134.789993,0.005045,0.004229,0.001187,-0.003487,-0.003487,-0.003487,-0.003487,0.005935,0.005935,0.005935,True,1,361
IOC_NS,LONG,20260909,135.600006,-0.009882,-0.007006,-0.009661,-0.017920,-0.017920,-0.017920,-0.017920,0.000000,0.000000,0.000000,False,None,361
IRCTC_NS,LONG,20260903,474.600006,0.004319,0.005162,0.003898,0.000000,0.000000,0.000000,0.000000,0.006637,0.006637,0.006637,True,1,375
IRCTC_NS,LONG,20260904,476.049988,-0.000105,-0.001996,0.001050,-0.004201,-0.004201,-0.004201,-0.004201,0.000525,0.000525,0.003676,True,3,375
ITC_NS,LONG,20260903,263.000000,0.009506,0.009886,0.009696,0.000000,0.000000,0.000000,0.000000,0.016160,0.016160,0.016160,True,1,360
ITC_NS,LONG,20260904,264.100006,-0.001704,-0.002083,-0.000757,-0.005301,-0.005301,-0.005301,-0.005301,0.000000,0.000000,0.001515,False,31,361
ITC_NS,LONG,20260907,263.500000,0.000380,-0.000380,0.001138,-0.001518,-0.001518,-0.001518,-0.001518,0.002846,0.002846,0.005313,True,4,361
ITC_NS,LONG,20260908,263.500000,0.000380,-0.000759,0.003036,-0.002846,-0.002846,-0.002846,-0.002846,0.003036,0.003036,0.003036,True,2,361
ITC_NS,LONG,20260909,260.799988,0.006327,0.007861,0.004026,0.000000,0.000000,0.000000,0.000000,0.014187,0.014187,0.014187,True,1,361
JINDALSTEL_NS,SHORT,20260903,1145.000000,-0.015633,-0.015895,-0.007686,-0.018341,-0.019476,-0.019476,-0.019476,0.000000,0.000000,0.000000,False,None,361
JINDALSTEL_NS,SHORT,20260904,1165.000000,0.017597,0.018026,0.021030,0.000000,0.000000,0.000000,0.000000,0.017768,0.018884,0.021030,True,1,361
JSWSTEEL_NS,SHORT,20260903,1308.000000,-0.009404,-0.010321,-0.002446,-0.009557,-0.012997,-0.012997,-0.012997,0.000000,0.000000,0.000000,False,None,360
JSWSTEEL_NS,SHORT,20260904,1325.000000,0.015321,0.015321,0.014642,0.000000,0.000000,0.000000,0.000000,0.015774,0.016830,0.016830,True,1,361
JSWSTEEL_NS,SHORT,20260907,1302.000000,-0.009985,-0.013978,-0.010829,-0.024578,-0.024578,-0.024578,-0.024578,0.000000,0.000000,0.000000,False,None,361
JSWSTEEL_NS,SHORT,20260908,1306.699951,0.000536,0.001607,-0.001760,-0.001607,-0.001607,-0.001607,-0.001990,0.001913,0.003291,0.003291,False,1,360
JSWSTEEL_NS,SHORT,20260909,1310.000000,0.007939,0.010687,0.011450,0.000000,0.000000,0.000000,0.000000,0.011450,0.011450,0.015191,True,1,361
JUBLFOOD_NS,SHORT,20260904,482.700012,-0.002072,-0.002693,-0.006526,-0.005076,-0.005076,-0.005076,-0.007044,0.000000,0.000000,0.001139,False,55,361
JUBLFOOD_NS,SHORT,20260907,475.399994,-0.015250,-0.017564,-0.011990,-0.015250,-0.018195,-0.018195,-0.018195,0.000000,0.000000,0.000000,False,None,359
JUBLFOOD_NS,SHORT,20260908,472.799988,0.000846,-0.002750,-0.002961,-0.004653,-0.004653,-0.004653,-0.004653,0.002327,0.002432,0.002432,False,4,360
JUBLFOOD_NS,SHORT,20260909,475.950012,0.004412,-0.000315,0.004202,-0.002626,-0.002626,-0.002626,-0.002626,0.004412,0.005148,0.006093,True,2,360
KOTAKBANK_NS,SHORT,20260904,424.500000,0.004358,0.003534,-0.000236,0.000000,0.000000,0.000000,-0.001060,0.005772,0.005772,0.005772,False,1,361
KOTAKBANK_NS,SHORT,20260907,422.100006,-0.001066,0.000237,0.001066,-0.003080,-0.003080,-0.003080,-0.003080,0.000711,0.000829,0.002488,True,18,361
KOTAKBANK_NS,SHORT,20260908,421.000000,-0.002138,-0.001781,-0.000713,-0.004751,-0.004751,-0.004751,-0.004751,0.000356,0.000356,0.001425,False,7,361
KOTAKBANK_NS,SHORT,20260909,414.000000,-0.010749,-0.010145,-0.001570,-0.015580,-0.015580,-0.015580,-0.015580,0.000000,0.000000,0.000000,False,None,361
LICI_NS,LONG,20260903,416.899994,-0.008275,-0.003598,-0.008395,-0.013552,-0.013552,-0.013552,-0.013552,0.000000,0.000000,0.000000,False,None,361
LICI_NS,LONG,20260904,415.350006,0.008066,0.001806,0.003973,0.000000,-0.000120,-0.000120,-0.000120,0.008547,0.008547,0.008547,True,1,361
LICI_NS,LONG,20260907,411.500000,0.012394,0.012029,0.007412,0.000000,0.000000,0.000000,0.000000,0.019441,0.019441,0.019441,True,1,361
LICI_NS,LONG,20260908,414.000000,0.000483,0.000845,0.002053,-0.003140,-0.003140,-0.003140,-0.003140,0.003140,0.004348,0.004348,True,1,361
LICI_NS,LONG,20260909,407.500000,0.005153,0.003926,-0.002209,0.000000,0.000000,0.000000,-0.002209,0.008466,0.008466,0.008466,False,1,361
LT_NS,LONG,20260904,3964.100098,0.002800,0.003607,0.003961,0.000000,0.000000,0.000000,0.000000,0.006508,0.006508,0.006508,True,1,361
LT_NS,LONG,20260907,3999.000000,-0.005826,-0.006202,-0.000675,-0.009152,-0.009152,-0.009152,-0.009152,0.000000,0.000000,0.000000,False,None,360
LT_NS,SHORT,20260908,3964.100098,-0.002624,-0.002245,-0.000732,-0.006180,-0.006180,-0.006180,-0.006180,0.000000,0.000000,0.000505,False,49,361
LT_NS,SHORT,20260909,3922.600098,-0.023224,-0.021414,-0.018941,-0.023913,-0.024830,-0.024830,-0.024830,0.000000,0.000000,0.000000,False,None,360
LUPIN_NS,LONG,20260903,2132.000000,0.008818,0.006660,0.008584,0.000000,0.000000,0.000000,0.000000,0.013039,0.013039,0.013039,True,1,361
LUPIN_NS,LONG,20260904,2110.000000,0.008341,0.005119,0.008152,0.000000,0.000000,0.000000,0.000000,0.013507,0.013507,0.013507,True,1,361
LUPIN_NS,LONG,20260907,2105.000000,0.000665,0.003515,0.005178,0.000000,0.000000,0.000000,0.000000,0.010119,0.010119,0.010119,True,1,361
LUPIN_NS,LONG,20260908,2095.699951,0.003961,0.004581,0.002338,0.000000,0.000000,0.000000,-0.000334,0.009305,0.009305,0.009305,True,1,360
LUPIN_NS,LONG,20260909,2100.000000,0.008238,0.002191,-0.001190,-0.002476,-0.002476,-0.002476,-0.002476,0.009381,0.009429,0.009429,False,1,360
M&M_NS,LONG,20260909,3150.000000,-0.004984,-0.006222,-0.008190,-0.005778,-0.006667,-0.007460,-0.010127,0.000000,0.000000,0.000000,False,None,360
M&M_NS,SHORT,20260903,3150.000000,-0.008254,-0.010603,-0.012286,-0.018857,-0.018857,-0.018857,-0.018857,0.000000,0.000000,0.000000,False,None,361
M&M_NS,SHORT,20260904,3170.000000,0.004416,0.004827,0.002524,0.000000,0.000000,0.000000,0.000000,0.007886,0.007886,0.007886,True,1,361
M&M_NS,SHORT,20260907,3160.000000,-0.000538,-0.000411,-0.003576,-0.001297,-0.001551,-0.002437,-0.004399,0.004684,0.004684,0.004684,False,1,360
M&M_NS,SHORT,20260908,3109.199951,-0.004245,-0.005725,-0.003023,-0.014666,-0.014666,-0.014666,-0.014666,0.000000,0.000000,0.003924,False,47,361
MAHABANK_NS,SHORT,20260903,86.320000,0.015176,0.011237,0.002549,0.000000,0.000000,0.000000,-0.002549,0.039852,0.039852,0.039852,True,1,361
MAHABANK_NS,SHORT,20260904,85.949997,-0.007097,-0.006748,-0.002443,-0.011286,-0.011286,-0.011286,-0.011286,0.000000,0.000000,0.000582,False,40,361
MAHABANK_NS,SHORT,20260907,85.000000,-0.015176,-0.012353,-0.008471,-0.029177,-0.029177,-0.029177,-0.029177,0.000000,0.000000,0.000000,False,None,361
MAHABANK_NS,SHORT,20260908,84.650002,-0.001299,0.001181,-0.003426,-0.002244,-0.002244,-0.002244,-0.003780,0.000827,0.002245,0.005316,False,8,361
