ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,stop_confidence,coverage_quality,n_obs,path_context,final_tier,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,max_favourable_excursion,bars_held,h300_counterfactual_ret,stop_consequence_pp
CANBK_NS,LONG,20260915,123.300003,130.107978,116.694523,-0.053572,116.690000,LOW,SPARSE,1,STRONG_FAVOUR,adaptive_risk,123.309998,10:14,HORIZON,0.000081,-0.003487,0.009327,48,0.000081,0.000000
EICHERMOT_NS,LONG,20260915,7486.500000,7800.372814,7234.466964,-0.004521,7452.650000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h60_p50,7482.500000,10:14,HORIZON,-0.000534,-0.001536,0.009951,48,-0.000534,0.000000
GODREJCP_NS,LONG,20260915,868.049988,900.495612,836.583572,-0.001683,866.590000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,866.590000,10:01,STOP,-0.001682,-0.001786,0.009677,35,-0.000058,-0.001624
GODREJPROP_NS,LONG,20260915,1691.500000,1783.864548,1598.825569,-0.054788,1598.830000,MEDIUM,USABLE,5,STRONG_FAVOUR,adaptive_risk,1691.599976,10:14,HORIZON,0.000059,-0.002897,0.019628,48,0.000059,0.000000
HAVELLS_NS,LONG,20260915,1105.500000,1144.704219,1071.662017,-0.030609,1071.660000,LOW,SPARSE,1,NORMAL,adaptive_risk,1106.000000,10:14,HORIZON,0.000452,-0.001357,0.004704,48,0.000452,0.000000
HDFCLIFE_NS,LONG,20260915,527.150024,543.065868,508.625285,-0.035141,508.630000,MEDIUM,USABLE,5,NORMAL,adaptive_risk,526.500000,10:14,HORIZON,-0.001233,-0.004079,0.004932,48,-0.001233,0.000000
HEROMOTOCO_NS,LONG,20260915,5253.500000,5450.666585,5039.062926,-0.002300,5241.420000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h300_p50,5264.500000,10:14,HORIZON,0.002094,0.000000,0.013895,48,0.002094,0.000000
HINDUNILVR_NS,LONG,20260915,1951.000000,2000.822612,1901.999602,-0.004282,1942.650000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,1949.400024,10:14,HORIZON,-0.000820,-0.002460,0.007637,48,-0.000820,0.000000
ICICIBANK_NS,LONG,20260915,1356.300049,1398.022147,1321.737402,-0.001944,1353.660000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h60_p50,1356.099976,10:14,HORIZON,-0.000148,-0.000295,0.009954,48,-0.000148,0.000000
INDHOTEL_NS,LONG,20260915,725.950012,754.884991,695.517838,-0.006621,721.140000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,726.099976,10:14,HORIZON,0.000207,-0.001584,0.004615,48,0.000207,0.000000
INDUSINDBK_NS,LONG,20260915,967.799988,1013.907753,929.999649,-0.006933,961.090000,LOW,LIMITED,3,NORMAL,mae_h300_p50,967.900024,10:14,HORIZON,0.000103,-0.002790,0.001550,48,0.000103,0.000000
INDUSTOWER_NS,LONG,20260915,384.450012,403.189239,367.788558,-0.001472,383.880000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,384.399994,10:14,HORIZON,-0.000130,-0.000910,0.007153,48,-0.000130,0.000000
INFY_NS,LONG,20260915,1082.699951,1112.767357,1040.054799,-0.039388,1040.050000,LOW,SPARSE,1,NORMAL,adaptive_risk,1083.400024,10:14,HORIZON,0.000647,-0.008405,0.012931,48,0.000647,0.000000
JUBLFOOD_NS,LONG,20260915,468.200012,486.115381,446.533418,-0.046276,446.530000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,469.100006,10:14,HORIZON,0.001922,-0.000320,0.010145,48,0.001922,0.000000
KOTAKBANK_NS,SHORT,20260915,413.100006,401.536600,425.731936,-0.003915,411.480000,LOW,LIMITED,4,NORMAL,mae_h300_p50,411.480000,09:27,STOP,0.003922,-0.000968,0.000121,1,0.001089,0.002832
LICI_NS,LONG,20260915,398.100006,413.672727,385.947950,-0.000120,398.050000,MEDIUM,USABLE,5,NORMAL,mae_h300_p75,398.050000,09:27,STOP,-0.000126,-0.004647,0.000000,1,-0.000377,0.000251
LT_NS,LONG,20260915,3858.000000,4029.179933,3702.385789,-0.004576,3840.350000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,3860.000000,10:14,HORIZON,0.000518,-0.002255,0.006454,48,0.000518,0.000000
LUPIN_NS,LONG,20260915,2074.600098,2156.941822,2009.101613,-0.031572,2009.100000,MEDIUM,USABLE,5,STRONG_FAVOUR,adaptive_risk,2076.000000,10:14,HORIZON,0.000675,-0.000289,0.007471,48,0.000675,0.000000
M&M_NS,LONG,20260915,3094.199951,3213.251882,2966.893935,-0.005778,3076.320000,LOW,SPARSE,1,NORMAL,mae_h60_p50,3095.600098,10:14,HORIZON,0.000453,-0.000873,0.005623,48,0.000453,0.000000
MARICO_NS,LONG,20260915,799.400024,815.714273,776.517530,-0.028625,776.520000,LOW,SPARSE,1,STRONG_FAVOUR,adaptive_risk,798.849976,10:14,HORIZON,-0.000688,-0.001251,0.010195,48,-0.000688,0.000000
MARUTI_NS,LONG,20260915,12377.000000,12707.051448,11993.409578,-0.002654,12344.150000,LOW,LIMITED,4,NORMAL,mae_h300_p50,12379.000000,10:14,HORIZON,0.000162,-0.000485,0.004605,48,0.000162,0.000000
MPHASIS_NS,LONG,20260915,2376.300049,2496.139393,2266.194557,-0.006273,2361.390000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,2391.800049,10:14,HORIZON,0.006523,-0.002062,0.035644,48,0.006523,0.000000
MUTHOOTFIN_NS,LONG,20260915,2771.800049,2860.929695,2637.545899,-0.005544,2756.430000,LOW,LIMITED,2,NORMAL,mae_h300_p50,2773.500000,10:14,HORIZON,0.000613,-0.000649,0.004005,48,0.000613,0.000000
NAUKRI_NS,LONG,20260915,1282.599976,1344.180161,1223.425838,-0.046136,1223.430000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,1280.599976,10:14,HORIZON,-0.001559,-0.002807,0.017309,48,-0.001559,0.000000
NESTLEIND_NS,LONG,20260915,1379.599976,1421.103315,1346.250796,-0.002790,1375.750000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,1381.599976,10:14,HORIZON,0.001450,-0.000072,0.007973,48,0.001450,0.000000
NMDC_NS,LONG,20260915,81.839996,85.465585,78.280367,-0.043495,78.280000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,81.809998,10:14,HORIZON,-0.000367,-0.001100,0.006476,48,-0.000367,0.000000
NTPC_NS,LONG,20260915,327.700012,336.281367,318.888218,-0.006337,325.620000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,327.750000,10:14,HORIZON,0.000153,-0.001221,0.005645,48,0.000153,0.000000
PAGEIND_NS,LONG,20260915,35200.000000,36642.883690,34024.975985,-0.004743,35033.050000,LOW,LIMITED,4,NORMAL,mae_h300_p50,35180.000000,10:15,HORIZON,-0.000568,-0.000568,0.005966,48,-0.000568,0.000000
PIDILITIND_NS,LONG,20260915,1556.699951,1609.260447,1510.103981,-0.000573,1555.810000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h60_p50,1555.810000,09:55,STOP,-0.000572,-0.001156,0.006938,29,0.000707,-0.001278
POLYCAB_NS,LONG,20260915,8173.000000,8651.281956,7797.374088,-0.004130,8139.250000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,8174.000000,10:14,HORIZON,0.000122,-0.000979,0.008504,48,0.000122,0.000000
POWERGRID_NS,LONG,20260915,264.899994,272.450122,257.751604,-0.000376,264.800000,LOW,LIMITED,2,NORMAL,mae_h300_p50,264.800000,09:57,STOP,-0.000377,-0.000566,0.007550,31,0.001321,-0.001699
SBILIFE_NS,LONG,20260915,1675.199951,1739.929067,1622.673815,-0.031355,1622.670000,MEDIUM,USABLE,5,NORMAL,adaptive_risk,1670.900024,10:14,HORIZON,-0.002567,-0.004596,0.004417,48,-0.002567,0.000000
SBIN_NS,LONG,20260915,981.900024,1010.726052,948.535038,-0.003848,978.120000,LOW,LIMITED,2,STRONG_FAVOUR,mae_h60_p50,982.599976,10:14,HORIZON,0.000713,-0.000611,0.010490,48,0.000713,0.000000
SUNPHARMA_NS,LONG,20260915,1830.400024,1883.457803,1773.680952,-0.000792,1828.950000,LOW,LIMITED,3,STRONG_FAVOUR,mae_h60_p50,1828.950000,10:01,STOP,-0.000792,-0.001311,0.007430,35,0.000874,-0.001666
TATASTEEL_NS,LONG,20260915,182.979996,189.100255,175.587542,-0.002852,182.460000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,183.100006,10:14,HORIZON,0.000656,-0.002077,0.005083,48,0.000656,0.000000
TCS_NS,LONG,20260915,2293.600098,2364.784530,2214.267126,-0.003759,2284.980000,LOW,SPARSE,1,STRONG_FAVOUR,mae_h60_p50,2284.980000,09:56,STOP,-0.003758,-0.005842,0.012121,30,0.001352,-0.005110
TECHM_NS,LONG,20260915,1615.500000,1687.979621,1548.439618,-0.001918,1612.400000,LOW,LIMITED,2,NORMAL,mae_h300_p50,1612.400000,09:51,STOP,-0.001919,-0.002662,0.008295,25,0.000433,-0.002352
TITAN_NS,LONG,20260915,4921.500000,5120.885550,4749.729768,-0.034902,4749.730000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,4920.000000,10:14,HORIZON,-0.000305,-0.000914,0.007823,48,-0.000305,0.000000
TMCV_NS,LONG,20260915,431.100006,485.416132,410.512660,-0.047755,410.510000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,431.600006,10:14,HORIZON,0.001160,-0.001856,0.012990,48,0.001160,0.000000
TORNTPHARM_NS,LONG,20260915,4910.500000,5064.268420,4748.587131,-0.008649,4868.030000,LOW,LIMITED,2,NORMAL,mae_h300_p50,4914.500000,10:14,HORIZON,0.000815,-0.000611,0.004887,48,0.000815,0.000000
TRENT_NS,LONG,20260915,2792.899902,2941.422060,2665.173905,-0.004776,2779.560000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,2795.000000,10:14,HORIZON,0.000752,-0.001002,0.006982,48,0.000752,0.000000
TVSMOTOR_NS,LONG,20260915,4088.000000,4255.858923,3931.307673,-0.038330,3931.310000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,4093.000000,10:14,HORIZON,0.001223,-0.000978,0.011032,48,0.001223,0.000000
ULTRACEMCO_NS,LONG,20260915,10824.000000,11127.169615,10518.872179,-0.002610,10795.750000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h300_p50,10820.000000,10:14,HORIZON,-0.000370,-0.000370,0.008500,48,-0.000370,0.000000
UNITDSPR_NS,LONG,20260915,1397.800049,1445.562476,1344.909287,-0.037839,1344.910000,LOW,LIMITED,3,NORMAL,adaptive_risk,1398.099976,10:14,HORIZON,0.000215,-0.003219,0.001145,48,0.000215,0.000000
UPL_NS,LONG,20260915,568.599976,587.877180,547.226054,-0.002070,567.420000,LOW,LIMITED,4,STRONG_FAVOUR,mae_h60_p50,568.549988,10:14,HORIZON,-0.000088,-0.000967,0.009321,48,-0.000088,0.000000
VBL_NS,LONG,20260915,413.950012,430.242523,399.046037,-0.002085,413.090000,MEDIUM,USABLE,5,STRONG_FAVOUR,mae_h300_p50,413.090000,10:02,STOP,-0.002078,-0.002295,0.003744,36,0.000845,-0.002923
VEDL_NS,LONG,20260915,260.100006,271.315583,247.051657,-0.050167,247.050000,NONE,UNAVAILABLE,0,NORMAL,adaptive_risk,259.950012,10:14,HORIZON,-0.000577,-0.002115,0.004614,48,-0.000577,0.000000
WIPRO_NS,LONG,20260915,171.389999,176.262809,164.842101,-0.001257,171.170000,LOW,LIMITED,2,NORMAL,mae_h300_p50,171.170000,09:56,STOP,-0.001284,-0.001342,0.010677,30,0.002801,-0.004084
