ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,inversion_occurred,inversion_bar,inversion_direction,inversion_entry_price,inversion_stop_price,inversion_exit_price,inversion_exit_reason,inversion_realized_ret,combined_realized_ret,h300_counterfactual_ret
ADANIENT_NS,LONG,20260903,2901.000000,3052.282373,2771.771618,-0.007627,2878.870000,USABLE,5,2897.199951,10:14,HORIZON,-0.001310,-0.001930,48,False,None,None,None,None,None,None,None,-0.001310,-0.001310
ADANIGREEN_NS,LONG,20260903,1283.400024,1367.212276,1202.989002,-0.003281,1279.190000,USABLE,5,1290.599976,10:14,HORIZON,0.005610,0.000000,48,False,None,None,None,None,None,None,None,0.005610,0.005610
AXISBANK_NS,LONG,20260903,1267.000000,1316.669594,1229.481465,-0.005900,1259.520000,LIMITED,2,1271.900024,10:14,HORIZON,0.003867,0.000000,48,False,None,None,None,None,None,None,None,0.003867,0.003867
BAJAJFINSV_NS,SHORT,20260903,1992.099976,1913.151059,2057.825441,-0.007996,1976.170000,LIMITED,4,1976.170000,09:27,STOP,0.007997,0.000000,1,False,None,None,None,None,None,None,None,0.007997,0.004819
BAJFINANCE_NS,LONG,20260903,1049.000000,1088.803829,1013.512847,-0.000951,1048.000000,LIMITED,4,1048.000000,09:38,STOP,-0.000953,-0.001430,12,False,None,None,None,None,None,None,None,-0.000953,0.006959
BANDHANBNK_NS,LONG,20260903,164.229996,173.208946,155.096007,-0.008525,162.830000,USABLE,5,166.639999,10:14,HORIZON,0.014675,0.000000,48,False,None,None,None,None,None,None,None,0.014675,0.014675
BANKBARODA_NS,LONG,20260903,240.440002,251.181995,228.659644,-0.048995,228.660000,USABLE,5,242.589996,10:14,HORIZON,0.008942,0.000000,48,False,None,None,None,None,None,None,None,0.008942,0.008942
CIPLA_NS,LONG,20260903,1394.699951,1444.508037,1357.955637,-0.000181,1394.450000,LIMITED,2,1407.800049,10:14,HORIZON,0.009393,0.000000,48,False,None,None,None,None,None,None,None,0.009393,0.009393
COALINDIA_NS,LONG,20260903,420.049988,434.798659,406.604694,-0.005928,417.560000,LIMITED,4,424.049988,10:14,HORIZON,0.009523,0.000000,48,False,None,None,None,None,None,None,None,0.009523,0.009523
HDFCLIFE_NS,LONG,20260903,533.500000,549.607564,514.752114,-0.035141,514.750000,USABLE,5,538.450012,10:14,HORIZON,0.009278,0.000000,48,False,None,None,None,None,None,None,None,0.009278,0.009278
HINDUNILVR_NS,LONG,20260903,1962.000000,2012.103518,1912.723331,-0.004282,1953.600000,LIMITED,2,1968.900024,10:14,HORIZON,0.003517,0.000000,48,False,None,None,None,None,None,None,None,0.003517,0.003517
INDUSTOWER_NS,LONG,20260903,374.950012,394.736900,359.238095,-0.001472,374.400000,USABLE,5,380.649994,10:14,HORIZON,0.015202,0.000000,48,False,None,None,None,None,None,None,None,0.015202,0.015202
IRCTC_NS,LONG,20260903,474.600006,490.857223,457.884303,-0.002101,473.600000,LIMITED,2,476.450012,10:14,HORIZON,0.003898,0.000000,48,False,None,None,None,None,None,None,None,0.003898,0.003898
ITC_NS,LONG,20260903,263.000000,268.342130,256.334350,-0.001518,262.600000,USABLE,5,265.549988,10:14,HORIZON,0.009696,0.000000,48,False,None,None,None,None,None,None,None,0.009696,0.009696
LUPIN_NS,LONG,20260903,2132.000000,2216.619950,2064.689308,-0.031572,2064.690000,USABLE,5,2150.300049,10:14,HORIZON,0.008584,0.000000,48,False,None,None,None,None,None,None,None,0.008584,0.008584
ONGC_NS,LONG,20260903,236.000000,243.334317,227.166415,-0.000856,235.800000,USABLE,5,236.550003,10:14,HORIZON,0.002331,0.000000,48,False,None,None,None,None,None,None,None,0.002331,0.002331
PETRONET_NS,LONG,20260903,289.500000,298.590877,281.391993,-0.000345,289.400000,LIMITED,2,290.399994,10:14,HORIZON,0.003109,0.000000,48,False,None,None,None,None,None,None,None,0.003109,0.003109
PIDILITIND_NS,SHORT,20260903,1638.300049,1582.139628,1692.917253,-0.007268,1626.390000,LIMITED,4,1626.390000,09:27,STOP,0.007270,0.000000,1,False,None,None,None,None,None,None,None,0.007270,0.005066
POLYCAB_NS,LONG,20260903,8807.500000,9322.912740,8402.712869,-0.001987,8790.000000,USABLE,5,8852.500000,10:14,HORIZON,0.005109,-0.001646,48,False,None,None,None,None,None,None,None,0.005109,0.005109
POWERGRID_NS,LONG,20260903,265.600006,273.170086,258.432726,-0.000282,265.530000,LIMITED,2,268.799988,10:14,HORIZON,0.012048,0.000000,48,False,None,None,None,None,None,None,None,0.012048,0.012048
RECLTD_NS,LONG,20260903,313.600006,325.292773,299.456597,-0.000474,313.450000,USABLE,5,318.000000,10:14,HORIZON,0.014031,0.000000,48,False,None,None,None,None,None,None,None,0.014031,0.014031
SBILIFE_NS,LONG,20260903,1715.000000,1781.266976,1661.225927,-0.031355,1661.230000,USABLE,5,1733.699951,10:14,HORIZON,0.010904,0.000000,48,False,None,None,None,None,None,None,None,0.010904,0.010904
TATASTEEL_NS,LONG,20260903,184.199997,190.361063,176.758254,-0.002852,183.670000,USABLE,5,184.300003,10:14,HORIZON,0.000543,0.000000,48,False,None,None,None,None,None,None,None,0.000543,0.000543
TRENT_NS,LONG,20260903,2815.600098,2965.329417,2686.835966,-0.004776,2802.150000,USABLE,5,2874.399902,10:14,HORIZON,0.020884,0.000000,48,False,None,None,None,None,None,None,None,0.020884,0.020884
VBL_NS,LONG,20260903,407.149994,423.174865,392.490849,-0.002085,406.300000,USABLE,5,413.200012,10:14,HORIZON,0.014859,0.000000,48,False,None,None,None,None,None,None,None,0.014859,0.014859
