ticker,direction,date,entry_price,adaptive_target,adaptive_risk,candidate_stop_pct,candidate_stop_price,coverage_quality,n_obs,exit_price,exit_time_ist,exit_reason,realized_return,max_adverse_excursion,bars_held,inversion_occurred,inversion_bar,inversion_direction,inversion_entry_price,inversion_stop_price,inversion_exit_price,inversion_exit_reason,inversion_realized_ret,combined_realized_ret,h300_counterfactual_ret
BAJAJ-AUTO_NS,LONG,20260909,11790.000000,12161.760138,11452.682285,-0.028610,11452.680000,SPARSE,1,11844.000000,10:14,HORIZON,0.004580,0.000000,48,False,None,None,None,None,None,None,None,0.004580,0.004580
BAJAJFINSV_NS,LONG,20260909,1927.000000,1997.135710,1855.417215,-0.037147,1855.420000,SPARSE,1,1931.500000,10:14,HORIZON,0.002335,0.000000,48,False,None,None,None,None,None,None,None,0.002335,0.002335
BAJFINANCE_NS,LONG,20260909,1039.300049,1078.735818,1004.141040,-0.000951,1038.310000,LIMITED,4,1042.900024,10:14,HORIZON,0.003464,0.000000,48,False,None,None,None,None,None,None,None,0.003464,0.003464
BANKBARODA_NS,LONG,20260909,234.100006,244.558751,222.630276,-0.048995,222.630000,USABLE,5,235.860001,10:14,HORIZON,0.007518,0.000000,48,False,None,None,None,None,None,None,None,0.007518,0.007518
BHARTIARTL_NS,LONG,20260909,1814.699951,1887.389581,1765.252913,-0.000882,1813.100000,USABLE,5,1823.300049,10:14,HORIZON,0.004739,0.000000,48,False,None,None,None,None,None,None,None,0.004739,0.004739
CANBK_NS,LONG,20260909,124.080002,130.931045,117.432736,-0.053572,117.430000,SPARSE,1,124.900002,10:14,HORIZON,0.006609,0.000000,48,False,None,None,None,None,None,None,None,0.006609,0.006609
COALINDIA_NS,SHORT,20260909,431.000000,413.742844,447.048246,-0.007193,427.900000,SPARSE,1,427.900000,09:27,STOP,0.007193,-0.006381,1,False,None,None,None,None,None,None,None,0.007193,-0.006613
COLPAL_NS,LONG,20260909,1800.000000,1877.368578,1745.745106,-0.001083,1798.050000,LIMITED,4,1798.050000,10:02,STOP,-0.001083,-0.001111,36,False,None,None,None,None,None,None,None,-0.001083,-0.000889
DABUR_NS,LONG,20260909,371.549988,382.356590,361.124347,-0.002934,370.460000,USABLE,5,370.460000,09:56,STOP,-0.002934,-0.002961,30,False,None,None,None,None,None,None,None,-0.002934,-0.007267
GODREJPROP_NS,LONG,20260909,1857.099976,1958.507128,1755.352601,-0.054788,1755.350000,USABLE,5,1884.699951,10:14,HORIZON,0.014862,0.000000,48,False,None,None,None,None,None,None,None,0.014862,0.014862
